"Year","Antigen or vaccine","Target population","Geography","Gender","GeoCode","Value"
"2021","Tetanus","Recommended vaccines for 2-year-old children","Prince Edward Island","Total - Gender",11,95.8
"2021","Haemophilus influenzae type B (Hib)","Recommended vaccines for 2-year-old children","Prince Edward Island","Total - Gender",11,95.8
"2021","Measles","Recommended vaccines for 2-year-old children","Prince Edward Island","Total - Gender",11,98
"2021","Mumps","Recommended vaccines for 2-year-old children","Prince Edward Island","Total - Gender",11,98
"2021","Rubella","Recommended vaccines for 2-year-old children","Prince Edward Island","Total - Gender",11,98
"2021","Hepatitis B","Recommended vaccines for 2-year-old children","Prince Edward Island","Total - Gender",11,97.7
"2021","Varicella","Recommended vaccines for 2-year-old children","Prince Edward Island","Total - Gender",11,96.7
"2021","Pneumococcal","Recommended vaccines for 2-year-old children","Prince Edward Island","Total - Gender",11,97.4
"2021","Rotavirus","Recommended vaccines for 2-year-old children","Prince Edward Island","Total - Gender",11,96.4
"2021","Diphtheria","Recommended vaccines for 2-year-old children","Nova Scotia","Total - Gender",12,70.3
"2021","Pertussis (whooping cough)","Recommended vaccines for 2-year-old children","Nova Scotia","Total - Gender",12,70.3
"2021","Tetanus","Recommended vaccines for 2-year-old children","Nova Scotia","Total - Gender",12,70.3
"2021","Polio","Recommended vaccines for 2-year-old children","Nova Scotia","Total - Gender",12,87.9
"2021","Haemophilus influenzae type B (Hib)","Recommended vaccines for 2-year-old children","Nova Scotia","Total - Gender",12,66.8
"2021","Measles","Recommended vaccines for 2-year-old children","Nova Scotia","Total - Gender",12,93.6
"2021","Mumps","Recommended vaccines for 2-year-old children","Nova Scotia","Total - Gender",12,93.6
"2021","Rubella","Recommended vaccines for 2-year-old children","Nova Scotia","Total - Gender",12,93.6
"2021","Varicella","Recommended vaccines for 2-year-old children","Nova Scotia","Total - Gender",12,93.2
"2021","Meningococcal type C","Recommended vaccines for 2-year-old children","Nova Scotia","Total - Gender",12,89.4
"2021","Pneumococcal","Recommended vaccines for 2-year-old children","Nova Scotia","Total - Gender",12,79
"2021","Diphtheria","Recommended vaccines for 2-year-old children","New Brunswick","Total - Gender",13,78.1
"2021","Pertussis (whooping cough)","Recommended vaccines for 2-year-old children","New Brunswick","Total - Gender",13,78.1
"2021","Tetanus","Recommended vaccines for 2-year-old children","New Brunswick","Total - Gender",13,78.1
"2021","Polio","Recommended vaccines for 2-year-old children","New Brunswick","Total - Gender",13,89.6
"2021","Haemophilus influenzae type B (Hib)","Recommended vaccines for 2-year-old children","New Brunswick","Total - Gender",13,75.9
"2021","Measles","Recommended vaccines for 2-year-old children","New Brunswick","Total - Gender",13,94.3
"2021","Mumps","Recommended vaccines for 2-year-old children","New Brunswick","Total - Gender",13,94.3
"2021","Rubella","Recommended vaccines for 2-year-old children","New Brunswick","Total - Gender",13,94.3
"2021","Hepatitis B","Recommended vaccines for 2-year-old children","New Brunswick","Total - Gender",13,79.8
"2021","Varicella","Recommended vaccines for 2-year-old children","New Brunswick","Total - Gender",13,91.2
"2021","Meningococcal type C","Recommended vaccines for 2-year-old children","New Brunswick","Total - Gender",13,90.6
"2021","Pneumococcal","Recommended vaccines for 2-year-old children","New Brunswick","Total - Gender",13,86.7
"2021","Rotavirus","Recommended vaccines for 2-year-old children","New Brunswick","Total - Gender",13,66.6
"2021","Diphtheria","Recommended vaccines for 2-year-old children","Ontario","Total - Gender",35,76.7
"2021","Pertussis (whooping cough)","Recommended vaccines for 2-year-old children","Ontario","Total - Gender",35,76.7
"2021","Tetanus","Recommended vaccines for 2-year-old children","Ontario","Total - Gender",35,76.7
"2021","Polio","Recommended vaccines for 2-year-old children","Ontario","Total - Gender",35,94.4
"2021","Haemophilus influenzae type B (Hib)","Recommended vaccines for 2-year-old children","Ontario","Total - Gender",35,73.8
"2021","Measles","Recommended vaccines for 2-year-old children","Ontario","Total - Gender",35,92
"2021","Mumps","Recommended vaccines for 2-year-old children","Ontario","Total - Gender",35,91.7
"2021","Rubella","Recommended vaccines for 2-year-old children","Ontario","Total - Gender",35,91.7
"2021","Varicella","Recommended vaccines for 2-year-old children","Ontario","Total - Gender",35,85.9
"2021","Meningococcal type C","Recommended vaccines for 2-year-old children","Ontario","Total - Gender",35,90.1
"2021","Pneumococcal","Recommended vaccines for 2-year-old children","Ontario","Total - Gender",35,86.1
"2021","Rotavirus","Recommended vaccines for 2-year-old children","Ontario","Total - Gender",35,84.7
"2021","Diphtheria","Recommended vaccines for 2-year-old children","Quebec","Total - Gender",24,76.2
"2021","Pertussis (whooping cough)","Recommended vaccines for 2-year-old children","Quebec","Total - Gender",24,76.2
"2021","Tetanus","Recommended vaccines for 2-year-old children","Quebec","Total - Gender",24,76.2
"2021","Polio","Recommended vaccines for 2-year-old children","Quebec","Total - Gender",24,91.7
"2021","Haemophilus influenzae type B (Hib)","Recommended vaccines for 2-year-old children","Quebec","Total - Gender",24,75.8
"2021","Measles","Recommended vaccines for 2-year-old children","Quebec","Total - Gender",24,93.2
"2021","Mumps","Recommended vaccines for 2-year-old children","Quebec","Total - Gender",24,93.2
"2021","Rubella","Recommended vaccines for 2-year-old children","Quebec","Total - Gender",24,93.2
"2021","Hepatitis B","Recommended vaccines for 2-year-old children","Quebec","Total - Gender",24,80.6
"2021","Varicella","Recommended vaccines for 2-year-old children","Quebec","Total - Gender",24,89.9
"2021","Meningococcal type C","Recommended vaccines for 2-year-old children","Quebec","Total - Gender",24,90.2
"2021","Pneumococcal","Recommended vaccines for 2-year-old children","Quebec","Total - Gender",24,85.3
"2021","Rotavirus","Recommended vaccines for 2-year-old children","Quebec","Total - Gender",24,86
"2021","Diphtheria","Recommended vaccines for 2-year-old children","Manitoba","Total - Gender",46,75.5
"2021","Pertussis (whooping cough)","Recommended vaccines for 2-year-old children","Manitoba","Total - Gender",46,75.5
"2021","Tetanus","Recommended vaccines for 2-year-old children","Manitoba","Total - Gender",46,75.5
"2021","Polio","Recommended vaccines for 2-year-old children","Manitoba","Total - Gender",46,87.9
"2021","Haemophilus influenzae type B (Hib)","Recommended vaccines for 2-year-old children","Manitoba","Total - Gender",46,75.3
"2021","Measles","Recommended vaccines for 2-year-old children","Manitoba","Total - Gender",46,87.1
"2021","Mumps","Recommended vaccines for 2-year-old children","Manitoba","Total - Gender",46,86.6
"2021","Rubella","Recommended vaccines for 2-year-old children","Manitoba","Total - Gender",46,86.6
"2021","Varicella","Recommended vaccines for 2-year-old children","Manitoba","Total - Gender",46,86.9
"2021","Meningococcal type C","Recommended vaccines for 2-year-old children","Manitoba","Total - Gender",46,88.8
"2021","Pneumococcal","Recommended vaccines for 2-year-old children","Manitoba","Total - Gender",46,81.7
"2021","Rotavirus","Recommended vaccines for 2-year-old children","Manitoba","Total - Gender",46,82.2
"2021","Diphtheria","Recommended vaccines for 2-year-old children","Saskatchewan","Total - Gender",47,80.9
"2021","Pertussis (whooping cough)","Recommended vaccines for 2-year-old children","Saskatchewan","Total - Gender",47,80.9
"2021","Tetanus","Recommended vaccines for 2-year-old children","Saskatchewan","Total - Gender",47,80.9
"2021","Polio","Recommended vaccines for 2-year-old children","Saskatchewan","Total - Gender",47,91
"2021","Haemophilus influenzae type B (Hib)","Recommended vaccines for 2-year-old children","Saskatchewan","Total - Gender",47,80.6
"2021","Measles","Recommended vaccines for 2-year-old children","Saskatchewan","Total - Gender",47,91.4
"2021","Mumps","Recommended vaccines for 2-year-old children","Saskatchewan","Total - Gender",47,91
"2021","Rubella","Recommended vaccines for 2-year-old children","Saskatchewan","Total - Gender",47,91
"2021","Varicella","Recommended vaccines for 2-year-old children","Saskatchewan","Total - Gender",47,80.9
"2021","Meningococcal type C","Recommended vaccines for 2-year-old children","Saskatchewan","Total - Gender",47,89.1
"2021","Pneumococcal","Recommended vaccines for 2-year-old children","Saskatchewan","Total - Gender",47,83.7
"2021","Rotavirus","Recommended vaccines for 2-year-old children","Saskatchewan","Total - Gender",47,88.2
"2021","Diphtheria","Recommended vaccines for 2-year-old children","Alberta","Total - Gender",48,74.6
"2021","Pertussis (whooping cough)","Recommended vaccines for 2-year-old children","Alberta","Total - Gender",48,74.6
"2021","Tetanus","Recommended vaccines for 2-year-old children","Alberta","Total - Gender",48,74.6
"2021","Polio","Recommended vaccines for 2-year-old children","Alberta","Total - Gender",48,85.7
"2021","Haemophilus influenzae type B (Hib)","Recommended vaccines for 2-year-old children","Alberta","Total - Gender",48,71.1
"2021","Measles","Recommended vaccines for 2-year-old children","Alberta","Total - Gender",48,88.4
"2021","Mumps","Recommended vaccines for 2-year-old children","Alberta","Total - Gender",48,88.4
"2021","Rubella","Recommended vaccines for 2-year-old children","Alberta","Total - Gender",48,88.4
"2021","Varicella","Recommended vaccines for 2-year-old children","Alberta","Total - Gender",48,83.3
"2021","Meningococcal type C","Recommended vaccines for 2-year-old children","Alberta","Total - Gender",48,89.8
"2021","Pneumococcal","Recommended vaccines for 2-year-old children","Alberta","Total - Gender",48,81.3
"2021","Rotavirus","Recommended vaccines for 2-year-old children","Alberta","Total - Gender",48,84.8
"2021","Diphtheria","Recommended vaccines for 2-year-old children","British Columbia","Total - Gender",59,83.6
"2021","Pertussis (whooping cough)","Recommended vaccines for 2-year-old children","British Columbia","Total - Gender",59,83.6
"2021","Tetanus","Recommended vaccines for 2-year-old children","British Columbia","Total - Gender",59,83.6
"2021","Polio","Recommended vaccines for 2-year-old children","British Columbia","Total - Gender",59,92.6
"2021","Haemophilus influenzae type B (Hib)","Recommended vaccines for 2-year-old children","British Columbia","Total - Gender",59,82.8
"2021","Measles","Recommended vaccines for 2-year-old children","British Columbia","Total - Gender",59,91.3
"2021","Mumps","Recommended vaccines for 2-year-old children","British Columbia","Total - Gender",59,91.3
"2021","Rubella","Recommended vaccines for 2-year-old children","British Columbia","Total - Gender",59,91.3
"2021","Hepatitis B","Recommended vaccines for 2-year-old children","British Columbia","Total - Gender",59,87.1
"2021","Varicella","Recommended vaccines for 2-year-old children","British Columbia","Total - Gender",59,91
"2021","Meningococcal type C","Recommended vaccines for 2-year-old children","British Columbia","Total - Gender",59,94.2
"2021","Pneumococcal","Recommended vaccines for 2-year-old children","British Columbia","Total - Gender",59,88.2
"2021","Rotavirus","Recommended vaccines for 2-year-old children","British Columbia","Total - Gender",59,91.2
"2021","Diphtheria","Recommended vaccines for 2-year-old children","Yukon","Total - Gender",60,66.6
"2021","Pertussis (whooping cough)","Recommended vaccines for 2-year-old children","Yukon","Total - Gender",60,66.6
"2021","Tetanus","Recommended vaccines for 2-year-old children","Yukon","Total - Gender",60,66.6
"2021","Polio","Recommended vaccines for 2-year-old children","Yukon","Total - Gender",60,86.3
"2021","Haemophilus influenzae type B (Hib)","Recommended vaccines for 2-year-old children","Yukon","Total - Gender",60,64
"2021","Measles","Recommended vaccines for 2-year-old children","Yukon","Total - Gender",60,85.3
"2021","Mumps","Recommended vaccines for 2-year-old children","Yukon","Total - Gender",60,85.3
"2021","Rubella","Recommended vaccines for 2-year-old children","Yukon","Total - Gender",60,85.3
"2021","Hepatitis B","Recommended vaccines for 2-year-old children","Yukon","Total - Gender",60,71.3
"2021","Varicella","Recommended vaccines for 2-year-old children","Yukon","Total - Gender",60,81.8
"2021","Meningococcal type C","Recommended vaccines for 2-year-old children","Yukon","Total - Gender",60,90
"2021","Pneumococcal","Recommended vaccines for 2-year-old children","Yukon","Total - Gender",60,73.2
"2021","Rotavirus","Recommended vaccines for 2-year-old children","Yukon","Total - Gender",60,86.7
"2021","Diphtheria","Recommended vaccines for 2-year-old children","Northwest Territories","Total - Gender",61,66
"2021","Pertussis (whooping cough)","Recommended vaccines for 2-year-old children","Northwest Territories","Total - Gender",61,66
"2021","Tetanus","Recommended vaccines for 2-year-old children","Northwest Territories","Total - Gender",61,66
"2021","Polio","Recommended vaccines for 2-year-old children","Northwest Territories","Total - Gender",61,80.4
"2021","Haemophilus influenzae type B (Hib)","Recommended vaccines for 2-year-old children","Northwest Territories","Total - Gender",61,60
"2021","Measles","Recommended vaccines for 2-year-old children","Northwest Territories","Total - Gender",61,90.8
"2021","Mumps","Recommended vaccines for 2-year-old children","Northwest Territories","Total - Gender",61,89.5
"2021","Rubella","Recommended vaccines for 2-year-old children","Northwest Territories","Total - Gender",61,88.2
"2021","Hepatitis B","Recommended vaccines for 2-year-old children","Northwest Territories","Total - Gender",61,81
"2021","Varicella","Recommended vaccines for 2-year-old children","Northwest Territories","Total - Gender",61,80.2
"2021","Meningococcal type C","Recommended vaccines for 2-year-old children","Northwest Territories","Total - Gender",61,88.8
"2021","Pneumococcal","Recommended vaccines for 2-year-old children","Northwest Territories","Total - Gender",61,59.9
"2021","Rotavirus","Recommended vaccines for 2-year-old children","Northwest Territories","Total - Gender",61,75.6
"2021","Diphtheria","Recommended vaccines for 2-year-old children","Nunavut","Total - Gender",62,24.1
"2021","Pertussis (whooping cough)","Recommended vaccines for 2-year-old children","Nunavut","Total - Gender",62,24.1
"2021","Tetanus","Recommended vaccines for 2-year-old children","Nunavut","Total - Gender",62,24.1
"2021","Polio","Recommended vaccines for 2-year-old children","Nunavut","Total - Gender",62,33.5
"2021","Haemophilus influenzae type B (Hib)","Recommended vaccines for 2-year-old children","Nunavut","Total - Gender",62,24.1
"2021","Measles","Recommended vaccines for 2-year-old children","Nunavut","Total - Gender",62,34.6
"2021","Mumps","Recommended vaccines for 2-year-old children","Nunavut","Total - Gender",62,34.6
"2021","Rubella","Recommended vaccines for 2-year-old children","Nunavut","Total - Gender",62,34.6
"2021","Hepatitis B","Recommended vaccines for 2-year-old children","Nunavut","Total - Gender",62,32.5
"2021","Varicella","Recommended vaccines for 2-year-old children","Nunavut","Total - Gender",62,21.2
"2021","Meningococcal type C","Recommended vaccines for 2-year-old children","Nunavut","Total - Gender",62,34.5
"2021","Pneumococcal","Recommended vaccines for 2-year-old children","Nunavut","Total - Gender",62,21
