"Year","Geography","Source","GeoCode","Value"
1995,"New Brunswick","Transport",13,3.788
1995,"New Brunswick","Heavy Industry",13,1.804
1995,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.743
1995,"New Brunswick","Buildings",13,1.409
1995,"New Brunswick","Waste",13,0.88
1995,"New Brunswick","Agriculture",13,0.604
1995,"Newfoundland and Labrador","Provincial Inventory Total",10,8.517
1995,"Newfoundland and Labrador","Oil and Gas",10,0.968
1995,"Newfoundland and Labrador","Transport",10,2.677
1995,"Newfoundland and Labrador","Heavy Industry",10,1.619
1995,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.238
1995,"Newfoundland and Labrador","Buildings",10,0.964
1995,"Newfoundland and Labrador","Waste",10,0.664
1995,"Newfoundland and Labrador","Agriculture",10,0.111
1995,"Northwest Territories","Territorial Inventory Total",61,2.108
1995,"Northwest Territories","Oil and Gas",61,0.232
1995,"Northwest Territories","Transport",61,0.576
1995,"Northwest Territories","Heavy Industry",61,0.373
1995,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.051
1995,"Northwest Territories","Buildings",61,0.678
1995,"Northwest Territories","Waste",61,0.044
1995,"Northwest Territories","Agriculture",61,0
1995,"Nova Scotia","Provincial Inventory Total",12,18.916
1995,"Nova Scotia","Oil and Gas",12,0.681
1995,"Nova Scotia","Transport",12,4.357
1995,"Nova Scotia","Heavy Industry",12,1.153
1995,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.6
1995,"Nova Scotia","Buildings",12,2.458
1995,"Nova Scotia","Waste",12,0.828
1995,"Nova Scotia","Agriculture",12,0.673
1995,"Ontario","Provincial Inventory Total",35,178.979
1995,"Ontario","Oil and Gas",35,11.743
1995,"Ontario","Transport",35,43.392
1995,"Ontario","Heavy Industry",35,44.199
1995,"Ontario","Light Manufacturing, Construction and Forest Resources",35,11.565
1995,"Ontario","Buildings",35,31.112
1995,"Ontario","Waste",35,7.939
1995,"Ontario","Agriculture",35,11.432
1995,"Prince Edward Island","Provincial Inventory Total",11,1.733
1995,"Prince Edward Island","Oil and Gas",11,0
1995,"Prince Edward Island","Transport",11,0.58
1995,"Prince Edward Island","Heavy Industry",11,0.008
1995,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.131
1995,"Prince Edward Island","Buildings",11,0.502
1995,"Prince Edward Island","Waste",11,0.081
1995,"Prince Edward Island","Agriculture",11,0.391
1995,"Quebec","Provincial Inventory Total",24,82.042
1995,"Quebec","Oil and Gas",24,3.86
1995,"Quebec","Transport",24,26.249
1995,"Quebec","Heavy Industry",24,22.915
1995,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.585
1995,"Quebec","Buildings",24,11.983
1995,"Quebec","Waste",24,4.546
1995,"Quebec","Agriculture",24,7.529
1995,"Saskatchewan","Provincial Inventory Total",47,71.126
1995,"Saskatchewan","Oil and Gas",47,31.961
1995,"Saskatchewan","Transport",47,5.71
1995,"Saskatchewan","Heavy Industry",47,2.81
1995,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.67
1995,"Saskatchewan","Buildings",47,3.346
1995,"Saskatchewan","Waste",47,1.188
1995,"Saskatchewan","Agriculture",47,11.064
1995,"Yukon","Territorial Inventory Total",60,0.58
1995,"Yukon","Oil and Gas",60,0.148
1995,"Yukon","Transport",60,0.206
1995,"Yukon","Heavy Industry",60,0.035
1995,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.02
1995,"Yukon","Buildings",60,0.086
1995,"Yukon","Waste",60,0.023
1995,"Yukon","Agriculture",60,0.011
1996,"Alberta","Provincial Inventory Total",48,215.069
1996,"Alberta","Oil and Gas",48,92.474
1996,"Alberta","Transport",48,16.856
1996,"Alberta","Heavy Industry",48,15.232
1996,"Alberta","Light Manufacturing, Construction and Forest Resources",48,5.491
1996,"Alberta","Buildings",48,15.466
1996,"Alberta","Waste",48,2.369
1996,"Alberta","Agriculture",48,18.501
1996,"British Columbia","Provincial Inventory Total",59,61.045
1996,"British Columbia","Oil and Gas",59,12.413
1996,"British Columbia","Transport",59,17.978
1996,"British Columbia","Heavy Industry",59,9.076
1996,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,4.184
1996,"British Columbia","Buildings",59,9.158
1996,"British Columbia","Waste",59,2.905
1996,"British Columbia","Agriculture",59,2.684
1996,"Canada","Oil and Gas",,160.174
1996,"Canada","Transport",,129.11
1996,"Canada","Heavy Industry",,102.632
1996,"Canada","Light Manufacturing, Construction and Forest Resources",,28.174
1996,"Canada","Buildings",,84.539
1996,"Canada","Waste",,22.097
1996,"Canada","Agriculture",,60.081
1996,"Manitoba","Provincial Inventory Total",46,20.251
1996,"Manitoba","Oil and Gas",46,2.051
1996,"Manitoba","Transport",46,5.272
1996,"Manitoba","Heavy Industry",46,1.288
1996,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.65
1996,"Manitoba","Buildings",46,3.371
1996,"Manitoba","Waste",46,1.081
1996,"Manitoba","Agriculture",46,6.231
1996,"New Brunswick","Provincial Inventory Total",13,17.043
1996,"New Brunswick","Oil and Gas",13,1.499
1996,"New Brunswick","Transport",13,3.94
1996,"New Brunswick","Heavy Industry",13,1.893
1996,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.71
1996,"New Brunswick","Buildings",13,1.35
1996,"New Brunswick","Waste",13,0.893
1996,"New Brunswick","Agriculture",13,0.579
1996,"Newfoundland and Labrador","Provincial Inventory Total",10,8.626
1996,"Newfoundland and Labrador","Oil and Gas",10,1.136
1996,"Newfoundland and Labrador","Transport",10,2.728
1996,"Newfoundland and Labrador","Heavy Industry",10,1.638
1996,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.239
1996,"Newfoundland and Labrador","Buildings",10,0.922
1996,"Newfoundland and Labrador","Waste",10,0.667
1996,"Newfoundland and Labrador","Agriculture",10,0.11
1996,"Northwest Territories","Territorial Inventory Total",61,2.122
1996,"Northwest Territories","Oil and Gas",61,0.22
1996,"Northwest Territories","Transport",61,0.623
1996,"Northwest Territories","Heavy Industry",61,0.502
1996,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.011
1996,"Northwest Territories","Buildings",61,0.604
1996,"Northwest Territories","Waste",61,0.045
1996,"Nova Scotia","Provincial Inventory Total",12,18.882
1996,"Nova Scotia","Oil and Gas",12,0.711
1996,"Nova Scotia","Transport",12,4.342
1996,"Nova Scotia","Heavy Industry",12,0.982
1996,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.564
1996,"Nova Scotia","Buildings",12,2.583
1996,"Nova Scotia","Waste",12,0.844
1996,"Nova Scotia","Agriculture",12,0.677
1996,"Ontario","Provincial Inventory Total",35,187.329
1996,"Ontario","Oil and Gas",35,13.251
1996,"Ontario","Transport",35,44.006
1996,"Ontario","Heavy Industry",35,46.025
1996,"Ontario","Light Manufacturing, Construction and Forest Resources",35,10.644
1996,"Ontario","Buildings",35,34.262
1996,"Ontario","Waste",35,7.441
1996,"Ontario","Agriculture",35,11.457
1996,"Prince Edward Island","Provincial Inventory Total",11,1.801
1996,"Prince Edward Island","Oil and Gas",11,0
1996,"Prince Edward Island","Transport",11,0.598
1996,"Prince Edward Island","Heavy Industry",11,0.008
1996,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.151
1996,"Prince Edward Island","Buildings",11,0.533
1996,"Prince Edward Island","Waste",11,0.083
1996,"Prince Edward Island","Agriculture",11,0.402
1996,"Quebec","Provincial Inventory Total",24,83.392
1996,"Quebec","Oil and Gas",24,4.067
1996,"Quebec","Transport",24,26.756
1996,"Quebec","Heavy Industry",24,23.163
1996,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.456
1996,"Quebec","Buildings",24,12.342
1996,"Quebec","Waste",24,4.52
1996,"Quebec","Agriculture",24,7.685
1996,"Saskatchewan","Provincial Inventory Total",47,73.154
1996,"Saskatchewan","Oil and Gas",47,32.245
1996,"Saskatchewan","Transport",47,5.816
1996,"Saskatchewan","Heavy Industry",47,2.797
1996,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,1.064
1996,"Saskatchewan","Buildings",47,3.875
1996,"Saskatchewan","Waste",47,1.226
1996,"Saskatchewan","Agriculture",47,11.747
1996,"Yukon","Territorial Inventory Total",60,0.546
1996,"Yukon","Oil and Gas",60,0.108
1996,"Yukon","Transport",60,0.197
1996,"Yukon","Heavy Industry",60,0.027
1996,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.012
1996,"Yukon","Buildings",60,0.073
1996,"Yukon","Waste",60,0.023
1996,"Yukon","Agriculture",60,0.008
1997,"Alberta","Provincial Inventory Total",48,220.276
1997,"Alberta","Oil and Gas",48,93.513
1997,"Alberta","Transport",48,17.864
1997,"Alberta","Heavy Industry",48,16.402
1997,"Alberta","Light Manufacturing, Construction and Forest Resources",48,5.637
1997,"Alberta","Buildings",48,14.905
1997,"Alberta","Waste",48,2.43
1997,"Alberta","Agriculture",48,18.758
1997,"British Columbia","Provincial Inventory Total",59,60.29
1997,"British Columbia","Oil and Gas",59,11.188
1997,"British Columbia","Transport",59,18.683
1997,"British Columbia","Heavy Industry",59,9.243
1997,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,3.887
1997,"British Columbia","Buildings",59,8.632
1997,"British Columbia","Waste",59,2.792
1997,"British Columbia","Agriculture",59,2.776
1997,"Canada","Oil and Gas",,161.991
1997,"Canada","Transport",,133.38
1997,"Canada","Heavy Industry",,102.517
1997,"Canada","Light Manufacturing, Construction and Forest Resources",,28.879
1997,"Canada","Buildings",,82.044
1997,"Canada","Waste",,22.117
1997,"Canada","Agriculture",,60.885
1997,"Manitoba","Provincial Inventory Total",46,20.114
1997,"Manitoba","Oil and Gas",46,1.983
1997,"Manitoba","Transport",46,5.311
1997,"Manitoba","Heavy Industry",46,1.186
1997,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.7
1997,"Manitoba","Buildings",46,3.181
1997,"Manitoba","Waste",46,1.112
1997,"Manitoba","Agriculture",46,6.366
1997,"New Brunswick","Provincial Inventory Total",13,19.573
1997,"New Brunswick","Oil and Gas",13,1.542
1997,"New Brunswick","Transport",13,3.941
1997,"New Brunswick","Heavy Industry",13,1.737
1997,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.753
1997,"New Brunswick","Buildings",13,1.49
1997,"New Brunswick","Waste",13,0.894
1997,"New Brunswick","Agriculture",13,0.602
1997,"Newfoundland and Labrador","Provincial Inventory Total",10,9.186
1997,"Newfoundland and Labrador","Oil and Gas",10,1.302
1997,"Newfoundland and Labrador","Transport",10,2.729
1997,"Newfoundland and Labrador","Heavy Industry",10,1.845
1997,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.275
1997,"Newfoundland and Labrador","Buildings",10,1.005
1997,"Newfoundland and Labrador","Waste",10,0.66
1997,"Newfoundland and Labrador","Agriculture",10,0.127
1997,"Northwest Territories","Territorial Inventory Total",61,1.936
1997,"Northwest Territories","Oil and Gas",61,0.151
1997,"Northwest Territories","Transport",61,0.617
1997,"Northwest Territories","Heavy Industry",61,0.426
1997,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.012
1997,"Northwest Territories","Buildings",61,0.555
1997,"Northwest Territories","Waste",61,0.046
1997,"Northwest Territories","Agriculture",61,0
1997,"Nova Scotia","Provincial Inventory Total",12,19.688
1997,"Nova Scotia","Oil and Gas",12,0.635
1997,"Nova Scotia","Transport",12,4.39
1997,"Nova Scotia","Heavy Industry",12,0.869
1997,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.624
1997,"Nova Scotia","Buildings",12,2.836
1997,"Nova Scotia","Waste",12,0.842
1997,"Nova Scotia","Agriculture",12,0.731
1997,"Ontario","Provincial Inventory Total",35,192.47
1997,"Ontario","Oil and Gas",35,13.104
1997,"Ontario","Transport",35,46.126
1997,"Ontario","Heavy Industry",35,44.961
1997,"Ontario","Light Manufacturing, Construction and Forest Resources",35,11.012
1997,"Ontario","Buildings",35,33.496
1997,"Ontario","Waste",35,7.177
1997,"Ontario","Agriculture",35,11.362
1997,"Prince Edward Island","Provincial Inventory Total",11,1.866
1997,"Prince Edward Island","Oil and Gas",11,0
1997,"Prince Edward Island","Transport",11,0.616
1997,"Prince Edward Island","Heavy Industry",11,0.007
1997,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.172
1997,"Prince Edward Island","Buildings",11,0.549
1997,"Prince Edward Island","Waste",11,0.084
1997,"Prince Edward Island","Agriculture",11,0.405
1997,"Quebec","Provincial Inventory Total",24,83.87
1997,"Quebec","Oil and Gas",24,3.784
1997,"Quebec","Transport",24,27.145
1997,"Quebec","Heavy Industry",24,23.091
1997,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.778
1997,"Quebec","Buildings",24,12.014
1997,"Quebec","Waste",24,4.796
1997,"Quebec","Agriculture",24,7.819
1997,"Saskatchewan","Provincial Inventory Total",47,75.723
1997,"Saskatchewan","Oil and Gas",47,34.658
1997,"Saskatchewan","Transport",47,5.757
1997,"Saskatchewan","Heavy Industry",47,2.734
1997,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,1.013
1997,"Saskatchewan","Buildings",47,3.317
1997,"Saskatchewan","Waste",47,1.259
1997,"Saskatchewan","Agriculture",47,11.932
1997,"Yukon","Territorial Inventory Total",60,0.546
1997,"Yukon","Oil and Gas",60,0.132
1997,"Yukon","Transport",60,0.201
1997,"Yukon","Heavy Industry",60,0.018
1997,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.016
1997,"Yukon","Buildings",60,0.065
1997,"Yukon","Waste",60,0.024
1997,"Yukon","Agriculture",60,0.008
1998,"Alberta","Provincial Inventory Total",48,221.767
1998,"Alberta","Oil and Gas",48,95.378
1998,"Alberta","Transport",48,18.838
1998,"Alberta","Heavy Industry",48,16.64
1998,"Alberta","Light Manufacturing, Construction and Forest Resources",48,4.042
1998,"Alberta","Buildings",48,14.133
1998,"Alberta","Waste",48,2.579
1998,"Alberta","Agriculture",48,19.171
1998,"British Columbia","Provincial Inventory Total",59,61.186
1998,"British Columbia","Oil and Gas",59,12.187
1998,"British Columbia","Transport",59,18.886
1998,"British Columbia","Heavy Industry",59,9.05
1998,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,3.795
1998,"British Columbia","Buildings",59,8.068
1998,"British Columbia","Waste",59,2.877
1998,"British Columbia","Agriculture",59,2.694
1998,"Canada","Oil and Gas",,166.454
1998,"Canada","Transport",,136.439
1998,"Canada","Heavy Industry",,98.883
1998,"Canada","Light Manufacturing, Construction and Forest Resources",,26.581
1998,"Canada","Buildings",,73.647
1998,"Canada","Waste",,23.128
1998,"Canada","Agriculture",,60.914
1998,"Manitoba","Provincial Inventory Total",46,20.627
1998,"Manitoba","Oil and Gas",46,1.734
1998,"Manitoba","Transport",46,5.274
1998,"Manitoba","Heavy Industry",46,1.418
1998,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.705
1998,"Manitoba","Buildings",46,2.869
1998,"Manitoba","Waste",46,1.142
1998,"Manitoba","Agriculture",46,6.472
1998,"New Brunswick","Provincial Inventory Total",13,20.342
1998,"New Brunswick","Oil and Gas",13,1.332
1998,"New Brunswick","Transport",13,4.018
1998,"New Brunswick","Heavy Industry",13,1.62
1998,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.737
1998,"New Brunswick","Buildings",13,1.267
1998,"New Brunswick","Waste",13,0.895
1998,"New Brunswick","Agriculture",13,0.618
1998,"Newfoundland and Labrador","Provincial Inventory Total",10,10.741
1998,"Newfoundland and Labrador","Oil and Gas",10,3.409
1998,"Newfoundland and Labrador","Transport",10,2.769
1998,"Newfoundland and Labrador","Heavy Industry",10,1.624
1998,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.247
1998,"Newfoundland and Labrador","Buildings",10,0.854
1998,"Newfoundland and Labrador","Waste",10,0.653
1998,"Newfoundland and Labrador","Agriculture",10,0.135
1998,"Northwest Territories","Territorial Inventory Total",61,1.756
1998,"Northwest Territories","Oil and Gas",61,0.144
1998,"Northwest Territories","Transport",61,0.587
1998,"Northwest Territories","Heavy Industry",61,0.494
1998,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.01
1998,"Northwest Territories","Buildings",61,0.301
1998,"Northwest Territories","Waste",61,0.047
1998,"Northwest Territories","Agriculture",61,0
1998,"Nova Scotia","Provincial Inventory Total",12,19.812
1998,"Nova Scotia","Oil and Gas",12,0.613
1998,"Nova Scotia","Transport",12,4.519
1998,"Nova Scotia","Heavy Industry",12,1.024
1998,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.629
1998,"Nova Scotia","Buildings",12,2.526
1998,"Nova Scotia","Waste",12,0.846
1998,"Nova Scotia","Agriculture",12,0.691
1998,"Ontario","Provincial Inventory Total",35,193.471
1998,"Ontario","Oil and Gas",35,13.362
1998,"Ontario","Transport",35,47.113
1998,"Ontario","Heavy Industry",35,41.047
1998,"Ontario","Light Manufacturing, Construction and Forest Resources",35,10.876
1998,"Ontario","Buildings",35,29.054
1998,"Ontario","Waste",35,7.143
1998,"Ontario","Agriculture",35,11.3
1998,"Prince Edward Island","Provincial Inventory Total",11,1.839
1998,"Prince Edward Island","Oil and Gas",11,0
1998,"Prince Edward Island","Transport",11,0.65
1998,"Prince Edward Island","Heavy Industry",11,0.007
1998,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.157
1998,"Prince Edward Island","Buildings",11,0.516
1998,"Prince Edward Island","Waste",11,0.085
1998,"Prince Edward Island","Agriculture",11,0.415
1998,"Quebec","Provincial Inventory Total",24,85.212
1998,"Quebec","Oil and Gas",24,3.897
1998,"Quebec","Transport",24,27.869
1998,"Quebec","Heavy Industry",24,23.259
1998,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.383
1998,"Quebec","Buildings",24,10.78
1998,"Quebec","Waste",24,5.549
1998,"Quebec","Agriculture",24,7.865
1998,"Saskatchewan","Provincial Inventory Total",47,74.907
1998,"Saskatchewan","Oil and Gas",47,34.264
1998,"Saskatchewan","Transport",47,5.715
1998,"Saskatchewan","Heavy Industry",47,2.684
1998,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.987
1998,"Saskatchewan","Buildings",47,3.212
1998,"Saskatchewan","Waste",47,1.288
1998,"Saskatchewan","Agriculture",47,11.545
1998,"Yukon","Territorial Inventory Total",60,0.498
1998,"Yukon","Oil and Gas",60,0.134
1998,"Yukon","Transport",60,0.202
1998,"Yukon","Heavy Industry",60,0.017
1998,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.013
1998,"Yukon","Buildings",60,0.068
1998,"Yukon","Waste",60,0.024
1998,"Yukon","Agriculture",60,0.009
1999,"Alberta","Provincial Inventory Total",48,228.042
1999,"Alberta","Oil and Gas",48,102.614
1999,"Alberta","Transport",48,19.177
1999,"Alberta","Heavy Industry",48,16.767
1999,"Alberta","Light Manufacturing, Construction and Forest Resources",48,4.614
1999,"Alberta","Buildings",48,13.771
1999,"Alberta","Waste",48,2.678
1999,"Alberta","Agriculture",48,19.556
1999,"British Columbia","Provincial Inventory Total",59,62.561
1999,"British Columbia","Oil and Gas",59,12.987
1999,"British Columbia","Transport",59,19.086
1999,"British Columbia","Heavy Industry",59,9.377
1999,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,3.935
1999,"British Columbia","Buildings",59,8.503
1999,"British Columbia","Waste",59,2.882
1999,"British Columbia","Agriculture",59,2.831
1999,"Canada","Oil and Gas",,173.688
1999,"Canada","Transport",,140.487
1999,"Canada","Heavy Industry",,96.647
1999,"Canada","Light Manufacturing, Construction and Forest Resources",,27.234
1999,"Canada","Buildings",,77.504
1999,"Canada","Waste",,23.401
1999,"Canada","Agriculture",,61.172
1999,"Manitoba","Provincial Inventory Total",46,20.442
1999,"Manitoba","Oil and Gas",46,1.825
1999,"Manitoba","Transport",46,5.389
1999,"Manitoba","Heavy Industry",46,1.466
1999,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.788
1999,"Manitoba","Buildings",46,2.882
1999,"Manitoba","Waste",46,1.172
1999,"Manitoba","Agriculture",46,6.311
1999,"New Brunswick","Provincial Inventory Total",13,19.366
1999,"New Brunswick","Oil and Gas",13,1.445
1999,"New Brunswick","Transport",13,4.192
1999,"New Brunswick","Heavy Industry",13,1.67
1999,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.778
1999,"New Brunswick","Buildings",13,1.224
1999,"New Brunswick","Waste",13,0.892
1999,"New Brunswick","Agriculture",13,0.627
1999,"Newfoundland and Labrador","Provincial Inventory Total",10,9.624
1999,"Newfoundland and Labrador","Oil and Gas",10,2.693
1999,"Newfoundland and Labrador","Transport",10,2.871
1999,"Newfoundland and Labrador","Heavy Industry",10,1.405
1999,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.229
1999,"Newfoundland and Labrador","Buildings",10,0.828
1999,"Newfoundland and Labrador","Waste",10,0.647
1999,"Newfoundland and Labrador","Agriculture",10,0.123
1999,"Northwest Territories","Territorial Inventory Total",61,1.259
1999,"Northwest Territories","Oil and Gas",61,0.158
1999,"Northwest Territories","Transport",61,0.308
1999,"Northwest Territories","Heavy Industry",61,0.384
1999,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.011
1999,"Northwest Territories","Buildings",61,0.281
1999,"Northwest Territories","Waste",61,0.03
1999,"Northwest Territories","Agriculture",61,0
1999,"Nova Scotia","Provincial Inventory Total",12,20.453
1999,"Nova Scotia","Oil and Gas",12,0.609
1999,"Nova Scotia","Transport",12,4.79
1999,"Nova Scotia","Heavy Industry",12,1.066
1999,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.597
1999,"Nova Scotia","Buildings",12,2.69
1999,"Nova Scotia","Waste",12,0.838
1999,"Nova Scotia","Agriculture",12,0.673
1999,"Nunavut","Territorial Inventory Total",62,0.417
1999,"Nunavut","Transport",62,0.279
1999,"Nunavut","Heavy Industry",62,0.087
1999,"Nunavut","Light Manufacturing, Construction and Forest Resources",62,0.013
1999,"Nunavut","Buildings",62,0.002
1999,"Nunavut","Waste",62,0.018
1999,"Ontario","Provincial Inventory Total",35,198.816
1999,"Ontario","Oil and Gas",35,13.151
1999,"Ontario","Transport",35,49.36
1999,"Ontario","Heavy Industry",35,39.868
1999,"Ontario","Light Manufacturing, Construction and Forest Resources",35,10.631
1999,"Ontario","Buildings",35,31.862
1999,"Ontario","Waste",35,7.201
1999,"Ontario","Agriculture",35,11.229
1999,"Prince Edward Island","Provincial Inventory Total",11,1.833
1999,"Prince Edward Island","Oil and Gas",11,0
1999,"Prince Edward Island","Transport",11,0.686
1999,"Prince Edward Island","Heavy Industry",11,0.009
1999,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.123
1999,"Prince Edward Island","Buildings",11,0.502
1999,"Prince Edward Island","Waste",11,0.086
1999,"Prince Edward Island","Agriculture",11,0.41
1999,"Quebec","Provincial Inventory Total",24,84.496
1999,"Quebec","Oil and Gas",24,3.762
1999,"Quebec","Transport",24,28.292
1999,"Quebec","Heavy Industry",24,21.938
1999,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.567
1999,"Quebec","Buildings",24,11.275
1999,"Quebec","Waste",24,5.62
1999,"Quebec","Agriculture",24,7.853
1999,"Saskatchewan","Provincial Inventory Total",47,74.956
1999,"Saskatchewan","Oil and Gas",47,34.254
1999,"Saskatchewan","Transport",47,5.835
1999,"Saskatchewan","Heavy Industry",47,2.596
1999,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.936
1999,"Saskatchewan","Buildings",47,3.6
1999,"Saskatchewan","Waste",47,1.313
1999,"Saskatchewan","Agriculture",47,11.546
1999,"Yukon","Territorial Inventory Total",60,0.589
1999,"Yukon","Oil and Gas",60,0.191
1999,"Yukon","Transport",60,0.221
1999,"Yukon","Heavy Industry",60,0.016
1999,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.012
1999,"Yukon","Buildings",60,0.084
1999,"Yukon","Waste",60,0.024
1999,"Yukon","Agriculture",60,0.013
2000,"Alberta","Provincial Inventory Total",48,236.574
2000,"Alberta","Oil and Gas",48,107.02
2000,"Alberta","Transport",48,19.27
2000,"Alberta","Heavy Industry",48,17.139
2000,"Alberta","Light Manufacturing, Construction and Forest Resources",48,4.577
2000,"Alberta","Buildings",48,15.656
2000,"Alberta","Waste",48,2.776
2000,"Alberta","Agriculture",48,20.376
2000,"British Columbia","Provincial Inventory Total",59,63.633
2000,"British Columbia","Oil and Gas",59,12.216
2000,"British Columbia","Transport",59,18.768
2000,"British Columbia","Heavy Industry",59,9.358
2000,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,4.65
2000,"British Columbia","Buildings",59,8.803
2000,"British Columbia","Waste",59,2.971
2000,"British Columbia","Agriculture",59,2.928
2000,"Canada","Oil and Gas",,178.98
2000,"Canada","Transport",,141.635
2000,"Canada","Heavy Industry",,96.234
2000,"Canada","Light Manufacturing, Construction and Forest Resources",,28.405
2000,"Canada","Buildings",,84.061
2000,"Canada","Waste",,23.9
2000,"Canada","Agriculture",,62.195
2000,"Manitoba","Provincial Inventory Total",46,20.904
2000,"Manitoba","Oil and Gas",46,1.41
2000,"Manitoba","Transport",46,5.4
2000,"Manitoba","Heavy Industry",46,1.432
2000,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.79
2000,"Manitoba","Buildings",46,3.167
2000,"Manitoba","Waste",46,1.197
2000,"Manitoba","Agriculture",46,6.433
2000,"New Brunswick","Provincial Inventory Total",13,20.613
2000,"New Brunswick","Oil and Gas",13,1.818
2000,"New Brunswick","Transport",13,4.267
2000,"New Brunswick","Heavy Industry",13,1.761
2000,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.825
2000,"New Brunswick","Buildings",13,1.479
2000,"New Brunswick","Waste",13,0.889
2000,"New Brunswick","Agriculture",13,0.597
2000,"Newfoundland and Labrador","Provincial Inventory Total",10,9.138
2000,"Newfoundland and Labrador","Oil and Gas",10,1.837
2000,"Newfoundland and Labrador","Transport",10,2.965
2000,"Newfoundland and Labrador","Heavy Industry",10,1.659
2000,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.235
2000,"Newfoundland and Labrador","Buildings",10,0.863
2000,"Newfoundland and Labrador","Waste",10,0.644
2000,"Newfoundland and Labrador","Agriculture",10,0.112
2000,"Northwest Territories","Territorial Inventory Total",61,1.534
2000,"Northwest Territories","Oil and Gas",61,0.385
2000,"Northwest Territories","Transport",61,0.334
2000,"Northwest Territories","Heavy Industry",61,0.382
2000,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.008
2000,"Northwest Territories","Buildings",61,0.288
2000,"Northwest Territories","Waste",61,0.03
2000,"Northwest Territories","Agriculture",61,0
2000,"Nova Scotia","Provincial Inventory Total",12,21.959
2000,"Nova Scotia","Oil and Gas",12,1.11
2000,"Nova Scotia","Transport",12,4.759
2000,"Nova Scotia","Heavy Industry",12,1.098
2000,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.556
2000,"Nova Scotia","Buildings",12,2.758
2000,"Nova Scotia","Waste",12,0.824
2000,"Nova Scotia","Agriculture",12,0.717
2000,"Nunavut","Territorial Inventory Total",62,0.529
2000,"Nunavut","Transport",62,0.318
2000,"Nunavut","Heavy Industry",62,0.141
2000,"Nunavut","Light Manufacturing, Construction and Forest Resources",62,0.003
2000,"Nunavut","Buildings",62,0.014
2000,"Nunavut","Waste",62,0.019
2000,"Ontario","Provincial Inventory Total",35,208.565
2000,"Ontario","Oil and Gas",35,12.409
