"Year","Age at time of death","Sex","Causes of death","Value"
"2016","1 to 14 years","Females","Essential hypertension and hypertensive renal disease",0
"2016","1 to 14 years","Females","Cerebrovascular diseases",0.1
"2016","1 to 14 years","Females","Atherosclerosis",0
"2016","1 to 14 years","Females","Aortic aneurysm and dissection",0
"2016","1 to 14 years","Females","Chronic lower respiratory diseases",0
"2016","1 to 14 years","Females","Pneumoconioses and chemical effects",0
"2016","1 to 14 years","Females","Pneumonitis due to solids and liquids",0
"2016","1 to 4 years","Both sexes","Malignant neoplasms",2.4
"2016","1 to 4 years","Both sexes","Diabetes mellitus",0
"2016","1 to 4 years","Both sexes","Diseases of heart",0.5
"2016","1 to 4 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2016","1 to 4 years","Both sexes","Cerebrovascular diseases",0
"2016","1 to 4 years","Both sexes","Atherosclerosis",0
"2016","1 to 4 years","Both sexes","Aortic aneurysm and dissection",0
"2016","1 to 4 years","Both sexes","Chronic lower respiratory diseases",0.1
"2016","1 to 4 years","Both sexes","Pneumoconioses and chemical effects",0
"2016","1 to 4 years","Both sexes","Pneumonitis due to solids and liquids",0.1
"2016","1 to 4 years","Males","Malignant neoplasms",3.1
"2016","1 to 4 years","Males","Diabetes mellitus",0
"2016","1 to 4 years","Males","Diseases of heart",0.4
"2016","1 to 4 years","Males","Essential hypertension and hypertensive renal disease",0
"2016","1 to 4 years","Males","Cerebrovascular diseases",0
"2016","1 to 4 years","Males","Atherosclerosis",0
"2016","1 to 4 years","Males","Aortic aneurysm and dissection",0
"2016","1 to 4 years","Males","Chronic lower respiratory diseases",0.1
"2016","1 to 4 years","Males","Pneumoconioses and chemical effects",0
"2016","1 to 4 years","Males","Pneumonitis due to solids and liquids",0.1
"2016","1 to 4 years","Females","Malignant neoplasms",1.6
"2016","1 to 4 years","Females","Diabetes mellitus",0
"2016","1 to 4 years","Females","Diseases of heart",0.7
"2016","1 to 4 years","Females","Essential hypertension and hypertensive renal disease",0
"2016","1 to 4 years","Females","Cerebrovascular diseases",0
"2016","1 to 4 years","Females","Atherosclerosis",0
"2016","1 to 4 years","Females","Aortic aneurysm and dissection",0
"2016","1 to 4 years","Females","Chronic lower respiratory diseases",0.1
"2016","1 to 4 years","Females","Pneumoconioses and chemical effects",0
"2016","1 to 4 years","Females","Pneumonitis due to solids and liquids",0
"2016","5 to 9 years","Both sexes","Malignant neoplasms",2.4
"2016","5 to 9 years","Both sexes","Diabetes mellitus",0
"2016","5 to 9 years","Both sexes","Diseases of heart",0.4
"2016","5 to 9 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2016","5 to 9 years","Both sexes","Cerebrovascular diseases",0.1
"2016","5 to 9 years","Both sexes","Atherosclerosis",0
"2016","5 to 9 years","Both sexes","Aortic aneurysm and dissection",0
"2016","5 to 9 years","Both sexes","Chronic lower respiratory diseases",0.1
"2016","5 to 9 years","Both sexes","Pneumoconioses and chemical effects",0
"2016","5 to 9 years","Both sexes","Pneumonitis due to solids and liquids",0
"2016","5 to 9 years","Males","Malignant neoplasms",2.4
"2016","5 to 9 years","Males","Diabetes mellitus",0
"2016","5 to 9 years","Males","Diseases of heart",0.4
"2016","5 to 9 years","Males","Essential hypertension and hypertensive renal disease",0
"2016","5 to 9 years","Males","Cerebrovascular diseases",0
"2016","5 to 9 years","Males","Atherosclerosis",0
"2016","5 to 9 years","Males","Aortic aneurysm and dissection",0
"2016","5 to 9 years","Males","Chronic lower respiratory diseases",0.1
"2016","5 to 9 years","Males","Pneumoconioses and chemical effects",0
"2016","5 to 9 years","Males","Pneumonitis due to solids and liquids",0
"2016","5 to 9 years","Females","Malignant neoplasms",2.4
"2016","5 to 9 years","Females","Diabetes mellitus",0
"2016","5 to 9 years","Females","Diseases of heart",0.3
"2016","5 to 9 years","Females","Essential hypertension and hypertensive renal disease",0
"2016","5 to 9 years","Females","Cerebrovascular diseases",0.1
"2016","5 to 9 years","Females","Atherosclerosis",0
"2016","5 to 9 years","Females","Aortic aneurysm and dissection",0
"2016","5 to 9 years","Females","Chronic lower respiratory diseases",0
"2016","5 to 9 years","Females","Pneumoconioses and chemical effects",0
"2016","5 to 9 years","Females","Pneumonitis due to solids and liquids",0
"2016","10 to 14 years","Both sexes","Malignant neoplasms",2.4
"2016","10 to 14 years","Both sexes","Diabetes mellitus",0.1
"2016","10 to 14 years","Both sexes","Diseases of heart",0.4
"2016","10 to 14 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2016","10 to 14 years","Both sexes","Cerebrovascular diseases",0.2
"2016","10 to 14 years","Both sexes","Atherosclerosis",0
"2016","10 to 14 years","Both sexes","Aortic aneurysm and dissection",0
"2016","10 to 14 years","Both sexes","Chronic lower respiratory diseases",0.1
"2016","10 to 14 years","Both sexes","Pneumoconioses and chemical effects",0
"2016","10 to 14 years","Both sexes","Pneumonitis due to solids and liquids",0
"2016","10 to 14 years","Males","Malignant neoplasms",2.2
"2016","10 to 14 years","Males","Diabetes mellitus",0.1
"2016","10 to 14 years","Males","Diseases of heart",0.4
"2016","10 to 14 years","Males","Essential hypertension and hypertensive renal disease",0
"2016","10 to 14 years","Males","Cerebrovascular diseases",0.2
"2016","10 to 14 years","Males","Atherosclerosis",0
"2016","10 to 14 years","Males","Aortic aneurysm and dissection",0
"2016","10 to 14 years","Males","Chronic lower respiratory diseases",0.1
"2016","10 to 14 years","Males","Pneumoconioses and chemical effects",0
"2016","10 to 14 years","Males","Pneumonitis due to solids and liquids",0
"2016","10 to 14 years","Females","Malignant neoplasms",2.7
"2016","10 to 14 years","Females","Diabetes mellitus",0.1
"2016","10 to 14 years","Females","Diseases of heart",0.3
"2016","10 to 14 years","Females","Essential hypertension and hypertensive renal disease",0
"2016","10 to 14 years","Females","Cerebrovascular diseases",0.1
"2016","10 to 14 years","Females","Atherosclerosis",0
"2016","10 to 14 years","Females","Aortic aneurysm and dissection",0
"2016","10 to 14 years","Females","Chronic lower respiratory diseases",0
"2016","10 to 14 years","Females","Pneumoconioses and chemical effects",0
"2016","10 to 14 years","Females","Pneumonitis due to solids and liquids",0
"2016","15 to 24","Both sexes","Malignant neoplasms",3
"2016","15 to 24","Both sexes","Diabetes mellitus",0.2
"2016","15 to 24","Both sexes","Diseases of heart",0.9
"2016","15 to 24","Both sexes","Essential hypertension and hypertensive renal disease",0
"2016","15 to 24","Both sexes","Cerebrovascular diseases",0.2
"2016","15 to 24","Both sexes","Atherosclerosis",0
"2016","15 to 24","Both sexes","Aortic aneurysm and dissection",0
"2016","15 to 24","Both sexes","Chronic lower respiratory diseases",0.1
"2016","15 to 24","Both sexes","Pneumoconioses and chemical effects",0
"2016","15 to 24","Both sexes","Pneumonitis due to solids and liquids",0.1
"2016","15 to 24","Males","Malignant neoplasms",3.8
"2016","15 to 24","Males","Diabetes mellitus",0.3
"2016","15 to 24","Males","Diseases of heart",1.1
"2016","15 to 24","Males","Essential hypertension and hypertensive renal disease",0
"2016","15 to 24","Males","Cerebrovascular diseases",0.2
"2016","15 to 24","Males","Atherosclerosis",0
"2016","15 to 24","Males","Aortic aneurysm and dissection",0
"2016","15 to 24","Males","Chronic lower respiratory diseases",0.1
"2016","15 to 24","Males","Pneumoconioses and chemical effects",0
"2016","15 to 24","Males","Pneumonitis due to solids and liquids",0
"2016","15 to 24","Females","Malignant neoplasms",2.1
"2016","15 to 24","Females","Diabetes mellitus",0.2
"2016","15 to 24","Females","Diseases of heart",0.8
"2016","15 to 24","Females","Essential hypertension and hypertensive renal disease",0
"2016","15 to 24","Females","Cerebrovascular diseases",0.1
"2016","15 to 24","Females","Atherosclerosis",0
"2016","15 to 24","Females","Aortic aneurysm and dissection",0
"2016","15 to 24","Females","Chronic lower respiratory diseases",0
"2016","15 to 24","Females","Pneumoconioses and chemical effects",0
"2016","15 to 24","Females","Pneumonitis due to solids and liquids",0.2
"2016","15 to 19 years","Both sexes","Malignant neoplasms",2.8
"2016","15 to 19 years","Both sexes","Diabetes mellitus",0.2
"2016","15 to 19 years","Both sexes","Diseases of heart",0.4
"2016","15 to 19 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2016","15 to 19 years","Both sexes","Cerebrovascular diseases",0.1
"2016","15 to 19 years","Both sexes","Atherosclerosis",0
"2016","15 to 19 years","Both sexes","Aortic aneurysm and dissection",0
"2016","15 to 19 years","Both sexes","Chronic lower respiratory diseases",0.1
"2016","15 to 19 years","Both sexes","Pneumoconioses and chemical effects",0
"2016","15 to 19 years","Both sexes","Pneumonitis due to solids and liquids",0
"2016","15 to 19 years","Males","Malignant neoplasms",4.1
"2016","15 to 19 years","Males","Diabetes mellitus",0.3
"2016","15 to 19 years","Males","Diseases of heart",0.5
"2016","15 to 19 years","Males","Essential hypertension and hypertensive renal disease",0
"2016","15 to 19 years","Males","Cerebrovascular diseases",0.1
"2016","15 to 19 years","Males","Atherosclerosis",0
"2016","15 to 19 years","Males","Aortic aneurysm and dissection",0
"2016","15 to 19 years","Males","Chronic lower respiratory diseases",0.1
"2016","15 to 19 years","Males","Pneumoconioses and chemical effects",0
"2016","15 to 19 years","Males","Pneumonitis due to solids and liquids",0
"2016","15 to 19 years","Females","Malignant neoplasms",1.4
"2016","15 to 19 years","Females","Diabetes mellitus",0.1
"2016","15 to 19 years","Females","Diseases of heart",0.4
"2016","15 to 19 years","Females","Essential hypertension and hypertensive renal disease",0
"2016","15 to 19 years","Females","Cerebrovascular diseases",0.2
"2016","15 to 19 years","Females","Atherosclerosis",0
"2016","15 to 19 years","Females","Aortic aneurysm and dissection",0
"2016","15 to 19 years","Females","Chronic lower respiratory diseases",0.1
"2016","15 to 19 years","Females","Pneumoconioses and chemical effects",0
"2016","15 to 19 years","Females","Pneumonitis due to solids and liquids",0.1
"2016","20 to 24 years","Both sexes","Malignant neoplasms",3.1
"2016","20 to 24 years","Both sexes","Diabetes mellitus",0.3
"2016","20 to 24 years","Both sexes","Diseases of heart",1.4
"2016","20 to 24 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2016","20 to 24 years","Both sexes","Cerebrovascular diseases",0.2
"2016","20 to 24 years","Both sexes","Atherosclerosis",0
"2016","20 to 24 years","Both sexes","Aortic aneurysm and dissection",0
"2016","20 to 24 years","Both sexes","Chronic lower respiratory diseases",0.1
"2016","20 to 24 years","Both sexes","Pneumoconioses and chemical effects",0
"2016","20 to 24 years","Both sexes","Pneumonitis due to solids and liquids",0.1
"2016","20 to 24 years","Males","Malignant neoplasms",3.5
"2016","20 to 24 years","Males","Diabetes mellitus",0.2
"2016","20 to 24 years","Males","Diseases of heart",1.6
"2016","20 to 24 years","Males","Essential hypertension and hypertensive renal disease",0
"2016","20 to 24 years","Males","Cerebrovascular diseases",0.2
"2016","20 to 24 years","Males","Atherosclerosis",0
"2016","20 to 24 years","Males","Aortic aneurysm and dissection",0.1
"2016","20 to 24 years","Males","Chronic lower respiratory diseases",0.2
"2016","20 to 24 years","Males","Pneumoconioses and chemical effects",0.1
"2016","20 to 24 years","Males","Pneumonitis due to solids and liquids",0
"2016","20 to 24 years","Females","Malignant neoplasms",2.7
"2016","20 to 24 years","Females","Diabetes mellitus",0.3
"2016","20 to 24 years","Females","Diseases of heart",1.2
"2016","20 to 24 years","Females","Essential hypertension and hypertensive renal disease",0
"2016","20 to 24 years","Females","Cerebrovascular diseases",0.1
"2016","20 to 24 years","Females","Atherosclerosis",0
"2016","20 to 24 years","Females","Aortic aneurysm and dissection",0
"2016","20 to 24 years","Females","Chronic lower respiratory diseases",0
"2016","20 to 24 years","Females","Pneumoconioses and chemical effects",0
"2016","20 to 24 years","Females","Pneumonitis due to solids and liquids",0.2
"2016","25 to 34 years","Both sexes","Malignant neoplasms",6.9
"2016","25 to 34 years","Both sexes","Diabetes mellitus",0.8
"2016","25 to 34 years","Both sexes","Diseases of heart",3.1
"2016","25 to 34 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2016","25 to 34 years","Both sexes","Cerebrovascular diseases",0.7
"2016","25 to 34 years","Both sexes","Atherosclerosis",0
"2016","25 to 34 years","Both sexes","Aortic aneurysm and dissection",0.2
"2016","25 to 34 years","Both sexes","Chronic lower respiratory diseases",0.3
"2016","25 to 34 years","Both sexes","Pneumoconioses and chemical effects",0
"2016","25 to 34 years","Both sexes","Pneumonitis due to solids and liquids",0.1
"2016","25 to 34 years","Males","Malignant neoplasms",6.3
"2016","25 to 34 years","Males","Diabetes mellitus",1
"2016","25 to 34 years","Males","Diseases of heart",4.2
"2016","25 to 34 years","Males","Essential hypertension and hypertensive renal disease",0.1
"2016","25 to 34 years","Males","Cerebrovascular diseases",1
"2016","25 to 34 years","Males","Atherosclerosis",0
"2016","25 to 34 years","Males","Aortic aneurysm and dissection",0.3
"2016","25 to 34 years","Males","Chronic lower respiratory diseases",0.4
"2016","25 to 34 years","Males","Pneumoconioses and chemical effects",0
"2016","25 to 34 years","Males","Pneumonitis due to solids and liquids",0.2
"2016","25 to 34 years","Females","Malignant neoplasms",7.4
"2016","25 to 34 years","Females","Diabetes mellitus",0.5
"2016","25 to 34 years","Females","Diseases of heart",2
"2016","25 to 34 years","Females","Essential hypertension and hypertensive renal disease",0
"2016","25 to 34 years","Females","Cerebrovascular diseases",0.5
"2016","25 to 34 years","Females","Atherosclerosis",0
"2016","25 to 34 years","Females","Aortic aneurysm and dissection",0
"2016","25 to 34 years","Females","Chronic lower respiratory diseases",0.2
"2016","25 to 34 years","Females","Pneumoconioses and chemical effects",0
"2016","25 to 34 years","Females","Pneumonitis due to solids and liquids",0
"2016","25 to 29 years","Both sexes","Malignant neoplasms",5
"2016","25 to 29 years","Both sexes","Diabetes mellitus",0.4
"2016","25 to 29 years","Both sexes","Diseases of heart",2.5
"2016","25 to 29 years","Both sexes","Essential hypertension and hypertensive renal disease",0.1
"2016","25 to 29 years","Both sexes","Cerebrovascular diseases",0.4
"2016","25 to 29 years","Both sexes","Atherosclerosis",0
"2016","25 to 29 years","Both sexes","Aortic aneurysm and dissection",0.2
"2016","25 to 29 years","Both sexes","Chronic lower respiratory diseases",0.3
"2016","25 to 29 years","Both sexes","Pneumoconioses and chemical effects",0
"2016","25 to 29 years","Both sexes","Pneumonitis due to solids and liquids",0.1
"2016","25 to 29 years","Males","Malignant neoplasms",5.2
"2016","25 to 29 years","Males","Diabetes mellitus",0.5
"2016","25 to 29 years","Males","Diseases of heart",3.1
"2016","25 to 29 years","Males","Essential hypertension and hypertensive renal disease",0.2
"2016","25 to 29 years","Males","Cerebrovascular diseases",0.6
"2016","25 to 29 years","Males","Atherosclerosis",0.1
"2016","25 to 29 years","Males","Aortic aneurysm and dissection",0.4
"2016","25 to 29 years","Males","Chronic lower respiratory diseases",0.5
"2016","25 to 29 years","Males","Pneumoconioses and chemical effects",0
"2016","25 to 29 years","Males","Pneumonitis due to solids and liquids",0.2
"2016","25 to 29 years","Females","Malignant neoplasms",4.7
"2016","25 to 29 years","Females","Diabetes mellitus",0.4
"2016","25 to 29 years","Females","Diseases of heart",1.9
"2016","25 to 29 years","Females","Essential hypertension and hypertensive renal disease",0
"2016","25 to 29 years","Females","Cerebrovascular diseases",0.2
"2016","25 to 29 years","Females","Atherosclerosis",0
"2016","25 to 29 years","Females","Aortic aneurysm and dissection",0.1
"2016","25 to 29 years","Females","Chronic lower respiratory diseases",0.1
"2016","25 to 29 years","Females","Pneumoconioses and chemical effects",0
"2016","25 to 29 years","Females","Pneumonitis due to solids and liquids",0
"2016","30 to 34 years","Both sexes","Malignant neoplasms",8.8
"2016","30 to 34 years","Both sexes","Diabetes mellitus",1.1
"2016","30 to 34 years","Both sexes","Diseases of heart",3.7
"2016","30 to 34 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2016","30 to 34 years","Both sexes","Cerebrovascular diseases",1.1
"2016","30 to 34 years","Both sexes","Atherosclerosis",0
"2016","30 to 34 years","Both sexes","Aortic aneurysm and dissection",0.1
"2016","30 to 34 years","Both sexes","Chronic lower respiratory diseases",0.4
"2016","30 to 34 years","Both sexes","Pneumoconioses and chemical effects",0
"2016","30 to 34 years","Both sexes","Pneumonitis due to solids and liquids",0.1
"2016","30 to 34 years","Males","Malignant neoplasms",7.5
"2016","30 to 34 years","Males","Diabetes mellitus",1.6
"2016","30 to 34 years","Males","Diseases of heart",5.3
"2016","30 to 34 years","Males","Essential hypertension and hypertensive renal disease",0
"2016","30 to 34 years","Males","Cerebrovascular diseases",1.3
"2016","30 to 34 years","Males","Atherosclerosis",0
"2016","30 to 34 years","Males","Aortic aneurysm and dissection",0.2
"2016","30 to 34 years","Males","Chronic lower respiratory diseases",0.4
"2016","30 to 34 years","Males","Pneumoconioses and chemical effects",0
"2016","30 to 34 years","Males","Pneumonitis due to solids and liquids",0.2
"2016","30 to 34 years","Females","Malignant neoplasms",10.1
"2016","30 to 34 years","Females","Diabetes mellitus",0.6
"2016","30 to 34 years","Females","Diseases of heart",2.1
"2016","30 to 34 years","Females","Essential hypertension and hypertensive renal disease",0
"2016","30 to 34 years","Females","Cerebrovascular diseases",0.8
"2016","30 to 34 years","Females","Atherosclerosis",0
"2016","30 to 34 years","Females","Aortic aneurysm and dissection",0
"2016","30 to 34 years","Females","Chronic lower respiratory diseases",0.3
"2016","30 to 34 years","Females","Pneumoconioses and chemical effects",0.1
"2016","30 to 34 years","Females","Pneumonitis due to solids and liquids",0.1
"2016","35 to 44 years","Both sexes","Malignant neoplasms",24.3
"2016","35 to 44 years","Both sexes","Diabetes mellitus",1.9
"2016","35 to 44 years","Both sexes","Diseases of heart",9.6
"2016","35 to 44 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2016","35 to 44 years","Both sexes","Cerebrovascular diseases",2.2
"2016","35 to 44 years","Both sexes","Atherosclerosis",0
"2016","35 to 44 years","Both sexes","Aortic aneurysm and dissection",0.4
"2016","35 to 44 years","Both sexes","Chronic lower respiratory diseases",0.4
"2016","35 to 44 years","Both sexes","Pneumoconioses and chemical effects",0
"2016","35 to 44 years","Both sexes","Pneumonitis due to solids and liquids",0.2
"2016","35 to 44 years","Males","Malignant neoplasms",20.3
"2016","35 to 44 years","Males","Diabetes mellitus",2.3
"2016","35 to 44 years","Males","Diseases of heart",13.7
"2016","35 to 44 years","Males","Essential hypertension and hypertensive renal disease",0
"2016","35 to 44 years","Males","Cerebrovascular diseases",1.9
"2016","35 to 44 years","Males","Atherosclerosis",0
"2016","35 to 44 years","Males","Aortic aneurysm and dissection",0.8
"2016","35 to 44 years","Males","Chronic lower respiratory diseases",0.3
"2016","35 to 44 years","Males","Pneumoconioses and chemical effects",0
"2016","35 to 44 years","Males","Pneumonitis due to solids and liquids",0.2
"2016","35 to 44 years","Females","Malignant neoplasms",28.3
"2016","35 to 44 years","Females","Diabetes mellitus",1.5
"2016","35 to 44 years","Females","Diseases of heart",5.5
"2016","35 to 44 years","Females","Essential hypertension and hypertensive renal disease",0.1
"2016","35 to 44 years","Females","Cerebrovascular diseases",2.5
"2016","35 to 44 years","Females","Atherosclerosis",0
"2016","35 to 44 years","Females","Aortic aneurysm and dissection",0
"2016","35 to 44 years","Females","Chronic lower respiratory diseases",0.6
"2016","35 to 44 years","Females","Pneumoconioses and chemical effects",0
"2016","35 to 44 years","Females","Pneumonitis due to solids and liquids",0.2
"2016","35 to 39 years","Both sexes","Malignant neoplasms",17
"2016","35 to 39 years","Both sexes","Diabetes mellitus",1.1
"2016","35 to 39 years","Both sexes","Diseases of heart",6.2
"2016","35 to 39 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2016","35 to 39 years","Both sexes","Cerebrovascular diseases",1.5
"2016","35 to 39 years","Both sexes","Atherosclerosis",0
"2016","35 to 39 years","Both sexes","Aortic aneurysm and dissection",0.4
"2016","35 to 39 years","Both sexes","Chronic lower respiratory diseases",0.2
"2016","35 to 39 years","Both sexes","Pneumoconioses and chemical effects",0
"2016","35 to 39 years","Both sexes","Pneumonitis due to solids and liquids",0.1
"2016","35 to 39 years","Males","Malignant neoplasms",13.2
"2016","35 to 39 years","Males","Diabetes mellitus",1.6
"2016","35 to 39 years","Males","Diseases of heart",8.7
"2016","35 to 39 years","Males","Essential hypertension and hypertensive renal disease",0
"2016","35 to 39 years","Males","Cerebrovascular diseases",1.8
"2016","35 to 39 years","Males","Atherosclerosis",0
"2016","35 to 39 years","Males","Aortic aneurysm and dissection",0.7
"2016","35 to 39 years","Males","Chronic lower respiratory diseases",0.2
"2016","35 to 39 years","Males","Pneumoconioses and chemical effects",0
"2016","35 to 39 years","Males","Pneumonitis due to solids and liquids",0
"2016","35 to 39 years","Females","Malignant neoplasms",20.8
"2016","35 to 39 years","Females","Diabetes mellitus",0.7
"2016","35 to 39 years","Females","Diseases of heart",3.8
"2016","35 to 39 years","Females","Essential hypertension and hypertensive renal disease",0.1
"2016","35 to 39 years","Females","Cerebrovascular diseases",1.3
"2016","35 to 39 years","Females","Atherosclerosis",0
"2016","35 to 39 years","Females","Aortic aneurysm and dissection",0.1
"2016","35 to 39 years","Females","Chronic lower respiratory diseases",0.2
"2016","35 to 39 years","Females","Pneumoconioses and chemical effects",0
"2016","35 to 39 years","Females","Pneumonitis due to solids and liquids",0.2
"2016","40 to 44 years","Both sexes","Malignant neoplasms",32
"2016","40 to 44 years","Both sexes","Diabetes mellitus",2.7
"2016","40 to 44 years","Both sexes","Diseases of heart",13
"2016","40 to 44 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2016","40 to 44 years","Both sexes","Cerebrovascular diseases",2.8
"2016","40 to 44 years","Both sexes","Atherosclerosis",0
"2016","40 to 44 years","Both sexes","Aortic aneurysm and dissection",0.5
"2016","40 to 44 years","Both sexes","Chronic lower respiratory diseases",0.6
"2016","40 to 44 years","Both sexes","Pneumoconioses and chemical effects",0.1
"2016","40 to 44 years","Both sexes","Pneumonitis due to solids and liquids",0.3
"2016","40 to 44 years","Males","Malignant neoplasms",27.8
"2016","40 to 44 years","Males","Diabetes mellitus",3.1
"2016","40 to 44 years","Males","Diseases of heart",18.9
"2016","40 to 44 years","Males","Essential hypertension and hypertensive renal disease",0
"2016","40 to 44 years","Males","Cerebrovascular diseases",2
"2016","40 to 44 years","Males","Atherosclerosis",0
"2016","40 to 44 years","Males","Aortic aneurysm and dissection",1
"2016","40 to 44 years","Males","Chronic lower respiratory diseases",0.3
"2016","40 to 44 years","Males","Pneumoconioses and chemical effects",0.1
"2016","40 to 44 years","Males","Pneumonitis due to solids and liquids",0.3
"2016","40 to 44 years","Females","Malignant neoplasms",36.2
"2016","40 to 44 years","Females","Diabetes mellitus",2.4
"2016","40 to 44 years","Females","Diseases of heart",7.2
"2016","40 to 44 years","Females","Essential hypertension and hypertensive renal disease",0.1
"2016","40 to 44 years","Females","Cerebrovascular diseases",3.7
"2016","40 to 44 years","Females","Atherosclerosis",0.1
"2016","40 to 44 years","Females","Aortic aneurysm and dissection",0
"2016","40 to 44 years","Females","Chronic lower respiratory diseases",0.9
"2016","40 to 44 years","Females","Pneumoconioses and chemical effects",0.1
"2016","40 to 44 years","Females","Pneumonitis due to solids and liquids",0.2
"2016","45 to 54 years","Both sexes","Malignant neoplasms",85.3
"2016","45 to 54 years","Both sexes","Diabetes mellitus",6.2
"2016","45 to 54 years","Both sexes","Diseases of heart",36.5
"2016","45 to 54 years","Both sexes","Essential hypertension and hypertensive renal disease",0.4
"2016","45 to 54 years","Both sexes","Cerebrovascular diseases",5.9
"2016","45 to 54 years","Both sexes","Atherosclerosis",0.2
"2016","45 to 54 years","Both sexes","Aortic aneurysm and dissection",0.9
"2016","45 to 54 years","Both sexes","Chronic lower respiratory diseases",3.1
"2016","45 to 54 years","Both sexes","Pneumoconioses and chemical effects",0
"2016","45 to 54 years","Both sexes","Pneumonitis due to solids and liquids",0.4
"2016","45 to 54 years","Males","Malignant neoplasms",76.9
"2016","45 to 54 years","Males","Diabetes mellitus",8.4
"2016","45 to 54 years","Males","Diseases of heart",55.1
"2016","45 to 54 years","Males","Essential hypertension and hypertensive renal disease",0.7
"2016","45 to 54 years","Males","Cerebrovascular diseases",6.1
"2016","45 to 54 years","Males","Atherosclerosis",0.2
"2016","45 to 54 years","Males","Aortic aneurysm and dissection",1.2
"2016","45 to 54 years","Males","Chronic lower respiratory diseases",3
"2016","45 to 54 years","Males","Pneumoconioses and chemical effects",0
"2016","45 to 54 years","Males","Pneumonitis due to solids and liquids",0.5
"2016","45 to 54 years","Females","Malignant neoplasms",93.9
"2016","45 to 54 years","Females","Diabetes mellitus",4
"2016","45 to 54 years","Females","Diseases of heart",17.7
"2016","45 to 54 years","Females","Essential hypertension and hypertensive renal disease",0.1
"2016","45 to 54 years","Females","Cerebrovascular diseases",5.7
"2016","45 to 54 years","Females","Atherosclerosis",0.2
"2016","45 to 54 years","Females","Aortic aneurysm and dissection",0.5
"2016","45 to 54 years","Females","Chronic lower respiratory diseases",3.2
"2016","45 to 54 years","Females","Pneumoconioses and chemical effects",0
"2016","45 to 54 years","Females","Pneumonitis due to solids and liquids",0.4
"2016","45 to 49 years","Both sexes","Malignant neoplasms",56.4
"2016","45 to 49 years","Both sexes","Diabetes mellitus",5.1
"2016","45 to 49 years","Both sexes","Diseases of heart",25
"2016","45 to 49 years","Both sexes","Essential hypertension and hypertensive renal disease",0.4
"2016","45 to 49 years","Both sexes","Cerebrovascular diseases",4.8
"2016","45 to 49 years","Both sexes","Atherosclerosis",0.2
"2016","45 to 49 years","Both sexes","Aortic aneurysm and dissection",0.9
"2016","45 to 49 years","Both sexes","Chronic lower respiratory diseases",1.4
"2016","45 to 49 years","Both sexes","Pneumoconioses and chemical effects",0
"2016","45 to 49 years","Both sexes","Pneumonitis due to solids and liquids",0.3
"2016","45 to 49 years","Males","Malignant neoplasms",49.3
"2016","45 to 49 years","Males","Diabetes mellitus",7
"2016","45 to 49 years","Males","Diseases of heart",37
"2016","45 to 49 years","Males","Essential hypertension and hypertensive renal disease",0.6
"2016","45 to 49 years","Males","Cerebrovascular diseases",4.9
"2016","45 to 49 years","Males","Atherosclerosis",0.2
"2016","45 to 49 years","Males","Aortic aneurysm and dissection",1.1
"2016","45 to 49 years","Males","Chronic lower respiratory diseases",1.6
"2016","45 to 49 years","Males","Pneumoconioses and chemical effects",0
"2016","45 to 49 years","Males","Pneumonitis due to solids and liquids",0.3
"2016","45 to 49 years","Females","Malignant neoplasms",63.5
"2016","45 to 49 years","Females","Diabetes mellitus",3.1
"2016","45 to 49 years","Females","Diseases of heart",13
"2016","45 to 49 years","Females","Essential hypertension and hypertensive renal disease",0.2
"2016","45 to 49 years","Females","Cerebrovascular diseases",4.8
"2016","45 to 49 years","Females","Atherosclerosis",0.2
"2016","45 to 49 years","Females","Aortic aneurysm and dissection",0.7
"2016","45 to 49 years","Females","Chronic lower respiratory diseases",1.2
"2016","45 to 49 years","Females","Pneumoconioses and chemical effects",0.1
"2016","45 to 49 years","Females","Pneumonitis due to solids and liquids",0.2
"2016","50 to 54 years","Both sexes","Malignant neoplasms",111.1
"2016","50 to 54 years","Both sexes","Diabetes mellitus",7.2
"2016","50 to 54 years","Both sexes","Diseases of heart",46.7
"2016","50 to 54 years","Both sexes","Essential hypertension and hypertensive renal disease",0.4
"2016","50 to 54 years","Both sexes","Cerebrovascular diseases",6.9
"2016","50 to 54 years","Both sexes","Atherosclerosis",0.2
"2016","50 to 54 years","Both sexes","Aortic aneurysm and dissection",0.8
"2016","50 to 54 years","Both sexes","Chronic lower respiratory diseases",4.6
"2016","50 to 54 years","Both sexes","Pneumoconioses and chemical effects",0
"2016","50 to 54 years","Both sexes","Pneumonitis due to solids and liquids",0.6
"2016","50 to 54 years","Males","Malignant neoplasms",101.3
"2016","50 to 54 years","Males","Diabetes mellitus",9.7
"2016","50 to 54 years","Males","Diseases of heart",71.3
