"Year","Geography","Sex","Age group","Skill","Proficiency level","GeoCode","Value"
"2012","New Brunswick","Females","45 to 54 years","Numeracy","2 or below",13,64.1
"2012","New Brunswick","Females","45 to 54 years","Numeracy","3 or above",13,35.9
"2012","New Brunswick","Females","55 to 65 years","Literacy","2 or below",13,66.8
"2012","New Brunswick","Females","55 to 65 years","Literacy","3 or above",13,33.2
"2012","New Brunswick","Females","55 to 65 years","Numeracy","2 or below",13,80.1
"2012","New Brunswick","Females","55 to 65 years","Numeracy","3 or above",13,19.9
"2012","Quebec","Both sexes","Total","Literacy","2 or below",24,53.2
"2012","Quebec","Both sexes","Total","Literacy","3 or above",24,46.8
"2012","Quebec","Both sexes","Total","Numeracy","2 or below",24,56.1
"2012","Quebec","Both sexes","Total","Numeracy","3 or above",24,43.9
"2012","Quebec","Both sexes","16 to 24 years","Literacy","2 or below",24,48.7
"2012","Quebec","Both sexes","16 to 24 years","Literacy","3 or above",24,51.3
"2012","Quebec","Both sexes","16 to 24 years","Numeracy","2 or below",24,50
"2012","Quebec","Both sexes","16 to 24 years","Numeracy","3 or above",24,50
"2012","Quebec","Both sexes","25 to 34 years","Literacy","2 or below",24,39.7
"2012","Quebec","Both sexes","25 to 34 years","Literacy","3 or above",24,60.3
"2012","Quebec","Both sexes","25 to 34 years","Numeracy","2 or below",24,43.5
"2012","Quebec","Both sexes","25 to 34 years","Numeracy","3 or above",24,56.5
"2012","Quebec","Both sexes","35 to 44 years","Literacy","2 or below",24,44.7
"2012","Quebec","Both sexes","35 to 44 years","Literacy","3 or above",24,55.3
"2012","Quebec","Both sexes","35 to 44 years","Numeracy","2 or below",24,49.3
"2012","Quebec","Both sexes","35 to 44 years","Numeracy","3 or above",24,50.7
"2012","Quebec","Both sexes","45 to 54 years","Literacy","2 or below",24,59.9
"2012","Quebec","Both sexes","45 to 54 years","Literacy","3 or above",24,40.1
"2012","Quebec","Both sexes","45 to 54 years","Numeracy","2 or below",24,61.7
"2012","Quebec","Both sexes","45 to 54 years","Numeracy","3 or above",24,38.3
"2012","Quebec","Both sexes","55 to 65 years","Literacy","2 or below",24,69.3
"2012","Quebec","Both sexes","55 to 65 years","Literacy","3 or above",24,30.7
"2012","Quebec","Both sexes","55 to 65 years","Numeracy","2 or below",24,72.2
"2012","Quebec","Both sexes","55 to 65 years","Numeracy","3 or above",24,27.8
"2012","Quebec","Males","Total","Literacy","2 or below",24,52.3
"2012","Quebec","Males","Total","Literacy","3 or above",24,47.7
"2012","Quebec","Males","Total","Numeracy","2 or below",24,51.4
"2012","Quebec","Males","Total","Numeracy","3 or above",24,48.6
"2012","Quebec","Males","16 to 24 years","Literacy","2 or below",24,52.3
"2012","Quebec","Males","16 to 24 years","Literacy","3 or above",24,47.7
"2012","Quebec","Males","16 to 24 years","Numeracy","2 or below",24,50.5
"2012","Quebec","Males","16 to 24 years","Numeracy","3 or above",24,49.5
"2012","Quebec","Males","25 to 34 years","Literacy","2 or below",24,40.5
"2012","Quebec","Males","25 to 34 years","Literacy","3 or above",24,59.5
"2012","Quebec","Males","25 to 34 years","Numeracy","2 or below",24,40
"2012","Quebec","Males","25 to 34 years","Numeracy","3 or above",24,60
"2012","Quebec","Males","35 to 44 years","Literacy","2 or below",24,43.2
"2012","Quebec","Males","35 to 44 years","Literacy","3 or above",24,56.8
"2012","Quebec","Males","35 to 44 years","Numeracy","2 or below",24,44.3
"2012","Quebec","Males","35 to 44 years","Numeracy","3 or above",24,55.7
"2012","Quebec","Males","45 to 54 years","Literacy","2 or below",24,57.2
"2012","Quebec","Males","45 to 54 years","Literacy","3 or above",24,42.8
"2012","Quebec","Males","45 to 54 years","Numeracy","2 or below",24,54.9
"2012","Quebec","Males","45 to 54 years","Numeracy","3 or above",24,45.1
"2012","Quebec","Males","55 to 65 years","Literacy","2 or below",24,66.4
"2012","Quebec","Males","55 to 65 years","Literacy","3 or above",24,33.6
"2012","Quebec","Males","55 to 65 years","Numeracy","2 or below",24,65.5
"2012","Quebec","Males","55 to 65 years","Numeracy","3 or above",24,34.5
"2012","Quebec","Females","Total","Literacy","2 or below",24,54.1
"2012","Quebec","Females","Total","Literacy","3 or above",24,45.9
"2012","Quebec","Females","Total","Numeracy","2 or below",24,60.9
"2012","Quebec","Females","Total","Numeracy","3 or above",24,39.1
"2012","Quebec","Females","16 to 24 years","Literacy","2 or below",24,44.9
"2012","Quebec","Females","16 to 24 years","Literacy","3 or above",24,55.1
"2012","Quebec","Females","16 to 24 years","Numeracy","2 or below",24,49.5
"2012","Quebec","Females","16 to 24 years","Numeracy","3 or above",24,50.5
"2012","Quebec","Females","25 to 34 years","Literacy","2 or below",24,38.7
"2012","Quebec","Females","25 to 34 years","Literacy","3 or above",24,61.3
"2012","Quebec","Females","25 to 34 years","Numeracy","2 or below",24,47.1
"2012","Quebec","Females","25 to 34 years","Numeracy","3 or above",24,52.9
"2012","Quebec","Females","35 to 44 years","Literacy","2 or below",24,46.1
"2012","Quebec","Females","35 to 44 years","Literacy","3 or above",24,53.9
"2012","Quebec","Females","35 to 44 years","Numeracy","2 or below",24,54.5
"2012","Quebec","Females","35 to 44 years","Numeracy","3 or above",24,45.5
"2012","Quebec","Females","45 to 54 years","Literacy","2 or below",24,62.7
"2012","Quebec","Females","45 to 54 years","Literacy","3 or above",24,37.3
"2012","Quebec","Females","45 to 54 years","Numeracy","2 or below",24,68.7
"2012","Quebec","Females","45 to 54 years","Numeracy","3 or above",24,31.3
"2012","Quebec","Females","55 to 65 years","Literacy","2 or below",24,72
"2012","Quebec","Females","55 to 65 years","Literacy","3 or above",24,28
"2012","Quebec","Females","55 to 65 years","Numeracy","2 or below",24,78.7
"2012","Quebec","Females","55 to 65 years","Numeracy","3 or above",24,21.3
"2012","Ontario","Both sexes","Total","Literacy","2 or below",35,46.8
"2012","Ontario","Both sexes","Total","Literacy","3 or above",35,53.2
"2012","Ontario","Both sexes","Total","Numeracy","2 or below",35,53.8
"2012","Ontario","Both sexes","Total","Numeracy","3 or above",35,46.2
"2012","Ontario","Both sexes","16 to 24 years","Literacy","2 or below",35,44.2
"2012","Ontario","Both sexes","16 to 24 years","Literacy","3 or above",35,55.8
"2012","Ontario","Both sexes","16 to 24 years","Numeracy","2 or below",35,53.3
"2012","Ontario","Both sexes","16 to 24 years","Numeracy","3 or above",35,46.7
"2012","Ontario","Both sexes","25 to 34 years","Literacy","2 or below",35,41.1
"2012","Ontario","Both sexes","25 to 34 years","Literacy","3 or above",35,58.9
"2012","Ontario","Both sexes","25 to 34 years","Numeracy","2 or below",35,48.2
"2012","Ontario","Both sexes","25 to 34 years","Numeracy","3 or above",35,51.8
"2012","Ontario","Both sexes","35 to 44 years","Literacy","2 or below",35,41.7
"2012","Ontario","Both sexes","35 to 44 years","Literacy","3 or above",35,58.3
"2012","Ontario","Both sexes","35 to 44 years","Numeracy","2 or below",35,48.7
"2012","Ontario","Both sexes","35 to 44 years","Numeracy","3 or above",35,51.3
"2012","Ontario","Both sexes","45 to 54 years","Literacy","2 or below",35,49.9
"2012","Ontario","Both sexes","45 to 54 years","Literacy","3 or above",35,50.1
"2012","Ontario","Both sexes","45 to 54 years","Numeracy","2 or below",35,54.5
"2012","Ontario","Both sexes","45 to 54 years","Numeracy","3 or above",35,45.5
"2012","Ontario","Both sexes","55 to 65 years","Literacy","2 or below",35,56.5
"2012","Ontario","Both sexes","55 to 65 years","Literacy","3 or above",35,43.5
"2012","Ontario","Both sexes","55 to 65 years","Numeracy","2 or below",35,64.5
"2012","Ontario","Both sexes","55 to 65 years","Numeracy","3 or above",35,35.5
"2012","Ontario","Males","Total","Literacy","2 or below",35,45.7
"2012","Ontario","Males","Total","Literacy","3 or above",35,54.3
"2012","Ontario","Males","Total","Numeracy","2 or below",35,47.1
"2012","Ontario","Males","Total","Numeracy","3 or above",35,52.9
"2012","Ontario","Males","16 to 24 years","Literacy","2 or below",35,43.9
"2012","Ontario","Males","16 to 24 years","Literacy","3 or above",35,56.1
"2012","Ontario","Males","16 to 24 years","Numeracy","2 or below",35,47.5
"2012","Ontario","Males","16 to 24 years","Numeracy","3 or above",35,52.5
"2012","Ontario","Males","25 to 34 years","Literacy","2 or below",35,40.3
"2012","Ontario","Males","25 to 34 years","Literacy","3 or above",35,59.7
"2012","Ontario","Males","25 to 34 years","Numeracy","2 or below",35,42.7
"2012","Ontario","Males","25 to 34 years","Numeracy","3 or above",35,57.3
"2012","Ontario","Males","35 to 44 years","Literacy","2 or below",35,40
"2012","Ontario","Males","35 to 44 years","Literacy","3 or above",35,60
"2012","Ontario","Males","35 to 44 years","Numeracy","2 or below",35,39.9
"2012","Ontario","Males","35 to 44 years","Numeracy","3 or above",35,60.1
"2012","Ontario","Males","45 to 54 years","Literacy","2 or below",35,47.9
"2012","Ontario","Males","45 to 54 years","Literacy","3 or above",35,52.1
"2012","Ontario","Males","45 to 54 years","Numeracy","2 or below",35,47.4
"2012","Ontario","Males","45 to 54 years","Numeracy","3 or above",35,52.6
"2012","Ontario","Males","55 to 65 years","Literacy","2 or below",35,56
"2012","Ontario","Males","55 to 65 years","Literacy","3 or above",35,44
"2012","Ontario","Males","55 to 65 years","Numeracy","2 or below",35,57.9
"2012","Ontario","Males","55 to 65 years","Numeracy","3 or above",35,42.1
"2012","Ontario","Females","Total","Literacy","2 or below",35,47.9
"2012","Ontario","Females","Total","Literacy","3 or above",35,52.1
"2012","Ontario","Females","Total","Numeracy","2 or below",35,60.5
"2012","Ontario","Females","Total","Numeracy","3 or above",35,39.5
"2012","Ontario","Females","16 to 24 years","Literacy","2 or below",35,44.5
"2012","Ontario","Females","16 to 24 years","Literacy","3 or above",35,55.5
"2012","Ontario","Females","16 to 24 years","Numeracy","2 or below",35,59.2
"2012","Ontario","Females","16 to 24 years","Numeracy","3 or above",35,40.8
"2012","Ontario","Females","25 to 34 years","Literacy","2 or below",35,41.8
"2012","Ontario","Females","25 to 34 years","Literacy","3 or above",35,58.2
"2012","Ontario","Females","25 to 34 years","Numeracy","2 or below",35,53.5
"2012","Ontario","Females","25 to 34 years","Numeracy","3 or above",35,46.5
"2012","Ontario","Females","35 to 44 years","Literacy","2 or below",35,43.3
"2012","Ontario","Females","35 to 44 years","Literacy","3 or above",35,56.7
"2012","Ontario","Females","35 to 44 years","Numeracy","2 or below",35,57.2
"2012","Ontario","Females","35 to 44 years","Numeracy","3 or above",35,42.8
"2012","Ontario","Females","45 to 54 years","Literacy","2 or below",35,52
"2012","Ontario","Females","45 to 54 years","Literacy","3 or above",35,48
"2012","Ontario","Females","45 to 54 years","Numeracy","2 or below",35,61.8
"2012","Ontario","Females","45 to 54 years","Numeracy","3 or above",35,38.2
"2012","Ontario","Females","55 to 65 years","Literacy","2 or below",35,57
"2012","Ontario","Females","55 to 65 years","Literacy","3 or above",35,43
"2012","Ontario","Females","55 to 65 years","Numeracy","2 or below",35,70.8
"2012","Ontario","Females","55 to 65 years","Numeracy","3 or above",35,29.2
"2012","Manitoba","Both sexes","Total","Literacy","2 or below",46,48.3
"2012","Manitoba","Both sexes","Total","Literacy","3 or above",46,51.7
"2012","Manitoba","Both sexes","Total","Numeracy","2 or below",46,54.8
"2012","Manitoba","Both sexes","Total","Numeracy","3 or above",46,45.2
"2012","Manitoba","Both sexes","16 to 24 years","Literacy","2 or below",46,49.5
"2012","Manitoba","Both sexes","16 to 24 years","Literacy","3 or above",46,50.5
"2012","Manitoba","Both sexes","16 to 24 years","Numeracy","2 or below",46,55.1
"2012","Manitoba","Both sexes","16 to 24 years","Numeracy","3 or above",46,44.9
"2012","Manitoba","Both sexes","25 to 34 years","Literacy","2 or below",46,40.6
"2012","Manitoba","Both sexes","25 to 34 years","Literacy","3 or above",46,59.4
"2012","Manitoba","Both sexes","25 to 34 years","Numeracy","2 or below",46,48
"2012","Manitoba","Both sexes","25 to 34 years","Numeracy","3 or above",46,52
"2012","Manitoba","Both sexes","35 to 44 years","Literacy","2 or below",46,45
"2012","Manitoba","Both sexes","35 to 44 years","Literacy","3 or above",46,55
"2012","Manitoba","Both sexes","35 to 44 years","Numeracy","2 or below",46,49.7
"2012","Manitoba","Both sexes","35 to 44 years","Numeracy","3 or above",46,50.3
"2012","Manitoba","Both sexes","45 to 54 years","Literacy","2 or below",46,50.7
"2012","Manitoba","Both sexes","45 to 54 years","Literacy","3 or above",46,49.3
"2012","Manitoba","Both sexes","45 to 54 years","Numeracy","2 or below",46,55.7
"2012","Manitoba","Both sexes","45 to 54 years","Numeracy","3 or above",46,44.3
"2012","Manitoba","Both sexes","55 to 65 years","Literacy","2 or below",46,55.3
"2012","Manitoba","Both sexes","55 to 65 years","Literacy","3 or above",46,44.7
"2012","Manitoba","Both sexes","55 to 65 years","Numeracy","2 or below",46,65
"2012","Manitoba","Both sexes","55 to 65 years","Numeracy","3 or above",46,35
"2012","Manitoba","Males","Total","Literacy","2 or below",46,50.5
"2012","Manitoba","Males","Total","Literacy","3 or above",46,49.5
"2012","Manitoba","Males","Total","Numeracy","2 or below",46,52
"2012","Manitoba","Males","Total","Numeracy","3 or above",46,48
"2012","Manitoba","Males","16 to 24 years","Literacy","2 or below",46,50.9
"2012","Manitoba","Males","16 to 24 years","Literacy","3 or above",46,49.1
"2012","Manitoba","Males","16 to 24 years","Numeracy","2 or below",46,51.3
"2012","Manitoba","Males","16 to 24 years","Numeracy","3 or above",46,48.7
"2012","Manitoba","Males","25 to 34 years","Literacy","2 or below",46,48.8
"2012","Manitoba","Males","25 to 34 years","Literacy","3 or above",46,51.2
"2012","Manitoba","Males","25 to 34 years","Numeracy","2 or below",46,46.5
"2012","Manitoba","Males","25 to 34 years","Numeracy","3 or above",46,53.5
"2012","Manitoba","Males","35 to 44 years","Literacy","2 or below",46,44.9
"2012","Manitoba","Males","35 to 44 years","Literacy","3 or above",46,55.1
"2012","Manitoba","Males","35 to 44 years","Numeracy","2 or below",46,46
"2012","Manitoba","Males","35 to 44 years","Numeracy","3 or above",46,54
"2012","Manitoba","Males","45 to 54 years","Literacy","2 or below",46,54.1
"2012","Manitoba","Males","45 to 54 years","Literacy","3 or above",46,45.9
"2012","Manitoba","Males","45 to 54 years","Numeracy","2 or below",46,55.5
"2012","Manitoba","Males","45 to 54 years","Numeracy","3 or above",46,44.5
"2012","Manitoba","Males","55 to 65 years","Literacy","2 or below",46,53.1
"2012","Manitoba","Males","55 to 65 years","Literacy","3 or above",46,46.9
"2012","Manitoba","Males","55 to 65 years","Numeracy","2 or below",46,60.2
"2012","Manitoba","Males","55 to 65 years","Numeracy","3 or above",46,39.8
"2012","Manitoba","Females","Total","Literacy","2 or below",46,46.1
"2012","Manitoba","Females","Total","Literacy","3 or above",46,53.9
"2012","Manitoba","Females","Total","Numeracy","2 or below",46,57.5
"2012","Manitoba","Females","Total","Numeracy","3 or above",46,42.5
"2012","Manitoba","Females","16 to 24 years","Literacy","2 or below",46,48.1
"2012","Manitoba","Females","16 to 24 years","Literacy","3 or above",46,51.9
"2012","Manitoba","Females","16 to 24 years","Numeracy","2 or below",46,59.1
"2012","Manitoba","Females","16 to 24 years","Numeracy","3 or above",46,40.9
"2012","Manitoba","Females","25 to 34 years","Literacy","2 or below",46,32.3
"2012","Manitoba","Females","25 to 34 years","Literacy","3 or above",46,67.7
"2012","Manitoba","Females","25 to 34 years","Numeracy","2 or below",46,49.4
"2012","Manitoba","Females","25 to 34 years","Numeracy","3 or above",46,50.6
"2012","Manitoba","Females","35 to 44 years","Literacy","2 or below",46,45.1
"2012","Manitoba","Females","35 to 44 years","Literacy","3 or above",46,54.9
"2012","Manitoba","Females","35 to 44 years","Numeracy","2 or below",46,53.4
"2012","Manitoba","Females","35 to 44 years","Numeracy","3 or above",46,46.6
"2012","Manitoba","Females","45 to 54 years","Literacy","2 or below",46,47.4
"2012","Manitoba","Females","45 to 54 years","Literacy","3 or above",46,52.6
"2012","Manitoba","Females","45 to 54 years","Numeracy","2 or below",46,55.8
"2012","Manitoba","Females","45 to 54 years","Numeracy","3 or above",46,44.2
"2012","Manitoba","Females","55 to 65 years","Literacy","2 or below",46,57.5
"2012","Manitoba","Females","55 to 65 years","Literacy","3 or above",46,42.5
"2012","Manitoba","Females","55 to 65 years","Numeracy","2 or below",46,69.7
"2012","Manitoba","Females","55 to 65 years","Numeracy","3 or above",46,30.3
"2012","Saskatchewan","Both sexes","Total","Literacy","2 or below",47,49.9
"2012","Saskatchewan","Both sexes","Total","Literacy","3 or above",47,50.1
"2012","Saskatchewan","Both sexes","Total","Numeracy","2 or below",47,56.5
"2012","Saskatchewan","Both sexes","Total","Numeracy","3 or above",47,43.5
"2012","Saskatchewan","Both sexes","16 to 24 years","Literacy","2 or below",47,54
"2012","Saskatchewan","Both sexes","16 to 24 years","Literacy","3 or above",47,46
"2012","Saskatchewan","Both sexes","16 to 24 years","Numeracy","2 or below",47,62
"2012","Saskatchewan","Both sexes","16 to 24 years","Numeracy","3 or above",47,38
"2012","Saskatchewan","Both sexes","25 to 34 years","Literacy","2 or below",47,45.1
"2012","Saskatchewan","Both sexes","25 to 34 years","Literacy","3 or above",47,54.9
"2012","Saskatchewan","Both sexes","25 to 34 years","Numeracy","2 or below",47,50.8
"2012","Saskatchewan","Both sexes","25 to 34 years","Numeracy","3 or above",47,49.2
"2012","Saskatchewan","Both sexes","35 to 44 years","Literacy","2 or below",47,43.3
"2012","Saskatchewan","Both sexes","35 to 44 years","Literacy","3 or above",47,56.7
"2012","Saskatchewan","Both sexes","35 to 44 years","Numeracy","2 or below",47,47.3
"2012","Saskatchewan","Both sexes","35 to 44 years","Numeracy","3 or above",47,52.7
"2012","Saskatchewan","Both sexes","45 to 54 years","Literacy","2 or below",47,50.2
"2012","Saskatchewan","Both sexes","45 to 54 years","Literacy","3 or above",47,49.8
"2012","Saskatchewan","Both sexes","45 to 54 years","Numeracy","2 or below",47,56.5
"2012","Saskatchewan","Both sexes","45 to 54 years","Numeracy","3 or above",47,43.5
"2012","Saskatchewan","Both sexes","55 to 65 years","Literacy","2 or below",47,56.4
"2012","Saskatchewan","Both sexes","55 to 65 years","Literacy","3 or above",47,43.6
"2012","Saskatchewan","Both sexes","55 to 65 years","Numeracy","2 or below",47,65.5
"2012","Saskatchewan","Both sexes","55 to 65 years","Numeracy","3 or above",47,34.5
"2012","Saskatchewan","Males","Total","Literacy","2 or below",47,51.6
"2012","Saskatchewan","Males","Total","Literacy","3 or above",47,48.4
"2012","Saskatchewan","Males","Total","Numeracy","2 or below",47,52
"2012","Saskatchewan","Males","Total","Numeracy","3 or above",47,48
"2012","Saskatchewan","Males","16 to 24 years","Literacy","2 or below",47,55.2
"2012","Saskatchewan","Males","16 to 24 years","Literacy","3 or above",47,44.8
"2012","Saskatchewan","Males","16 to 24 years","Numeracy","2 or below",47,57.3
"2012","Saskatchewan","Males","16 to 24 years","Numeracy","3 or above",47,42.7
"2012","Saskatchewan","Males","25 to 34 years","Literacy","2 or below",47,47.2
"2012","Saskatchewan","Males","25 to 34 years","Literacy","3 or above",47,52.8
"2012","Saskatchewan","Males","25 to 34 years","Numeracy","2 or below",47,46.9
"2012","Saskatchewan","Males","25 to 34 years","Numeracy","3 or above",47,53.1
"2012","Saskatchewan","Males","35 to 44 years","Literacy","2 or below",47,46.6
"2012","Saskatchewan","Males","35 to 44 years","Literacy","3 or above",47,53.4
"2012","Saskatchewan","Males","35 to 44 years","Numeracy","2 or below",47,41.9
"2012","Saskatchewan","Males","35 to 44 years","Numeracy","3 or above",47,58.1
"2012","Saskatchewan","Males","45 to 54 years","Literacy","2 or below",47,50.1
"2012","Saskatchewan","Males","45 to 54 years","Literacy","3 or above",47,49.9
"2012","Saskatchewan","Males","45 to 54 years","Numeracy","2 or below",47,52.7
"2012","Saskatchewan","Males","45 to 54 years","Numeracy","3 or above",47,47.3
"2012","Saskatchewan","Males","55 to 65 years","Literacy","2 or below",47,58.9
"2012","Saskatchewan","Males","55 to 65 years","Literacy","3 or above",47,41.1
"2012","Saskatchewan","Males","55 to 65 years","Numeracy","2 or below",47,60.5
"2012","Saskatchewan","Males","55 to 65 years","Numeracy","3 or above",47,39.5
"2012","Saskatchewan","Females","Total","Literacy","2 or below",47,48.1
"2012","Saskatchewan","Females","Total","Literacy","3 or above",47,51.9
"2012","Saskatchewan","Females","Total","Numeracy","2 or below",47,61.1
"2012","Saskatchewan","Females","Total","Numeracy","3 or above",47,38.9
"2012","Saskatchewan","Females","16 to 24 years","Literacy","2 or below",47,52.6
"2012","Saskatchewan","Females","16 to 24 years","Literacy","3 or above",47,47.4
"2012","Saskatchewan","Females","16 to 24 years","Numeracy","2 or below",47,67
"2012","Saskatchewan","Females","16 to 24 years","Numeracy","3 or above",47,33
"2012","Saskatchewan","Females","25 to 34 years","Literacy","2 or below",47,42.9
"2012","Saskatchewan","Females","25 to 34 years","Literacy","3 or above",47,57.1
"2012","Saskatchewan","Females","25 to 34 years","Numeracy","2 or below",47,54.7
"2012","Saskatchewan","Females","25 to 34 years","Numeracy","3 or above",47,45.3
"2012","Saskatchewan","Females","35 to 44 years","Literacy","2 or below",47,39.9
"2012","Saskatchewan","Females","35 to 44 years","Literacy","3 or above",47,60.1
"2012","Saskatchewan","Females","35 to 44 years","Numeracy","2 or below",47,52.7
"2012","Saskatchewan","Females","35 to 44 years","Numeracy","3 or above",47,47.3
"2012","Saskatchewan","Females","45 to 54 years","Literacy","2 or below",47,50.4
"2012","Saskatchewan","Females","45 to 54 years","Literacy","3 or above",47,49.6
"2012","Saskatchewan","Females","45 to 54 years","Numeracy","2 or below",47,60.4
"2012","Saskatchewan","Females","45 to 54 years","Numeracy","3 or above",47,39.6
"2012","Saskatchewan","Females","55 to 65 years","Literacy","2 or below",47,54.1
"2012","Saskatchewan","Females","55 to 65 years","Literacy","3 or above",47,45.9
"2012","Saskatchewan","Females","55 to 65 years","Numeracy","2 or below",47,70.5
"2012","Saskatchewan","Females","55 to 65 years","Numeracy","3 or above",47,29.5
"2012","Alberta","Both sexes","Total","Literacy","2 or below",48,44.9
"2012","Alberta","Both sexes","Total","Literacy","3 or above",48,55.1
"2012","Alberta","Both sexes","Total","Numeracy","2 or below",48,52.7
"2012","Alberta","Both sexes","Total","Numeracy","3 or above",48,47.3
"2012","Alberta","Both sexes","16 to 24 years","Literacy","2 or below",48,44.7
"2012","Alberta","Both sexes","16 to 24 years","Literacy","3 or above",48,55.3
"2012","Alberta","Both sexes","16 to 24 years","Numeracy","2 or below",48,53.4
"2012","Alberta","Both sexes","16 to 24 years","Numeracy","3 or above",48,46.6
"2012","Alberta","Both sexes","25 to 34 years","Literacy","2 or below",48,36.5
"2012","Alberta","Both sexes","25 to 34 years","Literacy","3 or above",48,63.5
"2012","Alberta","Both sexes","25 to 34 years","Numeracy","2 or below",48,46.3
"2012","Alberta","Both sexes","25 to 34 years","Numeracy","3 or above",48,53.7
"2012","Alberta","Both sexes","35 to 44 years","Literacy","2 or below",48,40.7
"2012","Alberta","Both sexes","35 to 44 years","Literacy","3 or above",48,59.3
"2012","Alberta","Both sexes","35 to 44 years","Numeracy","2 or below",48,50.1
"2012","Alberta","Both sexes","35 to 44 years","Numeracy","3 or above",48,49.9
"2012","Alberta","Both sexes","45 to 54 years","Literacy","2 or below",48,48.3
"2012","Alberta","Both sexes","45 to 54 years","Literacy","3 or above",48,51.7
"2012","Alberta","Both sexes","45 to 54 years","Numeracy","2 or below",48,53
"2012","Alberta","Both sexes","45 to 54 years","Numeracy","3 or above",48,47
"2012","Alberta","Both sexes","55 to 65 years","Literacy","2 or below",48,56.9
"2012","Alberta","Both sexes","55 to 65 years","Literacy","3 or above",48,43.1
"2012","Alberta","Both sexes","55 to 65 years","Numeracy","2 or below",48,62.9
"2012","Alberta","Both sexes","55 to 65 years","Numeracy","3 or above",48,37.1
"2012","Alberta","Males","Total","Literacy","2 or below",48,43.4
"2012","Alberta","Males","Total","Literacy","3 or above",48,56.6
"2012","Alberta","Males","Total","Numeracy","2 or below",48,46.3
"2012","Alberta","Males","Total","Numeracy","3 or above",48,53.7
"2012","Alberta","Males","16 to 24 years","Literacy","2 or below",48,43.6
"2012","Alberta","Males","16 to 24 years","Literacy","3 or above",48,56.4
"2012","Alberta","Males","16 to 24 years","Numeracy","2 or below",48,49.1
"2012","Alberta","Males","16 to 24 years","Numeracy","3 or above",48,50.9
"2012","Alberta","Males","25 to 34 years","Literacy","2 or below",48,35.2
"2012","Alberta","Males","25 to 34 years","Literacy","3 or above",48,64.8
"2012","Alberta","Males","25 to 34 years","Numeracy","2 or below",48,41.4
"2012","Alberta","Males","25 to 34 years","Numeracy","3 or above",48,58.6
"2012","Alberta","Males","35 to 44 years","Literacy","2 or below",48,41.8
"2012","Alberta","Males","35 to 44 years","Literacy","3 or above",48,58.2
"2012","Alberta","Males","35 to 44 years","Numeracy","2 or below",48,46.7
"2012","Alberta","Males","35 to 44 years","Numeracy","3 or above",48,53.3
"2012","Alberta","Males","45 to 54 years","Literacy","2 or below",48,45.7
"2012","Alberta","Males","45 to 54 years","Literacy","3 or above",48,54.3
"2012","Alberta","Males","45 to 54 years","Numeracy","2 or below",48,43.8
"2012","Alberta","Males","45 to 54 years","Numeracy","3 or above",48,56.2
"2012","Alberta","Males","55 to 65 years","Literacy","2 or below",48,53.6
"2012","Alberta","Males","55 to 65 years","Literacy","3 or above",48,46.4
"2012","Alberta","Males","55 to 65 years","Numeracy","2 or below",48,52.8
"2012","Alberta","Males","55 to 65 years","Numeracy","3 or above",48,47.2
"2012","Alberta","Females","Total","Literacy","2 or below",48,46.5
"2012","Alberta","Females","Total","Literacy","3 or above",48,53.5
"2012","Alberta","Females","Total","Numeracy","2 or below",48,59.4
"2012","Alberta","Females","Total","Numeracy","3 or above",48,40.6
"2012","Alberta","Females","16 to 24 years","Literacy","2 or below",48,45.8
"2012","Alberta","Females","16 to 24 years","Literacy","3 or above",48,54.2
"2012","Alberta","Females","16 to 24 years","Numeracy","2 or below",48,58.1
"2012","Alberta","Females","16 to 24 years","Numeracy","3 or above",48,41.9
"2012","Alberta","Females","25 to 34 years","Literacy","2 or below",48,38.1
"2012","Alberta","Females","25 to 34 years","Literacy","3 or above",48,61.9
"2012","Alberta","Females","25 to 34 years","Numeracy","2 or below",48,51.5
"2012","Alberta","Females","25 to 34 years","Numeracy","3 or above",48,48.5
"2012","Alberta","Females","35 to 44 years","Literacy","2 or below",48,39.5
"2012","Alberta","Females","35 to 44 years","Literacy","3 or above",48,60.5
"2012","Alberta","Females","35 to 44 years","Numeracy","2 or below",48,53.7
"2012","Alberta","Females","35 to 44 years","Numeracy","3 or above",48,46.3
"2012","Alberta","Females","45 to 54 years","Literacy","2 or below",48,51.1
"2012","Alberta","Females","45 to 54 years","Literacy","3 or above",48,48.9
"2012","Alberta","Females","45 to 54 years","Numeracy","2 or below",48,62.7
"2012","Alberta","Females","45 to 54 years","Numeracy","3 or above",48,37.3
"2012","Alberta","Females","55 to 65 years","Literacy","2 or below",48,60.2
"2012","Alberta","Females","55 to 65 years","Literacy","3 or above",48,39.8
"2012","Alberta","Females","55 to 65 years","Numeracy","2 or below",48,73.1
"2012","Alberta","Females","55 to 65 years","Numeracy","3 or above",48,26.9
"2012","British Columbia","Both sexes","Total","Literacy","2 or below",59,45.9
"2012","British Columbia","Both sexes","Total","Literacy","3 or above",59,54.1
"2012","British Columbia","Both sexes","Total","Numeracy","2 or below",59,52.3
"2012","British Columbia","Both sexes","Total","Numeracy","3 or above",59,47.7
"2012","British Columbia","Both sexes","16 to 24 years","Literacy","2 or below",59,43.2
"2012","British Columbia","Both sexes","16 to 24 years","Literacy","3 or above",59,56.8
"2012","British Columbia","Both sexes","16 to 24 years","Numeracy","2 or below",59,52.3
"2012","British Columbia","Both sexes","16 to 24 years","Numeracy","3 or above",59,47.7
