"Year","Persons in low income","Geography","GeoCode","Value"
2021,"Persons 18 to 64 years","Edmonton, Alberta",,8.3
2022,"Persons 18 to 64 years","Edmonton, Alberta",,11.8
2023,"Persons 18 to 64 years","Edmonton, Alberta",,12
2017,"Persons 65 years and over","Edmonton, Alberta",,4.4
2020,"Persons 65 years and over","Edmonton, Alberta",,4.2
2021,"Persons 65 years and over","Edmonton, Alberta",,5.5
2022,"Persons 65 years and over","Edmonton, Alberta",,6.4
2023,"Persons 65 years and over","Edmonton, Alberta",,3.6
2015,"Persons under 18 years","Edmonton, Alberta",,10.2
2016,"Persons under 18 years","Edmonton, Alberta",,8
2017,"Persons under 18 years","Edmonton, Alberta",,8.3
2018,"Persons under 18 years","Edmonton, Alberta",,6.3
2021,"Persons under 18 years","Edmonton, Alberta",,7.4
2022,"Persons under 18 years","Edmonton, Alberta",,13
2023,"Persons under 18 years","Edmonton, Alberta",,12.4
2015,"Women+","Edmonton, Alberta",,7.9
2016,"Women+","Edmonton, Alberta",,8.4
2017,"Women+","Edmonton, Alberta",,11.2
2018,"Women+","Edmonton, Alberta",,8.4
2019,"Women+","Edmonton, Alberta",,10.6
2020,"Women+","Edmonton, Alberta",,5.7
2021,"Women+","Edmonton, Alberta",,7.7
2022,"Women+","Edmonton, Alberta",,11.9
2023,"Women+","Edmonton, Alberta",,11.2
2015,"Women+, 18 to 64 years","Edmonton, Alberta",,7
2016,"Women+, 18 to 64 years","Edmonton, Alberta",,9.7
2017,"Women+, 18 to 64 years","Edmonton, Alberta",,13.1
2018,"Women+, 18 to 64 years","Edmonton, Alberta",,10.2
2019,"Women+, 18 to 64 years","Edmonton, Alberta",,12.4
2020,"Women+, 18 to 64 years","Edmonton, Alberta",,6.5
2021,"Women+, 18 to 64 years","Edmonton, Alberta",,8
2022,"Women+, 18 to 64 years","Edmonton, Alberta",,12.5
2023,"Women+, 18 to 64 years","Edmonton, Alberta",,13.4
2021,"Women+, 65 years and over","Edmonton, Alberta",,5.7
2022,"Women+, 65 years and over","Edmonton, Alberta",,6.3
2023,"Women+, 65 years and over","Edmonton, Alberta",,3.7
2018,"Women+, under 18 years","Edmonton, Alberta",,6.1
2021,"Women+, under 18 years","Edmonton, Alberta",,8.3
2022,"Women+, under 18 years","Edmonton, Alberta",,14.6
2023,"Women+, under 18 years","Edmonton, Alberta",,10.2
2015,"All persons","Manitoba",46,14.1
2016,"All persons","Manitoba",46,12.4
2017,"All persons","Manitoba",46,11.2
2018,"All persons","Manitoba",46,11.2
2019,"All persons","Manitoba",46,11.7
2020,"All persons","Manitoba",46,7
2021,"All persons","Manitoba",46,9
2022,"All persons","Manitoba",46,11.4
2023,"All persons","Manitoba",46,10.6
2015,"Men+","Manitoba",46,14.5
2016,"Men+","Manitoba",46,12.5
2017,"Men+","Manitoba",46,10.9
2018,"Men+","Manitoba",46,11.3
2019,"Men+","Manitoba",46,12.3
2020,"Men+","Manitoba",46,7.3
2021,"Men+","Manitoba",46,9
2022,"Men+","Manitoba",46,11.1
2023,"Men+","Manitoba",46,10.5
2015,"Men+, 18 to 64 years","Manitoba",46,13.8
2016,"Men+, 18 to 64 years","Manitoba",46,12.9
2017,"Men+, 18 to 64 years","Manitoba",46,12.1
2018,"Men+, 18 to 64 years","Manitoba",46,11.9
2019,"Men+, 18 to 64 years","Manitoba",46,13
2020,"Men+, 18 to 64 years","Manitoba",46,9
2021,"Men+, 18 to 64 years","Manitoba",46,10.2
2022,"Men+, 18 to 64 years","Manitoba",46,11.8
2023,"Men+, 18 to 64 years","Manitoba",46,11.1
2015,"Men+, 65 years and over","Manitoba",46,3.8
2016,"Men+, 65 years and over","Manitoba",46,3.9
2017,"Men+, 65 years and over","Manitoba",46,4.7
2018,"Men+, 65 years and over","Manitoba",46,5.2
2019,"Men+, 65 years and over","Manitoba",46,5.2
2020,"Men+, 65 years and over","Manitoba",46,1.4
2021,"Men+, 65 years and over","Manitoba",46,4.3
2022,"Men+, 65 years and over","Manitoba",46,5.8
2023,"Men+, 65 years and over","Manitoba",46,4.7
2015,"Men+, under 18 years","Manitoba",46,22.8
2016,"Men+, under 18 years","Manitoba",46,16.7
2017,"Men+, under 18 years","Manitoba",46,11.7
2018,"Men+, under 18 years","Manitoba",46,13.7
2019,"Men+, under 18 years","Manitoba",46,15.1
2020,"Men+, under 18 years","Manitoba",46,6.7
2021,"Men+, under 18 years","Manitoba",46,8.9
2022,"Men+, under 18 years","Manitoba",46,13.1
2023,"Men+, under 18 years","Manitoba",46,13
2015,"Persons 18 to 64 years","Manitoba",46,14.2
2016,"Persons 18 to 64 years","Manitoba",46,13.1
2017,"Persons 18 to 64 years","Manitoba",46,12.1
2018,"Persons 18 to 64 years","Manitoba",46,11.8
2019,"Persons 18 to 64 years","Manitoba",46,12.6
2020,"Persons 18 to 64 years","Manitoba",46,8.5
2021,"Persons 18 to 64 years","Manitoba",46,9.8
2022,"Persons 18 to 64 years","Manitoba",46,12.2
2023,"Persons 18 to 64 years","Manitoba",46,11.6
2015,"Persons 65 years and over","Manitoba",46,5.9
2016,"Persons 65 years and over","Manitoba",46,4.9
2017,"Persons 65 years and over","Manitoba",46,5.4
2018,"Persons 65 years and over","Manitoba",46,6.1
2019,"Persons 65 years and over","Manitoba",46,5.6
2020,"Persons 65 years and over","Manitoba",46,2.3
2021,"Persons 65 years and over","Manitoba",46,5.7
2022,"Persons 65 years and over","Manitoba",46,6.6
2023,"Persons 65 years and over","Manitoba",46,4.8
2015,"Persons under 18 years","Manitoba",46,19.3
2016,"Persons under 18 years","Manitoba",46,15.5
2017,"Persons under 18 years","Manitoba",46,12.8
2018,"Persons under 18 years","Manitoba",46,13
2019,"Persons under 18 years","Manitoba",46,13.7
2020,"Persons under 18 years","Manitoba",46,5.9
2021,"Persons under 18 years","Manitoba",46,9
2022,"Persons under 18 years","Manitoba",46,12.9
2023,"Persons under 18 years","Manitoba",46,12.5
2015,"Women+","Manitoba",46,13.7
2016,"Women+","Manitoba",46,12.2
2017,"Women+","Manitoba",46,11.5
2018,"Women+","Manitoba",46,11
2019,"Women+","Manitoba",46,11.1
2020,"Women+","Manitoba",46,6.6
2021,"Women+","Manitoba",46,9
2022,"Women+","Manitoba",46,11.7
2023,"Women+","Manitoba",46,10.7
2015,"Women+, 18 to 64 years","Manitoba",46,14.5
2016,"Women+, 18 to 64 years","Manitoba",46,13.3
2017,"Women+, 18 to 64 years","Manitoba",46,12.2
2018,"Women+, 18 to 64 years","Manitoba",46,11.7
2019,"Women+, 18 to 64 years","Manitoba",46,12.2
2020,"Women+, 18 to 64 years","Manitoba",46,8.1
2021,"Women+, 18 to 64 years","Manitoba",46,9.5
2022,"Women+, 18 to 64 years","Manitoba",46,12.6
2023,"Women+, 18 to 64 years","Manitoba",46,12.1
2015,"Women+, 65 years and over","Manitoba",46,7.6
2016,"Women+, 65 years and over","Manitoba",46,5.7
2017,"Women+, 65 years and over","Manitoba",46,6
2018,"Women+, 65 years and over","Manitoba",46,6.9
2019,"Women+, 65 years and over","Manitoba",46,6
2020,"Women+, 65 years and over","Manitoba",46,3.1
2021,"Women+, 65 years and over","Manitoba",46,6.9
2022,"Women+, 65 years and over","Manitoba",46,7.3
2023,"Women+, 65 years and over","Manitoba",46,4.8
2015,"Women+, under 18 years","Manitoba",46,15.7
2016,"Women+, under 18 years","Manitoba",46,14.2
2017,"Women+, under 18 years","Manitoba",46,13.9
2018,"Women+, under 18 years","Manitoba",46,12.3
2019,"Women+, under 18 years","Manitoba",46,12.1
2020,"Women+, under 18 years","Manitoba",46,5.2
2021,"Women+, under 18 years","Manitoba",46,9.2
2022,"Women+, under 18 years","Manitoba",46,12.7
2023,"Women+, under 18 years","Manitoba",46,12
2015,"All persons","Montréal, Quebec",,17.2
2016,"All persons","Montréal, Quebec",,13.2
2017,"All persons","Montréal, Quebec",,14.1
2018,"All persons","Montréal, Quebec",,11.4
2019,"All persons","Montréal, Quebec",,10.4
2020,"All persons","Montréal, Quebec",,5.4
2021,"All persons","Montréal, Quebec",,5.9
2022,"All persons","Montréal, Quebec",,7.8
2023,"All persons","Montréal, Quebec",,8.6
2015,"Men+","Montréal, Quebec",,16.8
2016,"Men+","Montréal, Quebec",,13.5
2017,"Men+","Montréal, Quebec",,14.2
2018,"Men+","Montréal, Quebec",,11
2019,"Men+","Montréal, Quebec",,11
2020,"Men+","Montréal, Quebec",,4.8
2021,"Men+","Montréal, Quebec",,5.4
2022,"Men+","Montréal, Quebec",,8.5
2023,"Men+","Montréal, Quebec",,8.8
2015,"Men+, 18 to 64 years","Montréal, Quebec",,18.1
2016,"Men+, 18 to 64 years","Montréal, Quebec",,14.5
2017,"Men+, 18 to 64 years","Montréal, Quebec",,15.4
2018,"Men+, 18 to 64 years","Montréal, Quebec",,12.8
2019,"Men+, 18 to 64 years","Montréal, Quebec",,12.7
2020,"Men+, 18 to 64 years","Montréal, Quebec",,6.1
2021,"Men+, 18 to 64 years","Montréal, Quebec",,6.2
2022,"Men+, 18 to 64 years","Montréal, Quebec",,10.2
2023,"Men+, 18 to 64 years","Montréal, Quebec",,10.2
2016,"Men+, 65 years and over","Montréal, Quebec",,10
2017,"Men+, 65 years and over","Montréal, Quebec",,8.2
2018,"Men+, 65 years and over","Montréal, Quebec",,5.8
2021,"Men+, 65 years and over","Montréal, Quebec",,4.9
2022,"Men+, 65 years and over","Montréal, Quebec",,4.8
2023,"Men+, 65 years and over","Montréal, Quebec",,4.6
2015,"Men+, under 18 years","Montréal, Quebec",,20.4
2016,"Men+, under 18 years","Montréal, Quebec",,12.6
2017,"Men+, under 18 years","Montréal, Quebec",,14.3
2018,"Men+, under 18 years","Montréal, Quebec",,9.2
2019,"Men+, under 18 years","Montréal, Quebec",,8.5
2022,"Men+, under 18 years","Montréal, Quebec",,5.7
2023,"Men+, under 18 years","Montréal, Quebec",,7.9
2015,"Persons 18 to 64 years","Montréal, Quebec",,18.9
2016,"Persons 18 to 64 years","Montréal, Quebec",,13.9
2017,"Persons 18 to 64 years","Montréal, Quebec",,15
2018,"Persons 18 to 64 years","Montréal, Quebec",,13.2
2019,"Persons 18 to 64 years","Montréal, Quebec",,12.3
2020,"Persons 18 to 64 years","Montréal, Quebec",,6.8
2021,"Persons 18 to 64 years","Montréal, Quebec",,6.4
2022,"Persons 18 to 64 years","Montréal, Quebec",,9.4
2023,"Persons 18 to 64 years","Montréal, Quebec",,10.1
2015,"Persons 65 years and over","Montréal, Quebec",,7.2
2016,"Persons 65 years and over","Montréal, Quebec",,9.7
2017,"Persons 65 years and over","Montréal, Quebec",,9.3
2018,"Persons 65 years and over","Montréal, Quebec",,7.1
2019,"Persons 65 years and over","Montréal, Quebec",,7
2020,"Persons 65 years and over","Montréal, Quebec",,2.9
2021,"Persons 65 years and over","Montréal, Quebec",,6.2
2022,"Persons 65 years and over","Montréal, Quebec",,4.1
2023,"Persons 65 years and over","Montréal, Quebec",,4.6
2015,"Persons under 18 years","Montréal, Quebec",,19.3
2016,"Persons under 18 years","Montréal, Quebec",,13.6
2017,"Persons under 18 years","Montréal, Quebec",,14.7
2018,"Persons under 18 years","Montréal, Quebec",,9.1
2019,"Persons under 18 years","Montréal, Quebec",,7.3
2021,"Persons under 18 years","Montréal, Quebec",,4.1
2022,"Persons under 18 years","Montréal, Quebec",,5.7
2023,"Persons under 18 years","Montréal, Quebec",,7.5
2015,"Women+","Montréal, Quebec",,17.6
2016,"Women+","Montréal, Quebec",,12.9
2017,"Women+","Montréal, Quebec",,14
2018,"Women+","Montréal, Quebec",,11.7
2019,"Women+","Montréal, Quebec",,9.9
2020,"Women+","Montréal, Quebec",,6.1
2021,"Women+","Montréal, Quebec",,6.4
2022,"Women+","Montréal, Quebec",,7.1
2023,"Women+","Montréal, Quebec",,8.4
2015,"Women+, 18 to 64 years","Montréal, Quebec",,19.7
2016,"Women+, 18 to 64 years","Montréal, Quebec",,13.3
2017,"Women+, 18 to 64 years","Montréal, Quebec",,14.6
2018,"Women+, 18 to 64 years","Montréal, Quebec",,13.6
2019,"Women+, 18 to 64 years","Montréal, Quebec",,11.8
2020,"Women+, 18 to 64 years","Montréal, Quebec",,7.6
2021,"Women+, 18 to 64 years","Montréal, Quebec",,6.6
2022,"Women+, 18 to 64 years","Montréal, Quebec",,8.6
2023,"Women+, 18 to 64 years","Montréal, Quebec",,9.9
2015,"Women+, 65 years and over","Montréal, Quebec",,7.8
2016,"Women+, 65 years and over","Montréal, Quebec",,9.5
2017,"Women+, 65 years and over","Montréal, Quebec",,10.2
2018,"Women+, 65 years and over","Montréal, Quebec",,8.1
2019,"Women+, 65 years and over","Montréal, Quebec",,7.3
2020,"Women+, 65 years and over","Montréal, Quebec",,3.3
2021,"Women+, 65 years and over","Montréal, Quebec",,7.4
2022,"Women+, 65 years and over","Montréal, Quebec",,3.6
2023,"Women+, 65 years and over","Montréal, Quebec",,4.7
2015,"Women+, under 18 years","Montréal, Quebec",,18.4
2016,"Women+, under 18 years","Montréal, Quebec",,14.7
2017,"Women+, under 18 years","Montréal, Quebec",,15.2
2018,"Women+, under 18 years","Montréal, Quebec",,9.1
2019,"Women+, under 18 years","Montréal, Quebec",,6
2021,"Women+, under 18 years","Montréal, Quebec",,5
2022,"Women+, under 18 years","Montréal, Quebec",,5.7
2023,"Women+, under 18 years","Montréal, Quebec",,7.2
2015,"All persons","New Brunswick",13,16.2
2016,"All persons","New Brunswick",13,13.9
2017,"All persons","New Brunswick",13,12.6
2018,"All persons","New Brunswick",13,10.7
2019,"All persons","New Brunswick",13,9.8
2020,"All persons","New Brunswick",13,7.7
2021,"All persons","New Brunswick",13,6.7
2022,"All persons","New Brunswick",13,10.8
2023,"All persons","New Brunswick",13,11.3
2015,"Men+","New Brunswick",13,16
2016,"Men+","New Brunswick",13,12.5
2017,"Men+","New Brunswick",13,11.7
2018,"Men+","New Brunswick",13,10.4
2019,"Men+","New Brunswick",13,8
2020,"Men+","New Brunswick",13,7.3
2021,"Men+","New Brunswick",13,5.9
2022,"Men+","New Brunswick",13,10.5
2023,"Men+","New Brunswick",13,11.3
2015,"Men+, 18 to 64 years","New Brunswick",13,16.4
2016,"Men+, 18 to 64 years","New Brunswick",13,12.6
2017,"Men+, 18 to 64 years","New Brunswick",13,12.8
2018,"Men+, 18 to 64 years","New Brunswick",13,12
2019,"Men+, 18 to 64 years","New Brunswick",13,9.4
2020,"Men+, 18 to 64 years","New Brunswick",13,8.9
2021,"Men+, 18 to 64 years","New Brunswick",13,6.4
2022,"Men+, 18 to 64 years","New Brunswick",13,11.5
2023,"Men+, 18 to 64 years","New Brunswick",13,12.1
2015,"Men+, 65 years and over","New Brunswick",13,8.9
2016,"Men+, 65 years and over","New Brunswick",13,7.4
2017,"Men+, 65 years and over","New Brunswick",13,5.4
2018,"Men+, 65 years and over","New Brunswick",13,5.1
2019,"Men+, 65 years and over","New Brunswick",13,3.5
2020,"Men+, 65 years and over","New Brunswick",13,4.1
2021,"Men+, 65 years and over","New Brunswick",13,3.9
2022,"Men+, 65 years and over","New Brunswick",13,6.7
2023,"Men+, 65 years and over","New Brunswick",13,6.5
2015,"Men+, under 18 years","New Brunswick",13,21.5
2016,"Men+, under 18 years","New Brunswick",13,17.1
2017,"Men+, under 18 years","New Brunswick",13,14.7
2018,"Men+, under 18 years","New Brunswick",13,11.1
2019,"Men+, under 18 years","New Brunswick",13,8.3
2020,"Men+, under 18 years","New Brunswick",13,5.9
2021,"Men+, under 18 years","New Brunswick",13,6.7
2022,"Men+, under 18 years","New Brunswick",13,11.7
2023,"Men+, under 18 years","New Brunswick",13,14.6
2015,"Persons 18 to 64 years","New Brunswick",13,16.6
2016,"Persons 18 to 64 years","New Brunswick",13,14.3
2017,"Persons 18 to 64 years","New Brunswick",13,13.8
2018,"Persons 18 to 64 years","New Brunswick",13,12.1
2019,"Persons 18 to 64 years","New Brunswick",13,10.5
2020,"Persons 18 to 64 years","New Brunswick",13,9.1
2021,"Persons 18 to 64 years","New Brunswick",13,7.1
2022,"Persons 18 to 64 years","New Brunswick",13,11.6
2023,"Persons 18 to 64 years","New Brunswick",13,11.8
2015,"Persons 65 years and over","New Brunswick",13,11.2
2016,"Persons 65 years and over","New Brunswick",13,10
2017,"Persons 65 years and over","New Brunswick",13,6.6
2018,"Persons 65 years and over","New Brunswick",13,5.9
2019,"Persons 65 years and over","New Brunswick",13,6.2
2020,"Persons 65 years and over","New Brunswick",13,5.3
2021,"Persons 65 years and over","New Brunswick",13,5.6
2022,"Persons 65 years and over","New Brunswick",13,8.7
2023,"Persons 65 years and over","New Brunswick",13,7.5
2015,"Persons under 18 years","New Brunswick",13,19.9
2016,"Persons under 18 years","New Brunswick",13,16.4
2017,"Persons under 18 years","New Brunswick",13,15.5
2018,"Persons under 18 years","New Brunswick",13,11.5
2019,"Persons under 18 years","New Brunswick",13,12
2020,"Persons under 18 years","New Brunswick",13,5.9
2021,"Persons under 18 years","New Brunswick",13,6.9
2022,"Persons under 18 years","New Brunswick",13,10.9
2023,"Persons under 18 years","New Brunswick",13,14.2
2015,"Women+","New Brunswick",13,16.4
2016,"Women+","New Brunswick",13,15.2
2017,"Women+","New Brunswick",13,13.5
2018,"Women+","New Brunswick",13,11
2019,"Women+","New Brunswick",13,11.5
2020,"Women+","New Brunswick",13,8
2021,"Women+","New Brunswick",13,7.4
2022,"Women+","New Brunswick",13,11.1
2023,"Women+","New Brunswick",13,11.2
2015,"Women+, 18 to 64 years","New Brunswick",13,16.8
2016,"Women+, 18 to 64 years","New Brunswick",13,16.1
2017,"Women+, 18 to 64 years","New Brunswick",13,14.7
2018,"Women+, 18 to 64 years","New Brunswick",13,12.3
2019,"Women+, 18 to 64 years","New Brunswick",13,11.5
2020,"Women+, 18 to 64 years","New Brunswick",13,9.2
2021,"Women+, 18 to 64 years","New Brunswick",13,7.6
2022,"Women+, 18 to 64 years","New Brunswick",13,11.6
2023,"Women+, 18 to 64 years","New Brunswick",13,11.5
2015,"Women+, 65 years and over","New Brunswick",13,13.3
2016,"Women+, 65 years and over","New Brunswick",13,12.3
2017,"Women+, 65 years and over","New Brunswick",13,7.7
2018,"Women+, 65 years and over","New Brunswick",13,6.7
2019,"Women+, 65 years and over","New Brunswick",13,8.6
2020,"Women+, 65 years and over","New Brunswick",13,6.3
2021,"Women+, 65 years and over","New Brunswick",13,7.1
2022,"Women+, 65 years and over","New Brunswick",13,10.4
2023,"Women+, 65 years and over","New Brunswick",13,8.4
2015,"Women+, under 18 years","New Brunswick",13,18.3
2016,"Women+, under 18 years","New Brunswick",13,15.7
2017,"Women+, under 18 years","New Brunswick",13,16.2
2018,"Women+, under 18 years","New Brunswick",13,12.1
2019,"Women+, under 18 years","New Brunswick",13,15.6
2020,"Women+, under 18 years","New Brunswick",13,5.9
2021,"Women+, under 18 years","New Brunswick",13,7
2022,"Women+, under 18 years","New Brunswick",13,10.1
2023,"Women+, under 18 years","New Brunswick",13,13.9
2015,"All persons","Newfoundland and Labrador",10,13
2016,"All persons","Newfoundland and Labrador",10,12.2
2017,"All persons","Newfoundland and Labrador",10,11.3
2018,"All persons","Newfoundland and Labrador",10,11.9
2019,"All persons","Newfoundland and Labrador",10,11.7
2020,"All persons","Newfoundland and Labrador",10,7.3
2021,"All persons","Newfoundland and Labrador",10,8.6
2022,"All persons","Newfoundland and Labrador",10,10.4
2023,"All persons","Newfoundland and Labrador",10,12
2015,"Men+","Newfoundland and Labrador",10,11.5
2016,"Men+","Newfoundland and Labrador",10,11.1
2017,"Men+","Newfoundland and Labrador",10,9.9
2018,"Men+","Newfoundland and Labrador",10,12.1
2019,"Men+","Newfoundland and Labrador",10,10.7
2020,"Men+","Newfoundland and Labrador",10,6.9
2021,"Men+","Newfoundland and Labrador",10,7.3
2022,"Men+","Newfoundland and Labrador",10,9.5
2023,"Men+","Newfoundland and Labrador",10,11.7
2015,"Men+, 18 to 64 years","Newfoundland and Labrador",10,12.1
2016,"Men+, 18 to 64 years","Newfoundland and Labrador",10,11.5
2017,"Men+, 18 to 64 years","Newfoundland and Labrador",10,11
2018,"Men+, 18 to 64 years","Newfoundland and Labrador",10,15.2
2019,"Men+, 18 to 64 years","Newfoundland and Labrador",10,11.3
2020,"Men+, 18 to 64 years","Newfoundland and Labrador",10,8.2
2021,"Men+, 18 to 64 years","Newfoundland and Labrador",10,8
2022,"Men+, 18 to 64 years","Newfoundland and Labrador",10,10.7
2023,"Men+, 18 to 64 years","Newfoundland and Labrador",10,12.5
2015,"Men+, 65 years and over","Newfoundland and Labrador",10,6.9
2016,"Men+, 65 years and over","Newfoundland and Labrador",10,7.4
2017,"Men+, 65 years and over","Newfoundland and Labrador",10,5.2
2018,"Men+, 65 years and over","Newfoundland and Labrador",10,2.7
2019,"Men+, 65 years and over","Newfoundland and Labrador",10,4.4
2020,"Men+, 65 years and over","Newfoundland and Labrador",10,3.1
2021,"Men+, 65 years and over","Newfoundland and Labrador",10,4.9
2022,"Men+, 65 years and over","Newfoundland and Labrador",10,5.3
2023,"Men+, 65 years and over","Newfoundland and Labrador",10,5.7
2015,"Men+, under 18 years","Newfoundland and Labrador",10,14.1
2016,"Men+, under 18 years","Newfoundland and Labrador",10,13.5
2017,"Men+, under 18 years","Newfoundland and Labrador",10,11
2018,"Men+, under 18 years","Newfoundland and Labrador",10,11.9
2019,"Men+, under 18 years","Newfoundland and Labrador",10,16.3
2021,"Men+, under 18 years","Newfoundland and Labrador",10,8
2022,"Men+, under 18 years","Newfoundland and Labrador",10,10.8
2023,"Men+, under 18 years","Newfoundland and Labrador",10,17.2
2015,"Persons 18 to 64 years","Newfoundland and Labrador",10,13.7
2016,"Persons 18 to 64 years","Newfoundland and Labrador",10,13.3
2017,"Persons 18 to 64 years","Newfoundland and Labrador",10,12.6
2018,"Persons 18 to 64 years","Newfoundland and Labrador",10,14.2
2019,"Persons 18 to 64 years","Newfoundland and Labrador",10,12.5
2020,"Persons 18 to 64 years","Newfoundland and Labrador",10,8.5
2021,"Persons 18 to 64 years","Newfoundland and Labrador",10,9.6
2022,"Persons 18 to 64 years","Newfoundland and Labrador",10,11.7
2023,"Persons 18 to 64 years","Newfoundland and Labrador",10,13.6
2015,"Persons 65 years and over","Newfoundland and Labrador",10,8.8
2016,"Persons 65 years and over","Newfoundland and Labrador",10,8
2017,"Persons 65 years and over","Newfoundland and Labrador",10,6.9
2018,"Persons 65 years and over","Newfoundland and Labrador",10,4.5
2019,"Persons 65 years and over","Newfoundland and Labrador",10,6.1
2020,"Persons 65 years and over","Newfoundland and Labrador",10,3.5
2021,"Persons 65 years and over","Newfoundland and Labrador",10,4.9
2022,"Persons 65 years and over","Newfoundland and Labrador",10,6.1
2023,"Persons 65 years and over","Newfoundland and Labrador",10,5.5
2015,"Persons under 18 years","Newfoundland and Labrador",10,15.2
2016,"Persons under 18 years","Newfoundland and Labrador",10,13
2017,"Persons under 18 years","Newfoundland and Labrador",10,11.5
2018,"Persons under 18 years","Newfoundland and Labrador",10,12.3
2019,"Persons under 18 years","Newfoundland and Labrador",10,15.8
2020,"Persons under 18 years","Newfoundland and Labrador",10,8.1
2021,"Persons under 18 years","Newfoundland and Labrador",10,10.4
2022,"Persons under 18 years","Newfoundland and Labrador",10,11.9
2023,"Persons under 18 years","Newfoundland and Labrador",10,15.9
2015,"Women+","Newfoundland and Labrador",10,14.5
2016,"Women+","Newfoundland and Labrador",10,13.4
2017,"Women+","Newfoundland and Labrador",10,12.6
2018,"Women+","Newfoundland and Labrador",10,11.6
2019,"Women+","Newfoundland and Labrador",10,12.6
2020,"Women+","Newfoundland and Labrador",10,7.7
2021,"Women+","Newfoundland and Labrador",10,9.9
2022,"Women+","Newfoundland and Labrador",10,11.3
2023,"Women+","Newfoundland and Labrador",10,12.3
2015,"Women+, 18 to 64 years","Newfoundland and Labrador",10,15.2
2016,"Women+, 18 to 64 years","Newfoundland and Labrador",10,15.1
2017,"Women+, 18 to 64 years","Newfoundland and Labrador",10,14.2
2018,"Women+, 18 to 64 years","Newfoundland and Labrador",10,13.2
2019,"Women+, 18 to 64 years","Newfoundland and Labrador",10,13.6
2020,"Women+, 18 to 64 years","Newfoundland and Labrador",10,8.8
2021,"Women+, 18 to 64 years","Newfoundland and Labrador",10,11.2
2022,"Women+, 18 to 64 years","Newfoundland and Labrador",10,12.7
2023,"Women+, 18 to 64 years","Newfoundland and Labrador",10,14.7
2015,"Women+, 65 years and over","Newfoundland and Labrador",10,10.4
2016,"Women+, 65 years and over","Newfoundland and Labrador",10,8.6
2017,"Women+, 65 years and over","Newfoundland and Labrador",10,8.3
2018,"Women+, 65 years and over","Newfoundland and Labrador",10,6.1
2019,"Women+, 65 years and over","Newfoundland and Labrador",10,7.7
2020,"Women+, 65 years and over","Newfoundland and Labrador",10,3.8
2021,"Women+, 65 years and over","Newfoundland and Labrador",10,4.8
2022,"Women+, 65 years and over","Newfoundland and Labrador",10,6.7
2023,"Women+, 65 years and over","Newfoundland and Labrador",10,5.3
2015,"Women+, under 18 years","Newfoundland and Labrador",10,16.5
2016,"Women+, under 18 years","Newfoundland and Labrador",10,12.4
2017,"Women+, under 18 years","Newfoundland and Labrador",10,12.1
2018,"Women+, under 18 years","Newfoundland and Labrador",10,12.7
2019,"Women+, under 18 years","Newfoundland and Labrador",10,15.3
2020,"Women+, under 18 years","Newfoundland and Labrador",10,9.3
2021,"Women+, under 18 years","Newfoundland and Labrador",10,13.1
2022,"Women+, under 18 years","Newfoundland and Labrador",10,13.1
2023,"Women+, under 18 years","Newfoundland and Labrador",10,14.6
2018,"All persons","Northwest Territories",61,16.5
2018,"All persons","Northwest Territories",61,17.5
2019,"All persons","Northwest Territories",61,12.6
2019,"All persons","Northwest Territories",61,12.5
2020,"All persons","Northwest Territories",61,11
2021,"All persons","Northwest Territories",61,15.2
2022,"All persons","Northwest Territories",61,17.9
2023,"All persons","Northwest Territories",61,14
2018,"Men+","Northwest Territories",61,16.7
2019,"Men+","Northwest Territories",61,12
2021,"Men+","Northwest Territories",61,18.2
2022,"Men+","Northwest Territories",61,20.9
2023,"Men+","Northwest Territories",61,16
2018,"Men+, 18 to 64 years","Northwest Territories",61,15.3
2019,"Men+, 18 to 64 years","Northwest Territories",61,8
2021,"Men+, 18 to 64 years","Northwest Territories",61,19.9
2022,"Men+, 18 to 64 years","Northwest Territories",61,19.7
2023,"Men+, 18 to 64 years","Northwest Territories",61,15.4
2018,"Men+, 65 years and over","Northwest Territories",61,32.5
2019,"Men+, 65 years and over","Northwest Territories",61,34.9
2022,"Men+, 65 years and over","Northwest Territories",61,22.3
2023,"Men+, 65 years and over","Northwest Territories",61,30
2022,"Men+, under 18 years","Northwest Territories",61,23.6
2023,"Men+, under 18 years","Northwest Territories",61,11.7
2018,"Persons 18 to 64 years","Northwest Territories",61,14.6
2019,"Persons 18 to 64 years","Northwest Territories",61,8.9
2020,"Persons 18 to 64 years","Northwest Territories",61,9
2021,"Persons 18 to 64 years","Northwest Territories",61,14.5
2022,"Persons 18 to 64 years","Northwest Territories",61,17.1
2023,"Persons 18 to 64 years","Northwest Territories",61,12
2018,"Persons 65 years and over","Northwest Territories",61,24.7
2019,"Persons 65 years and over","Northwest Territories",61,28.9
2022,"Persons 65 years and over","Northwest Territories",61,19.3
2023,"Persons 65 years and over","Northwest Territories",61,26.8
2018,"Persons under 18 years","Northwest Territories",61,18.8
2019,"Persons under 18 years","Northwest Territories",61,16.6
2022,"Persons under 18 years","Northwest Territories",61,19.6
2023,"Persons under 18 years","Northwest Territories",61,14.1
2018,"Women+","Northwest Territories",61,16.2
2019,"Women+","Northwest Territories",61,13.3
2020,"Women+","Northwest Territories",61,11
2022,"Women+","Northwest Territories",61,14.7
2023,"Women+","Northwest Territories",61,11.9
