Year,Géographie,Âge au décès,Sexe,Causes of death,Value
2017,Canada,45 à 54 ans,Les deux sexes,Diabetes mellitus,2.6
2017,Canada,45 à 54 ans,Les deux sexes,Diseases of heart,14.3
2017,Canada,45 à 54 ans,Les deux sexes,Influenza and pneumonia,1.2
2017,Canada,45 à 54 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2017,Canada,45 à 54 ans,Les deux sexes,Chronic lower respiratory diseases,1.5
2017,Canada,45 à 54 ans,Hommes,Malignant neoplasms,26.6
2017,Canada,45 à 54 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2017,Canada,45 à 54 ans,Hommes,Diabetes mellitus,2.8
2017,Canada,45 à 54 ans,Hommes,Diseases of heart,18.0
2017,Canada,45 à 54 ans,Hommes,Influenza and pneumonia,1.1
2017,Canada,45 à 54 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2017,Canada,45 à 54 ans,Hommes,Chronic lower respiratory diseases,1.4
2017,Canada,45 à 54 ans,Femmes,Malignant neoplasms,46.1
2017,Canada,45 à 54 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2017,Canada,45 à 54 ans,Femmes,Diabetes mellitus,2.3
2017,Canada,45 à 54 ans,Femmes,Diseases of heart,8.5
2017,Canada,45 à 54 ans,Femmes,Influenza and pneumonia,1.3
2017,Canada,45 à 54 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2017,Canada,45 à 54 ans,Femmes,Chronic lower respiratory diseases,1.8
2017,Canada,55 à 64 ans,Les deux sexes,Malignant neoplasms,44.0
2017,Canada,55 à 64 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2017,Canada,55 à 64 ans,Les deux sexes,Diabetes mellitus,2.8
2017,Canada,55 à 64 ans,Les deux sexes,Diseases of heart,17.0
2017,Canada,55 à 64 ans,Les deux sexes,Influenza and pneumonia,1.2
2017,Canada,55 à 64 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2017,Canada,55 à 64 ans,Les deux sexes,Chronic lower respiratory diseases,3.3
2017,Canada,55 à 64 ans,Hommes,Malignant neoplasms,38.6
2017,Canada,55 à 64 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2017,Canada,55 à 64 ans,Hommes,Diabetes mellitus,3.1
2017,Canada,55 à 64 ans,Hommes,Diseases of heart,21.0
2017,Canada,55 à 64 ans,Hommes,Influenza and pneumonia,1.1
2017,Canada,55 à 64 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2017,Canada,55 à 64 ans,Hommes,Chronic lower respiratory diseases,2.9
2017,Canada,55 à 64 ans,Femmes,Malignant neoplasms,52.2
2017,Canada,55 à 64 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2017,Canada,55 à 64 ans,Femmes,Diabetes mellitus,2.2
2017,Canada,55 à 64 ans,Femmes,Diseases of heart,10.9
2017,Canada,55 à 64 ans,Femmes,Influenza and pneumonia,1.4
2017,Canada,55 à 64 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2017,Canada,55 à 64 ans,Femmes,Chronic lower respiratory diseases,4.0
2017,Canada,65 à 74 ans,Les deux sexes,Malignant neoplasms,43.4
2017,Canada,65 à 74 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2017,Canada,65 à 74 ans,Les deux sexes,Diabetes mellitus,3.1
2017,Canada,65 à 74 ans,Les deux sexes,Diseases of heart,17.5
2017,Canada,65 à 74 ans,Les deux sexes,Influenza and pneumonia,1.5
2017,Canada,65 à 74 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2017,Canada,65 à 74 ans,Les deux sexes,Chronic lower respiratory diseases,5.7
2017,Canada,65 à 74 ans,Hommes,Malignant neoplasms,40.8
2017,Canada,65 à 74 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2017,Canada,65 à 74 ans,Hommes,Diabetes mellitus,3.3
2017,Canada,65 à 74 ans,Hommes,Diseases of heart,20.4
2017,Canada,65 à 74 ans,Hommes,Influenza and pneumonia,1.5
2017,Canada,65 à 74 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2017,Canada,65 à 74 ans,Hommes,Chronic lower respiratory diseases,5.1
2017,Canada,65 à 74 ans,Femmes,Malignant neoplasms,47.1
2017,Canada,65 à 74 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2017,Canada,65 à 74 ans,Femmes,Diabetes mellitus,2.7
2017,Canada,65 à 74 ans,Femmes,Diseases of heart,13.5
2017,Canada,65 à 74 ans,Femmes,Influenza and pneumonia,1.5
2017,Canada,65 à 74 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2017,Canada,65 à 74 ans,Femmes,Chronic lower respiratory diseases,6.6
2017,Canada,75 à 84 ans,Les deux sexes,Malignant neoplasms,32.7
2017,Canada,75 à 84 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.7
2017,Canada,75 à 84 ans,Les deux sexes,Diabetes mellitus,2.8
2017,Canada,75 à 84 ans,Les deux sexes,Diseases of heart,19.0
2017,Canada,75 à 84 ans,Les deux sexes,Influenza and pneumonia,2.4
2017,Canada,75 à 84 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2017,Canada,75 à 84 ans,Les deux sexes,Chronic lower respiratory diseases,6.0
2017,Canada,75 à 84 ans,Hommes,Malignant neoplasms,33.4
2017,Canada,75 à 84 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.8
2017,Canada,75 à 84 ans,Hommes,Diabetes mellitus,3.1
2017,Canada,75 à 84 ans,Hommes,Diseases of heart,20.4
2017,Canada,75 à 84 ans,Hommes,Influenza and pneumonia,2.1
2017,Canada,75 à 84 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2017,Canada,75 à 84 ans,Hommes,Chronic lower respiratory diseases,5.5
2017,Canada,75 à 84 ans,Femmes,Malignant neoplasms,31.9
2017,Canada,75 à 84 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2017,Canada,75 à 84 ans,Femmes,Diabetes mellitus,2.5
2017,Canada,75 à 84 ans,Femmes,Diseases of heart,17.3
2017,Canada,75 à 84 ans,Femmes,Influenza and pneumonia,2.6
2017,Canada,75 à 84 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2017,Canada,75 à 84 ans,Femmes,Chronic lower respiratory diseases,6.6
2017,Canada,85 ans et plus,Les deux sexes,Malignant neoplasms,16.1
2017,Canada,85 ans et plus,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2017,Canada,85 ans et plus,Les deux sexes,Diabetes mellitus,2.1
2017,Canada,85 ans et plus,Les deux sexes,Diseases of heart,23.3
2017,Canada,85 ans et plus,Les deux sexes,Influenza and pneumonia,4.3
2017,Canada,85 ans et plus,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2017,Canada,85 ans et plus,Les deux sexes,Chronic lower respiratory diseases,4.5
2017,Canada,85 ans et plus,Hommes,Malignant neoplasms,19.7
2017,Canada,85 ans et plus,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.7
2017,Canada,85 ans et plus,Hommes,Diabetes mellitus,2.3
2017,Canada,85 ans et plus,Hommes,Diseases of heart,23.7
2017,Canada,85 ans et plus,Hommes,Influenza and pneumonia,4.3
2017,Canada,85 ans et plus,Hommes,Acute bronchitis and bronchiolitis,0.0
2017,Canada,85 ans et plus,Hommes,Chronic lower respiratory diseases,5.2
2017,Canada,85 ans et plus,Femmes,Malignant neoplasms,13.8
2017,Canada,85 ans et plus,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2017,Canada,85 ans et plus,Femmes,Diabetes mellitus,1.9
2017,Canada,85 ans et plus,Femmes,Diseases of heart,23.1
2017,Canada,85 ans et plus,Femmes,Influenza and pneumonia,4.3
2017,Canada,85 ans et plus,Femmes,Acute bronchitis and bronchiolitis,0.0
2017,Canada,85 ans et plus,Femmes,Chronic lower respiratory diseases,4.1
2018,Canada,30 à 34 ans,Les deux sexes,Malignant neoplasms,10.2
2018,Canada,30 à 34 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2018,Canada,30 à 34 ans,Les deux sexes,Diabetes mellitus,1.1
2018,Canada,30 à 34 ans,Les deux sexes,Diseases of heart,4.7
2018,Canada,30 à 34 ans,Les deux sexes,Influenza and pneumonia,1.0
2018,Canada,30 à 34 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,30 à 34 ans,Les deux sexes,Chronic lower respiratory diseases,0.3
2018,Canada,30 à 34 ans,Hommes,Malignant neoplasms,6.1
2018,Canada,30 à 34 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2018,Canada,30 à 34 ans,Hommes,Diabetes mellitus,0.9
2018,Canada,30 à 34 ans,Hommes,Diseases of heart,5.0
2018,Canada,30 à 34 ans,Hommes,Influenza and pneumonia,0.7
2018,Canada,30 à 34 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2018,Canada,30 à 34 ans,Hommes,Chronic lower respiratory diseases,0.3
2018,Canada,30 à 34 ans,Femmes,Malignant neoplasms,18.9
2018,Canada,30 à 34 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2018,Canada,30 à 34 ans,Femmes,Diabetes mellitus,1.6
2018,Canada,30 à 34 ans,Femmes,Diseases of heart,4.3
2018,Canada,30 à 34 ans,Femmes,Influenza and pneumonia,1.8
2018,Canada,30 à 34 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,30 à 34 ans,Femmes,Chronic lower respiratory diseases,0.3
2018,Canada,35 à 44 ans,Les deux sexes,Malignant neoplasms,19.1
2018,Canada,35 à 44 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2018,Canada,35 à 44 ans,Les deux sexes,Diabetes mellitus,1.9
2018,Canada,35 à 44 ans,Les deux sexes,Diseases of heart,8.4
2018,Canada,35 à 44 ans,Les deux sexes,Influenza and pneumonia,1.2
2018,Canada,35 à 44 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,35 à 44 ans,Les deux sexes,Chronic lower respiratory diseases,0.4
2018,Canada,35 à 44 ans,Hommes,Malignant neoplasms,12.7
2018,Canada,35 à 44 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2018,Canada,35 à 44 ans,Hommes,Diabetes mellitus,1.7
2018,Canada,35 à 44 ans,Hommes,Diseases of heart,9.3
2018,Canada,35 à 44 ans,Hommes,Influenza and pneumonia,1.1
2018,Canada,35 à 44 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,35 à 44 ans,Hommes,Chronic lower respiratory diseases,0.4
2018,Canada,35 à 44 ans,Femmes,Malignant neoplasms,30.6
2018,Canada,35 à 44 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.7
2018,Canada,35 à 44 ans,Femmes,Diabetes mellitus,2.3
2018,Canada,35 à 44 ans,Femmes,Diseases of heart,6.8
2018,Canada,35 à 44 ans,Femmes,Influenza and pneumonia,1.5
2018,Canada,35 à 44 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,35 à 44 ans,Femmes,Chronic lower respiratory diseases,0.4
2018,Canada,45 à 54 ans,Les deux sexes,Malignant neoplasms,31.3
2018,Canada,45 à 54 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2018,Canada,45 à 54 ans,Les deux sexes,Diabetes mellitus,2.8
2018,Canada,45 à 54 ans,Les deux sexes,Diseases of heart,14.1
2018,Canada,45 à 54 ans,Les deux sexes,Influenza and pneumonia,1.6
2018,Canada,45 à 54 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,45 à 54 ans,Les deux sexes,Chronic lower respiratory diseases,1.4
2018,Canada,45 à 54 ans,Hommes,Malignant neoplasms,23.7
2018,Canada,45 à 54 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2018,Canada,45 à 54 ans,Hommes,Diabetes mellitus,3.0
2018,Canada,45 à 54 ans,Hommes,Diseases of heart,17.6
2018,Canada,45 à 54 ans,Hommes,Influenza and pneumonia,1.4
2018,Canada,45 à 54 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,45 à 54 ans,Hommes,Chronic lower respiratory diseases,1.0
2018,Canada,45 à 54 ans,Femmes,Malignant neoplasms,43.7
2018,Canada,45 à 54 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2018,Canada,45 à 54 ans,Femmes,Diabetes mellitus,2.4
2018,Canada,45 à 54 ans,Femmes,Diseases of heart,8.3
2018,Canada,45 à 54 ans,Femmes,Influenza and pneumonia,1.8
2018,Canada,45 à 54 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,45 à 54 ans,Femmes,Chronic lower respiratory diseases,2.0
2018,Canada,55 à 64 ans,Les deux sexes,Malignant neoplasms,42.4
2018,Canada,55 à 64 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2018,Canada,55 à 64 ans,Les deux sexes,Diabetes mellitus,2.6
2018,Canada,55 à 64 ans,Les deux sexes,Diseases of heart,16.7
2018,Canada,55 à 64 ans,Les deux sexes,Influenza and pneumonia,1.5
2018,Canada,55 à 64 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,55 à 64 ans,Les deux sexes,Chronic lower respiratory diseases,3.5
2018,Canada,55 à 64 ans,Hommes,Malignant neoplasms,36.8
2018,Canada,55 à 64 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2018,Canada,55 à 64 ans,Hommes,Diabetes mellitus,2.8
2018,Canada,55 à 64 ans,Hommes,Diseases of heart,20.4
2018,Canada,55 à 64 ans,Hommes,Influenza and pneumonia,1.5
2018,Canada,55 à 64 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,55 à 64 ans,Hommes,Chronic lower respiratory diseases,3.1
2018,Canada,55 à 64 ans,Femmes,Malignant neoplasms,51.0
2018,Canada,55 à 64 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2018,Canada,55 à 64 ans,Femmes,Diabetes mellitus,2.4
2018,Canada,55 à 64 ans,Femmes,Diseases of heart,11.0
2018,Canada,55 à 64 ans,Femmes,Influenza and pneumonia,1.6
2018,Canada,55 à 64 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,55 à 64 ans,Femmes,Chronic lower respiratory diseases,4.1
2018,Canada,65 à 74 ans,Les deux sexes,Malignant neoplasms,42.6
2018,Canada,65 à 74 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2018,Canada,65 à 74 ans,Les deux sexes,Diabetes mellitus,3.1
2018,Canada,65 à 74 ans,Les deux sexes,Diseases of heart,17.5
2018,Canada,65 à 74 ans,Les deux sexes,Influenza and pneumonia,1.7
2018,Canada,65 à 74 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,65 à 74 ans,Les deux sexes,Chronic lower respiratory diseases,5.7
2018,Canada,65 à 74 ans,Hommes,Malignant neoplasms,40.3
2018,Canada,65 à 74 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.7
2018,Canada,65 à 74 ans,Hommes,Diabetes mellitus,3.4
2018,Canada,65 à 74 ans,Hommes,Diseases of heart,20.3
2018,Canada,65 à 74 ans,Hommes,Influenza and pneumonia,1.8
2018,Canada,65 à 74 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,65 à 74 ans,Hommes,Chronic lower respiratory diseases,5.1
2018,Canada,65 à 74 ans,Femmes,Malignant neoplasms,45.9
2018,Canada,65 à 74 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2018,Canada,65 à 74 ans,Femmes,Diabetes mellitus,2.7
2018,Canada,65 à 74 ans,Femmes,Diseases of heart,13.6
2018,Canada,65 à 74 ans,Femmes,Influenza and pneumonia,1.6
2018,Canada,65 à 74 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,65 à 74 ans,Femmes,Chronic lower respiratory diseases,6.6
2018,Canada,75 à 84 ans,Les deux sexes,Malignant neoplasms,32.2
2018,Canada,75 à 84 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.8
2018,Canada,75 à 84 ans,Les deux sexes,Diabetes mellitus,2.6
2018,Canada,75 à 84 ans,Les deux sexes,Diseases of heart,18.5
2018,Canada,75 à 84 ans,Les deux sexes,Influenza and pneumonia,2.6
2018,Canada,75 à 84 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,75 à 84 ans,Les deux sexes,Chronic lower respiratory diseases,6.1
2018,Canada,75 à 84 ans,Hommes,Malignant neoplasms,32.7
2018,Canada,75 à 84 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.8
2018,Canada,75 à 84 ans,Hommes,Diabetes mellitus,2.7
2018,Canada,75 à 84 ans,Hommes,Diseases of heart,20.0
2018,Canada,75 à 84 ans,Hommes,Influenza and pneumonia,2.6
2018,Canada,75 à 84 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,75 à 84 ans,Hommes,Chronic lower respiratory diseases,5.7
2018,Canada,75 à 84 ans,Femmes,Malignant neoplasms,31.5
2018,Canada,75 à 84 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.7
2018,Canada,75 à 84 ans,Femmes,Diabetes mellitus,2.5
2018,Canada,75 à 84 ans,Femmes,Diseases of heart,16.6
2018,Canada,75 à 84 ans,Femmes,Influenza and pneumonia,2.6
2018,Canada,75 à 84 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,75 à 84 ans,Femmes,Chronic lower respiratory diseases,6.6
2018,Canada,85 ans et plus,Les deux sexes,Malignant neoplasms,15.7
2018,Canada,85 ans et plus,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2018,Canada,85 ans et plus,Les deux sexes,Diabetes mellitus,2.0
2018,Canada,85 ans et plus,Les deux sexes,Diseases of heart,23.0
2018,Canada,85 ans et plus,Les deux sexes,Influenza and pneumonia,4.7
2018,Canada,85 ans et plus,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,85 ans et plus,Les deux sexes,Chronic lower respiratory diseases,4.2
2018,Canada,85 ans et plus,Hommes,Malignant neoplasms,19.5
2018,Canada,85 ans et plus,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.7
2018,Canada,85 ans et plus,Hommes,Diabetes mellitus,2.1
2018,Canada,85 ans et plus,Hommes,Diseases of heart,23.8
2018,Canada,85 ans et plus,Hommes,Influenza and pneumonia,4.7
2018,Canada,85 ans et plus,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,85 ans et plus,Hommes,Chronic lower respiratory diseases,5.0
2018,Canada,85 ans et plus,Femmes,Malignant neoplasms,13.3
2018,Canada,85 ans et plus,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2018,Canada,85 ans et plus,Femmes,Diabetes mellitus,1.9
2018,Canada,85 ans et plus,Femmes,Diseases of heart,22.6
2018,Canada,85 ans et plus,Femmes,Influenza and pneumonia,4.7
2018,Canada,85 ans et plus,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,Canada,85 ans et plus,Femmes,Chronic lower respiratory diseases,3.8
2019,Canada,30 à 34 ans,Les deux sexes,Malignant neoplasms,12.4
2019,Canada,30 à 34 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2019,Canada,30 à 34 ans,Les deux sexes,Diabetes mellitus,1.7
2019,Canada,30 à 34 ans,Les deux sexes,Diseases of heart,4.2
2019,Canada,30 à 34 ans,Les deux sexes,Influenza and pneumonia,1.0
2019,Canada,30 à 34 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,30 à 34 ans,Les deux sexes,Chronic lower respiratory diseases,0.3
2019,Canada,30 à 34 ans,Hommes,Malignant neoplasms,9.0
2019,Canada,30 à 34 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2019,Canada,30 à 34 ans,Hommes,Diabetes mellitus,1.7
2019,Canada,30 à 34 ans,Hommes,Diseases of heart,3.7
2019,Canada,30 à 34 ans,Hommes,Influenza and pneumonia,0.9
2019,Canada,30 à 34 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,30 à 34 ans,Hommes,Chronic lower respiratory diseases,0.3
2019,Canada,30 à 34 ans,Femmes,Malignant neoplasms,19.3
2019,Canada,30 à 34 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2019,Canada,30 à 34 ans,Femmes,Diabetes mellitus,1.6
2019,Canada,30 à 34 ans,Femmes,Diseases of heart,5.1
2019,Canada,30 à 34 ans,Femmes,Influenza and pneumonia,1.2
2019,Canada,30 à 34 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,30 à 34 ans,Femmes,Chronic lower respiratory diseases,0.4
2019,Canada,35 à 44 ans,Les deux sexes,Malignant neoplasms,20.0
2019,Canada,35 à 44 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2019,Canada,35 à 44 ans,Les deux sexes,Diabetes mellitus,2.2
2019,Canada,35 à 44 ans,Les deux sexes,Diseases of heart,8.8
2019,Canada,35 à 44 ans,Les deux sexes,Influenza and pneumonia,1.4
2019,Canada,35 à 44 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,35 à 44 ans,Les deux sexes,Chronic lower respiratory diseases,0.3
2019,Canada,35 à 44 ans,Hommes,Malignant neoplasms,13.4
2019,Canada,35 à 44 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2019,Canada,35 à 44 ans,Hommes,Diabetes mellitus,2.2
2019,Canada,35 à 44 ans,Hommes,Diseases of heart,10.0
2019,Canada,35 à 44 ans,Hommes,Influenza and pneumonia,1.3
2019,Canada,35 à 44 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,35 à 44 ans,Hommes,Chronic lower respiratory diseases,0.1
2019,Canada,35 à 44 ans,Femmes,Malignant neoplasms,31.8
2019,Canada,35 à 44 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2019,Canada,35 à 44 ans,Femmes,Diabetes mellitus,2.3
2019,Canada,35 à 44 ans,Femmes,Diseases of heart,6.5
2019,Canada,35 à 44 ans,Femmes,Influenza and pneumonia,1.4
2019,Canada,35 à 44 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,35 à 44 ans,Femmes,Chronic lower respiratory diseases,0.7
2019,Canada,45 à 54 ans,Les deux sexes,Malignant neoplasms,32.2
2019,Canada,45 à 54 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2019,Canada,45 à 54 ans,Les deux sexes,Diabetes mellitus,2.7
2019,Canada,45 à 54 ans,Les deux sexes,Diseases of heart,14.4
2019,Canada,45 à 54 ans,Les deux sexes,Influenza and pneumonia,1.5
2019,Canada,45 à 54 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,45 à 54 ans,Les deux sexes,Chronic lower respiratory diseases,1.3
2019,Canada,45 à 54 ans,Hommes,Malignant neoplasms,25.1
2019,Canada,45 à 54 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2019,Canada,45 à 54 ans,Hommes,Diabetes mellitus,3.0
2019,Canada,45 à 54 ans,Hommes,Diseases of heart,17.9
2019,Canada,45 à 54 ans,Hommes,Influenza and pneumonia,1.5
2019,Canada,45 à 54 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,45 à 54 ans,Hommes,Chronic lower respiratory diseases,1.1
2019,Canada,45 à 54 ans,Femmes,Malignant neoplasms,43.2
2019,Canada,45 à 54 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2019,Canada,45 à 54 ans,Femmes,Diabetes mellitus,2.3
2019,Canada,45 à 54 ans,Femmes,Diseases of heart,9.0
2019,Canada,45 à 54 ans,Femmes,Influenza and pneumonia,1.6
2019,Canada,45 à 54 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,45 à 54 ans,Femmes,Chronic lower respiratory diseases,1.6
2019,Canada,55 à 64 ans,Les deux sexes,Malignant neoplasms,42.3
2019,Canada,55 à 64 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2019,Canada,55 à 64 ans,Les deux sexes,Diabetes mellitus,2.9
2019,Canada,55 à 64 ans,Les deux sexes,Diseases of heart,16.5
2019,Canada,55 à 64 ans,Les deux sexes,Influenza and pneumonia,1.5
2019,Canada,55 à 64 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,55 à 64 ans,Les deux sexes,Chronic lower respiratory diseases,3.6
2019,Canada,55 à 64 ans,Hommes,Malignant neoplasms,37.0
2019,Canada,55 à 64 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2019,Canada,55 à 64 ans,Hommes,Diabetes mellitus,3.2
2019,Canada,55 à 64 ans,Hommes,Diseases of heart,20.1
2019,Canada,55 à 64 ans,Hommes,Influenza and pneumonia,1.4
2019,Canada,55 à 64 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,55 à 64 ans,Hommes,Chronic lower respiratory diseases,3.2
2019,Canada,55 à 64 ans,Femmes,Malignant neoplasms,50.7
2019,Canada,55 à 64 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2019,Canada,55 à 64 ans,Femmes,Diabetes mellitus,2.5
2019,Canada,55 à 64 ans,Femmes,Diseases of heart,10.8
2019,Canada,55 à 64 ans,Femmes,Influenza and pneumonia,1.6
2019,Canada,55 à 64 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,55 à 64 ans,Femmes,Chronic lower respiratory diseases,4.2
2019,Canada,65 à 74 ans,Les deux sexes,Malignant neoplasms,42.2
2019,Canada,65 à 74 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2019,Canada,65 à 74 ans,Les deux sexes,Diabetes mellitus,3.0
2019,Canada,65 à 74 ans,Les deux sexes,Diseases of heart,17.1
2019,Canada,65 à 74 ans,Les deux sexes,Influenza and pneumonia,1.6
