Year,Geography,Level of government,Type of heritage,Value
2019,British Columbia,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,9.02882078104796e-06
2019,British Columbia,Consolidated provincial-territorial and local governments,Cultural services,6.63422048694393e-05
2019,British Columbia,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0001578080849557
2019,British Columbia,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",0.0001040277176946
2019,Yukon,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,0.0007011266379768
2019,Yukon,Consolidated provincial-territorial and local governments,Cultural services,0.0004110052705381
2019,Yukon,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0
2019,Yukon,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",4.83535612397853e-05
2019,Northwest Territories,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,0.0003771910361659
2019,Northwest Territories,Consolidated provincial-territorial and local governments,Cultural services,0.0002218770800976
2019,Northwest Territories,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,4.43754160195252e-05
2019,Northwest Territories,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",0.0003328156201464
2019,Nunavut,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,0.0001813847429519
2019,Nunavut,Consolidated provincial-territorial and local governments,Cultural services,0.0006218905472636
2019,Nunavut,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0
2019,Nunavut,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",0.0005182421227197
2020,Canada,Consolidated Canadian general government,Protection of biodiversity and landscape,4.98853295191754e-05
2020,Canada,Consolidated Canadian general government,Cultural services,0.0001879119321866
2020,Canada,Consolidated Canadian general government,Broadcasting and publishing services,0.0001066377850955
2020,Canada,Consolidated Canadian general government,"Recreation, culture, and religion not elsewhere classified",5.68313880598201e-05
2020,Canada,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,3.30727105514786e-05
2020,Canada,Consolidated provincial-territorial and local governments,Cultural services,0.0001226084575735
2020,Canada,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,4.78330849503486e-05
2020,Canada,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",5.46739001797714e-05
2020,Newfoundland and Labrador,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,1.34264489536001e-05
2020,Newfoundland and Labrador,Consolidated provincial-territorial and local governments,Cultural services,7.67225654491435e-05
2020,Newfoundland and Labrador,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0
2020,Newfoundland and Labrador,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",4.21974109970289e-05
2020,Prince Edward Island,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,1.23988717026751e-05
2020,Prince Edward Island,Consolidated provincial-territorial and local governments,Cultural services,6.19943585133753e-05
2020,Prince Edward Island,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0
2020,Prince Edward Island,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",6.19943585133753e-06
2020,Nova Scotia,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,3.5652766501883e-05
2020,Nova Scotia,Consolidated provincial-territorial and local governments,Cultural services,6.62122806463541e-05
2020,Nova Scotia,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0
2020,Nova Scotia,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",0.0001161261537489
2020,New Brunswick,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,2.0434331720724e-05
2020,New Brunswick,Consolidated provincial-territorial and local governments,Cultural services,8.04601811503507e-05
2020,New Brunswick,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0
2020,New Brunswick,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",2.80972061159955e-05
2020,Quebec,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,1.9121807663764e-05
2020,Quebec,Consolidated provincial-territorial and local governments,Cultural services,0.0002252642219901
2020,Quebec,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,6.1796085742652e-06
2020,Quebec,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",7.84693692543486e-05
2020,Ontario,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,5.43935083079463e-05
2020,Ontario,Consolidated provincial-territorial and local governments,Cultural services,9.06558471799105e-05
2020,Ontario,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,4.75349011430242e-05
2020,Ontario,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",2.29525665519174e-05
2020,Manitoba,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,4.78299688090628e-05
2020,Manitoba,Consolidated provincial-territorial and local governments,Cultural services,0.0001565344433751
2020,Manitoba,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,3.69595213524576e-05
2020,Manitoba,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",5.79757197685609e-06
2020,Saskatchewan,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,1.86683207930303e-05
2020,Saskatchewan,Consolidated provincial-territorial and local governments,Cultural services,0.0001315268055872
2020,Saskatchewan,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0
2020,Saskatchewan,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",4.83679220546693e-05
2020,Alberta,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,7.01884355722237e-06
2020,Alberta,Consolidated provincial-territorial and local governments,Cultural services,0.0001039241675085
2020,Alberta,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,2.26414308297496e-06
2020,Alberta,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",6.56601494062738e-05
2020,British Columbia,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,1.12501321405607e-05
2020,British Columbia,Consolidated provincial-territorial and local governments,Cultural services,6.45912759104606e-05
2020,British Columbia,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0001945496989134
2020,British Columbia,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",0.0001006692858784
2020,Yukon,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,0.0007589592770912
2020,Yukon,Consolidated provincial-territorial and local governments,Cultural services,0.0003557621611365
2020,Yukon,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0
2020,Yukon,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",4.74349548182055e-05
2020,Northwest Territories,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,0.0003528425881003
2020,Northwest Territories,Consolidated provincial-territorial and local governments,Cultural services,0.0002205266175627
2020,Northwest Territories,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,4.4105323512548e-05
2020,Northwest Territories,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",0.0003307899263441
2020,Nunavut,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,0.0001532293076589
2020,Nunavut,Consolidated provincial-territorial and local governments,Cultural services,0.0006384554485787
2020,Nunavut,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0
2020,Nunavut,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",0.0004341497050335
2021,Canada,Consolidated Canadian general government,Protection of biodiversity and landscape,5.19273306176255e-05
2021,Canada,Consolidated Canadian general government,Cultural services,0.0001861012745661
2021,Canada,Consolidated Canadian general government,Broadcasting and publishing services,0.0001062875286143
2021,Canada,Consolidated Canadian general government,"Recreation, culture, and religion not elsewhere classified",5.65053068685497e-05
2021,Canada,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,3.46879800498597e-05
2021,Canada,Consolidated provincial-territorial and local governments,Cultural services,0.0001194459403526
2021,Canada,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,4.77679121953573e-05
2021,Canada,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",5.4517157182434e-05
2021,Newfoundland and Labrador,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,1.34498474403019e-05
2021,Newfoundland and Labrador,Consolidated provincial-territorial and local governments,Cultural services,7.87776778646254e-05
2021,Newfoundland and Labrador,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0
2021,Newfoundland and Labrador,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",4.41923558752776e-05
2021,Prince Edward Island,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,1.21390160113621e-05
2021,Prince Edward Island,Consolidated provincial-territorial and local governments,Cultural services,6.67645880624917e-05
2021,Prince Edward Island,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0
2021,Prince Edward Island,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",6.06950800568106e-06
2021,Nova Scotia,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,3.5313691521788e-05
2021,Nova Scotia,Consolidated provincial-territorial and local governments,Cultural services,7.16363456584843e-05
2021,Nova Scotia,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0
2021,Nova Scotia,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",0.0001170396633293
2021,New Brunswick,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,1.6447410038993e-05
2021,New Brunswick,Consolidated provincial-territorial and local governments,Cultural services,6.95851963188166e-05
2021,New Brunswick,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0
2021,New Brunswick,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",3.41600054656009e-05
2021,Quebec,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,1.92970861981078e-05
2021,Quebec,Consolidated provincial-territorial and local governments,Cultural services,0.0002091292654843
2021,Quebec,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,1.0346028142359e-05
2021,Quebec,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",7.32359295470358e-05
2021,Ontario,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,5.9219716424666e-05
2021,Ontario,Consolidated provincial-territorial and local governments,Cultural services,9.60210225266534e-05
2021,Ontario,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,6.21908310457439e-05
2021,Ontario,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",2.28235623164619e-05
2021,Manitoba,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,3.23280739149082e-05
2021,Manitoba,Consolidated provincial-territorial and local governments,Cultural services,0.0001257202874468
2021,Manitoba,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,3.37648772000152e-05
2021,Manitoba,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",6.46561478298164e-06
2021,Saskatchewan,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,1.94668948525298e-05
2021,Saskatchewan,Consolidated provincial-territorial and local governments,Cultural services,0.0001311899435713
2021,Saskatchewan,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0
2021,Saskatchewan,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",5.24759774285586e-05
2021,Alberta,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,8.32625788941064e-06
2021,Alberta,Consolidated provincial-territorial and local governments,Cultural services,9.76647547028167e-05
2021,Alberta,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,2.25033997011098e-06
2021,Alberta,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",7.06606750614849e-05
2021,British Columbia,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,1.24942862667803e-05
2021,British Columbia,Consolidated provincial-territorial and local governments,Cultural services,6.7276926051894e-05
2021,British Columbia,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.000145318160272
2021,British Columbia,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",0.0001016842682327
2021,Yukon,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,0.0007398843930635
2021,Yukon,Consolidated provincial-territorial and local governments,Cultural services,0.0003468208092485
2021,Yukon,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0
2021,Yukon,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",9.2485549132948e-05
2021,Northwest Territories,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,0.000372831545935
2021,Northwest Territories,Consolidated provincial-territorial and local governments,Cultural services,0.0002851064763032
2021,Northwest Territories,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,4.3862534815887e-05
2021,Northwest Territories,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",0.0003070377437112
2021,Nunavut,Consolidated provincial-territorial and local governments,Protection of biodiversity and landscape,0.0001762735765908
2021,Nunavut,Consolidated provincial-territorial and local governments,Cultural services,0.0006295484878245
2021,Nunavut,Consolidated provincial-territorial and local governments,Broadcasting and publishing services,0.0
2021,Nunavut,Consolidated provincial-territorial and local governments,"Recreation, culture, and religion not elsewhere classified",0.0004280929717206
2015,Alberta,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2015,British Columbia,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2015,Canada,Consolidated Canadian general government,Total cultural and natural heritage,
2015,Canada,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2015,Manitoba,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2015,New Brunswick,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2015,Newfoundland and Labrador,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2015,Northwest Territories,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2015,Nova Scotia,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2015,Nunavut,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2015,Ontario,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2015,Prince Edward Island,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2015,Quebec,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2015,Saskatchewan,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2015,Yukon,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2016,Alberta,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2016,Alberta,Municipalities and other local public administrations,Total cultural and natural heritage,
2016,British Columbia,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2016,British Columbia,Municipalities and other local public administrations,Total cultural and natural heritage,
2016,Canada,Consolidated Canadian general government,Total cultural and natural heritage,
2016,Canada,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2016,Manitoba,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2016,Manitoba,Municipalities and other local public administrations,Total cultural and natural heritage,
2016,New Brunswick,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2016,New Brunswick,Municipalities and other local public administrations,Total cultural and natural heritage,
2016,Newfoundland and Labrador,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2016,Newfoundland and Labrador,Municipalities and other local public administrations,Total cultural and natural heritage,
2016,Northwest Territories,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2016,Northwest Territories,Municipalities and other local public administrations,Total cultural and natural heritage,
2016,Nova Scotia,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2016,Nova Scotia,Municipalities and other local public administrations,Total cultural and natural heritage,
2016,Nunavut,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2016,Nunavut,Municipalities and other local public administrations,Total cultural and natural heritage,
2016,Ontario,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2016,Ontario,Municipalities and other local public administrations,Total cultural and natural heritage,
2016,Prince Edward Island,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2016,Prince Edward Island,Municipalities and other local public administrations,Total cultural and natural heritage,
2016,Quebec,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2016,Quebec,Municipalities and other local public administrations,Total cultural and natural heritage,
2016,Saskatchewan,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2016,Saskatchewan,Municipalities and other local public administrations,Total cultural and natural heritage,
2016,Yukon,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2016,Yukon,Municipalities and other local public administrations,Total cultural and natural heritage,
2017,Alberta,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2017,Alberta,Municipalities and other local public administrations,Total cultural and natural heritage,
2017,British Columbia,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2017,British Columbia,Municipalities and other local public administrations,Total cultural and natural heritage,
2017,Canada,Consolidated Canadian general government,Total cultural and natural heritage,
2017,Canada,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2017,Manitoba,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2017,Manitoba,Municipalities and other local public administrations,Total cultural and natural heritage,
2017,New Brunswick,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2017,New Brunswick,Municipalities and other local public administrations,Total cultural and natural heritage,
2017,Newfoundland and Labrador,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2017,Newfoundland and Labrador,Municipalities and other local public administrations,Total cultural and natural heritage,
2017,Northwest Territories,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2017,Northwest Territories,Municipalities and other local public administrations,Total cultural and natural heritage,
2017,Nova Scotia,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2017,Nova Scotia,Municipalities and other local public administrations,Total cultural and natural heritage,
2017,Nunavut,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2017,Nunavut,Municipalities and other local public administrations,Total cultural and natural heritage,
2017,Ontario,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2017,Ontario,Municipalities and other local public administrations,Total cultural and natural heritage,
2017,Prince Edward Island,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2017,Prince Edward Island,Municipalities and other local public administrations,Total cultural and natural heritage,
2017,Quebec,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2017,Quebec,Municipalities and other local public administrations,Total cultural and natural heritage,
2017,Saskatchewan,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2017,Saskatchewan,Municipalities and other local public administrations,Total cultural and natural heritage,
2017,Yukon,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2017,Yukon,Municipalities and other local public administrations,Total cultural and natural heritage,
2018,Alberta,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2018,Alberta,Municipalities and other local public administrations,Total cultural and natural heritage,
2018,British Columbia,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2018,British Columbia,Municipalities and other local public administrations,Total cultural and natural heritage,
2018,Canada,Consolidated Canadian general government,Total cultural and natural heritage,
2018,Canada,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2018,Manitoba,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2018,Manitoba,Municipalities and other local public administrations,Total cultural and natural heritage,
2018,New Brunswick,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2018,New Brunswick,Municipalities and other local public administrations,Total cultural and natural heritage,
2018,Newfoundland and Labrador,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2018,Newfoundland and Labrador,Municipalities and other local public administrations,Total cultural and natural heritage,
2018,Northwest Territories,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2018,Northwest Territories,Municipalities and other local public administrations,Total cultural and natural heritage,
2018,Nova Scotia,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2018,Nova Scotia,Municipalities and other local public administrations,Total cultural and natural heritage,
2018,Nunavut,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2018,Nunavut,Municipalities and other local public administrations,Total cultural and natural heritage,
2018,Ontario,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2018,Ontario,Municipalities and other local public administrations,Total cultural and natural heritage,
2018,Prince Edward Island,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2018,Prince Edward Island,Municipalities and other local public administrations,Total cultural and natural heritage,
2018,Quebec,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2018,Quebec,Municipalities and other local public administrations,Total cultural and natural heritage,
2018,Saskatchewan,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2018,Saskatchewan,Municipalities and other local public administrations,Total cultural and natural heritage,
2018,Yukon,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2018,Yukon,Municipalities and other local public administrations,Total cultural and natural heritage,
2019,Alberta,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2019,Alberta,Municipalities and other local public administrations,Total cultural and natural heritage,
2019,British Columbia,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2019,British Columbia,Municipalities and other local public administrations,Total cultural and natural heritage,
2019,Canada,Consolidated Canadian general government,Total cultural and natural heritage,
2019,Canada,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2019,Manitoba,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2019,Manitoba,Municipalities and other local public administrations,Total cultural and natural heritage,
2019,New Brunswick,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2019,New Brunswick,Municipalities and other local public administrations,Total cultural and natural heritage,
2019,Newfoundland and Labrador,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2019,Newfoundland and Labrador,Municipalities and other local public administrations,Total cultural and natural heritage,
2019,Northwest Territories,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2019,Northwest Territories,Municipalities and other local public administrations,Total cultural and natural heritage,
2019,Nova Scotia,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2019,Nova Scotia,Municipalities and other local public administrations,Total cultural and natural heritage,
2019,Nunavut,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2019,Nunavut,Municipalities and other local public administrations,Total cultural and natural heritage,
2019,Ontario,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2019,Ontario,Municipalities and other local public administrations,Total cultural and natural heritage,
2019,Prince Edward Island,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2019,Prince Edward Island,Municipalities and other local public administrations,Total cultural and natural heritage,
2019,Quebec,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2019,Quebec,Municipalities and other local public administrations,Total cultural and natural heritage,
2019,Saskatchewan,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2019,Saskatchewan,Municipalities and other local public administrations,Total cultural and natural heritage,
2019,Yukon,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2019,Yukon,Municipalities and other local public administrations,Total cultural and natural heritage,
2020,Alberta,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2020,Alberta,Municipalities and other local public administrations,Total cultural and natural heritage,
2020,British Columbia,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2020,British Columbia,Municipalities and other local public administrations,Total cultural and natural heritage,
2020,Canada,Consolidated Canadian general government,Total cultural and natural heritage,
2020,Canada,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2020,Manitoba,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2020,Manitoba,Municipalities and other local public administrations,Total cultural and natural heritage,
2020,New Brunswick,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2020,New Brunswick,Municipalities and other local public administrations,Total cultural and natural heritage,
2020,Newfoundland and Labrador,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2020,Newfoundland and Labrador,Municipalities and other local public administrations,Total cultural and natural heritage,
2020,Northwest Territories,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2020,Northwest Territories,Municipalities and other local public administrations,Total cultural and natural heritage,
2020,Nova Scotia,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2020,Nova Scotia,Municipalities and other local public administrations,Total cultural and natural heritage,
2020,Nunavut,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2020,Nunavut,Municipalities and other local public administrations,Total cultural and natural heritage,
2020,Ontario,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2020,Ontario,Municipalities and other local public administrations,Total cultural and natural heritage,
2020,Prince Edward Island,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2020,Prince Edward Island,Municipalities and other local public administrations,Total cultural and natural heritage,
2020,Quebec,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2020,Quebec,Municipalities and other local public administrations,Total cultural and natural heritage,
2020,Saskatchewan,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2020,Saskatchewan,Municipalities and other local public administrations,Total cultural and natural heritage,
2020,Yukon,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2020,Yukon,Municipalities and other local public administrations,Total cultural and natural heritage,
2021,Alberta,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2021,Alberta,Municipalities and other local public administrations,Total cultural and natural heritage,
2021,British Columbia,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2021,British Columbia,Municipalities and other local public administrations,Total cultural and natural heritage,
2021,Canada,Consolidated Canadian general government,Total cultural and natural heritage,
2021,Canada,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2021,Manitoba,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2021,Manitoba,Municipalities and other local public administrations,Total cultural and natural heritage,
2021,New Brunswick,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2021,New Brunswick,Municipalities and other local public administrations,Total cultural and natural heritage,
2021,Newfoundland and Labrador,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2021,Newfoundland and Labrador,Municipalities and other local public administrations,Total cultural and natural heritage,
2021,Northwest Territories,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2021,Northwest Territories,Municipalities and other local public administrations,Total cultural and natural heritage,
2021,Nova Scotia,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2021,Nova Scotia,Municipalities and other local public administrations,Total cultural and natural heritage,
2021,Nunavut,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2021,Nunavut,Municipalities and other local public administrations,Total cultural and natural heritage,
2021,Ontario,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2021,Ontario,Municipalities and other local public administrations,Total cultural and natural heritage,
2021,Prince Edward Island,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2021,Prince Edward Island,Municipalities and other local public administrations,Total cultural and natural heritage,
2021,Quebec,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2021,Quebec,Municipalities and other local public administrations,Total cultural and natural heritage,
2021,Saskatchewan,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2021,Saskatchewan,Municipalities and other local public administrations,Total cultural and natural heritage,
2021,Yukon,Consolidated provincial-territorial and local governments,Total cultural and natural heritage,
2021,Yukon,Municipalities and other local public administrations,Total cultural and natural heritage,
