Year,Age at time of death,Sex,Causes of death,Value
2016,70 to 74 years,Males,Cerebrovascular diseases,85.6
2016,70 to 74 years,Males,Atherosclerosis,4.1
2016,70 to 74 years,Males,Aortic aneurysm and dissection,16.6
2016,70 to 74 years,Males,Chronic lower respiratory diseases,121.7
2016,70 to 74 years,Males,Pneumoconioses and chemical effects,1.5
2016,70 to 74 years,Males,Pneumonitis due to solids and liquids,7.7
2016,70 to 74 years,Females,Malignant neoplasms,662.1
2016,70 to 74 years,Females,Diabetes mellitus,38.2
2016,70 to 74 years,Females,Diseases of heart,202.8
2016,70 to 74 years,Females,Essential hypertension and hypertensive renal disease,4.7
2016,70 to 74 years,Females,Cerebrovascular diseases,57.2
2016,70 to 74 years,Females,Atherosclerosis,2.4
2016,70 to 74 years,Females,Aortic aneurysm and dissection,6.7
2016,70 to 74 years,Females,Chronic lower respiratory diseases,94.2
2016,70 to 74 years,Females,Pneumoconioses and chemical effects,0.0
2016,70 to 74 years,Females,Pneumonitis due to solids and liquids,4.0
2016,75 to 84 years,Both sexes,Malignant neoplasms,1253.4
2016,75 to 84 years,Both sexes,Diabetes mellitus,108.9
2016,75 to 84 years,Both sexes,Diseases of heart,724.4
2016,75 to 84 years,Both sexes,Essential hypertension and hypertensive renal disease,20.4
2016,75 to 84 years,Both sexes,Cerebrovascular diseases,205.9
2016,75 to 84 years,Both sexes,Atherosclerosis,5.6
2016,75 to 84 years,Both sexes,Aortic aneurysm and dissection,23.6
2016,75 to 84 years,Both sexes,Chronic lower respiratory diseases,230.1
2016,75 to 84 years,Both sexes,Pneumoconioses and chemical effects,2.5
2016,75 to 84 years,Both sexes,Pneumonitis due to solids and liquids,19.6
2016,75 to 84 years,Males,Malignant neoplasms,1541.5
2016,75 to 84 years,Males,Diabetes mellitus,133.3
2016,75 to 84 years,Males,Diseases of heart,933.2
2016,75 to 84 years,Males,Essential hypertension and hypertensive renal disease,23.0
2016,75 to 84 years,Males,Cerebrovascular diseases,220.9
2016,75 to 84 years,Males,Atherosclerosis,5.5
2016,75 to 84 years,Males,Aortic aneurysm and dissection,31.6
2016,75 to 84 years,Males,Chronic lower respiratory diseases,259.7
2016,75 to 84 years,Males,Pneumoconioses and chemical effects,5.1
2016,75 to 84 years,Males,Pneumonitis due to solids and liquids,26.5
2016,75 to 84 years,Females,Malignant neoplasms,1020.6
2016,75 to 84 years,Females,Diabetes mellitus,89.2
2016,75 to 84 years,Females,Diseases of heart,555.7
2016,75 to 84 years,Females,Essential hypertension and hypertensive renal disease,18.3
2016,75 to 84 years,Females,Cerebrovascular diseases,193.8
2016,75 to 84 years,Females,Atherosclerosis,5.7
2016,75 to 84 years,Females,Aortic aneurysm and dissection,17.1
2016,75 to 84 years,Females,Chronic lower respiratory diseases,206.1
2016,75 to 84 years,Females,Pneumoconioses and chemical effects,0.4
2016,75 to 84 years,Females,Pneumonitis due to solids and liquids,13.9
2016,75 to 79 years,Both sexes,Malignant neoplasms,1080.7
2016,75 to 79 years,Both sexes,Diabetes mellitus,86.8
2016,75 to 79 years,Both sexes,Diseases of heart,531.1
2016,75 to 79 years,Both sexes,Essential hypertension and hypertensive renal disease,13.1
2016,75 to 79 years,Both sexes,Cerebrovascular diseases,146.0
2016,75 to 79 years,Both sexes,Atherosclerosis,4.2
2016,75 to 79 years,Both sexes,Aortic aneurysm and dissection,18.4
2016,75 to 79 years,Both sexes,Chronic lower respiratory diseases,180.4
2016,75 to 79 years,Both sexes,Pneumoconioses and chemical effects,1.4
2016,75 to 79 years,Both sexes,Pneumonitis due to solids and liquids,13.2
2016,75 to 79 years,Males,Malignant neoplasms,1311.1
2016,75 to 79 years,Males,Diabetes mellitus,108.0
2016,75 to 79 years,Males,Diseases of heart,701.3
2016,75 to 79 years,Males,Essential hypertension and hypertensive renal disease,16.5
2016,75 to 79 years,Males,Cerebrovascular diseases,160.3
2016,75 to 79 years,Males,Atherosclerosis,4.0
2016,75 to 79 years,Males,Aortic aneurysm and dissection,25.5
2016,75 to 79 years,Males,Chronic lower respiratory diseases,200.8
2016,75 to 79 years,Males,Pneumoconioses and chemical effects,2.7
2016,75 to 79 years,Males,Pneumonitis due to solids and liquids,19.0
2016,75 to 79 years,Females,Malignant neoplasms,886.2
2016,75 to 79 years,Females,Diabetes mellitus,68.9
2016,75 to 79 years,Females,Diseases of heart,387.3
2016,75 to 79 years,Females,Essential hypertension and hypertensive renal disease,10.3
2016,75 to 79 years,Females,Cerebrovascular diseases,133.9
2016,75 to 79 years,Females,Atherosclerosis,4.5
2016,75 to 79 years,Females,Aortic aneurysm and dissection,12.5
2016,75 to 79 years,Females,Chronic lower respiratory diseases,163.1
2016,75 to 79 years,Females,Pneumoconioses and chemical effects,0.4
2016,75 to 79 years,Females,Pneumonitis due to solids and liquids,8.4
2016,80 to 84 years,Both sexes,Malignant neoplasms,1490.6
2016,80 to 84 years,Both sexes,Diabetes mellitus,139.3
2016,80 to 84 years,Both sexes,Diseases of heart,990.0
2016,80 to 84 years,Both sexes,Essential hypertension and hypertensive renal disease,30.4
2016,80 to 84 years,Both sexes,Cerebrovascular diseases,288.3
2016,80 to 84 years,Both sexes,Atherosclerosis,7.4
2016,80 to 84 years,Both sexes,Aortic aneurysm and dissection,30.6
2016,80 to 84 years,Both sexes,Chronic lower respiratory diseases,298.3
2016,80 to 84 years,Both sexes,Pneumoconioses and chemical effects,4.0
2016,80 to 84 years,Both sexes,Pneumonitis due to solids and liquids,28.3
2016,80 to 84 years,Males,Malignant neoplasms,1876.8
2016,80 to 84 years,Males,Diabetes mellitus,170.1
2016,80 to 84 years,Males,Diseases of heart,1270.7
2016,80 to 84 years,Males,Essential hypertension and hypertensive renal disease,32.5
2016,80 to 84 years,Males,Cerebrovascular diseases,309.2
2016,80 to 84 years,Males,Atherosclerosis,7.7
2016,80 to 84 years,Males,Aortic aneurysm and dissection,40.5
2016,80 to 84 years,Males,Chronic lower respiratory diseases,345.5
2016,80 to 84 years,Males,Pneumoconioses and chemical effects,8.6
2016,80 to 84 years,Males,Pneumonitis due to solids and liquids,37.5
2016,80 to 84 years,Females,Malignant neoplasms,1196.9
2016,80 to 84 years,Females,Diabetes mellitus,115.8
2016,80 to 84 years,Females,Diseases of heart,776.5
2016,80 to 84 years,Females,Essential hypertension and hypertensive renal disease,28.7
2016,80 to 84 years,Females,Cerebrovascular diseases,272.3
2016,80 to 84 years,Females,Atherosclerosis,7.2
2016,80 to 84 years,Females,Aortic aneurysm and dissection,23.1
2016,80 to 84 years,Females,Chronic lower respiratory diseases,262.5
2016,80 to 84 years,Females,Pneumoconioses and chemical effects,0.5
2016,80 to 84 years,Females,Pneumonitis due to solids and liquids,21.3
2016,85 and over,Both sexes,Malignant neoplasms,2066.4
2016,85 and over,Both sexes,Diabetes mellitus,278.0
2016,85 and over,Both sexes,Diseases of heart,2892.0
2016,85 and over,Both sexes,Essential hypertension and hypertensive renal disease,112.3
2016,85 and over,Both sexes,Cerebrovascular diseases,869.1
2016,85 and over,Both sexes,Atherosclerosis,45.6
2016,85 and over,Both sexes,Aortic aneurysm and dissection,62.0
2016,85 and over,Both sexes,Chronic lower respiratory diseases,557.8
2016,85 and over,Both sexes,Pneumoconioses and chemical effects,4.5
2016,85 and over,Both sexes,Pneumonitis due to solids and liquids,103.4
2016,85 and over,Males,Malignant neoplasms,2856.5
2016,85 and over,Males,Diabetes mellitus,320.0
2016,85 and over,Males,Diseases of heart,3262.6
2016,85 and over,Males,Essential hypertension and hypertensive renal disease,100.7
2016,85 and over,Males,Cerebrovascular diseases,795.0
2016,85 and over,Males,Atherosclerosis,48.3
2016,85 and over,Males,Aortic aneurysm and dissection,87.9
2016,85 and over,Males,Chronic lower respiratory diseases,750.3
2016,85 and over,Males,Pneumoconioses and chemical effects,12.1
2016,85 and over,Males,Pneumonitis due to solids and liquids,149.8
2016,85 and over,Females,Malignant neoplasms,1645.3
2016,85 and over,Females,Diabetes mellitus,255.6
2016,85 and over,Females,Diseases of heart,2694.4
2016,85 and over,Females,Essential hypertension and hypertensive renal disease,118.4
2016,85 and over,Females,Cerebrovascular diseases,908.6
2016,85 and over,Females,Atherosclerosis,44.1
2016,85 and over,Females,Aortic aneurysm and dissection,48.2
2016,85 and over,Females,Chronic lower respiratory diseases,455.2
2016,85 and over,Females,Pneumoconioses and chemical effects,0.4
2016,85 and over,Females,Pneumonitis due to solids and liquids,78.6
2016,85 to 89 years,Both sexes,Malignant neoplasms,1920.3
2016,85 to 89 years,Both sexes,Diabetes mellitus,223.6
2016,85 to 89 years,Both sexes,Diseases of heart,1884.9
2016,85 to 89 years,Both sexes,Essential hypertension and hypertensive renal disease,58.3
2016,85 to 89 years,Both sexes,Cerebrovascular diseases,602.3
2016,85 to 89 years,Both sexes,Atherosclerosis,24.6
2016,85 to 89 years,Both sexes,Aortic aneurysm and dissection,56.3
2016,85 to 89 years,Both sexes,Chronic lower respiratory diseases,457.9
2016,85 to 89 years,Both sexes,Pneumoconioses and chemical effects,4.5
2016,85 to 89 years,Both sexes,Pneumonitis due to solids and liquids,67.0
2016,85 to 89 years,Males,Malignant neoplasms,2615.0
2016,85 to 89 years,Males,Diabetes mellitus,270.5
2016,85 to 89 years,Males,Diseases of heart,2347.7
2016,85 to 89 years,Males,Essential hypertension and hypertensive renal disease,60.5
2016,85 to 89 years,Males,Cerebrovascular diseases,605.6
2016,85 to 89 years,Males,Atherosclerosis,29.7
2016,85 to 89 years,Males,Aortic aneurysm and dissection,73.2
2016,85 to 89 years,Males,Chronic lower respiratory diseases,588.7
2016,85 to 89 years,Males,Pneumoconioses and chemical effects,11.7
2016,85 to 89 years,Males,Pneumonitis due to solids and liquids,102.9
2016,85 to 89 years,Females,Malignant neoplasms,1489.1
2016,85 to 89 years,Females,Diabetes mellitus,194.5
2016,85 to 89 years,Females,Diseases of heart,1597.7
2016,85 to 89 years,Females,Essential hypertension and hypertensive renal disease,56.9
2016,85 to 89 years,Females,Cerebrovascular diseases,600.3
2016,85 to 89 years,Females,Atherosclerosis,21.4
2016,85 to 89 years,Females,Aortic aneurysm and dissection,45.7
2016,85 to 89 years,Females,Chronic lower respiratory diseases,376.8
2016,85 to 89 years,Females,Pneumoconioses and chemical effects,0.0
2016,85 to 89 years,Females,Pneumonitis due to solids and liquids,44.8
2016,90 years and over,Both sexes,Malignant neoplasms,2311.8
2016,90 years and over,Both sexes,Diabetes mellitus,369.4
2016,90 years and over,Both sexes,Diseases of heart,4583.3
2016,90 years and over,Both sexes,Essential hypertension and hypertensive renal disease,202.9
2016,90 years and over,Both sexes,Cerebrovascular diseases,1317.2
2016,90 years and over,Both sexes,Atherosclerosis,80.8
2016,90 years and over,Both sexes,Aortic aneurysm and dissection,71.6
2016,90 years and over,Both sexes,Chronic lower respiratory diseases,725.5
2016,90 years and over,Both sexes,Pneumoconioses and chemical effects,4.4
2016,90 years and over,Both sexes,Pneumonitis due to solids and liquids,164.4
2016,90 years and over,Males,Malignant neoplasms,3395.4
2016,90 years and over,Males,Diabetes mellitus,430.6
2016,90 years and over,Males,Diseases of heart,5303.7
2016,90 years and over,Males,Essential hypertension and hypertensive renal disease,190.5
2016,90 years and over,Males,Cerebrovascular diseases,1217.4
2016,90 years and over,Males,Atherosclerosis,89.9
2016,90 years and over,Males,Aortic aneurysm and dissection,120.7
2016,90 years and over,Males,Chronic lower respiratory diseases,1110.9
2016,90 years and over,Males,Pneumoconioses and chemical effects,13.0
2016,90 years and over,Males,Pneumonitis due to solids and liquids,254.4
2016,90 years and over,Females,Malignant neoplasms,1872.8
2016,90 years and over,Females,Diabetes mellitus,344.6
2016,90 years and over,Females,Diseases of heart,4291.5
2016,90 years and over,Females,Essential hypertension and hypertensive renal disease,208.0
2016,90 years and over,Females,Cerebrovascular diseases,1357.7
2016,90 years and over,Females,Atherosclerosis,77.2
2016,90 years and over,Females,Aortic aneurysm and dissection,51.8
2016,90 years and over,Females,Chronic lower respiratory diseases,569.3
2016,90 years and over,Females,Pneumoconioses and chemical effects,1.0
2016,90 years and over,Females,Pneumonitis due to solids and liquids,128.0
2017,All ages,Both sexes,Malignant neoplasms,219.2
2017,All ages,Both sexes,Diabetes mellitus,19.0
2017,All ages,Both sexes,Diseases of heart,146.5
2017,All ages,Both sexes,Essential hypertension and hypertensive renal disease,3.9
2017,All ages,Both sexes,Cerebrovascular diseases,38.2
2017,All ages,Both sexes,Atherosclerosis,1.7
2017,All ages,Both sexes,Aortic aneurysm and dissection,4.2
2017,All ages,Both sexes,Chronic lower respiratory diseases,35.3
2017,All ages,Both sexes,Pneumoconioses and chemical effects,0.3
2017,All ages,Both sexes,Pneumonitis due to solids and liquids,4.2
2017,All ages,Males,Malignant neoplasms,233.3
2017,All ages,Males,Diabetes mellitus,21.6
2017,All ages,Males,Diseases of heart,159.6
2017,All ages,Males,Essential hypertension and hypertensive renal disease,3.2
2017,All ages,Males,Cerebrovascular diseases,33.3
2017,All ages,Males,Atherosclerosis,1.5
2017,All ages,Males,Aortic aneurysm and dissection,5.2
2017,All ages,Males,Chronic lower respiratory diseases,34.8
2017,All ages,Males,Pneumoconioses and chemical effects,0.6
2017,All ages,Males,Pneumonitis due to solids and liquids,4.7
2017,All ages,Females,Malignant neoplasms,205.3
2017,All ages,Females,Diabetes mellitus,16.4
2017,All ages,Females,Diseases of heart,133.6
2017,All ages,Females,Essential hypertension and hypertensive renal disease,4.7
2017,All ages,Females,Cerebrovascular diseases,42.9
2017,All ages,Females,Atherosclerosis,1.8
2017,All ages,Females,Aortic aneurysm and dissection,3.1
2017,All ages,Females,Chronic lower respiratory diseases,35.8
2017,All ages,Females,Pneumoconioses and chemical effects,0.0
2017,All ages,Females,Pneumonitis due to solids and liquids,3.7
2017,1 to 14 years,Both sexes,Malignant neoplasms,1.9
2017,1 to 14 years,Both sexes,Diabetes mellitus,0.0
2017,1 to 14 years,Both sexes,Diseases of heart,0.4
2017,1 to 14 years,Both sexes,Essential hypertension and hypertensive renal disease,0.0
2017,1 to 14 years,Both sexes,Cerebrovascular diseases,0.1
2017,1 to 14 years,Both sexes,Atherosclerosis,0.0
2017,1 to 14 years,Both sexes,Aortic aneurysm and dissection,0.0
2017,1 to 14 years,Both sexes,Chronic lower respiratory diseases,0.1
2017,1 to 14 years,Both sexes,Pneumoconioses and chemical effects,0.0
2017,1 to 14 years,Both sexes,Pneumonitis due to solids and liquids,0.0
2017,1 to 14 years,Males,Malignant neoplasms,2.4
2017,1 to 14 years,Males,Diabetes mellitus,0.0
2017,1 to 14 years,Males,Diseases of heart,0.5
2017,1 to 14 years,Males,Essential hypertension and hypertensive renal disease,0.0
2017,1 to 14 years,Males,Cerebrovascular diseases,0.2
2017,1 to 14 years,Males,Atherosclerosis,0.0
2017,1 to 14 years,Males,Aortic aneurysm and dissection,0.0
2017,1 to 14 years,Males,Chronic lower respiratory diseases,0.0
2017,1 to 14 years,Males,Pneumoconioses and chemical effects,0.0
2017,1 to 14 years,Males,Pneumonitis due to solids and liquids,0.1
2017,1 to 14 years,Females,Malignant neoplasms,1.4
2017,1 to 14 years,Females,Diabetes mellitus,0.0
2017,1 to 14 years,Females,Diseases of heart,0.3
2017,1 to 14 years,Females,Essential hypertension and hypertensive renal disease,0.0
2017,1 to 14 years,Females,Cerebrovascular diseases,0.0
2017,1 to 14 years,Females,Atherosclerosis,0.0
2017,1 to 14 years,Females,Aortic aneurysm and dissection,0.0
2017,1 to 14 years,Females,Chronic lower respiratory diseases,0.1
2017,1 to 14 years,Females,Pneumoconioses and chemical effects,0.0
2017,1 to 14 years,Females,Pneumonitis due to solids and liquids,0.0
2017,1 to 4 years,Both sexes,Malignant neoplasms,2.2
2017,1 to 4 years,Both sexes,Diabetes mellitus,0.0
2017,1 to 4 years,Both sexes,Diseases of heart,0.5
2017,1 to 4 years,Both sexes,Essential hypertension and hypertensive renal disease,0.1
2017,1 to 4 years,Both sexes,Cerebrovascular diseases,0.1
2017,1 to 4 years,Both sexes,Atherosclerosis,0.0
2017,1 to 4 years,Both sexes,Aortic aneurysm and dissection,0.0
2017,1 to 4 years,Both sexes,Chronic lower respiratory diseases,0.1
2017,1 to 4 years,Both sexes,Pneumoconioses and chemical effects,0.0
2017,1 to 4 years,Both sexes,Pneumonitis due to solids and liquids,0.1
2017,1 to 4 years,Males,Malignant neoplasms,2.8
2017,1 to 4 years,Males,Diabetes mellitus,0.0
2017,1 to 4 years,Males,Diseases of heart,0.6
2017,1 to 4 years,Males,Essential hypertension and hypertensive renal disease,0.1
2017,1 to 4 years,Males,Cerebrovascular diseases,0.1
2017,1 to 4 years,Males,Atherosclerosis,0.0
2017,1 to 4 years,Males,Aortic aneurysm and dissection,0.0
2017,1 to 4 years,Males,Chronic lower respiratory diseases,0.0
2017,1 to 4 years,Males,Pneumoconioses and chemical effects,0.0
2017,1 to 4 years,Males,Pneumonitis due to solids and liquids,0.1
2017,1 to 4 years,Females,Malignant neoplasms,1.6
2017,1 to 4 years,Females,Diabetes mellitus,0.0
2017,1 to 4 years,Females,Diseases of heart,0.4
2017,1 to 4 years,Females,Essential hypertension and hypertensive renal disease,0.0
2017,1 to 4 years,Females,Cerebrovascular diseases,0.0
2017,1 to 4 years,Females,Atherosclerosis,0.0
2017,1 to 4 years,Females,Aortic aneurysm and dissection,0.0
2017,1 to 4 years,Females,Chronic lower respiratory diseases,0.1
2017,1 to 4 years,Females,Pneumoconioses and chemical effects,0.0
2017,1 to 4 years,Females,Pneumonitis due to solids and liquids,0.0
2017,5 to 9 years,Both sexes,Malignant neoplasms,2.1
2017,5 to 9 years,Both sexes,Diabetes mellitus,0.0
2017,5 to 9 years,Both sexes,Diseases of heart,0.3
2017,5 to 9 years,Both sexes,Essential hypertension and hypertensive renal disease,0.0
2017,5 to 9 years,Both sexes,Cerebrovascular diseases,0.0
2017,5 to 9 years,Both sexes,Atherosclerosis,0.0
2017,5 to 9 years,Both sexes,Aortic aneurysm and dissection,0.0
2017,5 to 9 years,Both sexes,Chronic lower respiratory diseases,0.0
2017,5 to 9 years,Both sexes,Pneumoconioses and chemical effects,0.0
2017,5 to 9 years,Both sexes,Pneumonitis due to solids and liquids,0.0
2017,5 to 9 years,Males,Malignant neoplasms,2.4
2017,5 to 9 years,Males,Diabetes mellitus,0.0
2017,5 to 9 years,Males,Diseases of heart,0.5
2017,5 to 9 years,Males,Essential hypertension and hypertensive renal disease,0.0
2017,5 to 9 years,Males,Cerebrovascular diseases,0.1
2017,5 to 9 years,Males,Atherosclerosis,0.0
2017,5 to 9 years,Males,Aortic aneurysm and dissection,0.0
2017,5 to 9 years,Males,Chronic lower respiratory diseases,0.0
2017,5 to 9 years,Males,Pneumoconioses and chemical effects,0.0
2017,5 to 9 years,Males,Pneumonitis due to solids and liquids,0.0
2017,5 to 9 years,Females,Malignant neoplasms,1.8
2017,5 to 9 years,Females,Diabetes mellitus,0.0
2017,5 to 9 years,Females,Diseases of heart,0.2
2017,5 to 9 years,Females,Essential hypertension and hypertensive renal disease,0.0
2017,5 to 9 years,Females,Cerebrovascular diseases,0.0
2017,5 to 9 years,Females,Atherosclerosis,0.0
2017,5 to 9 years,Females,Aortic aneurysm and dissection,0.0
2017,5 to 9 years,Females,Chronic lower respiratory diseases,0.0
2017,5 to 9 years,Females,Pneumoconioses and chemical effects,0.0
2017,5 to 9 years,Females,Pneumonitis due to solids and liquids,0.0
2017,10 to 14 years,Both sexes,Malignant neoplasms,1.5
2017,10 to 14 years,Both sexes,Diabetes mellitus,0.0
2017,10 to 14 years,Both sexes,Diseases of heart,0.4
2017,10 to 14 years,Both sexes,Essential hypertension and hypertensive renal disease,0.0
2017,10 to 14 years,Both sexes,Cerebrovascular diseases,0.2
2017,10 to 14 years,Both sexes,Atherosclerosis,0.0
2017,10 to 14 years,Both sexes,Aortic aneurysm and dissection,0.1
2017,10 to 14 years,Both sexes,Chronic lower respiratory diseases,0.2
2017,10 to 14 years,Both sexes,Pneumoconioses and chemical effects,0.0
2017,10 to 14 years,Both sexes,Pneumonitis due to solids and liquids,0.1
2017,10 to 14 years,Males,Malignant neoplasms,2.1
2017,10 to 14 years,Males,Diabetes mellitus,0.0
2017,10 to 14 years,Males,Diseases of heart,0.4
2017,10 to 14 years,Males,Essential hypertension and hypertensive renal disease,0.0
2017,10 to 14 years,Males,Cerebrovascular diseases,0.3
2017,10 to 14 years,Males,Atherosclerosis,0.0
2017,10 to 14 years,Males,Aortic aneurysm and dissection,0.1
2017,10 to 14 years,Males,Chronic lower respiratory diseases,0.1
2017,10 to 14 years,Males,Pneumoconioses and chemical effects,0.0
2017,10 to 14 years,Males,Pneumonitis due to solids and liquids,0.1
2017,10 to 14 years,Females,Malignant neoplasms,0.8
2017,10 to 14 years,Females,Diabetes mellitus,0.0
2017,10 to 14 years,Females,Diseases of heart,0.4
2017,10 to 14 years,Females,Essential hypertension and hypertensive renal disease,0.0
2017,10 to 14 years,Females,Cerebrovascular diseases,0.1
2017,10 to 14 years,Females,Atherosclerosis,0.0
2017,10 to 14 years,Females,Aortic aneurysm and dissection,0.0
2017,10 to 14 years,Females,Chronic lower respiratory diseases,0.3
2017,10 to 14 years,Females,Pneumoconioses and chemical effects,0.0
2017,10 to 14 years,Females,Pneumonitis due to solids and liquids,0.0
2017,15 to 24,Both sexes,Malignant neoplasms,3.2
2017,15 to 24,Both sexes,Diabetes mellitus,0.3
2017,15 to 24,Both sexes,Diseases of heart,1.2
2017,15 to 24,Both sexes,Essential hypertension and hypertensive renal disease,0.0
2017,15 to 24,Both sexes,Cerebrovascular diseases,0.3
2017,15 to 24,Both sexes,Atherosclerosis,0.0
2017,15 to 24,Both sexes,Aortic aneurysm and dissection,0.0
2017,15 to 24,Both sexes,Chronic lower respiratory diseases,0.3
2017,15 to 24,Both sexes,Pneumoconioses and chemical effects,0.0
2017,15 to 24,Both sexes,Pneumonitis due to solids and liquids,0.1
2017,15 to 24,Males,Malignant neoplasms,4.0
2017,15 to 24,Males,Diabetes mellitus,0.3
2017,15 to 24,Males,Diseases of heart,1.6
2017,15 to 24,Males,Essential hypertension and hypertensive renal disease,0.0
2017,15 to 24,Males,Cerebrovascular diseases,0.3
2017,15 to 24,Males,Atherosclerosis,0.0
2017,15 to 24,Males,Aortic aneurysm and dissection,0.0
2017,15 to 24,Males,Chronic lower respiratory diseases,0.2
2017,15 to 24,Males,Pneumoconioses and chemical effects,0.0
2017,15 to 24,Males,Pneumonitis due to solids and liquids,0.0
2017,15 to 24,Females,Malignant neoplasms,2.4
2017,15 to 24,Females,Diabetes mellitus,0.4
2017,15 to 24,Females,Diseases of heart,0.7
2017,15 to 24,Females,Essential hypertension and hypertensive renal disease,0.0
2017,15 to 24,Females,Cerebrovascular diseases,0.2
2017,15 to 24,Females,Atherosclerosis,0.0
2017,15 to 24,Females,Aortic aneurysm and dissection,0.0
2017,15 to 24,Females,Chronic lower respiratory diseases,0.3
2017,15 to 24,Females,Pneumoconioses and chemical effects,0.0
2017,15 to 24,Females,Pneumonitis due to solids and liquids,0.1
2017,15 to 19 years,Both sexes,Malignant neoplasms,2.4
2017,15 to 19 years,Both sexes,Diabetes mellitus,0.3
2017,15 to 19 years,Both sexes,Diseases of heart,0.5
2017,15 to 19 years,Both sexes,Essential hypertension and hypertensive renal disease,0.0
2017,15 to 19 years,Both sexes,Cerebrovascular diseases,0.5
2017,15 to 19 years,Both sexes,Atherosclerosis,0.0
2017,15 to 19 years,Both sexes,Aortic aneurysm and dissection,0.0
2017,15 to 19 years,Both sexes,Chronic lower respiratory diseases,0.3
2017,15 to 19 years,Both sexes,Pneumoconioses and chemical effects,0.0
2017,15 to 19 years,Both sexes,Pneumonitis due to solids and liquids,0.0
2017,15 to 19 years,Males,Malignant neoplasms,3.2
2017,15 to 19 years,Males,Diabetes mellitus,0.4
2017,15 to 19 years,Males,Diseases of heart,0.6
2017,15 to 19 years,Males,Essential hypertension and hypertensive renal disease,0.0
2017,15 to 19 years,Males,Cerebrovascular diseases,0.5
2017,15 to 19 years,Males,Atherosclerosis,0.0
2017,15 to 19 years,Males,Aortic aneurysm and dissection,0.0
2017,15 to 19 years,Males,Chronic lower respiratory diseases,0.2
2017,15 to 19 years,Males,Pneumoconioses and chemical effects,0.0
2017,15 to 19 years,Males,Pneumonitis due to solids and liquids,0.0
2017,15 to 19 years,Females,Malignant neoplasms,1.6
2017,15 to 19 years,Females,Diabetes mellitus,0.2
2017,15 to 19 years,Females,Diseases of heart,0.5
2017,15 to 19 years,Females,Essential hypertension and hypertensive renal disease,0.0
2017,15 to 19 years,Females,Cerebrovascular diseases,0.5
2017,15 to 19 years,Females,Atherosclerosis,0.0
2017,15 to 19 years,Females,Aortic aneurysm and dissection,0.1
2017,15 to 19 years,Females,Chronic lower respiratory diseases,0.4
2017,15 to 19 years,Females,Pneumoconioses and chemical effects,0.0
2017,15 to 19 years,Females,Pneumonitis due to solids and liquids,0.1
2017,20 to 24 years,Both sexes,Malignant neoplasms,3.9
2017,20 to 24 years,Both sexes,Diabetes mellitus,0.4
2017,20 to 24 years,Both sexes,Diseases of heart,1.8
2017,20 to 24 years,Both sexes,Essential hypertension and hypertensive renal disease,0.0
2017,20 to 24 years,Both sexes,Cerebrovascular diseases,0.1
2017,20 to 24 years,Both sexes,Atherosclerosis,0.0
2017,20 to 24 years,Both sexes,Aortic aneurysm and dissection,0.0
2017,20 to 24 years,Both sexes,Chronic lower respiratory diseases,0.3
2017,20 to 24 years,Both sexes,Pneumoconioses and chemical effects,0.0
2017,20 to 24 years,Both sexes,Pneumonitis due to solids and liquids,0.1
2017,20 to 24 years,Males,Malignant neoplasms,4.7
2017,20 to 24 years,Males,Diabetes mellitus,0.2
2017,20 to 24 years,Males,Diseases of heart,2.5
2017,20 to 24 years,Males,Essential hypertension and hypertensive renal disease,0.0
2017,20 to 24 years,Males,Cerebrovascular diseases,0.2
2017,20 to 24 years,Males,Atherosclerosis,0.0
2017,20 to 24 years,Males,Aortic aneurysm and dissection,0.1
2017,20 to 24 years,Males,Chronic lower respiratory diseases,0.2
2017,20 to 24 years,Males,Pneumoconioses and chemical effects,0.0
2017,20 to 24 years,Males,Pneumonitis due to solids and liquids,0.1
2017,20 to 24 years,Females,Malignant neoplasms,3.0
2017,20 to 24 years,Females,Diabetes mellitus,0.5
2017,20 to 24 years,Females,Diseases of heart,1.0
2017,20 to 24 years,Females,Essential hypertension and hypertensive renal disease,0.0
2017,20 to 24 years,Females,Cerebrovascular diseases,0.0
2017,20 to 24 years,Females,Atherosclerosis,0.0
2017,20 to 24 years,Females,Aortic aneurysm and dissection,0.0
2017,20 to 24 years,Females,Chronic lower respiratory diseases,0.3
2017,20 to 24 years,Females,Pneumoconioses and chemical effects,0.0
2017,20 to 24 years,Females,Pneumonitis due to solids and liquids,0.1
2017,25 to 34 years,Both sexes,Malignant neoplasms,7.3
2017,25 to 34 years,Both sexes,Diabetes mellitus,1.0
2017,25 to 34 years,Both sexes,Diseases of heart,3.4
2017,25 to 34 years,Both sexes,Essential hypertension and hypertensive renal disease,0.0
2017,25 to 34 years,Both sexes,Cerebrovascular diseases,0.6
2017,25 to 34 years,Both sexes,Atherosclerosis,0.0
2017,25 to 34 years,Both sexes,Aortic aneurysm and dissection,0.2
2017,25 to 34 years,Both sexes,Chronic lower respiratory diseases,0.2
2017,25 to 34 years,Both sexes,Pneumoconioses and chemical effects,0.0
2017,25 to 34 years,Both sexes,Pneumonitis due to solids and liquids,0.1
2017,25 to 34 years,Males,Malignant neoplasms,7.4
2017,25 to 34 years,Males,Diabetes mellitus,1.1
2017,25 to 34 years,Males,Diseases of heart,4.3
2017,25 to 34 years,Males,Essential hypertension and hypertensive renal disease,0.0
2017,25 to 34 years,Males,Cerebrovascular diseases,0.7
