Year,Géographie,GeoCode,Sexe,Groupe d'âge,Skill,Niveau de compétence,Value
2012,Alberta,48,Les deux sexes,16 to 24 years,Numeracy,2 or below,53.4
2012,Alberta,48,Les deux sexes,25 à 34 ans,Literacy,2 or below,36.5
2012,Alberta,48,Les deux sexes,25 à 34 ans,Numeracy,2 or below,46.3
2012,Alberta,48,Les deux sexes,35 à 44 ans,Literacy,2 or below,40.7
2012,Alberta,48,Les deux sexes,35 à 44 ans,Numeracy,2 or below,50.1
2012,Alberta,48,Les deux sexes,45 à 54 ans,Literacy,2 or below,48.3
2012,Alberta,48,Les deux sexes,45 à 54 ans,Numeracy,2 or below,53.0
2012,Alberta,48,Les deux sexes,55 to 65 years,Literacy,2 or below,56.9
2012,Alberta,48,Les deux sexes,55 to 65 years,Numeracy,2 or below,62.9
2012,Alberta,48,Hommes,Total age groups,Literacy,2 or below,43.4
2012,Alberta,48,Hommes,Total age groups,Numeracy,2 or below,46.3
2012,Alberta,48,Hommes,16 to 24 years,Literacy,2 or below,43.6
2012,Alberta,48,Hommes,16 to 24 years,Numeracy,2 or below,49.1
2012,Alberta,48,Hommes,25 à 34 ans,Literacy,2 or below,35.2
2012,Alberta,48,Hommes,25 à 34 ans,Numeracy,2 or below,41.4
2012,Alberta,48,Hommes,35 à 44 ans,Literacy,2 or below,41.8
2012,Alberta,48,Hommes,35 à 44 ans,Numeracy,2 or below,46.7
2012,Alberta,48,Hommes,45 à 54 ans,Literacy,2 or below,45.7
2012,Alberta,48,Hommes,45 à 54 ans,Numeracy,2 or below,43.8
2012,Alberta,48,Hommes,55 to 65 years,Literacy,2 or below,53.6
2012,Alberta,48,Hommes,55 to 65 years,Numeracy,2 or below,52.8
2012,Alberta,48,Femmes,Total age groups,Literacy,2 or below,46.5
2012,Alberta,48,Femmes,Total age groups,Numeracy,2 or below,59.4
2012,Alberta,48,Femmes,16 to 24 years,Literacy,2 or below,45.8
2012,Alberta,48,Femmes,16 to 24 years,Numeracy,2 or below,58.1
2012,Alberta,48,Femmes,25 à 34 ans,Literacy,2 or below,38.1
2012,Alberta,48,Femmes,25 à 34 ans,Numeracy,2 or below,51.5
2012,Alberta,48,Femmes,35 à 44 ans,Literacy,2 or below,39.5
2012,Alberta,48,Femmes,35 à 44 ans,Numeracy,2 or below,53.7
2012,Alberta,48,Femmes,45 à 54 ans,Literacy,2 or below,51.1
2012,Alberta,48,Femmes,45 à 54 ans,Numeracy,2 or below,62.7
2012,Alberta,48,Femmes,55 to 65 years,Literacy,2 or below,60.2
2012,Alberta,48,Femmes,55 to 65 years,Numeracy,2 or below,73.1
2012,Colombie-Britannique,59,Les deux sexes,Total age groups,Literacy,2 or below,45.9
2012,Colombie-Britannique,59,Les deux sexes,Total age groups,Numeracy,2 or below,52.3
2012,Colombie-Britannique,59,Les deux sexes,16 to 24 years,Literacy,2 or below,43.2
2012,Colombie-Britannique,59,Les deux sexes,16 to 24 years,Numeracy,2 or below,52.3
2012,Colombie-Britannique,59,Les deux sexes,25 à 34 ans,Literacy,2 or below,39.1
2012,Colombie-Britannique,59,Les deux sexes,25 à 34 ans,Numeracy,2 or below,45.2
2012,Colombie-Britannique,59,Les deux sexes,35 à 44 ans,Literacy,2 or below,40.7
2012,Colombie-Britannique,59,Les deux sexes,35 à 44 ans,Numeracy,2 or below,46.3
2012,Colombie-Britannique,59,Les deux sexes,45 à 54 ans,Literacy,2 or below,52.2
2012,Colombie-Britannique,59,Les deux sexes,45 à 54 ans,Numeracy,2 or below,60.0
2012,Colombie-Britannique,59,Les deux sexes,55 to 65 years,Literacy,2 or below,52.2
2012,Colombie-Britannique,59,Les deux sexes,55 to 65 years,Numeracy,2 or below,56.2
2012,Colombie-Britannique,59,Hommes,Total age groups,Literacy,2 or below,44.2
2012,Colombie-Britannique,59,Hommes,Total age groups,Numeracy,2 or below,47.0
2012,Colombie-Britannique,59,Hommes,16 to 24 years,Literacy,2 or below,44.1
2012,Colombie-Britannique,59,Hommes,16 to 24 years,Numeracy,2 or below,50.2
2012,Colombie-Britannique,59,Hommes,25 à 34 ans,Literacy,2 or below,42.2
2012,Colombie-Britannique,59,Hommes,25 à 34 ans,Numeracy,2 or below,43.6
2012,Colombie-Britannique,59,Hommes,35 à 44 ans,Literacy,2 or below,44.1
2012,Colombie-Britannique,59,Hommes,35 à 44 ans,Numeracy,2 or below,43.6
2012,Colombie-Britannique,59,Hommes,45 à 54 ans,Literacy,2 or below,45.9
2012,Colombie-Britannique,59,Hommes,45 à 54 ans,Numeracy,2 or below,52.4
2012,Colombie-Britannique,59,Hommes,55 to 65 years,Literacy,2 or below,44.4
2012,Colombie-Britannique,59,Hommes,55 to 65 years,Numeracy,2 or below,44.6
2012,Colombie-Britannique,59,Femmes,Total age groups,Literacy,2 or below,47.5
2012,Colombie-Britannique,59,Femmes,Total age groups,Numeracy,2 or below,57.7
2012,Colombie-Britannique,59,Femmes,16 to 24 years,Literacy,2 or below,42.4
2012,Colombie-Britannique,59,Femmes,16 to 24 years,Numeracy,2 or below,54.5
2012,Colombie-Britannique,59,Femmes,25 à 34 ans,Literacy,2 or below,35.9
2012,Colombie-Britannique,59,Femmes,25 à 34 ans,Numeracy,2 or below,46.9
2012,Colombie-Britannique,59,Femmes,35 à 44 ans,Literacy,2 or below,37.4
2012,Colombie-Britannique,59,Femmes,35 à 44 ans,Numeracy,2 or below,49.0
2012,Colombie-Britannique,59,Femmes,45 à 54 ans,Literacy,2 or below,58.3
2012,Colombie-Britannique,59,Femmes,45 à 54 ans,Numeracy,2 or below,67.4
2012,Colombie-Britannique,59,Femmes,55 to 65 years,Literacy,2 or below,59.8
2012,Colombie-Britannique,59,Femmes,55 to 65 years,Numeracy,2 or below,67.4
2012,Yukon,60,Les deux sexes,Total age groups,Literacy,2 or below,44.3
2012,Yukon,60,Les deux sexes,Total age groups,Numeracy,2 or below,55.8
2012,Yukon,60,Les deux sexes,16 to 24 years,Literacy,2 or below,57.6
2012,Yukon,60,Les deux sexes,16 to 24 years,Numeracy,2 or below,64.9
2012,Yukon,60,Les deux sexes,25 à 34 ans,Literacy,2 or below,43.6
2012,Yukon,60,Les deux sexes,25 à 34 ans,Numeracy,2 or below,62.0
2012,Yukon,60,Les deux sexes,35 à 44 ans,Literacy,2 or below,42.1
2012,Yukon,60,Les deux sexes,35 à 44 ans,Numeracy,2 or below,49.6
2012,Yukon,60,Les deux sexes,45 à 54 ans,Literacy,2 or below,35.7
2012,Yukon,60,Les deux sexes,45 à 54 ans,Numeracy,2 or below,48.4
2012,Yukon,60,Les deux sexes,55 to 65 years,Literacy,2 or below,47.0
2012,Yukon,60,Les deux sexes,55 to 65 years,Numeracy,2 or below,57.9
2012,Yukon,60,Hommes,Total age groups,Literacy,2 or below,45.0
2012,Yukon,60,Hommes,Total age groups,Numeracy,2 or below,51.8
2012,Yukon,60,Hommes,16 to 24 years,Literacy,2 or below,48.3
2012,Yukon,60,Hommes,16 to 24 years,Numeracy,2 or below,58.6
2012,Yukon,60,Hommes,25 à 34 ans,Literacy,2 or below,53.8
2012,Yukon,60,Hommes,25 à 34 ans,Numeracy,2 or below,65.8
2012,Yukon,60,Hommes,35 à 44 ans,Literacy,2 or below,38.3
2012,Yukon,60,Hommes,35 à 44 ans,Numeracy,2 or below,41.8
2012,Yukon,60,Hommes,45 à 54 ans,Literacy,2 or below,38.1
2012,Yukon,60,Hommes,45 à 54 ans,Numeracy,2 or below,41.3
2012,Yukon,60,Hommes,55 to 65 years,Literacy,2 or below,48.4
2012,Yukon,60,Hommes,55 to 65 years,Numeracy,2 or below,55.0
2012,Yukon,60,Femmes,Total age groups,Literacy,2 or below,43.7
2012,Yukon,60,Femmes,Total age groups,Numeracy,2 or below,59.8
2012,Yukon,60,Femmes,16 to 24 years,Literacy,2 or below,67.4
2012,Yukon,60,Femmes,16 to 24 years,Numeracy,2 or below,71.5
2012,Yukon,60,Femmes,25 à 34 ans,Literacy,2 or below,33.3
2012,Yukon,60,Femmes,25 à 34 ans,Numeracy,2 or below,58.2
2012,Yukon,60,Femmes,35 à 44 ans,Literacy,2 or below,45.3
2012,Yukon,60,Femmes,35 à 44 ans,Numeracy,2 or below,56.3
2012,Yukon,60,Femmes,45 à 54 ans,Literacy,2 or below,33.3
2012,Yukon,60,Femmes,45 à 54 ans,Numeracy,2 or below,55.6
2012,Yukon,60,Femmes,55 to 65 years,Literacy,2 or below,45.4
2012,Yukon,60,Femmes,55 to 65 years,Numeracy,2 or below,61.1
2012,Territoires du Nord-Ouest,61,Les deux sexes,Total age groups,Literacy,2 or below,63.9
2012,Territoires du Nord-Ouest,61,Les deux sexes,Total age groups,Numeracy,2 or below,69.7
2012,Territoires du Nord-Ouest,61,Les deux sexes,16 to 24 years,Literacy,2 or below,68.5
2012,Territoires du Nord-Ouest,61,Les deux sexes,16 to 24 years,Numeracy,2 or below,73.2
2012,Territoires du Nord-Ouest,61,Les deux sexes,25 à 34 ans,Literacy,2 or below,54.7
2012,Territoires du Nord-Ouest,61,Les deux sexes,25 à 34 ans,Numeracy,2 or below,62.2
2012,Territoires du Nord-Ouest,61,Les deux sexes,35 à 44 ans,Literacy,2 or below,57.7
2012,Territoires du Nord-Ouest,61,Les deux sexes,35 à 44 ans,Numeracy,2 or below,65.8
2012,Territoires du Nord-Ouest,61,Les deux sexes,45 à 54 ans,Literacy,2 or below,71.0
2012,Territoires du Nord-Ouest,61,Les deux sexes,45 à 54 ans,Numeracy,2 or below,75.9
2012,Territoires du Nord-Ouest,61,Les deux sexes,55 to 65 years,Literacy,2 or below,70.0
2012,Territoires du Nord-Ouest,61,Les deux sexes,55 to 65 years,Numeracy,2 or below,73.5
2012,Territoires du Nord-Ouest,61,Hommes,Total age groups,Literacy,2 or below,63.0
2012,Territoires du Nord-Ouest,61,Hommes,Total age groups,Numeracy,2 or below,66.1
2012,Territoires du Nord-Ouest,61,Hommes,16 to 24 years,Literacy,2 or below,69.0
2012,Territoires du Nord-Ouest,61,Hommes,16 to 24 years,Numeracy,2 or below,70.2
2012,Territoires du Nord-Ouest,61,Hommes,25 à 34 ans,Literacy,2 or below,55.7
2012,Territoires du Nord-Ouest,61,Hommes,25 à 34 ans,Numeracy,2 or below,60.0
2012,Territoires du Nord-Ouest,61,Hommes,35 à 44 ans,Literacy,2 or below,53.9
2012,Territoires du Nord-Ouest,61,Hommes,35 à 44 ans,Numeracy,2 or below,60.7
2012,Territoires du Nord-Ouest,61,Hommes,45 à 54 ans,Literacy,2 or below,68.4
2012,Territoires du Nord-Ouest,61,Hommes,45 à 54 ans,Numeracy,2 or below,71.1
2012,Territoires du Nord-Ouest,61,Hommes,55 to 65 years,Literacy,2 or below,69.7
2012,Territoires du Nord-Ouest,61,Hommes,55 to 65 years,Numeracy,2 or below,69.5
2012,Territoires du Nord-Ouest,61,Femmes,Total age groups,Literacy,2 or below,64.7
2012,Territoires du Nord-Ouest,61,Femmes,Total age groups,Numeracy,2 or below,73.6
2012,Territoires du Nord-Ouest,61,Femmes,16 to 24 years,Literacy,2 or below,68.0
2012,Territoires du Nord-Ouest,61,Femmes,16 to 24 years,Numeracy,2 or below,76.6
2012,Territoires du Nord-Ouest,61,Femmes,25 à 34 ans,Literacy,2 or below,53.7
2012,Territoires du Nord-Ouest,61,Femmes,25 à 34 ans,Numeracy,2 or below,64.2
2012,Territoires du Nord-Ouest,61,Femmes,35 à 44 ans,Literacy,2 or below,62.0
2012,Territoires du Nord-Ouest,61,Femmes,35 à 44 ans,Numeracy,2 or below,71.7
2012,Territoires du Nord-Ouest,61,Femmes,45 à 54 ans,Literacy,2 or below,73.6
2012,Territoires du Nord-Ouest,61,Femmes,45 à 54 ans,Numeracy,2 or below,80.5
2012,Territoires du Nord-Ouest,61,Femmes,55 to 65 years,Literacy,2 or below,70.3
2012,Territoires du Nord-Ouest,61,Femmes,55 to 65 years,Numeracy,2 or below,78.5
2012,Nunavut,62,Les deux sexes,Total age groups,Literacy,2 or below,83.1
2012,Nunavut,62,Les deux sexes,Total age groups,Numeracy,2 or below,87.3
2012,Nunavut,62,Les deux sexes,16 to 24 years,Literacy,2 or below,90.7
2012,Nunavut,62,Les deux sexes,16 to 24 years,Numeracy,2 or below,93.2
2012,Nunavut,62,Les deux sexes,25 à 34 ans,Literacy,2 or below,79.1
2012,Nunavut,62,Les deux sexes,25 à 34 ans,Numeracy,2 or below,84.4
2012,Nunavut,62,Les deux sexes,35 à 44 ans,Literacy,2 or below,80.2
2012,Nunavut,62,Les deux sexes,35 à 44 ans,Numeracy,2 or below,84.3
2012,Nunavut,62,Les deux sexes,45 à 54 ans,Literacy,2 or below,81.9
2012,Nunavut,62,Les deux sexes,45 à 54 ans,Numeracy,2 or below,87.1
2012,Nunavut,62,Les deux sexes,55 to 65 years,Literacy,2 or below,81.7
2012,Nunavut,62,Les deux sexes,55 to 65 years,Numeracy,2 or below,85.5
2012,Nunavut,62,Hommes,Total age groups,Literacy,2 or below,83.1
2012,Nunavut,62,Hommes,Total age groups,Numeracy,2 or below,84.7
2012,Nunavut,62,Hommes,16 to 24 years,Literacy,2 or below,91.1
2012,Nunavut,62,Hommes,16 to 24 years,Numeracy,2 or below,91.5
2012,Nunavut,62,Hommes,25 à 34 ans,Literacy,2 or below,77.3
2012,Nunavut,62,Hommes,25 à 34 ans,Numeracy,2 or below,79.2
2012,Nunavut,62,Hommes,35 à 44 ans,Literacy,2 or below,81.1
2012,Nunavut,62,Hommes,35 à 44 ans,Numeracy,2 or below,81.5
2012,Nunavut,62,Hommes,45 à 54 ans,Literacy,2 or below,84.0
2012,Nunavut,62,Hommes,45 à 54 ans,Numeracy,2 or below,86.4
2012,Nunavut,62,Hommes,55 to 65 years,Literacy,2 or below,78.4
2012,Nunavut,62,Hommes,55 to 65 years,Numeracy,2 or below,82.6
2012,Nunavut,62,Femmes,Total age groups,Literacy,2 or below,83.2
2012,Nunavut,62,Femmes,Total age groups,Numeracy,2 or below,90.0
2012,Nunavut,62,Femmes,16 to 24 years,Literacy,2 or below,90.2
2012,Nunavut,62,Femmes,16 to 24 years,Numeracy,2 or below,95.0
2012,Nunavut,62,Femmes,25 à 34 ans,Literacy,2 or below,80.8
2012,Nunavut,62,Femmes,25 à 34 ans,Numeracy,2 or below,89.5
2012,Nunavut,62,Femmes,35 à 44 ans,Literacy,2 or below,79.4
2012,Nunavut,62,Femmes,35 à 44 ans,Numeracy,2 or below,87.0
2012,Nunavut,62,Femmes,45 à 54 ans,Literacy,2 or below,79.5
2012,Nunavut,62,Femmes,45 à 54 ans,Numeracy,2 or below,88.0
2012,Nunavut,62,Femmes,55 to 65 years,Literacy,2 or below,85.2
2012,Nunavut,62,Femmes,55 to 65 years,Numeracy,2 or below,88.6
2012,Canada,,Les deux sexes,Total age groups,Literacy,3 or above,51.5
2012,Canada,,Les deux sexes,Total age groups,Numeracy,3 or above,45.3
2012,Canada,,Les deux sexes,16 to 24 years,Literacy,3 or above,53.6
2012,Canada,,Les deux sexes,16 to 24 years,Numeracy,3 or above,46.6
2012,Canada,,Les deux sexes,25 à 34 ans,Literacy,3 or above,60.1
2012,Canada,,Les deux sexes,25 à 34 ans,Numeracy,3 or above,53.3
2012,Canada,,Les deux sexes,35 à 44 ans,Literacy,3 or above,57.6
2012,Canada,,Les deux sexes,35 à 44 ans,Numeracy,3 or above,51.0
2012,Canada,,Les deux sexes,45 à 54 ans,Literacy,3 or above,47.1
2012,Canada,,Les deux sexes,45 à 54 ans,Numeracy,3 or above,42.4
2012,Canada,,Les deux sexes,55 to 65 years,Literacy,3 or above,40.3
2012,Canada,,Les deux sexes,55 to 65 years,Numeracy,3 or above,34.2
2012,Canada,,Hommes,Total age groups,Literacy,3 or above,52.4
2012,Canada,,Hommes,Total age groups,Numeracy,3 or above,51.0
2012,Canada,,Hommes,16 to 24 years,Literacy,3 or above,52.9
2012,Canada,,Hommes,16 to 24 years,Numeracy,3 or above,50.1
2012,Canada,,Hommes,25 à 34 ans,Literacy,3 or above,59.8
2012,Canada,,Hommes,25 à 34 ans,Numeracy,3 or above,57.8
2012,Canada,,Hommes,35 à 44 ans,Literacy,3 or above,57.8
2012,Canada,,Hommes,35 à 44 ans,Numeracy,3 or above,56.9
2012,Canada,,Hommes,45 à 54 ans,Literacy,3 or above,49.3
2012,Canada,,Hommes,45 à 54 ans,Numeracy,3 or above,49.0
2012,Canada,,Hommes,55 to 65 years,Literacy,3 or above,42.7
2012,Canada,,Hommes,55 to 65 years,Numeracy,3 or above,41.8
2012,Canada,,Femmes,Total age groups,Literacy,3 or above,50.6
2012,Canada,,Femmes,Total age groups,Numeracy,3 or above,39.6
2012,Canada,,Femmes,16 to 24 years,Literacy,3 or above,54.4
2012,Canada,,Femmes,16 to 24 years,Numeracy,3 or above,43.0
2012,Canada,,Femmes,25 à 34 ans,Literacy,3 or above,60.4
2012,Canada,,Femmes,25 à 34 ans,Numeracy,3 or above,48.8
2012,Canada,,Femmes,35 à 44 ans,Literacy,3 or above,57.3
2012,Canada,,Femmes,35 à 44 ans,Numeracy,3 or above,45.0
2012,Canada,,Femmes,45 à 54 ans,Literacy,3 or above,44.8
2012,Canada,,Femmes,45 à 54 ans,Numeracy,3 or above,35.7
2012,Canada,,Femmes,55 to 65 years,Literacy,3 or above,37.9
2012,Canada,,Femmes,55 to 65 years,Numeracy,3 or above,26.9
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,Total age groups,Literacy,3 or above,43.2
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,Total age groups,Numeracy,3 or above,34.5
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,16 to 24 years,Literacy,3 or above,51.5
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,16 to 24 years,Numeracy,3 or above,45.4
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,25 à 34 ans,Literacy,3 or above,57.5
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,25 à 34 ans,Numeracy,3 or above,48.1
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,35 à 44 ans,Literacy,3 or above,51.9
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,35 à 44 ans,Numeracy,3 or above,43.3
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,45 à 54 ans,Literacy,3 or above,38.6
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,45 à 54 ans,Numeracy,3 or above,28.6
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,55 to 65 years,Literacy,3 or above,26.6
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,55 to 65 years,Numeracy,3 or above,17.9
2012,Terre-Neuve-et-Labrador,10,Hommes,Total age groups,Literacy,3 or above,42.7
2012,Terre-Neuve-et-Labrador,10,Hommes,Total age groups,Numeracy,3 or above,37.8
2012,Terre-Neuve-et-Labrador,10,Hommes,16 to 24 years,Literacy,3 or above,49.2
2012,Terre-Neuve-et-Labrador,10,Hommes,16 to 24 years,Numeracy,3 or above,46.7
2012,Terre-Neuve-et-Labrador,10,Hommes,25 à 34 ans,Literacy,3 or above,59.4
2012,Terre-Neuve-et-Labrador,10,Hommes,25 à 34 ans,Numeracy,3 or above,53.9
2012,Terre-Neuve-et-Labrador,10,Hommes,35 à 44 ans,Literacy,3 or above,48.6
2012,Terre-Neuve-et-Labrador,10,Hommes,35 à 44 ans,Numeracy,3 or above,45.5
2012,Terre-Neuve-et-Labrador,10,Hommes,45 à 54 ans,Literacy,3 or above,38.6
2012,Terre-Neuve-et-Labrador,10,Hommes,45 à 54 ans,Numeracy,3 or above,31.1
2012,Terre-Neuve-et-Labrador,10,Hommes,55 to 65 years,Literacy,3 or above,27.6
2012,Terre-Neuve-et-Labrador,10,Hommes,55 to 65 years,Numeracy,3 or above,22.6
2012,Terre-Neuve-et-Labrador,10,Femmes,Total age groups,Literacy,3 or above,43.6
2012,Terre-Neuve-et-Labrador,10,Femmes,Total age groups,Numeracy,3 or above,31.3
2012,Terre-Neuve-et-Labrador,10,Femmes,16 to 24 years,Literacy,3 or above,53.9
2012,Terre-Neuve-et-Labrador,10,Femmes,16 to 24 years,Numeracy,3 or above,44.0
2012,Terre-Neuve-et-Labrador,10,Femmes,25 à 34 ans,Literacy,3 or above,55.7
2012,Terre-Neuve-et-Labrador,10,Femmes,25 à 34 ans,Numeracy,3 or above,42.5
2012,Terre-Neuve-et-Labrador,10,Femmes,35 à 44 ans,Literacy,3 or above,54.9
2012,Terre-Neuve-et-Labrador,10,Femmes,35 à 44 ans,Numeracy,3 or above,41.4
2012,Terre-Neuve-et-Labrador,10,Femmes,45 à 54 ans,Literacy,3 or above,38.7
2012,Terre-Neuve-et-Labrador,10,Femmes,45 à 54 ans,Numeracy,3 or above,26.3
2012,Terre-Neuve-et-Labrador,10,Femmes,55 to 65 years,Literacy,3 or above,25.6
2012,Terre-Neuve-et-Labrador,10,Femmes,55 to 65 years,Numeracy,3 or above,13.3
2012,Île-du-Prince-Édouard,11,Les deux sexes,Total age groups,Literacy,3 or above,54.7
2012,Île-du-Prince-Édouard,11,Les deux sexes,Total age groups,Numeracy,3 or above,44.2
2012,Île-du-Prince-Édouard,11,Les deux sexes,16 to 24 years,Literacy,3 or above,55.9
2012,Île-du-Prince-Édouard,11,Les deux sexes,16 to 24 years,Numeracy,3 or above,45.7
2012,Île-du-Prince-Édouard,11,Les deux sexes,25 à 34 ans,Literacy,3 or above,67.7
2012,Île-du-Prince-Édouard,11,Les deux sexes,25 à 34 ans,Numeracy,3 or above,54.5
2012,Île-du-Prince-Édouard,11,Les deux sexes,35 à 44 ans,Literacy,3 or above,62.4
2012,Île-du-Prince-Édouard,11,Les deux sexes,35 à 44 ans,Numeracy,3 or above,49.7
2012,Île-du-Prince-Édouard,11,Les deux sexes,45 à 54 ans,Literacy,3 or above,48.8
2012,Île-du-Prince-Édouard,11,Les deux sexes,45 à 54 ans,Numeracy,3 or above,39.0
2012,Île-du-Prince-Édouard,11,Les deux sexes,55 to 65 years,Literacy,3 or above,44.8
2012,Île-du-Prince-Édouard,11,Les deux sexes,55 to 65 years,Numeracy,3 or above,37.1
2012,Île-du-Prince-Édouard,11,Hommes,Total age groups,Literacy,3 or above,52.4
2012,Île-du-Prince-Édouard,11,Hommes,Total age groups,Numeracy,3 or above,45.9
2012,Île-du-Prince-Édouard,11,Hommes,16 to 24 years,Literacy,3 or above,56.4
2012,Île-du-Prince-Édouard,11,Hommes,16 to 24 years,Numeracy,3 or above,47.9
2012,Île-du-Prince-Édouard,11,Hommes,25 à 34 ans,Literacy,3 or above,67.4
2012,Île-du-Prince-Édouard,11,Hommes,25 à 34 ans,Numeracy,3 or above,60.1
2012,Île-du-Prince-Édouard,11,Hommes,35 à 44 ans,Literacy,3 or above,59.1
2012,Île-du-Prince-Édouard,11,Hommes,35 à 44 ans,Numeracy,3 or above,51.1
2012,Île-du-Prince-Édouard,11,Hommes,45 à 54 ans,Literacy,3 or above,41.2
2012,Île-du-Prince-Édouard,11,Hommes,45 à 54 ans,Numeracy,3 or above,38.4
2012,Île-du-Prince-Édouard,11,Hommes,55 to 65 years,Literacy,3 or above,45.6
2012,Île-du-Prince-Édouard,11,Hommes,55 to 65 years,Numeracy,3 or above,38.6
2012,Île-du-Prince-Édouard,11,Femmes,Total age groups,Literacy,3 or above,56.9
2012,Île-du-Prince-Édouard,11,Femmes,Total age groups,Numeracy,3 or above,42.6
2012,Île-du-Prince-Édouard,11,Femmes,16 to 24 years,Literacy,3 or above,55.5
2012,Île-du-Prince-Édouard,11,Femmes,16 to 24 years,Numeracy,3 or above,43.5
2012,Île-du-Prince-Édouard,11,Femmes,25 à 34 ans,Literacy,3 or above,67.9
2012,Île-du-Prince-Édouard,11,Femmes,25 à 34 ans,Numeracy,3 or above,49.5
2012,Île-du-Prince-Édouard,11,Femmes,35 à 44 ans,Literacy,3 or above,65.6
2012,Île-du-Prince-Édouard,11,Femmes,35 à 44 ans,Numeracy,3 or above,48.3
2012,Île-du-Prince-Édouard,11,Femmes,45 à 54 ans,Literacy,3 or above,56.3
2012,Île-du-Prince-Édouard,11,Femmes,45 à 54 ans,Numeracy,3 or above,39.7
2012,Île-du-Prince-Édouard,11,Femmes,55 to 65 years,Literacy,3 or above,44.0
2012,Île-du-Prince-Édouard,11,Femmes,55 to 65 years,Numeracy,3 or above,35.6
2012,Nouvelle-Écosse,12,Les deux sexes,Total age groups,Literacy,3 or above,49.7
2012,Nouvelle-Écosse,12,Les deux sexes,Total age groups,Numeracy,3 or above,41.8
2012,Nouvelle-Écosse,12,Les deux sexes,16 to 24 years,Literacy,3 or above,45.6
2012,Nouvelle-Écosse,12,Les deux sexes,16 to 24 years,Numeracy,3 or above,38.7
2012,Nouvelle-Écosse,12,Les deux sexes,25 à 34 ans,Literacy,3 or above,62.3
2012,Nouvelle-Écosse,12,Les deux sexes,25 à 34 ans,Numeracy,3 or above,52.7
2012,Nouvelle-Écosse,12,Les deux sexes,35 à 44 ans,Literacy,3 or above,58.6
2012,Nouvelle-Écosse,12,Les deux sexes,35 à 44 ans,Numeracy,3 or above,50.2
2012,Nouvelle-Écosse,12,Les deux sexes,45 à 54 ans,Literacy,3 or above,47.5
2012,Nouvelle-Écosse,12,Les deux sexes,45 à 54 ans,Numeracy,3 or above,38.9
2012,Nouvelle-Écosse,12,Les deux sexes,55 to 65 years,Literacy,3 or above,38.8
2012,Nouvelle-Écosse,12,Les deux sexes,55 to 65 years,Numeracy,3 or above,32.4
2012,Nouvelle-Écosse,12,Hommes,Total age groups,Literacy,3 or above,50.7
2012,Nouvelle-Écosse,12,Hommes,Total age groups,Numeracy,3 or above,48.0
2012,Nouvelle-Écosse,12,Hommes,16 to 24 years,Literacy,3 or above,48.8
2012,Nouvelle-Écosse,12,Hommes,16 to 24 years,Numeracy,3 or above,45.2
2012,Nouvelle-Écosse,12,Hommes,25 à 34 ans,Literacy,3 or above,67.3
2012,Nouvelle-Écosse,12,Hommes,25 à 34 ans,Numeracy,3 or above,64.6
2012,Nouvelle-Écosse,12,Hommes,35 à 44 ans,Literacy,3 or above,57.5
2012,Nouvelle-Écosse,12,Hommes,35 à 44 ans,Numeracy,3 or above,55.0
2012,Nouvelle-Écosse,12,Hommes,45 à 54 ans,Literacy,3 or above,44.7
2012,Nouvelle-Écosse,12,Hommes,45 à 54 ans,Numeracy,3 or above,41.0
2012,Nouvelle-Écosse,12,Hommes,55 to 65 years,Literacy,3 or above,41.3
2012,Nouvelle-Écosse,12,Hommes,55 to 65 years,Numeracy,3 or above,40.2
2012,Nouvelle-Écosse,12,Femmes,Total age groups,Literacy,3 or above,48.8
2012,Nouvelle-Écosse,12,Femmes,Total age groups,Numeracy,3 or above,35.9
2012,Nouvelle-Écosse,12,Femmes,16 to 24 years,Literacy,3 or above,42.5
2012,Nouvelle-Écosse,12,Femmes,16 to 24 years,Numeracy,3 or above,32.4
2012,Nouvelle-Écosse,12,Femmes,25 à 34 ans,Literacy,3 or above,57.8
2012,Nouvelle-Écosse,12,Femmes,25 à 34 ans,Numeracy,3 or above,42.1
2012,Nouvelle-Écosse,12,Femmes,35 à 44 ans,Literacy,3 or above,59.6
2012,Nouvelle-Écosse,12,Femmes,35 à 44 ans,Numeracy,3 or above,45.8
2012,Nouvelle-Écosse,12,Femmes,45 à 54 ans,Literacy,3 or above,50.2
2012,Nouvelle-Écosse,12,Femmes,45 à 54 ans,Numeracy,3 or above,36.9
2012,Nouvelle-Écosse,12,Femmes,55 to 65 years,Literacy,3 or above,36.5
2012,Nouvelle-Écosse,12,Femmes,55 to 65 years,Numeracy,3 or above,24.9
2012,Nouveau-Brunswick,13,Les deux sexes,Total age groups,Literacy,3 or above,46.5
2012,Nouveau-Brunswick,13,Les deux sexes,Total age groups,Numeracy,3 or above,36.9
