Year,Source,Géographie,GeoCode,Value
2007,Bâtiments,Territoires du Nord-Ouest,61,0.276
2007,Déchets et autres,Territoires du Nord-Ouest,61,0.032
2007,Agriculture,Territoires du Nord-Ouest,61,0.0
2007,Inventaire provincial,Nouvelle-Écosse,12,22.625
2007,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,1.328
2007,Transports,Nouvelle-Écosse,12,4.718
2007,Industrie lourde,Nouvelle-Écosse,12,0.792
2007,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.654
2007,Bâtiments,Nouvelle-Écosse,12,2.888
2007,Déchets et autres,Nouvelle-Écosse,12,0.495
2007,Agriculture,Nouvelle-Écosse,12,0.518
2007,Inventaire territorial,Nunavut,62,0.7
2007,Transports,Nunavut,62,0.341
2007,Industrie lourde,Nunavut,62,0.175
2007,Bâtiments,Nunavut,62,0.056
2007,Déchets et autres,Nunavut,62,0.024
2007,Inventaire provincial,Ontario,35,199.029
2007,Exploitation pétrolière et gazière,Ontario,35,11.938
2007,Transports,Ontario,35,55.206
2007,Industrie lourde,Ontario,35,34.812
2007,"Fabrication légère, construction et ressources forestières",Ontario,35,10.633
2007,Bâtiments,Ontario,35,35.134
2007,Déchets et autres,Ontario,35,7.711
2007,Agriculture,Ontario,35,11.052
2007,Inventaire provincial,Île-du-Prince-Édouard,11,1.92
2007,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2007,Transports,Île-du-Prince-Édouard,11,0.727
2007,Industrie lourde,Île-du-Prince-Édouard,11,0.006
2007,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.229
2007,Bâtiments,Île-du-Prince-Édouard,11,0.524
2007,Déchets et autres,Île-du-Prince-Édouard,11,0.086
2007,Agriculture,Île-du-Prince-Édouard,11,0.343
2007,Inventaire provincial,Québec,24,86.742
2007,Exploitation pétrolière et gazière,Québec,24,4.608
2007,Transports,Québec,24,31.949
2007,Industrie lourde,Québec,24,19.695
2007,"Fabrication légère, construction et ressources forestières",Québec,24,4.447
2007,Bâtiments,Québec,24,11.427
2007,Déchets et autres,Québec,24,4.491
2007,Agriculture,Québec,24,8.505
2007,Inventaire provincial,Saskatchewan,47,83.104
2007,Exploitation pétrolière et gazière,Saskatchewan,47,39.138
2007,Transports,Saskatchewan,47,8.002
2007,Industrie lourde,Saskatchewan,47,2.575
2007,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.86
2007,Bâtiments,Saskatchewan,47,3.123
2007,Déchets et autres,Saskatchewan,47,1.356
2007,Agriculture,Saskatchewan,47,13.589
2007,Inventaire territorial,Yukon,60,0.626
2007,Exploitation pétrolière et gazière,Yukon,60,0.099
2007,Transports,Yukon,60,0.337
2007,Industrie lourde,Yukon,60,0.035
2007,"Fabrication légère, construction et ressources forestières",Yukon,60,0.014
2007,Bâtiments,Yukon,60,0.096
2007,Déchets et autres,Yukon,60,0.027
2007,Agriculture,Yukon,60,0.001
2008,Inventaire provincial,Alberta,48,266.713
2008,Exploitation pétrolière et gazière,Alberta,48,129.48
2008,Transports,Alberta,48,26.454
2008,Industrie lourde,Alberta,48,16.423
2008,"Fabrication légère, construction et ressources forestières",Alberta,48,3.098
2008,Bâtiments,Alberta,48,18.31
2008,Déchets et autres,Alberta,48,3.51
2008,Agriculture,Alberta,48,20.322
2008,Inventaire provincial,Colombie-Britannique,59,62.077
2008,Exploitation pétrolière et gazière,Colombie-Britannique,59,15.073
2008,Transports,Colombie-Britannique,59,20.119
2008,Industrie lourde,Colombie-Britannique,59,6.668
2008,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,3.121
2008,Bâtiments,Colombie-Britannique,59,8.484
2008,Déchets et autres,Colombie-Britannique,59,2.909
2008,Agriculture,Colombie-Britannique,59,2.496
2008,Exploitation pétrolière et gazière,Canada,,205.632
2008,Transports,Canada,,162.154
2008,Industrie lourde,Canada,,85.087
2008,"Fabrication légère, construction et ressources forestières",Canada,,24.433
2008,Bâtiments,Canada,,85.258
2008,Déchets et autres,Canada,,23.327
2008,Agriculture,Canada,,63.987
2008,Inventaire provincial,Manitoba,46,21.355
2008,Exploitation pétrolière et gazière,Manitoba,46,0.769
2008,Transports,Manitoba,46,5.805
2008,Industrie lourde,Manitoba,46,1.732
2008,"Fabrication légère, construction et ressources forestières",Manitoba,46,1.128
2008,Bâtiments,Manitoba,46,2.785
2008,Déchets et autres,Manitoba,46,1.354
2008,Agriculture,Manitoba,46,7.332
2008,Inventaire provincial,Nouveau-Brunswick,13,18.115
2008,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,3.022
2008,Transports,Nouveau-Brunswick,13,4.131
2008,Industrie lourde,Nouveau-Brunswick,13,1.019
2008,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.69
2008,Bâtiments,Nouveau-Brunswick,13,1.553
2008,Déchets et autres,Nouveau-Brunswick,13,0.666
2008,Agriculture,Nouveau-Brunswick,13,0.484
2008,Inventaire provincial,Terre-Neuve-et-Labrador,10,10.888
2008,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.596
2008,Transports,Terre-Neuve-et-Labrador,10,3.715
2008,Industrie lourde,Terre-Neuve-et-Labrador,10,1.8
2008,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.219
2008,Bâtiments,Terre-Neuve-et-Labrador,10,0.907
2008,Déchets et autres,Terre-Neuve-et-Labrador,10,0.643
2008,Agriculture,Terre-Neuve-et-Labrador,10,0.083
2008,Inventaire territorial,Territoires du Nord-Ouest,61,1.601
2008,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.128
2008,Transports,Territoires du Nord-Ouest,61,0.662
2008,Industrie lourde,Territoires du Nord-Ouest,61,0.32
2008,Bâtiments,Territoires du Nord-Ouest,61,0.35
2008,Déchets et autres,Territoires du Nord-Ouest,61,0.032
2008,Inventaire provincial,Nouvelle-Écosse,12,20.715
2008,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,1.464
2008,Transports,Nouvelle-Écosse,12,4.792
2008,Industrie lourde,Nouvelle-Écosse,12,0.828
2008,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.591
2008,Bâtiments,Nouvelle-Écosse,12,2.699
2008,Déchets et autres,Nouvelle-Écosse,12,0.508
2008,Agriculture,Nouvelle-Écosse,12,0.5
2008,Inventaire territorial,Nunavut,62,0.677
2008,Transports,Nunavut,62,0.333
2008,Industrie lourde,Nunavut,62,0.135
2008,Bâtiments,Nunavut,62,0.057
2008,Déchets et autres,Nunavut,62,0.025
2008,Inventaire provincial,Ontario,35,191.207
2008,Exploitation pétrolière et gazière,Ontario,35,11.209
2008,Transports,Ontario,35,54.633
2008,Industrie lourde,Ontario,35,34.15
2008,"Fabrication légère, construction et ressources forestières",Ontario,35,10.213
2008,Bâtiments,Ontario,35,35.663
2008,Déchets et autres,Ontario,35,7.815
2008,Agriculture,Ontario,35,10.684
2008,Inventaire provincial,Île-du-Prince-Édouard,11,1.832
2008,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2008,Transports,Île-du-Prince-Édouard,11,0.721
2008,Industrie lourde,Île-du-Prince-Édouard,11,0.005
2008,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.207
2008,Bâtiments,Île-du-Prince-Édouard,11,0.48
2008,Déchets et autres,Île-du-Prince-Édouard,11,0.089
2008,Agriculture,Île-du-Prince-Édouard,11,0.326
2008,Inventaire provincial,Québec,24,82.949
2008,Exploitation pétrolière et gazière,Québec,24,4.41
2008,Transports,Québec,24,31.926
2008,Industrie lourde,Québec,24,18.989
2008,"Fabrication légère, construction et ressources forestières",Québec,24,4.176
2008,Bâtiments,Québec,24,10.541
2008,Déchets et autres,Québec,24,4.39
2008,Agriculture,Québec,24,8.028
2008,Inventaire provincial,Saskatchewan,47,82.456
2008,Exploitation pétrolière et gazière,Saskatchewan,47,37.424
2008,Transports,Saskatchewan,47,8.526
2008,Industrie lourde,Saskatchewan,47,2.983
2008,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.918
2008,Bâtiments,Saskatchewan,47,3.323
2008,Déchets et autres,Saskatchewan,47,1.361
2008,Agriculture,Saskatchewan,47,13.731
2008,Inventaire territorial,Yukon,60,0.62
2008,Exploitation pétrolière et gazière,Yukon,60,0.057
2008,Transports,Yukon,60,0.338
2008,Industrie lourde,Yukon,60,0.035
2008,"Fabrication légère, construction et ressources forestières",Yukon,60,0.039
2008,Bâtiments,Yukon,60,0.106
2008,Déchets et autres,Yukon,60,0.027
2008,Agriculture,Yukon,60,0.001
2009,Inventaire provincial,Alberta,48,259.871
2009,Exploitation pétrolière et gazière,Alberta,48,128.42
2009,Transports,Alberta,48,26.429
2009,Industrie lourde,Alberta,48,15.299
2009,"Fabrication légère, construction et ressources forestières",Alberta,48,2.528
2009,Bâtiments,Alberta,48,18.272
2009,Déchets et autres,Alberta,48,3.62
2009,Agriculture,Alberta,48,19.035
2009,Inventaire provincial,Colombie-Britannique,59,58.639
2009,Exploitation pétrolière et gazière,Colombie-Britannique,59,14.679
2009,Transports,Colombie-Britannique,59,19.516
2009,Industrie lourde,Colombie-Britannique,59,6.131
2009,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,2.168
2009,Bâtiments,Colombie-Britannique,59,8.161
2009,Déchets et autres,Colombie-Britannique,59,2.987
2009,Agriculture,Colombie-Britannique,59,2.27
2009,Exploitation pétrolière et gazière,Canada,,200.198
2009,Transports,Canada,,161.116
2009,Industrie lourde,Canada,,71.864
2009,"Fabrication légère, construction et ressources forestières",Canada,,20.985
2009,Bâtiments,Canada,,83.652
2009,Déchets et autres,Canada,,22.123
2009,Agriculture,Canada,,61.108
2009,Inventaire provincial,Manitoba,46,19.847
2009,Exploitation pétrolière et gazière,Manitoba,46,0.675
2009,Transports,Manitoba,46,5.748
2009,Industrie lourde,Manitoba,46,1.602
2009,"Fabrication légère, construction et ressources forestières",Manitoba,46,0.938
2009,Bâtiments,Manitoba,46,2.645
2009,Déchets et autres,Manitoba,46,1.37
2009,Agriculture,Manitoba,46,6.664
2009,Inventaire provincial,Nouveau-Brunswick,13,17.779
2009,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,3.363
2009,Transports,Nouveau-Brunswick,13,3.864
2009,Industrie lourde,Nouveau-Brunswick,13,1.02
2009,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.614
2009,Bâtiments,Nouveau-Brunswick,13,1.314
2009,Déchets et autres,Nouveau-Brunswick,13,0.658
2009,Agriculture,Nouveau-Brunswick,13,0.517
2009,Inventaire provincial,Terre-Neuve-et-Labrador,10,10.203
2009,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.694
2009,Transports,Terre-Neuve-et-Labrador,10,3.417
2009,Industrie lourde,Terre-Neuve-et-Labrador,10,1.612
2009,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.252
2009,Bâtiments,Terre-Neuve-et-Labrador,10,0.752
2009,Déchets et autres,Terre-Neuve-et-Labrador,10,0.567
2009,Agriculture,Terre-Neuve-et-Labrador,10,0.084
2009,Inventaire territorial,Territoires du Nord-Ouest,61,1.465
2009,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.045
2009,Transports,Territoires du Nord-Ouest,61,0.56
2009,Industrie lourde,Territoires du Nord-Ouest,61,0.385
2009,Bâtiments,Territoires du Nord-Ouest,61,0.365
2009,Déchets et autres,Territoires du Nord-Ouest,61,0.033
2009,Inventaire provincial,Nouvelle-Écosse,12,20.121
2009,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,1.502
2009,Transports,Nouvelle-Écosse,12,4.631
2009,Industrie lourde,Nouvelle-Écosse,12,0.593
2009,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.518
2009,Bâtiments,Nouvelle-Écosse,12,2.651
2009,Déchets et autres,Nouvelle-Écosse,12,0.478
2009,Agriculture,Nouvelle-Écosse,12,0.47
2009,Inventaire territorial,Nunavut,62,0.647
2009,Transports,Nunavut,62,0.295
2009,Industrie lourde,Nunavut,62,0.144
2009,Bâtiments,Nunavut,62,0.058
2009,Déchets et autres,Nunavut,62,0.026
2009,Inventaire provincial,Ontario,35,165.778
2009,Exploitation pétrolière et gazière,Ontario,35,10.049
2009,Transports,Ontario,35,55.298
2009,Industrie lourde,Ontario,35,25.71
2009,"Fabrication légère, construction et ressources forestières",Ontario,35,8.572
2009,Bâtiments,Ontario,35,33.803
2009,Déchets et autres,Ontario,35,7.415
2009,Agriculture,Ontario,35,10.584
2009,Inventaire provincial,Île-du-Prince-Édouard,11,1.81
2009,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2009,Transports,Île-du-Prince-Édouard,11,0.7
2009,Industrie lourde,Île-du-Prince-Édouard,11,0.004
2009,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.187
2009,Bâtiments,Île-du-Prince-Édouard,11,0.506
2009,Déchets et autres,Île-du-Prince-Édouard,11,0.088
2009,Agriculture,Île-du-Prince-Édouard,11,0.318
2009,Inventaire provincial,Québec,24,81.001
2009,Exploitation pétrolière et gazière,Québec,24,4.269
2009,Transports,Québec,24,31.271
2009,Industrie lourde,Québec,24,17.275
2009,"Fabrication légère, construction et ressources forestières",Québec,24,4.407
2009,Bâtiments,Québec,24,11.354
2009,Déchets et autres,Québec,24,3.488
2009,Agriculture,Québec,24,8.256
2009,Inventaire provincial,Saskatchewan,47,79.367
2009,Exploitation pétrolière et gazière,Saskatchewan,47,34.48
2009,Transports,Saskatchewan,47,9.037
2009,Industrie lourde,Saskatchewan,47,2.051
2009,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.749
2009,Bâtiments,Saskatchewan,47,3.684
2009,Déchets et autres,Saskatchewan,47,1.367
2009,Agriculture,Saskatchewan,47,12.91
2009,Inventaire territorial,Yukon,60,0.579
2009,Exploitation pétrolière et gazière,Yukon,60,0.022
2009,Transports,Yukon,60,0.35
2009,Industrie lourde,Yukon,60,0.037
2009,"Fabrication légère, construction et ressources forestières",Yukon,60,0.037
2009,Bâtiments,Yukon,60,0.087
2009,Déchets et autres,Yukon,60,0.028
2009,Agriculture,Yukon,60,0.002
2010,Inventaire provincial,Alberta,48,269.028
2010,Exploitation pétrolière et gazière,Alberta,48,135.201
2010,Transports,Alberta,48,27.703
2010,Industrie lourde,Alberta,48,16.674
2010,"Fabrication légère, construction et ressources forestières",Alberta,48,2.897
2010,Bâtiments,Alberta,48,18.039
2010,Déchets et autres,Alberta,48,3.639
2010,Agriculture,Alberta,48,19.067
2010,Inventaire provincial,Colombie-Britannique,59,59.484
2010,Exploitation pétrolière et gazière,Colombie-Britannique,59,14.868
2010,Transports,Colombie-Britannique,59,19.643
2010,Industrie lourde,Colombie-Britannique,59,5.967
2010,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,2.38
2010,Bâtiments,Colombie-Britannique,59,8.182
2010,Déchets et autres,Colombie-Britannique,59,2.928
2010,Agriculture,Colombie-Britannique,59,2.482
2010,Exploitation pétrolière et gazière,Canada,,205.919
2010,Transports,Canada,,165.618
2010,Industrie lourde,Canada,,75.814
2010,"Fabrication légère, construction et ressources forestières",Canada,,22.536
2010,Bâtiments,Canada,,81.478
2010,Déchets et autres,Canada,,21.701
2010,Agriculture,Canada,,61.188
2010,Inventaire provincial,Manitoba,46,19.421
2010,Exploitation pétrolière et gazière,Manitoba,46,0.598
2010,Transports,Manitoba,46,5.948
2010,Industrie lourde,Manitoba,46,1.309
2010,"Fabrication légère, construction et ressources forestières",Manitoba,46,0.936
2010,Bâtiments,Manitoba,46,2.607
2010,Déchets et autres,Manitoba,46,1.392
2010,Agriculture,Manitoba,46,6.533
2010,Inventaire provincial,Nouveau-Brunswick,13,17.787
2010,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,4.196
2010,Transports,Nouveau-Brunswick,13,4.121
2010,Industrie lourde,Nouveau-Brunswick,13,1.119
2010,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.76
2010,Bâtiments,Nouveau-Brunswick,13,1.519
2010,Déchets et autres,Nouveau-Brunswick,13,0.651
2010,Agriculture,Nouveau-Brunswick,13,0.588
2010,Inventaire provincial,Terre-Neuve-et-Labrador,10,10.248
2010,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.565
2010,Transports,Terre-Neuve-et-Labrador,10,3.505
2010,Industrie lourde,Terre-Neuve-et-Labrador,10,1.638
2010,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.328
2010,Bâtiments,Terre-Neuve-et-Labrador,10,0.806
2010,Déchets et autres,Terre-Neuve-et-Labrador,10,0.568
2010,Agriculture,Terre-Neuve-et-Labrador,10,0.101
2010,Inventaire territorial,Territoires du Nord-Ouest,61,1.489
2010,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.129
2010,Transports,Territoires du Nord-Ouest,61,0.486
2010,Industrie lourde,Territoires du Nord-Ouest,61,0.44
2010,Bâtiments,Territoires du Nord-Ouest,61,0.323
2010,Déchets et autres,Territoires du Nord-Ouest,61,0.033
2010,Inventaire provincial,Nouvelle-Écosse,12,20.094
2010,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,1.49
2010,Transports,Nouvelle-Écosse,12,4.704
2010,Industrie lourde,Nouvelle-Écosse,12,0.744
2010,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.582
2010,Bâtiments,Nouvelle-Écosse,12,2.617
2010,Déchets et autres,Nouvelle-Écosse,12,0.488
2010,Agriculture,Nouvelle-Écosse,12,0.483
2010,Inventaire territorial,Nunavut,62,0.651
2010,Transports,Nunavut,62,0.296
2010,Industrie lourde,Nunavut,62,0.144
2010,Bâtiments,Nunavut,62,0.06
2010,Déchets et autres,Nunavut,62,0.027
2010,Inventaire provincial,Ontario,35,173.969
2010,Exploitation pétrolière et gazière,Ontario,35,10.03
2010,Transports,Ontario,35,57.085
2010,Industrie lourde,Ontario,35,28.445
2010,"Fabrication légère, construction et ressources forestières",Ontario,35,8.806
2010,Bâtiments,Ontario,35,32.847
2010,Déchets et autres,Ontario,35,7.025
2010,Agriculture,Ontario,35,10.815
2010,Inventaire provincial,Île-du-Prince-Édouard,11,1.843
2010,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2010,Transports,Île-du-Prince-Édouard,11,0.713
2010,Industrie lourde,Île-du-Prince-Édouard,11,0.004
2010,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.246
2010,Bâtiments,Île-du-Prince-Édouard,11,0.469
2010,Déchets et autres,Île-du-Prince-Édouard,11,0.087
2010,Agriculture,Île-du-Prince-Édouard,11,0.323
2010,Inventaire provincial,Québec,24,78.917
2010,Exploitation pétrolière et gazière,Québec,24,3.138
2010,Transports,Québec,24,31.608
2010,Industrie lourde,Québec,24,16.789
2010,"Fabrication légère, construction et ressources forestières",Québec,24,4.809
2010,Bâtiments,Québec,24,10.307
2010,Déchets et autres,Québec,24,3.458
2010,Agriculture,Québec,24,8.35
2010,Inventaire provincial,Saskatchewan,47,78.755
2010,Exploitation pétrolière et gazière,Saskatchewan,47,33.674
2010,Transports,Saskatchewan,47,9.409
2010,Industrie lourde,Saskatchewan,47,2.482
2010,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.747
2010,Bâtiments,Saskatchewan,47,3.619
2010,Déchets et autres,Saskatchewan,47,1.376
2010,Agriculture,Saskatchewan,47,12.443
2010,Inventaire territorial,Yukon,60,0.648
2010,Exploitation pétrolière et gazière,Yukon,60,0.03
2010,Transports,Yukon,60,0.398
2010,Industrie lourde,Yukon,60,0.059
2010,"Fabrication légère, construction et ressources forestières",Yukon,60,0.031
2010,Bâtiments,Yukon,60,0.081
2010,Déchets et autres,Yukon,60,0.028
2010,Agriculture,Yukon,60,0.003
2011,Inventaire provincial,Alberta,48,277.403
2011,Exploitation pétrolière et gazière,Alberta,48,141.866
2011,Transports,Alberta,48,26.346
2011,Industrie lourde,Alberta,48,18.312
2011,"Fabrication légère, construction et ressources forestières",Alberta,48,3.129
2011,Bâtiments,Alberta,48,19.185
2011,Déchets et autres,Alberta,48,3.736
2011,Agriculture,Alberta,48,19.05
2011,Inventaire provincial,Colombie-Britannique,59,58.343
2011,Exploitation pétrolière et gazière,Colombie-Britannique,59,15.279
2011,Transports,Colombie-Britannique,59,18.444
2011,Industrie lourde,Colombie-Britannique,59,6.146
2011,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,2.446
2011,Bâtiments,Colombie-Britannique,59,8.269
2011,Déchets et autres,Colombie-Britannique,59,2.928
2011,Agriculture,Colombie-Britannique,59,2.448
2011,Exploitation pétrolière et gazière,Canada,,212.058
2011,Transports,Canada,,163.818
2011,Industrie lourde,Canada,,81.851
2011,"Fabrication légère, construction et ressources forestières",Canada,,23.941
2011,Bâtiments,Canada,,85.896
2011,Déchets et autres,Canada,,21.63
2011,Agriculture,Canada,,61.825
2011,Inventaire provincial,Manitoba,46,19.164
2011,Exploitation pétrolière et gazière,Manitoba,46,0.704
2011,Transports,Manitoba,46,5.736
2011,Industrie lourde,Manitoba,46,1.273
2011,"Fabrication légère, construction et ressources forestières",Manitoba,46,0.959
2011,Bâtiments,Manitoba,46,2.648
2011,Déchets et autres,Manitoba,46,1.408
2011,Agriculture,Manitoba,46,6.307
2011,Inventaire provincial,Nouveau-Brunswick,13,17.914
2011,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,3.595
2011,Transports,Nouveau-Brunswick,13,4.8
2011,Industrie lourde,Nouveau-Brunswick,13,1.235
2011,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.722
2011,Bâtiments,Nouveau-Brunswick,13,1.927
2011,Déchets et autres,Nouveau-Brunswick,13,0.67
2011,Agriculture,Nouveau-Brunswick,13,0.572
2011,Inventaire provincial,Terre-Neuve-et-Labrador,10,10.419
2011,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.226
2011,Transports,Terre-Neuve-et-Labrador,10,3.996
2011,Industrie lourde,Terre-Neuve-et-Labrador,10,1.412
2011,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.386
2011,Bâtiments,Terre-Neuve-et-Labrador,10,0.913
2011,Déchets et autres,Terre-Neuve-et-Labrador,10,0.572
2011,Agriculture,Terre-Neuve-et-Labrador,10,0.122
2011,Inventaire territorial,Territoires du Nord-Ouest,61,1.486
2011,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.1
2011,Transports,Territoires du Nord-Ouest,61,0.591
2011,Industrie lourde,Territoires du Nord-Ouest,61,0.318
2011,Bâtiments,Territoires du Nord-Ouest,61,0.326
2011,Déchets et autres,Territoires du Nord-Ouest,61,0.034
2011,Inventaire provincial,Nouvelle-Écosse,12,20.622
2011,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,1.593
2011,Transports,Nouvelle-Écosse,12,5.073
2011,Industrie lourde,Nouvelle-Écosse,12,0.763
2011,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.583
2011,Bâtiments,Nouvelle-Écosse,12,2.983
2011,Déchets et autres,Nouvelle-Écosse,12,0.48
2011,Agriculture,Nouvelle-Écosse,12,0.521
2011,Inventaire territorial,Nunavut,62,0.726
2011,Transports,Nunavut,62,0.313
2011,Industrie lourde,Nunavut,62,0.197
2011,Bâtiments,Nunavut,62,0.062
2011,Déchets et autres,Nunavut,62,0.028
2011,Inventaire provincial,Ontario,35,171.991
2011,Exploitation pétrolière et gazière,Ontario,35,9.629
2011,Transports,Ontario,35,56.736
2011,Industrie lourde,Ontario,35,30.572
2011,"Fabrication légère, construction et ressources forestières",Ontario,35,9.224
2011,Bâtiments,Ontario,35,35.267
2011,Déchets et autres,Ontario,35,7.176
2011,Agriculture,Ontario,35,11.231
2011,Inventaire provincial,Île-du-Prince-Édouard,11,1.996
2011,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2011,Transports,Île-du-Prince-Édouard,11,0.786
2011,Industrie lourde,Île-du-Prince-Édouard,11,0.005
2011,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.208
2011,Bâtiments,Île-du-Prince-Édouard,11,0.582
2011,Déchets et autres,Île-du-Prince-Édouard,11,0.085
2011,Agriculture,Île-du-Prince-Édouard,11,0.329
2011,Inventaire provincial,Québec,24,80.527
2011,Exploitation pétrolière et gazière,Québec,24,2.731
2011,Transports,Québec,24,32.141
2011,Industrie lourde,Québec,24,18.184
2011,"Fabrication légère, construction et ressources forestières",Québec,24,5.357
2011,Bâtiments,Québec,24,10.234
2011,Déchets et autres,Québec,24,3.099
2011,Agriculture,Québec,24,8.35
2011,Inventaire provincial,Saskatchewan,47,78.925
2011,Exploitation pétrolière et gazière,Saskatchewan,47,34.312
2011,Transports,Saskatchewan,47,8.488
2011,Industrie lourde,Saskatchewan,47,3.327
2011,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.841
2011,Bâtiments,Saskatchewan,47,3.402
2011,Déchets et autres,Saskatchewan,47,1.385
2011,Agriculture,Saskatchewan,47,12.888
2011,Inventaire territorial,Yukon,60,0.684
2011,Exploitation pétrolière et gazière,Yukon,60,0.023
2011,Transports,Yukon,60,0.368
2011,Industrie lourde,Yukon,60,0.106
2011,"Fabrication légère, construction et ressources forestières",Yukon,60,0.028
2011,Bâtiments,Yukon,60,0.098
2011,Déchets et autres,Yukon,60,0.029
2011,Agriculture,Yukon,60,0.005
2012,Inventaire provincial,Alberta,48,284.664
2012,Exploitation pétrolière et gazière,Alberta,48,146.553
2012,Transports,Alberta,48,27.401
2012,Industrie lourde,Alberta,48,18.291
2012,"Fabrication légère, construction et ressources forestières",Alberta,48,3.028
2012,Bâtiments,Alberta,48,22.85
2012,Déchets et autres,Alberta,48,3.857
2012,Agriculture,Alberta,48,19.336
2012,Inventaire provincial,Colombie-Britannique,59,58.618
2012,Exploitation pétrolière et gazière,Colombie-Britannique,59,14.688
2012,Transports,Colombie-Britannique,59,19.327
2012,Industrie lourde,Colombie-Britannique,59,6.056
2012,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,2.676
2012,Bâtiments,Colombie-Britannique,59,7.992
2012,Déchets et autres,Colombie-Britannique,59,2.707
2012,Agriculture,Colombie-Britannique,59,2.604
2012,Exploitation pétrolière et gazière,Canada,,218.643
2012,Transports,Canada,,164.165
2012,Industrie lourde,Canada,,81.926
2012,"Fabrication légère, construction et ressources forestières",Canada,,23.812
2012,Bâtiments,Canada,,84.377
2012,Déchets et autres,Canada,,21.546
2012,Agriculture,Canada,,63.859
2012,Inventaire provincial,Manitoba,46,20.581
2012,Exploitation pétrolière et gazière,Manitoba,46,0.773
2012,Transports,Manitoba,46,6.601
2012,Industrie lourde,Manitoba,46,1.181
2012,"Fabrication légère, construction et ressources forestières",Manitoba,46,1.159
2012,Bâtiments,Manitoba,46,2.492
2012,Déchets et autres,Manitoba,46,1.426
2012,Agriculture,Manitoba,46,6.836
2012,Inventaire provincial,Nouveau-Brunswick,13,16.33
2012,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,3.466
2012,Transports,Nouveau-Brunswick,13,4.447
2012,Industrie lourde,Nouveau-Brunswick,13,1.098
2012,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.55
2012,Bâtiments,Nouveau-Brunswick,13,1.887
2012,Déchets et autres,Nouveau-Brunswick,13,0.626
2012,Agriculture,Nouveau-Brunswick,13,0.561
2012,Inventaire provincial,Terre-Neuve-et-Labrador,10,10.082
2012,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.256
