Year,Personnes à faible revenu,Géographie,GeoCode,Value
2023,Toutes les personnes,Ontario,35,11.3
2015,Personnes de 18 à 64 ans,Ontario,35,16.4
2016,Personnes de 18 à 64 ans,Ontario,35,15.0
2017,Personnes de 18 à 64 ans,Ontario,35,14.1
2018,Personnes de 18 à 64 ans,Ontario,35,13.2
2019,Personnes de 18 à 64 ans,Ontario,35,12.1
2020,Personnes de 18 à 64 ans,Ontario,35,8.3
2021,Personnes de 18 à 64 ans,Ontario,35,8.9
2022,Personnes de 18 à 64 ans,Ontario,35,12.2
2023,Personnes de 18 à 64 ans,Ontario,35,12.8
2015,Personnes de 65 ans et plus,Ontario,35,6.1
2016,Personnes de 65 ans et plus,Ontario,35,6.7
2017,Personnes de 65 ans et plus,Ontario,35,5.6
2018,Personnes de 65 ans et plus,Ontario,35,5.7
2019,Personnes de 65 ans et plus,Ontario,35,6.1
2020,Personnes de 65 ans et plus,Ontario,35,3.3
2021,Personnes de 65 ans et plus,Ontario,35,5.2
2022,Personnes de 65 ans et plus,Ontario,35,7.0
2023,Personnes de 65 ans et plus,Ontario,35,5.4
2015,Personnes de moins de 18 ans,Ontario,35,18.0
2016,Personnes de moins de 18 ans,Ontario,35,15.2
2017,Personnes de moins de 18 ans,Ontario,35,12.2
2018,Personnes de moins de 18 ans,Ontario,35,11.6
2019,Personnes de moins de 18 ans,Ontario,35,11.2
2020,Personnes de moins de 18 ans,Ontario,35,5.6
2021,Personnes de moins de 18 ans,Ontario,35,6.8
2022,Personnes de moins de 18 ans,Ontario,35,11.2
2023,Personnes de moins de 18 ans,Ontario,35,12.0
2015,Toutes les personnes,"Ottawa-Gatineau, Ontario/Québec",,13.4
2016,Toutes les personnes,"Ottawa-Gatineau, Ontario/Québec",,10.7
2017,Toutes les personnes,"Ottawa-Gatineau, Ontario/Québec",,10.9
2018,Toutes les personnes,"Ottawa-Gatineau, Ontario/Québec",,11.3
2019,Toutes les personnes,"Ottawa-Gatineau, Ontario/Québec",,8.5
2020,Toutes les personnes,"Ottawa-Gatineau, Ontario/Québec",,5.6
2021,Toutes les personnes,"Ottawa-Gatineau, Ontario/Québec",,6.6
2022,Toutes les personnes,"Ottawa-Gatineau, Ontario/Québec",,9.1
2023,Toutes les personnes,"Ottawa-Gatineau, Ontario/Québec",,8.5
2015,Personnes de 18 à 64 ans,"Ottawa-Gatineau, Ontario/Québec",,15.0
2016,Personnes de 18 à 64 ans,"Ottawa-Gatineau, Ontario/Québec",,12.5
2017,Personnes de 18 à 64 ans,"Ottawa-Gatineau, Ontario/Québec",,12.6
2018,Personnes de 18 à 64 ans,"Ottawa-Gatineau, Ontario/Québec",,13.2
2019,Personnes de 18 à 64 ans,"Ottawa-Gatineau, Ontario/Québec",,9.4
2020,Personnes de 18 à 64 ans,"Ottawa-Gatineau, Ontario/Québec",,7.4
2021,Personnes de 18 à 64 ans,"Ottawa-Gatineau, Ontario/Québec",,7.9
2022,Personnes de 18 à 64 ans,"Ottawa-Gatineau, Ontario/Québec",,10.8
2023,Personnes de 18 à 64 ans,"Ottawa-Gatineau, Ontario/Québec",,10.4
2017,Personnes de 65 ans et plus,"Ottawa-Gatineau, Ontario/Québec",,5.8
2018,Personnes de 65 ans et plus,"Ottawa-Gatineau, Ontario/Québec",,5.4
2019,Personnes de 65 ans et plus,"Ottawa-Gatineau, Ontario/Québec",,6.1
2020,Personnes de 65 ans et plus,"Ottawa-Gatineau, Ontario/Québec",,3.4
2021,Personnes de 65 ans et plus,"Ottawa-Gatineau, Ontario/Québec",,4.1
2022,Personnes de 65 ans et plus,"Ottawa-Gatineau, Ontario/Québec",,5.4
2023,Personnes de 65 ans et plus,"Ottawa-Gatineau, Ontario/Québec",,3.9
2015,Personnes de moins de 18 ans,"Ottawa-Gatineau, Ontario/Québec",,14.2
2016,Personnes de moins de 18 ans,"Ottawa-Gatineau, Ontario/Québec",,9.6
2017,Personnes de moins de 18 ans,"Ottawa-Gatineau, Ontario/Québec",,8.9
2018,Personnes de moins de 18 ans,"Ottawa-Gatineau, Ontario/Québec",,9.9
2019,Personnes de moins de 18 ans,"Ottawa-Gatineau, Ontario/Québec",,7.5
2022,Personnes de moins de 18 ans,"Ottawa-Gatineau, Ontario/Québec",,7.0
2023,Personnes de moins de 18 ans,"Ottawa-Gatineau, Ontario/Québec",,6.5
2015,Toutes les personnes,Provinces des Prairies,,10.8
2016,Toutes les personnes,Provinces des Prairies,,10.7
2017,Toutes les personnes,Provinces des Prairies,,9.6
2018,Toutes les personnes,Provinces des Prairies,,10.0
2019,Toutes les personnes,Provinces des Prairies,,9.6
2020,Toutes les personnes,Provinces des Prairies,,6.3
2021,Toutes les personnes,Provinces des Prairies,,8.7
2022,Toutes les personnes,Provinces des Prairies,,10.9
2023,Toutes les personnes,Provinces des Prairies,,10.5
2015,Personnes de 18 à 64 ans,Provinces des Prairies,,10.8
2016,Personnes de 18 à 64 ans,Provinces des Prairies,,11.4
2017,Personnes de 18 à 64 ans,Provinces des Prairies,,10.7
2018,Personnes de 18 à 64 ans,Provinces des Prairies,,11.1
2019,Personnes de 18 à 64 ans,Provinces des Prairies,,10.8
2020,Personnes de 18 à 64 ans,Provinces des Prairies,,7.5
2021,Personnes de 18 à 64 ans,Provinces des Prairies,,9.5
2022,Personnes de 18 à 64 ans,Provinces des Prairies,,11.4
2023,Personnes de 18 à 64 ans,Provinces des Prairies,,11.2
2015,Personnes de 65 ans et plus,Provinces des Prairies,,4.3
2016,Personnes de 65 ans et plus,Provinces des Prairies,,4.9
2017,Personnes de 65 ans et plus,Provinces des Prairies,,3.9
2018,Personnes de 65 ans et plus,Provinces des Prairies,,4.3
2019,Personnes de 65 ans et plus,Provinces des Prairies,,4.5
2020,Personnes de 65 ans et plus,Provinces des Prairies,,2.8
2021,Personnes de 65 ans et plus,Provinces des Prairies,,6.0
2022,Personnes de 65 ans et plus,Provinces des Prairies,,6.1
2023,Personnes de 65 ans et plus,Provinces des Prairies,,5.1
2015,Personnes de moins de 18 ans,Provinces des Prairies,,14.4
2016,Personnes de moins de 18 ans,Provinces des Prairies,,12.0
2017,Personnes de moins de 18 ans,Provinces des Prairies,,9.9
2018,Personnes de moins de 18 ans,Provinces des Prairies,,10.4
2019,Personnes de moins de 18 ans,Provinces des Prairies,,9.2
2020,Personnes de moins de 18 ans,Provinces des Prairies,,5.2
2021,Personnes de moins de 18 ans,Provinces des Prairies,,8.4
2022,Personnes de moins de 18 ans,Provinces des Prairies,,12.6
2023,Personnes de moins de 18 ans,Provinces des Prairies,,12.5
2015,Toutes les personnes,Île-du-Prince-Édouard,11,15.7
2016,Toutes les personnes,Île-du-Prince-Édouard,11,13.9
2017,Toutes les personnes,Île-du-Prince-Édouard,11,15.4
2018,Toutes les personnes,Île-du-Prince-Édouard,11,12.6
2019,Toutes les personnes,Île-du-Prince-Édouard,11,12.0
2020,Toutes les personnes,Île-du-Prince-Édouard,11,7.4
2021,Toutes les personnes,Île-du-Prince-Édouard,11,7.6
2022,Toutes les personnes,Île-du-Prince-Édouard,11,9.7
2023,Toutes les personnes,Île-du-Prince-Édouard,11,10.8
2015,Personnes de 18 à 64 ans,Île-du-Prince-Édouard,11,15.8
2016,Personnes de 18 à 64 ans,Île-du-Prince-Édouard,11,14.1
2017,Personnes de 18 à 64 ans,Île-du-Prince-Édouard,11,16.2
2018,Personnes de 18 à 64 ans,Île-du-Prince-Édouard,11,13.6
2019,Personnes de 18 à 64 ans,Île-du-Prince-Édouard,11,13.0
2020,Personnes de 18 à 64 ans,Île-du-Prince-Édouard,11,8.7
2021,Personnes de 18 à 64 ans,Île-du-Prince-Édouard,11,9.2
2022,Personnes de 18 à 64 ans,Île-du-Prince-Édouard,11,10.6
2023,Personnes de 18 à 64 ans,Île-du-Prince-Édouard,11,12.0
2015,Personnes de 65 ans et plus,Île-du-Prince-Édouard,11,13.2
2016,Personnes de 65 ans et plus,Île-du-Prince-Édouard,11,8.3
2017,Personnes de 65 ans et plus,Île-du-Prince-Édouard,11,10.7
2018,Personnes de 65 ans et plus,Île-du-Prince-Édouard,11,11.3
2019,Personnes de 65 ans et plus,Île-du-Prince-Édouard,11,6.8
2020,Personnes de 65 ans et plus,Île-du-Prince-Édouard,11,4.4
2021,Personnes de 65 ans et plus,Île-du-Prince-Édouard,11,6.1
2022,Personnes de 65 ans et plus,Île-du-Prince-Édouard,11,8.8
2023,Personnes de 65 ans et plus,Île-du-Prince-Édouard,11,5.6
2015,Personnes de moins de 18 ans,Île-du-Prince-Édouard,11,17.6
2016,Personnes de moins de 18 ans,Île-du-Prince-Édouard,11,18.5
2017,Personnes de moins de 18 ans,Île-du-Prince-Édouard,11,17.3
2018,Personnes de moins de 18 ans,Île-du-Prince-Édouard,11,10.6
2019,Personnes de moins de 18 ans,Île-du-Prince-Édouard,11,14.2
2020,Personnes de moins de 18 ans,Île-du-Prince-Édouard,11,6.2
2022,Personnes de moins de 18 ans,Île-du-Prince-Édouard,11,7.8
2023,Personnes de moins de 18 ans,Île-du-Prince-Édouard,11,12.5
2015,Toutes les personnes,Québec,24,13.5
2016,Toutes les personnes,Québec,24,11.0
2017,Toutes les personnes,Québec,24,10.9
2018,Toutes les personnes,Québec,24,9.9
2019,Toutes les personnes,Québec,24,9.0
2020,Toutes les personnes,Québec,24,4.8
2021,Toutes les personnes,Québec,24,5.3
2022,Toutes les personnes,Québec,24,6.7
2023,Toutes les personnes,Québec,24,7.5
2015,Personnes de 18 à 64 ans,Québec,24,15.3
2016,Personnes de 18 à 64 ans,Québec,24,12.0
2017,Personnes de 18 à 64 ans,Québec,24,12.5
2018,Personnes de 18 à 64 ans,Québec,24,11.8
2019,Personnes de 18 à 64 ans,Québec,24,10.9
2020,Personnes de 18 à 64 ans,Québec,24,6.4
2021,Personnes de 18 à 64 ans,Québec,24,6.1
2022,Personnes de 18 à 64 ans,Québec,24,8.5
2023,Personnes de 18 à 64 ans,Québec,24,9.3
2015,Personnes de 65 ans et plus,Québec,24,6.8
2016,Personnes de 65 ans et plus,Québec,24,7.3
2017,Personnes de 65 ans et plus,Québec,24,6.0
2018,Personnes de 65 ans et plus,Québec,24,5.7
2019,Personnes de 65 ans et plus,Québec,24,5.4
2020,Personnes de 65 ans et plus,Québec,24,2.3
2021,Personnes de 65 ans et plus,Québec,24,4.9
2022,Personnes de 65 ans et plus,Québec,24,3.1
2023,Personnes de 65 ans et plus,Québec,24,3.4
2015,Personnes de moins de 18 ans,Québec,24,13.9
2016,Personnes de moins de 18 ans,Québec,24,10.9
2017,Personnes de moins de 18 ans,Québec,24,10.4
2018,Personnes de moins de 18 ans,Québec,24,7.7
2019,Personnes de moins de 18 ans,Québec,24,6.4
2020,Personnes de moins de 18 ans,Québec,24,2.3
2021,Personnes de moins de 18 ans,Québec,24,3.2
2022,Personnes de moins de 18 ans,Québec,24,5.1
2023,Personnes de moins de 18 ans,Québec,24,6.2
2015,Toutes les personnes,"Québec, Québec",,8.2
2016,Toutes les personnes,"Québec, Québec",,6.7
2017,Toutes les personnes,"Québec, Québec",,5.7
2018,Toutes les personnes,"Québec, Québec",,8.5
2019,Toutes les personnes,"Québec, Québec",,8.3
2020,Toutes les personnes,"Québec, Québec",,3.2
2021,Toutes les personnes,"Québec, Québec",,3.9
2022,Toutes les personnes,"Québec, Québec",,5.6
2023,Toutes les personnes,"Québec, Québec",,5.2
2015,Personnes de 18 à 64 ans,"Québec, Québec",,9.6
2016,Personnes de 18 à 64 ans,"Québec, Québec",,7.2
2017,Personnes de 18 à 64 ans,"Québec, Québec",,6.3
2018,Personnes de 18 à 64 ans,"Québec, Québec",,9.9
2019,Personnes de 18 à 64 ans,"Québec, Québec",,10.1
2020,Personnes de 18 à 64 ans,"Québec, Québec",,4.5
2021,Personnes de 18 à 64 ans,"Québec, Québec",,4.8
2022,Personnes de 18 à 64 ans,"Québec, Québec",,7.3
2023,Personnes de 18 à 64 ans,"Québec, Québec",,7.1
2015,Personnes de 65 ans et plus,"Québec, Québec",,9.3
2016,Personnes de 65 ans et plus,"Québec, Québec",,5.4
2017,Personnes de 65 ans et plus,"Québec, Québec",,4.7
2018,Personnes de 65 ans et plus,"Québec, Québec",,5.8
2019,Personnes de 65 ans et plus,"Québec, Québec",,9.0
2021,Personnes de 65 ans et plus,"Québec, Québec",,3.9
2022,Personnes de 65 ans et plus,"Québec, Québec",,2.7
2023,Personnes de 65 ans et plus,"Québec, Québec",,2.0
2018,Personnes de moins de 18 ans,"Québec, Québec",,6.3
2022,Personnes de moins de 18 ans,"Québec, Québec",,3.6
2023,Personnes de moins de 18 ans,"Québec, Québec",,2.8
2015,Toutes les personnes,Saskatchewan,47,12.2
2016,Toutes les personnes,Saskatchewan,47,11.1
2017,Toutes les personnes,Saskatchewan,47,11.9
2018,Toutes les personnes,Saskatchewan,47,11.0
2019,Toutes les personnes,Saskatchewan,47,12.1
2020,Toutes les personnes,Saskatchewan,47,6.7
2021,Toutes les personnes,Saskatchewan,47,9.1
2022,Toutes les personnes,Saskatchewan,47,11.0
2023,Toutes les personnes,Saskatchewan,47,12.3
2015,Personnes de 18 à 64 ans,Saskatchewan,47,12.0
2016,Personnes de 18 à 64 ans,Saskatchewan,47,11.6
2017,Personnes de 18 à 64 ans,Saskatchewan,47,12.5
2018,Personnes de 18 à 64 ans,Saskatchewan,47,12.3
2019,Personnes de 18 à 64 ans,Saskatchewan,47,13.3
2020,Personnes de 18 à 64 ans,Saskatchewan,47,7.7
2021,Personnes de 18 à 64 ans,Saskatchewan,47,10.4
2022,Personnes de 18 à 64 ans,Saskatchewan,47,11.7
2023,Personnes de 18 à 64 ans,Saskatchewan,47,13.4
2015,Personnes de 65 ans et plus,Saskatchewan,47,6.1
2016,Personnes de 65 ans et plus,Saskatchewan,47,6.9
2017,Personnes de 65 ans et plus,Saskatchewan,47,5.5
2018,Personnes de 65 ans et plus,Saskatchewan,47,4.6
2019,Personnes de 65 ans et plus,Saskatchewan,47,5.9
2020,Personnes de 65 ans et plus,Saskatchewan,47,2.9
2021,Personnes de 65 ans et plus,Saskatchewan,47,5.5
2022,Personnes de 65 ans et plus,Saskatchewan,47,5.1
2023,Personnes de 65 ans et plus,Saskatchewan,47,4.9
2015,Personnes de moins de 18 ans,Saskatchewan,47,16.7
2016,Personnes de moins de 18 ans,Saskatchewan,47,12.5
2017,Personnes de moins de 18 ans,Saskatchewan,47,14.4
2018,Personnes de moins de 18 ans,Saskatchewan,47,11.8
2019,Personnes de moins de 18 ans,Saskatchewan,47,13.0
2020,Personnes de moins de 18 ans,Saskatchewan,47,6.6
2021,Personnes de moins de 18 ans,Saskatchewan,47,8.5
2022,Personnes de moins de 18 ans,Saskatchewan,47,13.6
2023,Personnes de moins de 18 ans,Saskatchewan,47,15.2
2018,Toutes les personnes,Territoires,,22.6
2019,Toutes les personnes,Territoires,,18.7
2020,Toutes les personnes,Territoires,,16.3
2021,Toutes les personnes,Territoires,,16.8
2022,Toutes les personnes,Territoires,,21.4
2023,Toutes les personnes,Territoires,,18.5
2018,Personnes de 18 à 64 ans,Territoires,,18.6
2019,Personnes de 18 à 64 ans,Territoires,,15.8
2020,Personnes de 18 à 64 ans,Territoires,,14.5
2021,Personnes de 18 à 64 ans,Territoires,,15.3
2022,Personnes de 18 à 64 ans,Territoires,,18.5
2023,Personnes de 18 à 64 ans,Territoires,,15.9
2018,Personnes de 65 ans et plus,Territoires,,25.2
2019,Personnes de 65 ans et plus,Territoires,,18.9
2020,Personnes de 65 ans et plus,Territoires,,9.8
2021,Personnes de 65 ans et plus,Territoires,,11.4
2022,Personnes de 65 ans et plus,Territoires,,20.4
2023,Personnes de 65 ans et plus,Territoires,,19.7
2018,Personnes de moins de 18 ans,Territoires,,31.3
2019,Personnes de moins de 18 ans,Territoires,,25.3
2020,Personnes de moins de 18 ans,Territoires,,22.8
2021,Personnes de moins de 18 ans,Territoires,,22.2
2022,Personnes de moins de 18 ans,Territoires,,29.1
2023,Personnes de moins de 18 ans,Territoires,,24.6
2015,Toutes les personnes,"Toronto, Ontario",,19.2
2016,Toutes les personnes,"Toronto, Ontario",,17.6
2017,Toutes les personnes,"Toronto, Ontario",,14.4
2018,Toutes les personnes,"Toronto, Ontario",,13.9
2019,Toutes les personnes,"Toronto, Ontario",,13.1
2020,Toutes les personnes,"Toronto, Ontario",,8.7
2021,Toutes les personnes,"Toronto, Ontario",,9.6
2022,Toutes les personnes,"Toronto, Ontario",,13.0
2023,Toutes les personnes,"Toronto, Ontario",,13.9
2015,Personnes de 18 à 64 ans,"Toronto, Ontario",,19.9
2016,Personnes de 18 à 64 ans,"Toronto, Ontario",,18.2
2017,Personnes de 18 à 64 ans,"Toronto, Ontario",,15.6
2018,Personnes de 18 à 64 ans,"Toronto, Ontario",,15.1
2019,Personnes de 18 à 64 ans,"Toronto, Ontario",,13.2
2020,Personnes de 18 à 64 ans,"Toronto, Ontario",,9.6
2021,Personnes de 18 à 64 ans,"Toronto, Ontario",,10.2
2022,Personnes de 18 à 64 ans,"Toronto, Ontario",,13.7
2023,Personnes de 18 à 64 ans,"Toronto, Ontario",,14.6
2015,Personnes de 65 ans et plus,"Toronto, Ontario",,8.6
2016,Personnes de 65 ans et plus,"Toronto, Ontario",,9.8
2017,Personnes de 65 ans et plus,"Toronto, Ontario",,7.2
2018,Personnes de 65 ans et plus,"Toronto, Ontario",,7.7
2019,Personnes de 65 ans et plus,"Toronto, Ontario",,8.2
2020,Personnes de 65 ans et plus,"Toronto, Ontario",,4.3
2021,Personnes de 65 ans et plus,"Toronto, Ontario",,7.3
2022,Personnes de 65 ans et plus,"Toronto, Ontario",,9.4
2023,Personnes de 65 ans et plus,"Toronto, Ontario",,8.0
2015,Personnes de moins de 18 ans,"Toronto, Ontario",,23.9
2016,Personnes de moins de 18 ans,"Toronto, Ontario",,21.0
2017,Personnes de moins de 18 ans,"Toronto, Ontario",,15.4
2018,Personnes de moins de 18 ans,"Toronto, Ontario",,14.5
2019,Personnes de moins de 18 ans,"Toronto, Ontario",,16.6
2020,Personnes de moins de 18 ans,"Toronto, Ontario",,9.1
2021,Personnes de moins de 18 ans,"Toronto, Ontario",,9.1
2022,Personnes de moins de 18 ans,"Toronto, Ontario",,13.7
2023,Personnes de moins de 18 ans,"Toronto, Ontario",,16.4
2015,Toutes les personnes,"Vancouver, Colombie-Britannique",,19.5
2016,Toutes les personnes,"Vancouver, Colombie-Britannique",,15.6
2017,Toutes les personnes,"Vancouver, Colombie-Britannique",,16.0
2018,Toutes les personnes,"Vancouver, Colombie-Britannique",,13.6
2019,Toutes les personnes,"Vancouver, Colombie-Britannique",,11.7
2020,Toutes les personnes,"Vancouver, Colombie-Britannique",,7.9
2021,Toutes les personnes,"Vancouver, Colombie-Britannique",,9.4
2022,Toutes les personnes,"Vancouver, Colombie-Britannique",,12.7
2023,Toutes les personnes,"Vancouver, Colombie-Britannique",,12.7
2015,Personnes de 18 à 64 ans,"Vancouver, Colombie-Britannique",,20.7
2016,Personnes de 18 à 64 ans,"Vancouver, Colombie-Britannique",,16.2
2017,Personnes de 18 à 64 ans,"Vancouver, Colombie-Britannique",,17.3
2018,Personnes de 18 à 64 ans,"Vancouver, Colombie-Britannique",,15.4
2019,Personnes de 18 à 64 ans,"Vancouver, Colombie-Britannique",,14.9
2020,Personnes de 18 à 64 ans,"Vancouver, Colombie-Britannique",,9.6
2021,Personnes de 18 à 64 ans,"Vancouver, Colombie-Britannique",,9.8
2022,Personnes de 18 à 64 ans,"Vancouver, Colombie-Britannique",,13.4
2023,Personnes de 18 à 64 ans,"Vancouver, Colombie-Britannique",,13.6
2015,Personnes de 65 ans et plus,"Vancouver, Colombie-Britannique",,15.3
2016,Personnes de 65 ans et plus,"Vancouver, Colombie-Britannique",,10.0
2017,Personnes de 65 ans et plus,"Vancouver, Colombie-Britannique",,13.0
2018,Personnes de 65 ans et plus,"Vancouver, Colombie-Britannique",,9.0
2019,Personnes de 65 ans et plus,"Vancouver, Colombie-Britannique",,5.6
2020,Personnes de 65 ans et plus,"Vancouver, Colombie-Britannique",,4.4
2021,Personnes de 65 ans et plus,"Vancouver, Colombie-Britannique",,8.7
2022,Personnes de 65 ans et plus,"Vancouver, Colombie-Britannique",,10.7
2023,Personnes de 65 ans et plus,"Vancouver, Colombie-Britannique",,9.3
2015,Personnes de moins de 18 ans,"Vancouver, Colombie-Britannique",,18.3
2016,Personnes de moins de 18 ans,"Vancouver, Colombie-Britannique",,18.4
2017,Personnes de moins de 18 ans,"Vancouver, Colombie-Britannique",,13.5
2018,Personnes de moins de 18 ans,"Vancouver, Colombie-Britannique",,10.4
2019,Personnes de moins de 18 ans,"Vancouver, Colombie-Britannique",,4.5
2020,Personnes de moins de 18 ans,"Vancouver, Colombie-Britannique",,4.8
2021,Personnes de moins de 18 ans,"Vancouver, Colombie-Britannique",,8.5
2022,Personnes de moins de 18 ans,"Vancouver, Colombie-Britannique",,11.8
2023,Personnes de moins de 18 ans,"Vancouver, Colombie-Britannique",,12.8
2015,Toutes les personnes,"Winnipeg, Manitoba",,15.7
2016,Toutes les personnes,"Winnipeg, Manitoba",,13.6
2017,Toutes les personnes,"Winnipeg, Manitoba",,12.6
2018,Toutes les personnes,"Winnipeg, Manitoba",,12.5
2019,Toutes les personnes,"Winnipeg, Manitoba",,12.2
2020,Toutes les personnes,"Winnipeg, Manitoba",,6.9
2021,Toutes les personnes,"Winnipeg, Manitoba",,9.3
2022,Toutes les personnes,"Winnipeg, Manitoba",,11.4
2023,Toutes les personnes,"Winnipeg, Manitoba",,9.8
2015,Personnes de 18 à 64 ans,"Winnipeg, Manitoba",,16.1
2016,Personnes de 18 à 64 ans,"Winnipeg, Manitoba",,14.1
2017,Personnes de 18 à 64 ans,"Winnipeg, Manitoba",,13.5
2018,Personnes de 18 à 64 ans,"Winnipeg, Manitoba",,13.3
2019,Personnes de 18 à 64 ans,"Winnipeg, Manitoba",,13.1
2020,Personnes de 18 à 64 ans,"Winnipeg, Manitoba",,8.5
2021,Personnes de 18 à 64 ans,"Winnipeg, Manitoba",,9.7
2022,Personnes de 18 à 64 ans,"Winnipeg, Manitoba",,12.0
2023,Personnes de 18 à 64 ans,"Winnipeg, Manitoba",,11.0
2015,Personnes de 65 ans et plus,"Winnipeg, Manitoba",,5.8
2016,Personnes de 65 ans et plus,"Winnipeg, Manitoba",,5.1
2017,Personnes de 65 ans et plus,"Winnipeg, Manitoba",,6.4
2018,Personnes de 65 ans et plus,"Winnipeg, Manitoba",,6.4
2019,Personnes de 65 ans et plus,"Winnipeg, Manitoba",,7.0
2020,Personnes de 65 ans et plus,"Winnipeg, Manitoba",,2.5
2021,Personnes de 65 ans et plus,"Winnipeg, Manitoba",,6.5
2022,Personnes de 65 ans et plus,"Winnipeg, Manitoba",,7.5
2023,Personnes de 65 ans et plus,"Winnipeg, Manitoba",,5.0
2015,Personnes de moins de 18 ans,"Winnipeg, Manitoba",,21.0
2016,Personnes de moins de 18 ans,"Winnipeg, Manitoba",,17.6
2017,Personnes de moins de 18 ans,"Winnipeg, Manitoba",,14.0
2018,Personnes de moins de 18 ans,"Winnipeg, Manitoba",,14.6
2019,Personnes de moins de 18 ans,"Winnipeg, Manitoba",,13.4
2020,Personnes de moins de 18 ans,"Winnipeg, Manitoba",,5.3
2021,Personnes de moins de 18 ans,"Winnipeg, Manitoba",,10.2
2022,Personnes de moins de 18 ans,"Winnipeg, Manitoba",,12.5
2023,Personnes de moins de 18 ans,"Winnipeg, Manitoba",,10.2
2018,Toutes les personnes,Yukon,60,10.9
2018,Toutes les personnes,Yukon,60,11.1
2019,Toutes les personnes,Yukon,60,8.3
2019,Toutes les personnes,Yukon,60,9.0
2020,Toutes les personnes,Yukon,60,8.4
2021,Toutes les personnes,Yukon,60,5.8
2022,Toutes les personnes,Yukon,60,12.8
2023,Toutes les personnes,Yukon,60,10.4
2018,Personnes de 18 à 64 ans,Yukon,60,9.5
2019,Personnes de 18 à 64 ans,Yukon,60,8.7
2020,Personnes de 18 à 64 ans,Yukon,60,9.7
2021,Personnes de 18 à 64 ans,Yukon,60,6.1
2022,Personnes de 18 à 64 ans,Yukon,60,10.3
2023,Personnes de 18 à 64 ans,Yukon,60,10.0
2018,Personnes de 65 ans et plus,Yukon,60,19.7
2019,Personnes de 65 ans et plus,Yukon,60,9.2
2022,Personnes de 65 ans et plus,Yukon,60,17.2
2023,Personnes de 65 ans et plus,Yukon,60,11.6
2018,Toutes les personnes,Yukon et les Territoires du Nord-Ouest,,14.5
2019,Toutes les personnes,Yukon et les Territoires du Nord-Ouest,,10.8
2018,Personnes de 18 à 64 ans,Yukon et les Territoires du Nord-Ouest,,12.6
2019,Personnes de 18 à 64 ans,Yukon et les Territoires du Nord-Ouest,,9.0
2018,Personnes de 65 ans et plus,Yukon et les Territoires du Nord-Ouest,,21.3
2019,Personnes de 65 ans et plus,Yukon et les Territoires du Nord-Ouest,,17.7
2018,Personnes de moins de 18 ans,Yukon et les Territoires du Nord-Ouest,,17.0
2019,Personnes de moins de 18 ans,Yukon et les Territoires du Nord-Ouest,,13.1
