Year,Géographie,Genre,Identité autochtone,GeoCode,Value
2017,Colombie-Britannique,Toutes les identités de genre,Identité autochtone,,3.69
2017,Colombie-Britannique,Toutes les identités de genre,Identité non autochtone,,2.34
2017,Colombie-Britannique,Homme,Total,,3.74
2017,Colombie-Britannique,Homme,Identité autochtone,,4.12
2017,Colombie-Britannique,Homme,Identité non autochtone,,3.72
2017,Colombie-Britannique,Femme,Total,,1.13
2017,Colombie-Britannique,Femme,Identité autochtone,,3.28
2017,Colombie-Britannique,Femme,Identité non autochtone,,0.99
2017,Yukon,Toutes les identités de genre,Total,60,20.65
2017,Yukon,Toutes les identités de genre,Identité autochtone,,66.96
2017,Yukon,Toutes les identités de genre,Identité non autochtone,,6.72
2017,Yukon,Homme,Total,,30.51
2017,Yukon,Homme,Identité autochtone,,91.22
2017,Yukon,Homme,Identité non autochtone,,13.09
2017,Yukon,Femme,Total,,10.48
2017,Yukon,Femme,Identité autochtone,,43.72
2017,Yukon,Femme,Identité non autochtone,,0.0
2017,Territoires du Nord-Ouest,Toutes les identités de genre,Total,61,4.44
2017,Territoires du Nord-Ouest,Toutes les identités de genre,Identité autochtone,,8.81
2017,Territoires du Nord-Ouest,Toutes les identités de genre,Identité non autochtone,,0.0
2017,Territoires du Nord-Ouest,Homme,Total,,8.68
2017,Territoires du Nord-Ouest,Homme,Identité autochtone,,17.58
2017,Territoires du Nord-Ouest,Homme,Identité non autochtone,,0.0
2017,Territoires du Nord-Ouest,Femme,Total,,0.0
2017,Territoires du Nord-Ouest,Femme,Identité autochtone,,0.0
2017,Territoires du Nord-Ouest,Femme,Identité non autochtone,,0.0
2017,Nunavut,Toutes les identités de genre,Total,62,15.97
2017,Nunavut,Toutes les identités de genre,Identité autochtone,,15.44
2017,Nunavut,Toutes les identités de genre,Identité non autochtone,,19.28
2017,Nunavut,Homme,Total,,20.86
2017,Nunavut,Homme,Identité autochtone,,18.28
2017,Nunavut,Homme,Identité non autochtone,,36.15
2017,Nunavut,Femme,Total,,10.87
2017,Nunavut,Femme,Identité autochtone,,12.52
2017,Nunavut,Femme,Identité non autochtone,,0.0
2018,Canada,Toutes les identités de genre,Identité autochtone,,7.47
2018,Canada,Toutes les identités de genre,Identité non autochtone,,1.46
2018,Canada,Homme,Total,,2.68
2018,Canada,Homme,Identité autochtone,,10.34
2018,Canada,Homme,Identité non autochtone,,2.25
2018,Canada,Femme,Total,,0.89
2018,Canada,Femme,Identité autochtone,,4.67
2018,Canada,Femme,Identité non autochtone,,0.68
2018,Terre-Neuve-et-Labrador,Toutes les identités de genre,Total,10,0.38
2018,Terre-Neuve-et-Labrador,Toutes les identités de genre,Identité autochtone,,0.0
2018,Terre-Neuve-et-Labrador,Toutes les identités de genre,Identité non autochtone,,0.21
2018,Terre-Neuve-et-Labrador,Homme,Total,,0.77
2018,Terre-Neuve-et-Labrador,Homme,Identité autochtone,,0.0
2018,Terre-Neuve-et-Labrador,Homme,Identité non autochtone,,0.42
2018,Terre-Neuve-et-Labrador,Femme,Total,,0.0
2018,Terre-Neuve-et-Labrador,Femme,Identité autochtone,,0.0
2018,Terre-Neuve-et-Labrador,Femme,Identité non autochtone,,0.0
2018,Île-du-Prince-Édouard,Toutes les identités de genre,Total,11,0.0
2018,Île-du-Prince-Édouard,Toutes les identités de genre,Identité autochtone,,0.0
2018,Île-du-Prince-Édouard,Toutes les identités de genre,Identité non autochtone,,0.0
2018,Île-du-Prince-Édouard,Homme,Total,,0.0
2018,Île-du-Prince-Édouard,Homme,Identité autochtone,,0.0
2018,Île-du-Prince-Édouard,Homme,Identité non autochtone,,0.0
2018,Île-du-Prince-Édouard,Femme,Total,,0.0
2018,Île-du-Prince-Édouard,Femme,Identité autochtone,,0.0
2018,Île-du-Prince-Édouard,Femme,Identité non autochtone,,0.0
2018,Nouvelle-Écosse,Toutes les identités de genre,Total,12,1.16
2018,Nouvelle-Écosse,Toutes les identités de genre,Identité autochtone,,0.0
2018,Nouvelle-Écosse,Toutes les identités de genre,Identité non autochtone,,1.24
2018,Nouvelle-Écosse,Homme,Total,,1.51
2018,Nouvelle-Écosse,Homme,Identité autochtone,,0.0
2018,Nouvelle-Écosse,Homme,Identité non autochtone,,1.61
2018,Nouvelle-Écosse,Femme,Total,,0.83
2018,Nouvelle-Écosse,Femme,Identité autochtone,,0.0
2018,Nouvelle-Écosse,Femme,Identité non autochtone,,0.88
2018,Nouveau-Brunswick,Toutes les identités de genre,Total,13,1.7
2018,Nouveau-Brunswick,Toutes les identités de genre,Identité autochtone,,2.99
2018,Nouveau-Brunswick,Toutes les identités de genre,Identité non autochtone,,1.64
2018,Nouveau-Brunswick,Homme,Total,,1.32
2018,Nouveau-Brunswick,Homme,Identité autochtone,,0.0
2018,Nouveau-Brunswick,Homme,Identité non autochtone,,1.38
2018,Nouveau-Brunswick,Femme,Total,,2.07
2018,Nouveau-Brunswick,Femme,Identité autochtone,,6.05
2018,Nouveau-Brunswick,Femme,Identité non autochtone,,1.89
2018,Québec,Toutes les identités de genre,Total,24,1.0
2018,Québec,Toutes les identités de genre,Identité autochtone,,2.31
2018,Québec,Toutes les identités de genre,Identité non autochtone,,0.97
2018,Québec,Homme,Total,,1.58
2018,Québec,Homme,Identité autochtone,,2.73
2018,Québec,Homme,Identité non autochtone,,1.55
2018,Québec,Femme,Total,,0.43
2018,Québec,Femme,Identité autochtone,,1.88
2018,Québec,Femme,Identité non autochtone,,0.39
2018,Ontario,Toutes les identités de genre,Total,35,1.9
2018,Ontario,Toutes les identités de genre,Identité autochtone,,3.95
2018,Ontario,Toutes les identités de genre,Identité non autochtone,,1.83
2018,Ontario,Homme,Total,,2.81
2018,Ontario,Homme,Identité autochtone,,4.28
2018,Ontario,Homme,Identité non autochtone,,2.75
2018,Ontario,Femme,Total,,1.02
2018,Ontario,Femme,Identité autochtone,,3.63
2018,Ontario,Femme,Identité non autochtone,,0.93
2018,Manitoba,Toutes les identités de genre,Total,46,4.08
2018,Manitoba,Toutes les identités de genre,Identité autochtone,,16.02
2018,Manitoba,Toutes les identités de genre,Identité non autochtone,,1.36
2018,Manitoba,Homme,Total,,6.38
2018,Manitoba,Homme,Identité autochtone,,24.35
2018,Manitoba,Homme,Identité non autochtone,,2.36
2018,Manitoba,Femme,Total,,1.78
2018,Manitoba,Femme,Identité autochtone,,7.9
2018,Manitoba,Femme,Identité non autochtone,,0.36
2018,Saskatchewan,Toutes les identités de genre,Total,47,3.0
2018,Saskatchewan,Toutes les identités de genre,Identité autochtone,,11.29
2018,Saskatchewan,Toutes les identités de genre,Identité non autochtone,,1.34
2018,Saskatchewan,Homme,Total,,4.61
2018,Saskatchewan,Homme,Identité autochtone,,18.75
2018,Saskatchewan,Homme,Identité non autochtone,,1.84
2018,Saskatchewan,Femme,Total,,1.38
2018,Saskatchewan,Femme,Identité autochtone,,4.05
2018,Saskatchewan,Femme,Identité non autochtone,,0.83
2018,Alberta,Toutes les identités de genre,Total,48,1.85
2018,Alberta,Toutes les identités de genre,Identité autochtone,,10.16
2018,Alberta,Toutes les identités de genre,Identité non autochtone,,1.23
2018,Alberta,Homme,Total,,2.77
2018,Alberta,Homme,Identité autochtone,,13.76
2018,Alberta,Homme,Identité non autochtone,,1.94
2018,Alberta,Femme,Total,,0.92
2018,Alberta,Femme,Identité autochtone,,6.67
2018,Alberta,Femme,Identité non autochtone,,0.5
2018,Colombie-Britannique,Toutes les identités de genre,Total,59,1.8
2018,Colombie-Britannique,Toutes les identités de genre,Identité autochtone,,3.93
2018,Colombie-Britannique,Toutes les identités de genre,Identité non autochtone,,1.67
2018,Colombie-Britannique,Homme,Total,,2.92
2018,Colombie-Britannique,Homme,Identité autochtone,,4.69
2018,Colombie-Britannique,Homme,Identité non autochtone,,2.81
2018,Colombie-Britannique,Femme,Total,,0.71
2018,Colombie-Britannique,Femme,Identité autochtone,,3.21
2018,Colombie-Britannique,Femme,Identité non autochtone,,0.55
2018,Yukon,Toutes les identités de genre,Total,60,7.63
2018,Yukon,Toutes les identités de genre,Identité autochtone,,22.22
2018,Yukon,Toutes les identités de genre,Identité non autochtone,,3.3
2018,Yukon,Homme,Total,,10.01
2018,Yukon,Homme,Identité autochtone,,22.73
2018,Yukon,Homme,Identité non autochtone,,6.42
2018,Yukon,Femme,Total,,5.17
2018,Yukon,Femme,Identité autochtone,,21.73
2018,Yukon,Femme,Identité non autochtone,,0.0
2018,Territoires du Nord-Ouest,Toutes les identités de genre,Total,61,13.27
2018,Territoires du Nord-Ouest,Toutes les identités de genre,Identité autochtone,,21.96
2018,Territoires du Nord-Ouest,Toutes les identités de genre,Identité non autochtone,,4.46
2018,Territoires du Nord-Ouest,Homme,Total,,26.0
2018,Territoires du Nord-Ouest,Homme,Identité autochtone,,43.89
2018,Territoires du Nord-Ouest,Homme,Identité non autochtone,,8.56
2018,Territoires du Nord-Ouest,Femme,Total,,0.0
2018,Territoires du Nord-Ouest,Femme,Identité autochtone,,0.0
2018,Territoires du Nord-Ouest,Femme,Identité non autochtone,,0.0
2018,Nunavut,Toutes les identités de genre,Total,62,20.96
2018,Nunavut,Toutes les identités de genre,Identité autochtone,,24.22
2018,Nunavut,Toutes les identités de genre,Identité non autochtone,,0.0
2018,Nunavut,Homme,Total,,20.56
2018,Nunavut,Homme,Identité autochtone,,23.92
2018,Nunavut,Homme,Identité non autochtone,,0.0
2018,Nunavut,Femme,Total,,21.39
2018,Nunavut,Femme,Identité autochtone,,24.53
2018,Nunavut,Femme,Identité non autochtone,,0.0
2019,Canada,Toutes les identités de genre,Identité autochtone,,9.17
2019,Canada,Toutes les identités de genre,Identité non autochtone,,1.34
2019,Canada,Homme,Total,,2.82
2019,Canada,Homme,Identité autochtone,,13.6
2019,Canada,Homme,Identité non autochtone,,2.13
2019,Canada,Femme,Total,,0.82
2019,Canada,Femme,Identité autochtone,,4.76
2019,Canada,Femme,Identité non autochtone,,0.56
2019,Terre-Neuve-et-Labrador,Toutes les identités de genre,Total,10,0.96
2019,Terre-Neuve-et-Labrador,Toutes les identités de genre,Identité autochtone,,3.95
2019,Terre-Neuve-et-Labrador,Toutes les identités de genre,Identité non autochtone,,0.64
2019,Terre-Neuve-et-Labrador,Homme,Total,,1.16
2019,Terre-Neuve-et-Labrador,Homme,Identité autochtone,,4.03
2019,Terre-Neuve-et-Labrador,Homme,Identité non autochtone,,0.85
2019,Terre-Neuve-et-Labrador,Femme,Total,,0.76
2019,Terre-Neuve-et-Labrador,Femme,Identité autochtone,,3.87
2019,Terre-Neuve-et-Labrador,Femme,Identité non autochtone,,0.42
2019,Île-du-Prince-Édouard,Toutes les identités de genre,Total,11,1.31
2019,Île-du-Prince-Édouard,Toutes les identités de genre,Identité autochtone,,0.0
2019,Île-du-Prince-Édouard,Toutes les identités de genre,Identité non autochtone,,1.34
2019,Île-du-Prince-Édouard,Homme,Total,,2.67
2019,Île-du-Prince-Édouard,Homme,Identité autochtone,,0.0
2019,Île-du-Prince-Édouard,Homme,Identité non autochtone,,2.73
2019,Île-du-Prince-Édouard,Femme,Total,,0.0
2019,Île-du-Prince-Édouard,Femme,Identité autochtone,,0.0
2019,Île-du-Prince-Édouard,Femme,Identité non autochtone,,0.0
2019,Nouvelle-Écosse,Toutes les identités de genre,Total,12,0.63
2019,Nouvelle-Écosse,Toutes les identités de genre,Identité autochtone,,3.26
2019,Nouvelle-Écosse,Toutes les identités de genre,Identité non autochtone,,0.34
2019,Nouvelle-Écosse,Homme,Total,,0.86
2019,Nouvelle-Écosse,Homme,Identité autochtone,,3.31
2019,Nouvelle-Écosse,Homme,Identité non autochtone,,0.69
2019,Nouvelle-Écosse,Femme,Total,,0.41
2019,Nouvelle-Écosse,Femme,Identité autochtone,,3.2
2019,Nouvelle-Écosse,Femme,Identité non autochtone,,0.0
2019,Nouveau-Brunswick,Toutes les identités de genre,Total,13,2.22
2019,Nouveau-Brunswick,Toutes les identités de genre,Identité autochtone,,2.9
2019,Nouveau-Brunswick,Toutes les identités de genre,Identité non autochtone,,2.19
2019,Nouveau-Brunswick,Homme,Total,,3.17
2019,Nouveau-Brunswick,Homme,Identité autochtone,,5.75
2019,Nouveau-Brunswick,Homme,Identité non autochtone,,3.04
2019,Nouveau-Brunswick,Femme,Total,,1.29
2019,Nouveau-Brunswick,Femme,Identité autochtone,,0.0
2019,Nouveau-Brunswick,Femme,Identité non autochtone,,1.35
2019,Québec,Toutes les identités de genre,Total,24,0.91
2019,Québec,Toutes les identités de genre,Identité autochtone,,4.04
2019,Québec,Toutes les identités de genre,Identité non autochtone,,0.8
2019,Québec,Homme,Total,,1.3
2019,Québec,Homme,Identité autochtone,,4.42
2019,Québec,Homme,Identité non autochtone,,1.19
2019,Québec,Femme,Total,,0.49
2019,Québec,Femme,Identité autochtone,,3.65
2019,Québec,Femme,Identité non autochtone,,0.41
2019,Ontario,Toutes les identités de genre,Total,35,1.74
2019,Ontario,Toutes les identités de genre,Identité autochtone,,5.87
2019,Ontario,Toutes les identités de genre,Identité non autochtone,,1.51
2019,Ontario,Homme,Total,,2.68
2019,Ontario,Homme,Identité autochtone,,7.38
2019,Ontario,Homme,Identité non autochtone,,2.42
2019,Ontario,Femme,Total,,0.79
2019,Ontario,Femme,Identité autochtone,,3.98
2019,Ontario,Femme,Identité non autochtone,,0.63
2019,Manitoba,Toutes les identités de genre,Total,46,5.27
2019,Manitoba,Toutes les identités de genre,Identité autochtone,,16.44
2019,Manitoba,Toutes les identités de genre,Identité non autochtone,,1.98
2019,Manitoba,Homme,Total,,9.08
2019,Manitoba,Homme,Identité autochtone,,29.35
2019,Manitoba,Homme,Identité non autochtone,,3.41
2019,Manitoba,Femme,Total,,1.46
2019,Manitoba,Femme,Identité autochtone,,3.87
2019,Manitoba,Femme,Identité non autochtone,,0.54
2019,Saskatchewan,Toutes les identités de genre,Total,47,4.65
2019,Saskatchewan,Toutes les identités de genre,Identité autochtone,,18.62
2019,Saskatchewan,Toutes les identités de genre,Identité non autochtone,,1.32
2019,Saskatchewan,Homme,Total,,7.39
2019,Saskatchewan,Homme,Identité autochtone,,29.62
2019,Saskatchewan,Homme,Identité non autochtone,,2.41
2019,Saskatchewan,Femme,Total,,1.7
2019,Saskatchewan,Femme,Identité autochtone,,7.94
2019,Saskatchewan,Femme,Identité non autochtone,,0.21
2019,Alberta,Toutes les identités de genre,Total,48,2.24
2019,Alberta,Toutes les identités de genre,Identité autochtone,,11.53
2019,Alberta,Toutes les identités de genre,Identité non autochtone,,1.56
2019,Alberta,Homme,Total,,3.33
2019,Alberta,Homme,Identité autochtone,,15.38
2019,Alberta,Homme,Identité non autochtone,,2.48
2019,Alberta,Femme,Total,,1.13
2019,Alberta,Femme,Identité autochtone,,7.79
2019,Alberta,Femme,Identité non autochtone,,0.63
2019,Colombie-Britannique,Toutes les identités de genre,Total,59,1.78
2019,Colombie-Britannique,Toutes les identités de genre,Identité autochtone,,4.8
2019,Colombie-Britannique,Toutes les identités de genre,Identité non autochtone,,1.56
2019,Colombie-Britannique,Homme,Total,,2.87
2019,Colombie-Britannique,Homme,Identité autochtone,,7.84
2019,Colombie-Britannique,Homme,Identité non autochtone,,2.51
2019,Colombie-Britannique,Femme,Total,,0.7
2019,Colombie-Britannique,Femme,Identité autochtone,,1.88
2019,Colombie-Britannique,Femme,Identité non autochtone,,0.62
2019,Yukon,Toutes les identités de genre,Total,60,2.52
2019,Yukon,Toutes les identités de genre,Identité autochtone,,11.07
2019,Yukon,Toutes les identités de genre,Identité non autochtone,,0.0
2019,Yukon,Homme,Total,,0.0
2019,Yukon,Homme,Identité autochtone,,0.0
2019,Yukon,Homme,Identité non autochtone,,0.0
2019,Yukon,Femme,Total,,5.11
2019,Yukon,Femme,Identité autochtone,,21.71
2019,Yukon,Femme,Identité non autochtone,,0.0
2019,Territoires du Nord-Ouest,Toutes les identités de genre,Total,61,4.4
2019,Territoires du Nord-Ouest,Toutes les identités de genre,Identité autochtone,,8.74
2019,Territoires du Nord-Ouest,Toutes les identités de genre,Identité non autochtone,,0.0
2019,Territoires du Nord-Ouest,Homme,Total,,8.64
2019,Territoires du Nord-Ouest,Homme,Identité autochtone,,17.49
2019,Territoires du Nord-Ouest,Homme,Identité non autochtone,,0.0
2019,Territoires du Nord-Ouest,Femme,Total,,0.0
2019,Territoires du Nord-Ouest,Femme,Identité autochtone,,0.0
2019,Territoires du Nord-Ouest,Femme,Identité non autochtone,,0.0
2019,Nunavut,Toutes les identités de genre,Total,62,18.06
2019,Nunavut,Toutes les identités de genre,Identité autochtone,,20.8
2019,Nunavut,Toutes les identités de genre,Identité non autochtone,,0.0
2019,Nunavut,Homme,Total,,20.3
2019,Nunavut,Homme,Identité autochtone,,23.5
2019,Nunavut,Homme,Identité non autochtone,,0.0
2019,Nunavut,Femme,Total,,15.74
2019,Nunavut,Femme,Identité autochtone,,18.04
2019,Nunavut,Femme,Identité non autochtone,,0.0
2020,Canada,Toutes les identités de genre,Identité autochtone,,10.05
2020,Canada,Toutes les identités de genre,Identité non autochtone,,1.42
2020,Canada,Homme,Total,,3.01
2020,Canada,Homme,Identité autochtone,,16.5
2020,Canada,Homme,Identité non autochtone,,2.14
2020,Canada,Femme,Total,,0.89
2020,Canada,Femme,Identité autochtone,,3.76
2020,Canada,Femme,Identité non autochtone,,0.69
2020,Terre-Neuve-et-Labrador,Toutes les identités de genre,Total,10,0.77
2020,Terre-Neuve-et-Labrador,Toutes les identités de genre,Identité autochtone,,1.94
2020,Terre-Neuve-et-Labrador,Toutes les identités de genre,Identité non autochtone,,0.21
2020,Terre-Neuve-et-Labrador,Homme,Total,,1.55
2020,Terre-Neuve-et-Labrador,Homme,Identité autochtone,,3.96
2020,Terre-Neuve-et-Labrador,Homme,Identité non autochtone,,0.43
2020,Terre-Neuve-et-Labrador,Femme,Total,,0.0
2020,Terre-Neuve-et-Labrador,Femme,Identité autochtone,,0.0
2020,Terre-Neuve-et-Labrador,Femme,Identité non autochtone,,0.0
2020,Île-du-Prince-Édouard,Toutes les identités de genre,Total,11,0.65
2020,Île-du-Prince-Édouard,Toutes les identités de genre,Identité autochtone,,0.0
2020,Île-du-Prince-Édouard,Toutes les identités de genre,Identité non autochtone,,0.66
2020,Île-du-Prince-Édouard,Homme,Total,,0.0
2020,Île-du-Prince-Édouard,Homme,Identité autochtone,,0.0
2020,Île-du-Prince-Édouard,Homme,Identité non autochtone,,0.0
2020,Île-du-Prince-Édouard,Femme,Total,,1.28
2020,Île-du-Prince-Édouard,Femme,Identité autochtone,,0.0
2020,Île-du-Prince-Édouard,Femme,Identité non autochtone,,1.31
2020,Nouvelle-Écosse,Toutes les identités de genre,Total,12,3.67
2020,Nouvelle-Écosse,Toutes les identités de genre,Identité autochtone,,1.57
2020,Nouvelle-Écosse,Toutes les identités de genre,Identité non autochtone,,3.6
2020,Nouvelle-Écosse,Homme,Total,,4.06
2020,Nouvelle-Écosse,Homme,Identité autochtone,,0.0
2020,Nouvelle-Écosse,Homme,Identité non autochtone,,4.12
2020,Nouvelle-Écosse,Femme,Total,,3.3
2020,Nouvelle-Écosse,Femme,Identité autochtone,,3.09
2020,Nouvelle-Écosse,Femme,Identité non autochtone,,3.09
2020,Nouveau-Brunswick,Toutes les identités de genre,Total,13,1.83
2020,Nouveau-Brunswick,Toutes les identités de genre,Identité autochtone,,5.64
2020,Nouveau-Brunswick,Toutes les identités de genre,Identité non autochtone,,1.65
2020,Nouveau-Brunswick,Homme,Total,,2.91
2020,Nouveau-Brunswick,Homme,Identité autochtone,,11.2
2020,Nouveau-Brunswick,Homme,Identité non autochtone,,2.5
2020,Nouveau-Brunswick,Femme,Total,,0.78
2020,Nouveau-Brunswick,Femme,Identité autochtone,,0.0
2020,Nouveau-Brunswick,Femme,Identité non autochtone,,0.81
2020,Québec,Toutes les identités de genre,Total,24,1.02
2020,Québec,Toutes les identités de genre,Identité autochtone,,4.8
2020,Québec,Toutes les identités de genre,Identité non autochtone,,0.9
2020,Québec,Homme,Total,,1.48
2020,Québec,Homme,Identité autochtone,,7.73
2020,Québec,Homme,Identité non autochtone,,1.28
2020,Québec,Femme,Total,,0.56
2020,Québec,Femme,Identité autochtone,,1.77
2020,Québec,Femme,Identité non autochtone,,0.53
2020,Ontario,Toutes les identités de genre,Total,35,1.59
2020,Ontario,Toutes les identités de genre,Identité autochtone,,5.05
2020,Ontario,Toutes les identités de genre,Identité non autochtone,,1.35
2020,Ontario,Homme,Total,,2.42
2020,Ontario,Homme,Identité autochtone,,8.51
2020,Ontario,Homme,Identité non autochtone,,2.07
2020,Ontario,Femme,Total,,0.75
2020,Ontario,Femme,Identité autochtone,,1.72
2020,Ontario,Femme,Identité non autochtone,,0.64
2020,Manitoba,Toutes les identités de genre,Total,46,4.51
2020,Manitoba,Toutes les identités de genre,Identité autochtone,,15.32
2020,Manitoba,Toutes les identités de genre,Identité non autochtone,,1.26
2020,Manitoba,Homme,Total,,7.57
2020,Manitoba,Homme,Identité autochtone,,24.83
2020,Manitoba,Homme,Identité non autochtone,,2.33
2020,Manitoba,Femme,Total,,1.45
2020,Manitoba,Femme,Identité autochtone,,6.05
2020,Manitoba,Femme,Identité non autochtone,,0.18
2020,Saskatchewan,Toutes les identités de genre,Total,47,5.02
2020,Saskatchewan,Toutes les identités de genre,Identité autochtone,,22.74
2020,Saskatchewan,Toutes les identités de genre,Identité non autochtone,,1.31
2020,Saskatchewan,Homme,Total,,7.99
2020,Saskatchewan,Homme,Identité autochtone,,37.11
2020,Saskatchewan,Homme,Identité non autochtone,,1.99
2020,Saskatchewan,Femme,Total,,2.02
2020,Saskatchewan,Femme,Identité autochtone,,8.77
2020,Saskatchewan,Femme,Identité non autochtone,,0.61
2020,Alberta,Toutes les identités de genre,Total,48,3.06
2020,Alberta,Toutes les identités de genre,Identité autochtone,,18.29
2020,Alberta,Toutes les identités de genre,Identité non autochtone,,1.94
2020,Alberta,Homme,Total,,5.11
2020,Alberta,Homme,Identité autochtone,,31.87
2020,Alberta,Homme,Identité non autochtone,,3.18
2020,Alberta,Femme,Total,,0.93
2020,Alberta,Femme,Identité autochtone,,5.07
2020,Alberta,Femme,Identité non autochtone,,0.62
2020,Colombie-Britannique,Toutes les identités de genre,Total,59,1.92
2020,Colombie-Britannique,Toutes les identités de genre,Identité autochtone,,4.07
2020,Colombie-Britannique,Toutes les identités de genre,Identité non autochtone,,1.78
2020,Colombie-Britannique,Homme,Total,,2.89
2020,Colombie-Britannique,Homme,Identité autochtone,,6.38
2020,Colombie-Britannique,Homme,Identité non autochtone,,2.66
2020,Colombie-Britannique,Femme,Total,,0.93
2020,Colombie-Britannique,Femme,Identité autochtone,,1.84
2020,Colombie-Britannique,Femme,Identité non autochtone,,0.87
2020,Yukon,Toutes les identités de genre,Total,60,0.0
2020,Yukon,Toutes les identités de genre,Identité autochtone,,0.0
2020,Yukon,Toutes les identités de genre,Identité non autochtone,,0.0
2020,Yukon,Homme,Total,,0.0
2020,Yukon,Homme,Identité autochtone,,0.0
2020,Yukon,Homme,Identité non autochtone,,0.0
2020,Yukon,Femme,Total,,0.0
2020,Yukon,Femme,Identité autochtone,,0.0
2020,Yukon,Femme,Identité non autochtone,,0.0
2020,Territoires du Nord-Ouest,Toutes les identités de genre,Total,61,13.11
2020,Territoires du Nord-Ouest,Toutes les identités de genre,Identité autochtone,,17.42
2020,Territoires du Nord-Ouest,Toutes les identités de genre,Identité non autochtone,,8.77
2020,Territoires du Nord-Ouest,Homme,Total,,12.92
2020,Territoires du Nord-Ouest,Homme,Identité autochtone,,17.45
2020,Territoires du Nord-Ouest,Homme,Identité non autochtone,,8.5
2020,Territoires du Nord-Ouest,Femme,Total,,13.31
2020,Territoires du Nord-Ouest,Femme,Identité autochtone,,17.39
2020,Territoires du Nord-Ouest,Femme,Identité non autochtone,,9.06
2020,Nunavut,Toutes les identités de genre,Total,62,7.63
2020,Nunavut,Toutes les identités de genre,Identité autochtone,,8.76
2020,Nunavut,Toutes les identités de genre,Identité non autochtone,,0.0
2020,Nunavut,Homme,Total,,10.02
2020,Nunavut,Homme,Identité autochtone,,11.55
2020,Nunavut,Homme,Identité non autochtone,,0.0
2020,Nunavut,Femme,Total,,5.16
2020,Nunavut,Femme,Identité autochtone,,5.91
2020,Nunavut,Femme,Identité non autochtone,,0.0
