Year,Âge au décès,Sexe,Causes of death,Value
2016,75 à 84 ans,Les deux sexes,Pneumonitis due to solids and liquids,19.6
2016,75 à 84 ans,Hommes,Tumeurs malignes,1541.5
2016,75 à 84 ans,Hommes,Diabète sucré,133.3
2016,75 à 84 ans,Hommes,Maladies du coeur,933.2
2016,75 à 84 ans,Hommes,Essential hypertension and hypertensive renal disease,23.0
2016,75 à 84 ans,Hommes,Cerebrovascular diseases,220.9
2016,75 à 84 ans,Hommes,Atherosclerosis,5.5
2016,75 à 84 ans,Hommes,Aortic aneurysm and dissection,31.6
2016,75 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,259.7
2016,75 à 84 ans,Hommes,Pneumoconioses and chemical effects,5.1
2016,75 à 84 ans,Hommes,Pneumonitis due to solids and liquids,26.5
2016,75 à 84 ans,Femmes,Tumeurs malignes,1020.6
2016,75 à 84 ans,Femmes,Diabète sucré,89.2
2016,75 à 84 ans,Femmes,Maladies du coeur,555.7
2016,75 à 84 ans,Femmes,Essential hypertension and hypertensive renal disease,18.3
2016,75 à 84 ans,Femmes,Cerebrovascular diseases,193.8
2016,75 à 84 ans,Femmes,Atherosclerosis,5.7
2016,75 à 84 ans,Femmes,Aortic aneurysm and dissection,17.1
2016,75 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,206.1
2016,75 à 84 ans,Femmes,Pneumoconioses and chemical effects,0.4
2016,75 à 84 ans,Femmes,Pneumonitis due to solids and liquids,13.9
2016,75 à 79 ans,Les deux sexes,Tumeurs malignes,1080.7
2016,75 à 79 ans,Les deux sexes,Diabète sucré,86.8
2016,75 à 79 ans,Les deux sexes,Maladies du coeur,531.1
2016,75 à 79 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,13.1
2016,75 à 79 ans,Les deux sexes,Cerebrovascular diseases,146.0
2016,75 à 79 ans,Les deux sexes,Atherosclerosis,4.2
2016,75 à 79 ans,Les deux sexes,Aortic aneurysm and dissection,18.4
2016,75 à 79 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,180.4
2016,75 à 79 ans,Les deux sexes,Pneumoconioses and chemical effects,1.4
2016,75 à 79 ans,Les deux sexes,Pneumonitis due to solids and liquids,13.2
2016,75 à 79 ans,Hommes,Tumeurs malignes,1311.1
2016,75 à 79 ans,Hommes,Diabète sucré,108.0
2016,75 à 79 ans,Hommes,Maladies du coeur,701.3
2016,75 à 79 ans,Hommes,Essential hypertension and hypertensive renal disease,16.5
2016,75 à 79 ans,Hommes,Cerebrovascular diseases,160.3
2016,75 à 79 ans,Hommes,Atherosclerosis,4.0
2016,75 à 79 ans,Hommes,Aortic aneurysm and dissection,25.5
2016,75 à 79 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,200.8
2016,75 à 79 ans,Hommes,Pneumoconioses and chemical effects,2.7
2016,75 à 79 ans,Hommes,Pneumonitis due to solids and liquids,19.0
2016,75 à 79 ans,Femmes,Tumeurs malignes,886.2
2016,75 à 79 ans,Femmes,Diabète sucré,68.9
2016,75 à 79 ans,Femmes,Maladies du coeur,387.3
2016,75 à 79 ans,Femmes,Essential hypertension and hypertensive renal disease,10.3
2016,75 à 79 ans,Femmes,Cerebrovascular diseases,133.9
2016,75 à 79 ans,Femmes,Atherosclerosis,4.5
2016,75 à 79 ans,Femmes,Aortic aneurysm and dissection,12.5
2016,75 à 79 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,163.1
2016,75 à 79 ans,Femmes,Pneumoconioses and chemical effects,0.4
2016,75 à 79 ans,Femmes,Pneumonitis due to solids and liquids,8.4
2016,80 à 84 ans,Les deux sexes,Tumeurs malignes,1490.6
2016,80 à 84 ans,Les deux sexes,Diabète sucré,139.3
2016,80 à 84 ans,Les deux sexes,Maladies du coeur,990.0
2016,80 à 84 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,30.4
2016,80 à 84 ans,Les deux sexes,Cerebrovascular diseases,288.3
2016,80 à 84 ans,Les deux sexes,Atherosclerosis,7.4
2016,80 à 84 ans,Les deux sexes,Aortic aneurysm and dissection,30.6
2016,80 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,298.3
2016,80 à 84 ans,Les deux sexes,Pneumoconioses and chemical effects,4.0
2016,80 à 84 ans,Les deux sexes,Pneumonitis due to solids and liquids,28.3
2016,80 à 84 ans,Hommes,Tumeurs malignes,1876.8
2016,80 à 84 ans,Hommes,Diabète sucré,170.1
2016,80 à 84 ans,Hommes,Maladies du coeur,1270.7
2016,80 à 84 ans,Hommes,Essential hypertension and hypertensive renal disease,32.5
2016,80 à 84 ans,Hommes,Cerebrovascular diseases,309.2
2016,80 à 84 ans,Hommes,Atherosclerosis,7.7
2016,80 à 84 ans,Hommes,Aortic aneurysm and dissection,40.5
2016,80 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,345.5
2016,80 à 84 ans,Hommes,Pneumoconioses and chemical effects,8.6
2016,80 à 84 ans,Hommes,Pneumonitis due to solids and liquids,37.5
2016,80 à 84 ans,Femmes,Tumeurs malignes,1196.9
2016,80 à 84 ans,Femmes,Diabète sucré,115.8
2016,80 à 84 ans,Femmes,Maladies du coeur,776.5
2016,80 à 84 ans,Femmes,Essential hypertension and hypertensive renal disease,28.7
2016,80 à 84 ans,Femmes,Cerebrovascular diseases,272.3
2016,80 à 84 ans,Femmes,Atherosclerosis,7.2
2016,80 à 84 ans,Femmes,Aortic aneurysm and dissection,23.1
2016,80 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,262.5
2016,80 à 84 ans,Femmes,Pneumoconioses and chemical effects,0.5
2016,80 à 84 ans,Femmes,Pneumonitis due to solids and liquids,21.3
2016,85 ans et plus,Les deux sexes,Tumeurs malignes,2066.4
2016,85 ans et plus,Les deux sexes,Diabète sucré,278.0
2016,85 ans et plus,Les deux sexes,Maladies du coeur,2892.0
2016,85 ans et plus,Les deux sexes,Essential hypertension and hypertensive renal disease,112.3
2016,85 ans et plus,Les deux sexes,Cerebrovascular diseases,869.1
2016,85 ans et plus,Les deux sexes,Atherosclerosis,45.6
2016,85 ans et plus,Les deux sexes,Aortic aneurysm and dissection,62.0
2016,85 ans et plus,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,557.8
2016,85 ans et plus,Les deux sexes,Pneumoconioses and chemical effects,4.5
2016,85 ans et plus,Les deux sexes,Pneumonitis due to solids and liquids,103.4
2016,85 ans et plus,Hommes,Tumeurs malignes,2856.5
2016,85 ans et plus,Hommes,Diabète sucré,320.0
2016,85 ans et plus,Hommes,Maladies du coeur,3262.6
2016,85 ans et plus,Hommes,Essential hypertension and hypertensive renal disease,100.7
2016,85 ans et plus,Hommes,Cerebrovascular diseases,795.0
2016,85 ans et plus,Hommes,Atherosclerosis,48.3
2016,85 ans et plus,Hommes,Aortic aneurysm and dissection,87.9
2016,85 ans et plus,Hommes,Maladies chroniques des voies respiratoires inférieures,750.3
2016,85 ans et plus,Hommes,Pneumoconioses and chemical effects,12.1
2016,85 ans et plus,Hommes,Pneumonitis due to solids and liquids,149.8
2016,85 ans et plus,Femmes,Tumeurs malignes,1645.3
2016,85 ans et plus,Femmes,Diabète sucré,255.6
2016,85 ans et plus,Femmes,Maladies du coeur,2694.4
2016,85 ans et plus,Femmes,Essential hypertension and hypertensive renal disease,118.4
2016,85 ans et plus,Femmes,Cerebrovascular diseases,908.6
2016,85 ans et plus,Femmes,Atherosclerosis,44.1
2016,85 ans et plus,Femmes,Aortic aneurysm and dissection,48.2
2016,85 ans et plus,Femmes,Maladies chroniques des voies respiratoires inférieures,455.2
2016,85 ans et plus,Femmes,Pneumoconioses and chemical effects,0.4
2016,85 ans et plus,Femmes,Pneumonitis due to solids and liquids,78.6
2016,85 à 89 ans,Les deux sexes,Tumeurs malignes,1920.3
2016,85 à 89 ans,Les deux sexes,Diabète sucré,223.6
2016,85 à 89 ans,Les deux sexes,Maladies du coeur,1884.9
2016,85 à 89 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,58.3
2016,85 à 89 ans,Les deux sexes,Cerebrovascular diseases,602.3
2016,85 à 89 ans,Les deux sexes,Atherosclerosis,24.6
2016,85 à 89 ans,Les deux sexes,Aortic aneurysm and dissection,56.3
2016,85 à 89 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,457.9
2016,85 à 89 ans,Les deux sexes,Pneumoconioses and chemical effects,4.5
2016,85 à 89 ans,Les deux sexes,Pneumonitis due to solids and liquids,67.0
2016,85 à 89 ans,Hommes,Tumeurs malignes,2615.0
2016,85 à 89 ans,Hommes,Diabète sucré,270.5
2016,85 à 89 ans,Hommes,Maladies du coeur,2347.7
2016,85 à 89 ans,Hommes,Essential hypertension and hypertensive renal disease,60.5
2016,85 à 89 ans,Hommes,Cerebrovascular diseases,605.6
2016,85 à 89 ans,Hommes,Atherosclerosis,29.7
2016,85 à 89 ans,Hommes,Aortic aneurysm and dissection,73.2
2016,85 à 89 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,588.7
2016,85 à 89 ans,Hommes,Pneumoconioses and chemical effects,11.7
2016,85 à 89 ans,Hommes,Pneumonitis due to solids and liquids,102.9
2016,85 à 89 ans,Femmes,Tumeurs malignes,1489.1
2016,85 à 89 ans,Femmes,Diabète sucré,194.5
2016,85 à 89 ans,Femmes,Maladies du coeur,1597.7
2016,85 à 89 ans,Femmes,Essential hypertension and hypertensive renal disease,56.9
2016,85 à 89 ans,Femmes,Cerebrovascular diseases,600.3
2016,85 à 89 ans,Femmes,Atherosclerosis,21.4
2016,85 à 89 ans,Femmes,Aortic aneurysm and dissection,45.7
2016,85 à 89 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,376.8
2016,85 à 89 ans,Femmes,Pneumoconioses and chemical effects,0.0
2016,85 à 89 ans,Femmes,Pneumonitis due to solids and liquids,44.8
2016,90 ans et plus,Les deux sexes,Tumeurs malignes,2311.8
2016,90 ans et plus,Les deux sexes,Diabète sucré,369.4
2016,90 ans et plus,Les deux sexes,Maladies du coeur,4583.3
2016,90 ans et plus,Les deux sexes,Essential hypertension and hypertensive renal disease,202.9
2016,90 ans et plus,Les deux sexes,Cerebrovascular diseases,1317.2
2016,90 ans et plus,Les deux sexes,Atherosclerosis,80.8
2016,90 ans et plus,Les deux sexes,Aortic aneurysm and dissection,71.6
2016,90 ans et plus,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,725.5
2016,90 ans et plus,Les deux sexes,Pneumoconioses and chemical effects,4.4
2016,90 ans et plus,Les deux sexes,Pneumonitis due to solids and liquids,164.4
2016,90 ans et plus,Hommes,Tumeurs malignes,3395.4
2016,90 ans et plus,Hommes,Diabète sucré,430.6
2016,90 ans et plus,Hommes,Maladies du coeur,5303.7
2016,90 ans et plus,Hommes,Essential hypertension and hypertensive renal disease,190.5
2016,90 ans et plus,Hommes,Cerebrovascular diseases,1217.4
2016,90 ans et plus,Hommes,Atherosclerosis,89.9
2016,90 ans et plus,Hommes,Aortic aneurysm and dissection,120.7
2016,90 ans et plus,Hommes,Maladies chroniques des voies respiratoires inférieures,1110.9
2016,90 ans et plus,Hommes,Pneumoconioses and chemical effects,13.0
2016,90 ans et plus,Hommes,Pneumonitis due to solids and liquids,254.4
2016,90 ans et plus,Femmes,Tumeurs malignes,1872.8
2016,90 ans et plus,Femmes,Diabète sucré,344.6
2016,90 ans et plus,Femmes,Maladies du coeur,4291.5
2016,90 ans et plus,Femmes,Essential hypertension and hypertensive renal disease,208.0
2016,90 ans et plus,Femmes,Cerebrovascular diseases,1357.7
2016,90 ans et plus,Femmes,Atherosclerosis,77.2
2016,90 ans et plus,Femmes,Aortic aneurysm and dissection,51.8
2016,90 ans et plus,Femmes,Maladies chroniques des voies respiratoires inférieures,569.3
2016,90 ans et plus,Femmes,Pneumoconioses and chemical effects,1.0
2016,90 ans et plus,Femmes,Pneumonitis due to solids and liquids,128.0
2017,Tous les âges,Les deux sexes,Tumeurs malignes,219.2
2017,Tous les âges,Les deux sexes,Diabète sucré,19.0
2017,Tous les âges,Les deux sexes,Maladies du coeur,146.5
2017,Tous les âges,Les deux sexes,Essential hypertension and hypertensive renal disease,3.9
2017,Tous les âges,Les deux sexes,Cerebrovascular diseases,38.2
2017,Tous les âges,Les deux sexes,Atherosclerosis,1.7
2017,Tous les âges,Les deux sexes,Aortic aneurysm and dissection,4.2
2017,Tous les âges,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,35.3
2017,Tous les âges,Les deux sexes,Pneumoconioses and chemical effects,0.3
2017,Tous les âges,Les deux sexes,Pneumonitis due to solids and liquids,4.2
2017,Tous les âges,Hommes,Tumeurs malignes,233.3
2017,Tous les âges,Hommes,Diabète sucré,21.6
2017,Tous les âges,Hommes,Maladies du coeur,159.6
2017,Tous les âges,Hommes,Essential hypertension and hypertensive renal disease,3.2
2017,Tous les âges,Hommes,Cerebrovascular diseases,33.3
2017,Tous les âges,Hommes,Atherosclerosis,1.5
2017,Tous les âges,Hommes,Aortic aneurysm and dissection,5.2
2017,Tous les âges,Hommes,Maladies chroniques des voies respiratoires inférieures,34.8
2017,Tous les âges,Hommes,Pneumoconioses and chemical effects,0.6
2017,Tous les âges,Hommes,Pneumonitis due to solids and liquids,4.7
2017,Tous les âges,Femmes,Tumeurs malignes,205.3
2017,Tous les âges,Femmes,Diabète sucré,16.4
2017,Tous les âges,Femmes,Maladies du coeur,133.6
2017,Tous les âges,Femmes,Essential hypertension and hypertensive renal disease,4.7
2017,Tous les âges,Femmes,Cerebrovascular diseases,42.9
2017,Tous les âges,Femmes,Atherosclerosis,1.8
2017,Tous les âges,Femmes,Aortic aneurysm and dissection,3.1
2017,Tous les âges,Femmes,Maladies chroniques des voies respiratoires inférieures,35.8
2017,Tous les âges,Femmes,Pneumoconioses and chemical effects,0.0
2017,Tous les âges,Femmes,Pneumonitis due to solids and liquids,3.7
2017,1 à 14 ans,Les deux sexes,Tumeurs malignes,1.9
2017,1 à 14 ans,Les deux sexes,Diabète sucré,0.0
2017,1 à 14 ans,Les deux sexes,Maladies du coeur,0.4
2017,1 à 14 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.0
2017,1 à 14 ans,Les deux sexes,Cerebrovascular diseases,0.1
2017,1 à 14 ans,Les deux sexes,Atherosclerosis,0.0
2017,1 à 14 ans,Les deux sexes,Aortic aneurysm and dissection,0.0
2017,1 à 14 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.1
2017,1 à 14 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2017,1 à 14 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.0
2017,1 à 14 ans,Hommes,Tumeurs malignes,2.4
2017,1 à 14 ans,Hommes,Diabète sucré,0.0
2017,1 à 14 ans,Hommes,Maladies du coeur,0.5
2017,1 à 14 ans,Hommes,Essential hypertension and hypertensive renal disease,0.0
2017,1 à 14 ans,Hommes,Cerebrovascular diseases,0.2
2017,1 à 14 ans,Hommes,Atherosclerosis,0.0
2017,1 à 14 ans,Hommes,Aortic aneurysm and dissection,0.0
2017,1 à 14 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.0
2017,1 à 14 ans,Hommes,Pneumoconioses and chemical effects,0.0
2017,1 à 14 ans,Hommes,Pneumonitis due to solids and liquids,0.1
2017,1 à 14 ans,Femmes,Tumeurs malignes,1.4
2017,1 à 14 ans,Femmes,Diabète sucré,0.0
2017,1 à 14 ans,Femmes,Maladies du coeur,0.3
2017,1 à 14 ans,Femmes,Essential hypertension and hypertensive renal disease,0.0
2017,1 à 14 ans,Femmes,Cerebrovascular diseases,0.0
2017,1 à 14 ans,Femmes,Atherosclerosis,0.0
2017,1 à 14 ans,Femmes,Aortic aneurysm and dissection,0.0
2017,1 à 14 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.1
2017,1 à 14 ans,Femmes,Pneumoconioses and chemical effects,0.0
2017,1 à 14 ans,Femmes,Pneumonitis due to solids and liquids,0.0
2017,1 à 4 ans,Les deux sexes,Tumeurs malignes,2.2
2017,1 à 4 ans,Les deux sexes,Diabète sucré,0.0
2017,1 à 4 ans,Les deux sexes,Maladies du coeur,0.5
2017,1 à 4 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.1
2017,1 à 4 ans,Les deux sexes,Cerebrovascular diseases,0.1
2017,1 à 4 ans,Les deux sexes,Atherosclerosis,0.0
2017,1 à 4 ans,Les deux sexes,Aortic aneurysm and dissection,0.0
2017,1 à 4 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.1
2017,1 à 4 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2017,1 à 4 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.1
2017,1 à 4 ans,Hommes,Tumeurs malignes,2.8
2017,1 à 4 ans,Hommes,Diabète sucré,0.0
2017,1 à 4 ans,Hommes,Maladies du coeur,0.6
2017,1 à 4 ans,Hommes,Essential hypertension and hypertensive renal disease,0.1
2017,1 à 4 ans,Hommes,Cerebrovascular diseases,0.1
2017,1 à 4 ans,Hommes,Atherosclerosis,0.0
2017,1 à 4 ans,Hommes,Aortic aneurysm and dissection,0.0
2017,1 à 4 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.0
2017,1 à 4 ans,Hommes,Pneumoconioses and chemical effects,0.0
2017,1 à 4 ans,Hommes,Pneumonitis due to solids and liquids,0.1
2017,1 à 4 ans,Femmes,Tumeurs malignes,1.6
2017,1 à 4 ans,Femmes,Diabète sucré,0.0
2017,1 à 4 ans,Femmes,Maladies du coeur,0.4
2017,1 à 4 ans,Femmes,Essential hypertension and hypertensive renal disease,0.0
2017,1 à 4 ans,Femmes,Cerebrovascular diseases,0.0
2017,1 à 4 ans,Femmes,Atherosclerosis,0.0
2017,1 à 4 ans,Femmes,Aortic aneurysm and dissection,0.0
2017,1 à 4 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.1
2017,1 à 4 ans,Femmes,Pneumoconioses and chemical effects,0.0
2017,1 à 4 ans,Femmes,Pneumonitis due to solids and liquids,0.0
2017,5 à 9 ans,Les deux sexes,Tumeurs malignes,2.1
2017,5 à 9 ans,Les deux sexes,Diabète sucré,0.0
2017,5 à 9 ans,Les deux sexes,Maladies du coeur,0.3
2017,5 à 9 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.0
2017,5 à 9 ans,Les deux sexes,Cerebrovascular diseases,0.0
2017,5 à 9 ans,Les deux sexes,Atherosclerosis,0.0
2017,5 à 9 ans,Les deux sexes,Aortic aneurysm and dissection,0.0
2017,5 à 9 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.0
2017,5 à 9 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2017,5 à 9 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.0
2017,5 à 9 ans,Hommes,Tumeurs malignes,2.4
2017,5 à 9 ans,Hommes,Diabète sucré,0.0
2017,5 à 9 ans,Hommes,Maladies du coeur,0.5
2017,5 à 9 ans,Hommes,Essential hypertension and hypertensive renal disease,0.0
2017,5 à 9 ans,Hommes,Cerebrovascular diseases,0.1
2017,5 à 9 ans,Hommes,Atherosclerosis,0.0
2017,5 à 9 ans,Hommes,Aortic aneurysm and dissection,0.0
2017,5 à 9 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.0
2017,5 à 9 ans,Hommes,Pneumoconioses and chemical effects,0.0
2017,5 à 9 ans,Hommes,Pneumonitis due to solids and liquids,0.0
2017,5 à 9 ans,Femmes,Tumeurs malignes,1.8
2017,5 à 9 ans,Femmes,Diabète sucré,0.0
2017,5 à 9 ans,Femmes,Maladies du coeur,0.2
2017,5 à 9 ans,Femmes,Essential hypertension and hypertensive renal disease,0.0
2017,5 à 9 ans,Femmes,Cerebrovascular diseases,0.0
2017,5 à 9 ans,Femmes,Atherosclerosis,0.0
2017,5 à 9 ans,Femmes,Aortic aneurysm and dissection,0.0
2017,5 à 9 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.0
2017,5 à 9 ans,Femmes,Pneumoconioses and chemical effects,0.0
2017,5 à 9 ans,Femmes,Pneumonitis due to solids and liquids,0.0
2017,10 à 14 ans,Les deux sexes,Tumeurs malignes,1.5
2017,10 à 14 ans,Les deux sexes,Diabète sucré,0.0
2017,10 à 14 ans,Les deux sexes,Maladies du coeur,0.4
2017,10 à 14 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.0
2017,10 à 14 ans,Les deux sexes,Cerebrovascular diseases,0.2
2017,10 à 14 ans,Les deux sexes,Atherosclerosis,0.0
2017,10 à 14 ans,Les deux sexes,Aortic aneurysm and dissection,0.1
2017,10 à 14 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.2
2017,10 à 14 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2017,10 à 14 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.1
2017,10 à 14 ans,Hommes,Tumeurs malignes,2.1
2017,10 à 14 ans,Hommes,Diabète sucré,0.0
2017,10 à 14 ans,Hommes,Maladies du coeur,0.4
2017,10 à 14 ans,Hommes,Essential hypertension and hypertensive renal disease,0.0
2017,10 à 14 ans,Hommes,Cerebrovascular diseases,0.3
2017,10 à 14 ans,Hommes,Atherosclerosis,0.0
2017,10 à 14 ans,Hommes,Aortic aneurysm and dissection,0.1
2017,10 à 14 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.1
2017,10 à 14 ans,Hommes,Pneumoconioses and chemical effects,0.0
2017,10 à 14 ans,Hommes,Pneumonitis due to solids and liquids,0.1
2017,10 à 14 ans,Femmes,Tumeurs malignes,0.8
2017,10 à 14 ans,Femmes,Diabète sucré,0.0
2017,10 à 14 ans,Femmes,Maladies du coeur,0.4
2017,10 à 14 ans,Femmes,Essential hypertension and hypertensive renal disease,0.0
2017,10 à 14 ans,Femmes,Cerebrovascular diseases,0.1
2017,10 à 14 ans,Femmes,Atherosclerosis,0.0
2017,10 à 14 ans,Femmes,Aortic aneurysm and dissection,0.0
2017,10 à 14 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.3
2017,10 à 14 ans,Femmes,Pneumoconioses and chemical effects,0.0
2017,10 à 14 ans,Femmes,Pneumonitis due to solids and liquids,0.0
2017,15 à 24 ans,Les deux sexes,Tumeurs malignes,3.2
2017,15 à 24 ans,Les deux sexes,Diabète sucré,0.3
2017,15 à 24 ans,Les deux sexes,Maladies du coeur,1.2
2017,15 à 24 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.0
2017,15 à 24 ans,Les deux sexes,Cerebrovascular diseases,0.3
2017,15 à 24 ans,Les deux sexes,Atherosclerosis,0.0
2017,15 à 24 ans,Les deux sexes,Aortic aneurysm and dissection,0.0
2017,15 à 24 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.3
2017,15 à 24 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2017,15 à 24 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.1
2017,15 à 24 ans,Hommes,Tumeurs malignes,4.0
2017,15 à 24 ans,Hommes,Diabète sucré,0.3
2017,15 à 24 ans,Hommes,Maladies du coeur,1.6
2017,15 à 24 ans,Hommes,Essential hypertension and hypertensive renal disease,0.0
2017,15 à 24 ans,Hommes,Cerebrovascular diseases,0.3
2017,15 à 24 ans,Hommes,Atherosclerosis,0.0
2017,15 à 24 ans,Hommes,Aortic aneurysm and dissection,0.0
2017,15 à 24 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.2
2017,15 à 24 ans,Hommes,Pneumoconioses and chemical effects,0.0
2017,15 à 24 ans,Hommes,Pneumonitis due to solids and liquids,0.0
2017,15 à 24 ans,Femmes,Tumeurs malignes,2.4
2017,15 à 24 ans,Femmes,Diabète sucré,0.4
2017,15 à 24 ans,Femmes,Maladies du coeur,0.7
2017,15 à 24 ans,Femmes,Essential hypertension and hypertensive renal disease,0.0
2017,15 à 24 ans,Femmes,Cerebrovascular diseases,0.2
2017,15 à 24 ans,Femmes,Atherosclerosis,0.0
2017,15 à 24 ans,Femmes,Aortic aneurysm and dissection,0.0
2017,15 à 24 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.3
2017,15 à 24 ans,Femmes,Pneumoconioses and chemical effects,0.0
2017,15 à 24 ans,Femmes,Pneumonitis due to solids and liquids,0.1
2017,15 à 19 ans,Les deux sexes,Tumeurs malignes,2.4
2017,15 à 19 ans,Les deux sexes,Diabète sucré,0.3
2017,15 à 19 ans,Les deux sexes,Maladies du coeur,0.5
2017,15 à 19 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.0
2017,15 à 19 ans,Les deux sexes,Cerebrovascular diseases,0.5
2017,15 à 19 ans,Les deux sexes,Atherosclerosis,0.0
2017,15 à 19 ans,Les deux sexes,Aortic aneurysm and dissection,0.0
2017,15 à 19 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.3
2017,15 à 19 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2017,15 à 19 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.0
2017,15 à 19 ans,Hommes,Tumeurs malignes,3.2
2017,15 à 19 ans,Hommes,Diabète sucré,0.4
2017,15 à 19 ans,Hommes,Maladies du coeur,0.6
2017,15 à 19 ans,Hommes,Essential hypertension and hypertensive renal disease,0.0
2017,15 à 19 ans,Hommes,Cerebrovascular diseases,0.5
2017,15 à 19 ans,Hommes,Atherosclerosis,0.0
2017,15 à 19 ans,Hommes,Aortic aneurysm and dissection,0.0
2017,15 à 19 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.2
2017,15 à 19 ans,Hommes,Pneumoconioses and chemical effects,0.0
2017,15 à 19 ans,Hommes,Pneumonitis due to solids and liquids,0.0
2017,15 à 19 ans,Femmes,Tumeurs malignes,1.6
2017,15 à 19 ans,Femmes,Diabète sucré,0.2
2017,15 à 19 ans,Femmes,Maladies du coeur,0.5
2017,15 à 19 ans,Femmes,Essential hypertension and hypertensive renal disease,0.0
2017,15 à 19 ans,Femmes,Cerebrovascular diseases,0.5
2017,15 à 19 ans,Femmes,Atherosclerosis,0.0
2017,15 à 19 ans,Femmes,Aortic aneurysm and dissection,0.1
2017,15 à 19 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.4
2017,15 à 19 ans,Femmes,Pneumoconioses and chemical effects,0.0
2017,15 à 19 ans,Femmes,Pneumonitis due to solids and liquids,0.1
2017,20 à 24 ans,Les deux sexes,Tumeurs malignes,3.9
2017,20 à 24 ans,Les deux sexes,Diabète sucré,0.4
2017,20 à 24 ans,Les deux sexes,Maladies du coeur,1.8
2017,20 à 24 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.0
2017,20 à 24 ans,Les deux sexes,Cerebrovascular diseases,0.1
2017,20 à 24 ans,Les deux sexes,Atherosclerosis,0.0
2017,20 à 24 ans,Les deux sexes,Aortic aneurysm and dissection,0.0
2017,20 à 24 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.3
2017,20 à 24 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2017,20 à 24 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.1
2017,20 à 24 ans,Hommes,Tumeurs malignes,4.7
2017,20 à 24 ans,Hommes,Diabète sucré,0.2
2017,20 à 24 ans,Hommes,Maladies du coeur,2.5
2017,20 à 24 ans,Hommes,Essential hypertension and hypertensive renal disease,0.0
2017,20 à 24 ans,Hommes,Cerebrovascular diseases,0.2
2017,20 à 24 ans,Hommes,Atherosclerosis,0.0
2017,20 à 24 ans,Hommes,Aortic aneurysm and dissection,0.1
2017,20 à 24 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.2
