Year,Indicateurs de discrimination,Géographie,Genre,GeoCode,Value
2024 Q1,Discrimination sur Internet,Colombie-Britannique,Femmes,59,10.3
2024 Q1,Discrimination dans les rapports avec le système de soins de santé,Colombie-Britannique,Femmes,59,17.1
2024 Q1,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Colombie-Britannique,Femmes,59,47.8
2024 Q1,Discrimination aux mains de membres de la famille ou d’amis,Colombie-Britannique,Femmes,59,24.2
2024 Q1,Discrimination en utilisant le transport en commun,Colombie-Britannique,Femmes,59,13.3
2024 Q1,Discrimination dans toute autre situation,Colombie-Britannique,Femmes,59,18.2
2024 Q2,N'ont pas été victimes de discrimination,Canada,Total,,63.1
2024 Q2,Discrimination au travail,Canada,Total,,41.1
2024 Q2,Discrimination à l'école,Canada,Total,,18.6
2024 Q2,Discrimination sur Internet,Canada,Total,,19.2
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Canada,Total,,17.9
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Canada,Total,,48.2
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Canada,Total,,22.6
2024 Q2,Discrimination en utilisant le transport en commun,Canada,Total,,19.4
2024 Q2,Discrimination dans toute autre situation,Canada,Total,,19.6
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Canada,Hommes,,32.4
2024 Q2,N'ont pas été victimes de discrimination,Canada,Hommes,,67.6
2024 Q2,Discrimination au travail,Canada,Hommes,,38.8
2024 Q2,Discrimination à l'école,Canada,Hommes,,18.5
2024 Q2,Discrimination sur Internet,Canada,Hommes,,20.9
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Canada,Hommes,,13.9
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Canada,Hommes,,48.6
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Canada,Hommes,,21.9
2024 Q2,Discrimination en utilisant le transport en commun,Canada,Hommes,,19.5
2024 Q2,Discrimination dans toute autre situation,Canada,Hommes,,21.9
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Canada,Femmes,,41.4
2024 Q2,N'ont pas été victimes de discrimination,Canada,Femmes,,58.6
2024 Q2,Discrimination au travail,Canada,Femmes,,42.9
2024 Q2,Discrimination à l'école,Canada,Femmes,,18.7
2024 Q2,Discrimination sur Internet,Canada,Femmes,,18.0
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Canada,Femmes,,21.1
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Canada,Femmes,,47.9
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Canada,Femmes,,23.2
2024 Q2,Discrimination en utilisant le transport en commun,Canada,Femmes,,19.3
2024 Q2,Discrimination dans toute autre situation,Canada,Femmes,,17.8
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Terre-Neuve-et-Labrador,Total,10,23.9
2024 Q2,N'ont pas été victimes de discrimination,Terre-Neuve-et-Labrador,Total,10,76.1
2024 Q2,Discrimination au travail,Terre-Neuve-et-Labrador,Total,10,31.7
2024 Q2,Discrimination à l'école,Terre-Neuve-et-Labrador,Total,10,22.2
2024 Q2,Discrimination sur Internet,Terre-Neuve-et-Labrador,Total,10,23.8
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Terre-Neuve-et-Labrador,Total,10,19.3
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Terre-Neuve-et-Labrador,Total,10,34.1
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Terre-Neuve-et-Labrador,Total,10,24.3
2024 Q2,Discrimination en utilisant le transport en commun,Terre-Neuve-et-Labrador,Total,10,6.6
2024 Q2,Discrimination dans toute autre situation,Terre-Neuve-et-Labrador,Total,10,18.3
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Terre-Neuve-et-Labrador,Hommes,10,22.0
2024 Q2,N'ont pas été victimes de discrimination,Terre-Neuve-et-Labrador,Hommes,10,78.0
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Terre-Neuve-et-Labrador,Femmes,10,25.8
2024 Q2,N'ont pas été victimes de discrimination,Terre-Neuve-et-Labrador,Femmes,10,74.2
2024 Q2,Discrimination au travail,Terre-Neuve-et-Labrador,Femmes,10,30.9
2024 Q2,Discrimination à l'école,Terre-Neuve-et-Labrador,Femmes,10,24.6
2024 Q2,Discrimination sur Internet,Terre-Neuve-et-Labrador,Femmes,10,24.6
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Terre-Neuve-et-Labrador,Femmes,10,20.1
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Terre-Neuve-et-Labrador,Femmes,10,35.1
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Terre-Neuve-et-Labrador,Femmes,10,33.3
2024 Q2,Discrimination dans toute autre situation,Terre-Neuve-et-Labrador,Femmes,10,12.9
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Île-du-Prince-Édouard,Total,11,31.0
2024 Q2,N'ont pas été victimes de discrimination,Île-du-Prince-Édouard,Total,11,69.0
2024 Q2,Discrimination au travail,Île-du-Prince-Édouard,Total,11,37.9
2024 Q2,Discrimination à l'école,Île-du-Prince-Édouard,Total,11,32.3
2024 Q2,Discrimination sur Internet,Île-du-Prince-Édouard,Total,11,21.6
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Île-du-Prince-Édouard,Total,11,21.4
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Île-du-Prince-Édouard,Total,11,32.7
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Île-du-Prince-Édouard,Total,11,30.7
2024 Q2,Discrimination dans toute autre situation,Île-du-Prince-Édouard,Total,11,14.4
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Île-du-Prince-Édouard,Hommes,11,21.9
2024 Q2,N'ont pas été victimes de discrimination,Île-du-Prince-Édouard,Hommes,11,78.1
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Île-du-Prince-Édouard,Femmes,11,39.9
2024 Q2,N'ont pas été victimes de discrimination,Île-du-Prince-Édouard,Femmes,11,60.1
2024 Q2,Discrimination au travail,Île-du-Prince-Édouard,Femmes,11,34.2
2024 Q2,Discrimination à l'école,Île-du-Prince-Édouard,Femmes,11,33.0
2024 Q2,Discrimination sur Internet,Île-du-Prince-Édouard,Femmes,11,14.4
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Île-du-Prince-Édouard,Femmes,11,27.4
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Île-du-Prince-Édouard,Femmes,11,37.0
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Île-du-Prince-Édouard,Femmes,11,34.3
2024 Q2,Discrimination dans toute autre situation,Île-du-Prince-Édouard,Femmes,11,11.0
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Nouvelle-Écosse,Total,12,34.7
2024 Q2,N'ont pas été victimes de discrimination,Nouvelle-Écosse,Total,12,65.3
2024 Q2,Discrimination au travail,Nouvelle-Écosse,Total,12,38.7
2024 Q2,Discrimination à l'école,Nouvelle-Écosse,Total,12,12.4
2024 Q2,Discrimination sur Internet,Nouvelle-Écosse,Total,12,20.8
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Nouvelle-Écosse,Total,12,12.6
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Nouvelle-Écosse,Total,12,49.7
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Nouvelle-Écosse,Total,12,21.1
2024 Q2,Discrimination en utilisant le transport en commun,Nouvelle-Écosse,Total,12,20.4
2024 Q2,Discrimination dans toute autre situation,Nouvelle-Écosse,Total,12,18.5
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Nouvelle-Écosse,Hommes,12,28.9
2024 Q2,N'ont pas été victimes de discrimination,Nouvelle-Écosse,Hommes,12,71.1
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Nouvelle-Écosse,Femmes,12,40.2
2024 Q2,N'ont pas été victimes de discrimination,Nouvelle-Écosse,Femmes,12,59.8
2024 Q2,Discrimination au travail,Nouvelle-Écosse,Femmes,12,34.5
2024 Q2,Discrimination à l'école,Nouvelle-Écosse,Femmes,12,8.1
2024 Q2,Discrimination sur Internet,Nouvelle-Écosse,Femmes,12,19.6
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Nouvelle-Écosse,Femmes,12,13.4
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Nouvelle-Écosse,Femmes,12,43.0
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Nouvelle-Écosse,Femmes,12,25.9
2024 Q2,Discrimination en utilisant le transport en commun,Nouvelle-Écosse,Femmes,12,18.9
2024 Q2,Discrimination dans toute autre situation,Nouvelle-Écosse,Femmes,12,18.5
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Nouveau-Brunswick,Total,13,28.0
2024 Q2,N'ont pas été victimes de discrimination,Nouveau-Brunswick,Total,13,72.0
2024 Q2,Discrimination au travail,Nouveau-Brunswick,Total,13,46.2
2024 Q2,Discrimination à l'école,Nouveau-Brunswick,Total,13,20.3
2024 Q2,Discrimination sur Internet,Nouveau-Brunswick,Total,13,13.0
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Nouveau-Brunswick,Total,13,18.9
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Nouveau-Brunswick,Total,13,30.2
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Nouveau-Brunswick,Total,13,18.9
2024 Q2,Discrimination en utilisant le transport en commun,Nouveau-Brunswick,Total,13,2.9
2024 Q2,Discrimination dans toute autre situation,Nouveau-Brunswick,Total,13,14.7
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Nouveau-Brunswick,Hommes,13,26.9
2024 Q2,N'ont pas été victimes de discrimination,Nouveau-Brunswick,Hommes,13,73.1
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Nouveau-Brunswick,Femmes,13,29.1
2024 Q2,N'ont pas été victimes de discrimination,Nouveau-Brunswick,Femmes,13,70.9
2024 Q2,Discrimination au travail,Nouveau-Brunswick,Femmes,13,45.4
2024 Q2,Discrimination à l'école,Nouveau-Brunswick,Femmes,13,21.4
2024 Q2,Discrimination sur Internet,Nouveau-Brunswick,Femmes,13,11.4
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Nouveau-Brunswick,Femmes,13,27.2
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Nouveau-Brunswick,Femmes,13,31.6
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Nouveau-Brunswick,Femmes,13,20.3
2024 Q2,Discrimination dans toute autre situation,Nouveau-Brunswick,Femmes,13,10.8
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Québec,Total,24,25.1
2024 Q2,N'ont pas été victimes de discrimination,Québec,Total,24,74.9
2024 Q2,Discrimination au travail,Québec,Total,24,43.0
2024 Q2,Discrimination à l'école,Québec,Total,24,21.0
2024 Q2,Discrimination sur Internet,Québec,Total,24,13.2
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Québec,Total,24,16.7
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Québec,Total,24,48.4
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Québec,Total,24,15.5
2024 Q2,Discrimination en utilisant le transport en commun,Québec,Total,24,13.6
2024 Q2,Discrimination dans toute autre situation,Québec,Total,24,18.6
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Québec,Hommes,24,21.3
2024 Q2,N'ont pas été victimes de discrimination,Québec,Hommes,24,78.7
2024 Q2,Discrimination au travail,Québec,Hommes,24,39.1
2024 Q2,Discrimination à l'école,Québec,Hommes,24,21.5
2024 Q2,Discrimination sur Internet,Québec,Hommes,24,16.8
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Québec,Hommes,24,15.7
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Québec,Hommes,24,52.0
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Québec,Hommes,24,13.7
2024 Q2,Discrimination en utilisant le transport en commun,Québec,Hommes,24,13.7
2024 Q2,Discrimination dans toute autre situation,Québec,Hommes,24,19.9
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Québec,Femmes,24,28.9
2024 Q2,N'ont pas été victimes de discrimination,Québec,Femmes,24,71.1
2024 Q2,Discrimination au travail,Québec,Femmes,24,45.8
2024 Q2,Discrimination à l'école,Québec,Femmes,24,20.6
2024 Q2,Discrimination sur Internet,Québec,Femmes,24,10.7
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Québec,Femmes,24,17.4
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Québec,Femmes,24,45.8
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Québec,Femmes,24,16.9
2024 Q2,Discrimination en utilisant le transport en commun,Québec,Femmes,24,13.5
2024 Q2,Discrimination dans toute autre situation,Québec,Femmes,24,17.6
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Ontario,Total,35,40.6
2024 Q2,N'ont pas été victimes de discrimination,Ontario,Total,35,59.4
2024 Q2,Discrimination au travail,Ontario,Total,35,40.5
2024 Q2,Discrimination à l'école,Ontario,Total,35,18.2
2024 Q2,Discrimination sur Internet,Ontario,Total,35,19.8
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Ontario,Total,35,16.2
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Ontario,Total,35,48.1
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Ontario,Total,35,26.1
2024 Q2,Discrimination en utilisant le transport en commun,Ontario,Total,35,22.1
2024 Q2,Discrimination dans toute autre situation,Ontario,Total,35,19.5
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Ontario,Hommes,35,35.4
2024 Q2,N'ont pas été victimes de discrimination,Ontario,Hommes,35,64.6
2024 Q2,Discrimination au travail,Ontario,Hommes,35,38.0
2024 Q2,Discrimination à l'école,Ontario,Hommes,35,18.4
2024 Q2,Discrimination sur Internet,Ontario,Hommes,35,20.4
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Ontario,Hommes,35,11.4
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Ontario,Hommes,35,48.1
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Ontario,Hommes,35,27.2
2024 Q2,Discrimination en utilisant le transport en commun,Ontario,Hommes,35,24.0
2024 Q2,Discrimination dans toute autre situation,Ontario,Hommes,35,21.6
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Ontario,Femmes,35,45.7
2024 Q2,N'ont pas été victimes de discrimination,Ontario,Femmes,35,54.3
2024 Q2,Discrimination au travail,Ontario,Femmes,35,42.4
2024 Q2,Discrimination à l'école,Ontario,Femmes,35,18.0
2024 Q2,Discrimination sur Internet,Ontario,Femmes,35,19.3
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Ontario,Femmes,35,19.9
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Ontario,Femmes,35,48.1
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Ontario,Femmes,35,25.3
2024 Q2,Discrimination en utilisant le transport en commun,Ontario,Femmes,35,20.8
2024 Q2,Discrimination dans toute autre situation,Ontario,Femmes,35,17.9
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Manitoba,Total,46,36.9
2024 Q2,N'ont pas été victimes de discrimination,Manitoba,Total,46,63.1
2024 Q2,Discrimination au travail,Manitoba,Total,46,47.8
2024 Q2,Discrimination à l'école,Manitoba,Total,46,14.3
2024 Q2,Discrimination sur Internet,Manitoba,Total,46,18.9
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Manitoba,Total,46,20.5
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Manitoba,Total,46,50.0
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Manitoba,Total,46,28.5
2024 Q2,Discrimination en utilisant le transport en commun,Manitoba,Total,46,20.5
2024 Q2,Discrimination dans toute autre situation,Manitoba,Total,46,23.9
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Manitoba,Hommes,46,28.2
2024 Q2,N'ont pas été victimes de discrimination,Manitoba,Hommes,46,71.8
2024 Q2,Discrimination au travail,Manitoba,Hommes,46,49.2
2024 Q2,Discrimination sur Internet,Manitoba,Hommes,46,23.3
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Manitoba,Hommes,46,25.9
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Manitoba,Hommes,46,45.1
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Manitoba,Hommes,46,31.6
2024 Q2,Discrimination en utilisant le transport en commun,Manitoba,Hommes,46,26.4
2024 Q2,Discrimination dans toute autre situation,Manitoba,Hommes,46,30.5
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Manitoba,Femmes,46,45.7
2024 Q2,N'ont pas été victimes de discrimination,Manitoba,Femmes,46,54.3
2024 Q2,Discrimination au travail,Manitoba,Femmes,46,46.8
2024 Q2,Discrimination sur Internet,Manitoba,Femmes,46,16.1
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Manitoba,Femmes,46,17.0
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Manitoba,Femmes,46,53.2
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Manitoba,Femmes,46,26.5
2024 Q2,Discrimination en utilisant le transport en commun,Manitoba,Femmes,46,16.6
2024 Q2,Discrimination dans toute autre situation,Manitoba,Femmes,46,19.7
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Saskatchewan,Total,47,42.4
2024 Q2,N'ont pas été victimes de discrimination,Saskatchewan,Total,47,57.6
2024 Q2,Discrimination au travail,Saskatchewan,Total,47,40.2
2024 Q2,Discrimination à l'école,Saskatchewan,Total,47,21.2
2024 Q2,Discrimination sur Internet,Saskatchewan,Total,47,26.0
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Saskatchewan,Total,47,25.7
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Saskatchewan,Total,47,48.3
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Saskatchewan,Total,47,28.6
2024 Q2,Discrimination en utilisant le transport en commun,Saskatchewan,Total,47,14.4
2024 Q2,Discrimination dans toute autre situation,Saskatchewan,Total,47,17.6
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Saskatchewan,Hommes,47,37.2
2024 Q2,N'ont pas été victimes de discrimination,Saskatchewan,Hommes,47,62.8
2024 Q2,Discrimination au travail,Saskatchewan,Hommes,47,38.3
2024 Q2,Discrimination à l'école,Saskatchewan,Hommes,47,18.7
2024 Q2,Discrimination sur Internet,Saskatchewan,Hommes,47,25.6
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Saskatchewan,Hommes,47,18.1
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Saskatchewan,Hommes,47,52.2
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Saskatchewan,Hommes,47,28.5
2024 Q2,Discrimination en utilisant le transport en commun,Saskatchewan,Hommes,47,13.5
2024 Q2,Discrimination dans toute autre situation,Saskatchewan,Hommes,47,23.2
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Saskatchewan,Femmes,47,47.8
2024 Q2,N'ont pas été victimes de discrimination,Saskatchewan,Femmes,47,52.2
2024 Q2,Discrimination au travail,Saskatchewan,Femmes,47,41.7
2024 Q2,Discrimination à l'école,Saskatchewan,Femmes,47,23.1
2024 Q2,Discrimination sur Internet,Saskatchewan,Femmes,47,26.3
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Saskatchewan,Femmes,47,31.7
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Saskatchewan,Femmes,47,45.3
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Saskatchewan,Femmes,47,28.7
2024 Q2,Discrimination en utilisant le transport en commun,Saskatchewan,Femmes,47,15.1
2024 Q2,Discrimination dans toute autre situation,Saskatchewan,Femmes,47,13.2
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Alberta,Total,48,42.7
2024 Q2,N'ont pas été victimes de discrimination,Alberta,Total,48,57.3
2024 Q2,Discrimination au travail,Alberta,Total,48,46.9
2024 Q2,Discrimination à l'école,Alberta,Total,48,21.3
2024 Q2,Discrimination sur Internet,Alberta,Total,48,25.4
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Alberta,Total,48,22.4
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Alberta,Total,48,46.2
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Alberta,Total,48,21.4
2024 Q2,Discrimination en utilisant le transport en commun,Alberta,Total,48,20.2
2024 Q2,Discrimination dans toute autre situation,Alberta,Total,48,20.8
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Alberta,Hommes,48,38.4
2024 Q2,N'ont pas été victimes de discrimination,Alberta,Hommes,48,61.6
2024 Q2,Discrimination au travail,Alberta,Hommes,48,42.6
2024 Q2,Discrimination à l'école,Alberta,Hommes,48,23.2
2024 Q2,Discrimination sur Internet,Alberta,Hommes,48,23.9
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Alberta,Hommes,48,14.3
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Alberta,Hommes,48,44.2
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Alberta,Hommes,48,16.2
2024 Q2,Discrimination en utilisant le transport en commun,Alberta,Hommes,48,14.4
2024 Q2,Discrimination dans toute autre situation,Alberta,Hommes,48,17.5
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Alberta,Femmes,48,47.2
2024 Q2,N'ont pas été victimes de discrimination,Alberta,Femmes,48,52.8
2024 Q2,Discrimination au travail,Alberta,Femmes,48,50.4
2024 Q2,Discrimination à l'école,Alberta,Femmes,48,19.8
2024 Q2,Discrimination sur Internet,Alberta,Femmes,48,26.7
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Alberta,Femmes,48,29.0
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Alberta,Femmes,48,47.9
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Alberta,Femmes,48,25.7
2024 Q2,Discrimination en utilisant le transport en commun,Alberta,Femmes,48,24.9
2024 Q2,Discrimination dans toute autre situation,Alberta,Femmes,48,23.5
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Colombie-Britannique,Total,59,42.7
2024 Q2,N'ont pas été victimes de discrimination,Colombie-Britannique,Total,59,57.3
2024 Q2,Discrimination au travail,Colombie-Britannique,Total,59,35.4
2024 Q2,Discrimination à l'école,Colombie-Britannique,Total,59,15.6
2024 Q2,Discrimination sur Internet,Colombie-Britannique,Total,59,16.8
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Colombie-Britannique,Total,59,18.6
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Colombie-Britannique,Total,59,52.2
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Colombie-Britannique,Total,59,18.8
2024 Q2,Discrimination en utilisant le transport en commun,Colombie-Britannique,Total,59,20.0
2024 Q2,Discrimination dans toute autre situation,Colombie-Britannique,Total,59,20.1
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Colombie-Britannique,Hommes,59,39.5
2024 Q2,N'ont pas été victimes de discrimination,Colombie-Britannique,Hommes,59,60.5
2024 Q2,Discrimination au travail,Colombie-Britannique,Hommes,59,34.1
2024 Q2,Discrimination à l'école,Colombie-Britannique,Hommes,59,12.9
2024 Q2,Discrimination sur Internet,Colombie-Britannique,Hommes,59,21.8
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Colombie-Britannique,Hommes,59,16.1
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Colombie-Britannique,Hommes,59,52.2
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Colombie-Britannique,Hommes,59,19.2
2024 Q2,Discrimination en utilisant le transport en commun,Colombie-Britannique,Hommes,59,19.6
2024 Q2,Discrimination dans toute autre situation,Colombie-Britannique,Hommes,59,26.8
2024 Q2,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Colombie-Britannique,Femmes,59,45.9
2024 Q2,N'ont pas été victimes de discrimination,Colombie-Britannique,Femmes,59,54.1
2024 Q2,Discrimination au travail,Colombie-Britannique,Femmes,59,36.5
2024 Q2,Discrimination à l'école,Colombie-Britannique,Femmes,59,17.9
2024 Q2,Discrimination sur Internet,Colombie-Britannique,Femmes,59,12.7
2024 Q2,Discrimination dans les rapports avec le système de soins de santé,Colombie-Britannique,Femmes,59,20.6
2024 Q2,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Colombie-Britannique,Femmes,59,52.1
2024 Q2,Discrimination aux mains de membres de la famille ou d’amis,Colombie-Britannique,Femmes,59,18.5
2024 Q2,Discrimination en utilisant le transport en commun,Colombie-Britannique,Femmes,59,20.4
2024 Q2,Discrimination dans toute autre situation,Colombie-Britannique,Femmes,59,14.5
2024 Q3,N'ont pas été victimes de discrimination,Canada,Total,,69.1
2024 Q3,Discrimination au travail,Canada,Total,,41.6
2024 Q3,Discrimination à l'école,Canada,Total,,16.6
2024 Q3,Discrimination sur Internet,Canada,Total,,19.1
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Canada,Total,,18.1
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Canada,Total,,50.7
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Canada,Total,,21.5
2024 Q3,Discrimination en utilisant le transport en commun,Canada,Total,,17.4
2024 Q3,Discrimination dans toute autre situation,Canada,Total,,19.1
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Canada,Hommes,,27.6
2024 Q3,N'ont pas été victimes de discrimination,Canada,Hommes,,72.4
2024 Q3,Discrimination au travail,Canada,Hommes,,41.1
2024 Q3,Discrimination à l'école,Canada,Hommes,,15.7
2024 Q3,Discrimination sur Internet,Canada,Hommes,,19.3
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Canada,Hommes,,12.2
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Canada,Hommes,,49.5
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Canada,Hommes,,21.1
2024 Q3,Discrimination en utilisant le transport en commun,Canada,Hommes,,17.2
2024 Q3,Discrimination dans toute autre situation,Canada,Hommes,,20.8
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Canada,Femmes,,34.1
2024 Q3,N'ont pas été victimes de discrimination,Canada,Femmes,,65.9
2024 Q3,Discrimination au travail,Canada,Femmes,,42.0
2024 Q3,Discrimination à l'école,Canada,Femmes,,17.2
2024 Q3,Discrimination sur Internet,Canada,Femmes,,19.0
