Year,Géographie,Sexe,Groupe d'âge,Compétences,Niveau de compétence,GeoCode,Value
2012,Nouvelle-Écosse,Femmes,55 à 65 ans,Alphabétisme,3 ou plus,12,36.5
2012,Nouvelle-Écosse,Femmes,55 à 65 ans,Arithmétique,2 ou moins,12,75.1
2012,Nouvelle-Écosse,Femmes,55 à 65 ans,Arithmétique,3 ou plus,12,24.9
2012,Nouveau-Brunswick,Les deux sexes,Total,Alphabétisme,2 ou moins,13,53.5
2012,Nouveau-Brunswick,Les deux sexes,Total,Alphabétisme,3 ou plus,13,46.5
2012,Nouveau-Brunswick,Les deux sexes,Total,Arithmétique,2 ou moins,13,63.1
2012,Nouveau-Brunswick,Les deux sexes,Total,Arithmétique,3 ou plus,13,36.9
2012,Nouveau-Brunswick,Les deux sexes,16 à 24 ans,Alphabétisme,2 ou moins,13,59.4
2012,Nouveau-Brunswick,Les deux sexes,16 à 24 ans,Alphabétisme,3 ou plus,13,40.6
2012,Nouveau-Brunswick,Les deux sexes,16 à 24 ans,Arithmétique,2 ou moins,13,67.9
2012,Nouveau-Brunswick,Les deux sexes,16 à 24 ans,Arithmétique,3 ou plus,13,32.1
2012,Nouveau-Brunswick,Les deux sexes,25 à 34 ans,Alphabétisme,2 ou moins,13,38.2
2012,Nouveau-Brunswick,Les deux sexes,25 à 34 ans,Alphabétisme,3 ou plus,13,61.8
2012,Nouveau-Brunswick,Les deux sexes,25 à 34 ans,Arithmétique,2 ou moins,13,50.8
2012,Nouveau-Brunswick,Les deux sexes,25 à 34 ans,Arithmétique,3 ou plus,13,49.2
2012,Nouveau-Brunswick,Les deux sexes,35 à 44 ans,Alphabétisme,2 ou moins,13,43.1
2012,Nouveau-Brunswick,Les deux sexes,35 à 44 ans,Alphabétisme,3 ou plus,13,56.9
2012,Nouveau-Brunswick,Les deux sexes,35 à 44 ans,Arithmétique,2 ou moins,13,55.7
2012,Nouveau-Brunswick,Les deux sexes,35 à 44 ans,Arithmétique,3 ou plus,13,44.3
2012,Nouveau-Brunswick,Les deux sexes,45 à 54 ans,Alphabétisme,2 ou moins,13,57.5
2012,Nouveau-Brunswick,Les deux sexes,45 à 54 ans,Alphabétisme,3 ou plus,13,42.5
2012,Nouveau-Brunswick,Les deux sexes,45 à 54 ans,Arithmétique,2 ou moins,13,64.1
2012,Nouveau-Brunswick,Les deux sexes,45 à 54 ans,Arithmétique,3 ou plus,13,35.9
2012,Nouveau-Brunswick,Les deux sexes,55 à 65 ans,Alphabétisme,2 ou moins,13,64.4
2012,Nouveau-Brunswick,Les deux sexes,55 à 65 ans,Alphabétisme,3 ou plus,13,35.6
2012,Nouveau-Brunswick,Les deux sexes,55 à 65 ans,Arithmétique,2 ou moins,13,73.2
2012,Nouveau-Brunswick,Les deux sexes,55 à 65 ans,Arithmétique,3 ou plus,13,26.8
2012,Nouveau-Brunswick,Hommes,Total,Alphabétisme,2 ou moins,13,53.8
2012,Nouveau-Brunswick,Hommes,Total,Alphabétisme,3 ou plus,13,46.2
2012,Nouveau-Brunswick,Hommes,Total,Arithmétique,2 ou moins,13,58.1
2012,Nouveau-Brunswick,Hommes,Total,Arithmétique,3 ou plus,13,41.9
2012,Nouveau-Brunswick,Hommes,16 à 24 ans,Alphabétisme,2 ou moins,13,62.5
2012,Nouveau-Brunswick,Hommes,16 à 24 ans,Alphabétisme,3 ou plus,13,37.5
2012,Nouveau-Brunswick,Hommes,16 à 24 ans,Arithmétique,2 ou moins,13,67.7
2012,Nouveau-Brunswick,Hommes,16 à 24 ans,Arithmétique,3 ou plus,13,32.3
2012,Nouveau-Brunswick,Hommes,25 à 34 ans,Alphabétisme,2 ou moins,13,34.4
2012,Nouveau-Brunswick,Hommes,25 à 34 ans,Alphabétisme,3 ou plus,13,65.6
2012,Nouveau-Brunswick,Hommes,25 à 34 ans,Arithmétique,2 ou moins,13,40.2
2012,Nouveau-Brunswick,Hommes,25 à 34 ans,Arithmétique,3 ou plus,13,59.8
2012,Nouveau-Brunswick,Hommes,35 à 44 ans,Alphabétisme,2 ou moins,13,42.4
2012,Nouveau-Brunswick,Hommes,35 à 44 ans,Alphabétisme,3 ou plus,13,57.6
2012,Nouveau-Brunswick,Hommes,35 à 44 ans,Arithmétique,2 ou moins,13,48.4
2012,Nouveau-Brunswick,Hommes,35 à 44 ans,Arithmétique,3 ou plus,13,51.6
2012,Nouveau-Brunswick,Hommes,45 à 54 ans,Alphabétisme,2 ou moins,13,62.5
2012,Nouveau-Brunswick,Hommes,45 à 54 ans,Alphabétisme,3 ou plus,13,37.5
2012,Nouveau-Brunswick,Hommes,45 à 54 ans,Arithmétique,2 ou moins,13,64.0
2012,Nouveau-Brunswick,Hommes,45 à 54 ans,Arithmétique,3 ou plus,13,36.0
2012,Nouveau-Brunswick,Hommes,55 à 65 ans,Alphabétisme,2 ou moins,13,62.0
2012,Nouveau-Brunswick,Hommes,55 à 65 ans,Alphabétisme,3 ou plus,13,38.0
2012,Nouveau-Brunswick,Hommes,55 à 65 ans,Arithmétique,2 ou moins,13,65.9
2012,Nouveau-Brunswick,Hommes,55 à 65 ans,Arithmétique,3 ou plus,13,34.1
2012,Nouveau-Brunswick,Femmes,Total,Alphabétisme,2 ou moins,13,53.1
2012,Nouveau-Brunswick,Femmes,Total,Alphabétisme,3 ou plus,13,46.9
2012,Nouveau-Brunswick,Femmes,Total,Arithmétique,2 ou moins,13,67.9
2012,Nouveau-Brunswick,Femmes,Total,Arithmétique,3 ou plus,13,32.1
2012,Nouveau-Brunswick,Femmes,16 à 24 ans,Alphabétisme,2 ou moins,13,56.1
2012,Nouveau-Brunswick,Femmes,16 à 24 ans,Alphabétisme,3 ou plus,13,43.9
2012,Nouveau-Brunswick,Femmes,16 à 24 ans,Arithmétique,2 ou moins,13,68.1
2012,Nouveau-Brunswick,Femmes,16 à 24 ans,Arithmétique,3 ou plus,13,31.9
2012,Nouveau-Brunswick,Femmes,25 à 34 ans,Alphabétisme,2 ou moins,13,41.7
2012,Nouveau-Brunswick,Femmes,25 à 34 ans,Alphabétisme,3 ou plus,13,58.3
2012,Nouveau-Brunswick,Femmes,25 à 34 ans,Arithmétique,2 ou moins,13,60.8
2012,Nouveau-Brunswick,Femmes,25 à 34 ans,Arithmétique,3 ou plus,13,39.2
2012,Nouveau-Brunswick,Femmes,35 à 44 ans,Alphabétisme,2 ou moins,13,43.9
2012,Nouveau-Brunswick,Femmes,35 à 44 ans,Alphabétisme,3 ou plus,13,56.1
2012,Nouveau-Brunswick,Femmes,35 à 44 ans,Arithmétique,2 ou moins,13,62.9
2012,Nouveau-Brunswick,Femmes,35 à 44 ans,Arithmétique,3 ou plus,13,37.1
2012,Nouveau-Brunswick,Femmes,45 à 54 ans,Alphabétisme,2 ou moins,13,52.7
2012,Nouveau-Brunswick,Femmes,45 à 54 ans,Alphabétisme,3 ou plus,13,47.3
2012,Nouveau-Brunswick,Femmes,45 à 54 ans,Arithmétique,2 ou moins,13,64.1
2012,Nouveau-Brunswick,Femmes,45 à 54 ans,Arithmétique,3 ou plus,13,35.9
2012,Nouveau-Brunswick,Femmes,55 à 65 ans,Alphabétisme,2 ou moins,13,66.8
2012,Nouveau-Brunswick,Femmes,55 à 65 ans,Alphabétisme,3 ou plus,13,33.2
2012,Nouveau-Brunswick,Femmes,55 à 65 ans,Arithmétique,2 ou moins,13,80.1
2012,Nouveau-Brunswick,Femmes,55 à 65 ans,Arithmétique,3 ou plus,13,19.9
2012,Québec,Les deux sexes,Total,Alphabétisme,2 ou moins,24,53.2
2012,Québec,Les deux sexes,Total,Alphabétisme,3 ou plus,24,46.8
2012,Québec,Les deux sexes,Total,Arithmétique,2 ou moins,24,56.1
2012,Québec,Les deux sexes,Total,Arithmétique,3 ou plus,24,43.9
2012,Québec,Les deux sexes,16 à 24 ans,Alphabétisme,2 ou moins,24,48.7
2012,Québec,Les deux sexes,16 à 24 ans,Alphabétisme,3 ou plus,24,51.3
2012,Québec,Les deux sexes,16 à 24 ans,Arithmétique,2 ou moins,24,50.0
2012,Québec,Les deux sexes,16 à 24 ans,Arithmétique,3 ou plus,24,50.0
2012,Québec,Les deux sexes,25 à 34 ans,Alphabétisme,2 ou moins,24,39.7
2012,Québec,Les deux sexes,25 à 34 ans,Alphabétisme,3 ou plus,24,60.3
2012,Québec,Les deux sexes,25 à 34 ans,Arithmétique,2 ou moins,24,43.5
2012,Québec,Les deux sexes,25 à 34 ans,Arithmétique,3 ou plus,24,56.5
2012,Québec,Les deux sexes,35 à 44 ans,Alphabétisme,2 ou moins,24,44.7
2012,Québec,Les deux sexes,35 à 44 ans,Alphabétisme,3 ou plus,24,55.3
2012,Québec,Les deux sexes,35 à 44 ans,Arithmétique,2 ou moins,24,49.3
2012,Québec,Les deux sexes,35 à 44 ans,Arithmétique,3 ou plus,24,50.7
2012,Québec,Les deux sexes,45 à 54 ans,Alphabétisme,2 ou moins,24,59.9
2012,Québec,Les deux sexes,45 à 54 ans,Alphabétisme,3 ou plus,24,40.1
2012,Québec,Les deux sexes,45 à 54 ans,Arithmétique,2 ou moins,24,61.7
2012,Québec,Les deux sexes,45 à 54 ans,Arithmétique,3 ou plus,24,38.3
2012,Québec,Les deux sexes,55 à 65 ans,Alphabétisme,2 ou moins,24,69.3
2012,Québec,Les deux sexes,55 à 65 ans,Alphabétisme,3 ou plus,24,30.7
2012,Québec,Les deux sexes,55 à 65 ans,Arithmétique,2 ou moins,24,72.2
2012,Québec,Les deux sexes,55 à 65 ans,Arithmétique,3 ou plus,24,27.8
2012,Québec,Hommes,Total,Alphabétisme,2 ou moins,24,52.3
2012,Québec,Hommes,Total,Alphabétisme,3 ou plus,24,47.7
2012,Québec,Hommes,Total,Arithmétique,2 ou moins,24,51.4
2012,Québec,Hommes,Total,Arithmétique,3 ou plus,24,48.6
2012,Québec,Hommes,16 à 24 ans,Alphabétisme,2 ou moins,24,52.3
2012,Québec,Hommes,16 à 24 ans,Alphabétisme,3 ou plus,24,47.7
2012,Québec,Hommes,16 à 24 ans,Arithmétique,2 ou moins,24,50.5
2012,Québec,Hommes,16 à 24 ans,Arithmétique,3 ou plus,24,49.5
2012,Québec,Hommes,25 à 34 ans,Alphabétisme,2 ou moins,24,40.5
2012,Québec,Hommes,25 à 34 ans,Alphabétisme,3 ou plus,24,59.5
2012,Québec,Hommes,25 à 34 ans,Arithmétique,2 ou moins,24,40.0
2012,Québec,Hommes,25 à 34 ans,Arithmétique,3 ou plus,24,60.0
2012,Québec,Hommes,35 à 44 ans,Alphabétisme,2 ou moins,24,43.2
2012,Québec,Hommes,35 à 44 ans,Alphabétisme,3 ou plus,24,56.8
2012,Québec,Hommes,35 à 44 ans,Arithmétique,2 ou moins,24,44.3
2012,Québec,Hommes,35 à 44 ans,Arithmétique,3 ou plus,24,55.7
2012,Québec,Hommes,45 à 54 ans,Alphabétisme,2 ou moins,24,57.2
2012,Québec,Hommes,45 à 54 ans,Alphabétisme,3 ou plus,24,42.8
2012,Québec,Hommes,45 à 54 ans,Arithmétique,2 ou moins,24,54.9
2012,Québec,Hommes,45 à 54 ans,Arithmétique,3 ou plus,24,45.1
2012,Québec,Hommes,55 à 65 ans,Alphabétisme,2 ou moins,24,66.4
2012,Québec,Hommes,55 à 65 ans,Alphabétisme,3 ou plus,24,33.6
2012,Québec,Hommes,55 à 65 ans,Arithmétique,2 ou moins,24,65.5
2012,Québec,Hommes,55 à 65 ans,Arithmétique,3 ou plus,24,34.5
2012,Québec,Femmes,Total,Alphabétisme,2 ou moins,24,54.1
2012,Québec,Femmes,Total,Alphabétisme,3 ou plus,24,45.9
2012,Québec,Femmes,Total,Arithmétique,2 ou moins,24,60.9
2012,Québec,Femmes,Total,Arithmétique,3 ou plus,24,39.1
2012,Québec,Femmes,16 à 24 ans,Alphabétisme,2 ou moins,24,44.9
2012,Québec,Femmes,16 à 24 ans,Alphabétisme,3 ou plus,24,55.1
2012,Québec,Femmes,16 à 24 ans,Arithmétique,2 ou moins,24,49.5
2012,Québec,Femmes,16 à 24 ans,Arithmétique,3 ou plus,24,50.5
2012,Québec,Femmes,25 à 34 ans,Alphabétisme,2 ou moins,24,38.7
2012,Québec,Femmes,25 à 34 ans,Alphabétisme,3 ou plus,24,61.3
2012,Québec,Femmes,25 à 34 ans,Arithmétique,2 ou moins,24,47.1
2012,Québec,Femmes,25 à 34 ans,Arithmétique,3 ou plus,24,52.9
2012,Québec,Femmes,35 à 44 ans,Alphabétisme,2 ou moins,24,46.1
2012,Québec,Femmes,35 à 44 ans,Alphabétisme,3 ou plus,24,53.9
2012,Québec,Femmes,35 à 44 ans,Arithmétique,2 ou moins,24,54.5
2012,Québec,Femmes,35 à 44 ans,Arithmétique,3 ou plus,24,45.5
2012,Québec,Femmes,45 à 54 ans,Alphabétisme,2 ou moins,24,62.7
2012,Québec,Femmes,45 à 54 ans,Alphabétisme,3 ou plus,24,37.3
2012,Québec,Femmes,45 à 54 ans,Arithmétique,2 ou moins,24,68.7
2012,Québec,Femmes,45 à 54 ans,Arithmétique,3 ou plus,24,31.3
2012,Québec,Femmes,55 à 65 ans,Alphabétisme,2 ou moins,24,72.0
2012,Québec,Femmes,55 à 65 ans,Alphabétisme,3 ou plus,24,28.0
2012,Québec,Femmes,55 à 65 ans,Arithmétique,2 ou moins,24,78.7
2012,Québec,Femmes,55 à 65 ans,Arithmétique,3 ou plus,24,21.3
2012,Ontario,Les deux sexes,Total,Alphabétisme,2 ou moins,35,46.8
2012,Ontario,Les deux sexes,Total,Alphabétisme,3 ou plus,35,53.2
2012,Ontario,Les deux sexes,Total,Arithmétique,2 ou moins,35,53.8
2012,Ontario,Les deux sexes,Total,Arithmétique,3 ou plus,35,46.2
2012,Ontario,Les deux sexes,16 à 24 ans,Alphabétisme,2 ou moins,35,44.2
2012,Ontario,Les deux sexes,16 à 24 ans,Alphabétisme,3 ou plus,35,55.8
2012,Ontario,Les deux sexes,16 à 24 ans,Arithmétique,2 ou moins,35,53.3
2012,Ontario,Les deux sexes,16 à 24 ans,Arithmétique,3 ou plus,35,46.7
2012,Ontario,Les deux sexes,25 à 34 ans,Alphabétisme,2 ou moins,35,41.1
2012,Ontario,Les deux sexes,25 à 34 ans,Alphabétisme,3 ou plus,35,58.9
2012,Ontario,Les deux sexes,25 à 34 ans,Arithmétique,2 ou moins,35,48.2
2012,Ontario,Les deux sexes,25 à 34 ans,Arithmétique,3 ou plus,35,51.8
2012,Ontario,Les deux sexes,35 à 44 ans,Alphabétisme,2 ou moins,35,41.7
2012,Ontario,Les deux sexes,35 à 44 ans,Alphabétisme,3 ou plus,35,58.3
2012,Ontario,Les deux sexes,35 à 44 ans,Arithmétique,2 ou moins,35,48.7
2012,Ontario,Les deux sexes,35 à 44 ans,Arithmétique,3 ou plus,35,51.3
2012,Ontario,Les deux sexes,45 à 54 ans,Alphabétisme,2 ou moins,35,49.9
2012,Ontario,Les deux sexes,45 à 54 ans,Alphabétisme,3 ou plus,35,50.1
2012,Ontario,Les deux sexes,45 à 54 ans,Arithmétique,2 ou moins,35,54.5
2012,Ontario,Les deux sexes,45 à 54 ans,Arithmétique,3 ou plus,35,45.5
2012,Ontario,Les deux sexes,55 à 65 ans,Alphabétisme,2 ou moins,35,56.5
2012,Ontario,Les deux sexes,55 à 65 ans,Alphabétisme,3 ou plus,35,43.5
2012,Ontario,Les deux sexes,55 à 65 ans,Arithmétique,2 ou moins,35,64.5
2012,Ontario,Les deux sexes,55 à 65 ans,Arithmétique,3 ou plus,35,35.5
2012,Ontario,Hommes,Total,Alphabétisme,2 ou moins,35,45.7
2012,Ontario,Hommes,Total,Alphabétisme,3 ou plus,35,54.3
2012,Ontario,Hommes,Total,Arithmétique,2 ou moins,35,47.1
2012,Ontario,Hommes,Total,Arithmétique,3 ou plus,35,52.9
2012,Ontario,Hommes,16 à 24 ans,Alphabétisme,2 ou moins,35,43.9
2012,Ontario,Hommes,16 à 24 ans,Alphabétisme,3 ou plus,35,56.1
2012,Ontario,Hommes,16 à 24 ans,Arithmétique,2 ou moins,35,47.5
2012,Ontario,Hommes,16 à 24 ans,Arithmétique,3 ou plus,35,52.5
2012,Ontario,Hommes,25 à 34 ans,Alphabétisme,2 ou moins,35,40.3
2012,Ontario,Hommes,25 à 34 ans,Alphabétisme,3 ou plus,35,59.7
2012,Ontario,Hommes,25 à 34 ans,Arithmétique,2 ou moins,35,42.7
2012,Ontario,Hommes,25 à 34 ans,Arithmétique,3 ou plus,35,57.3
2012,Ontario,Hommes,35 à 44 ans,Alphabétisme,2 ou moins,35,40.0
2012,Ontario,Hommes,35 à 44 ans,Alphabétisme,3 ou plus,35,60.0
2012,Ontario,Hommes,35 à 44 ans,Arithmétique,2 ou moins,35,39.9
2012,Ontario,Hommes,35 à 44 ans,Arithmétique,3 ou plus,35,60.1
2012,Ontario,Hommes,45 à 54 ans,Alphabétisme,2 ou moins,35,47.9
2012,Ontario,Hommes,45 à 54 ans,Alphabétisme,3 ou plus,35,52.1
2012,Ontario,Hommes,45 à 54 ans,Arithmétique,2 ou moins,35,47.4
2012,Ontario,Hommes,45 à 54 ans,Arithmétique,3 ou plus,35,52.6
2012,Ontario,Hommes,55 à 65 ans,Alphabétisme,2 ou moins,35,56.0
2012,Ontario,Hommes,55 à 65 ans,Alphabétisme,3 ou plus,35,44.0
2012,Ontario,Hommes,55 à 65 ans,Arithmétique,2 ou moins,35,57.9
2012,Ontario,Hommes,55 à 65 ans,Arithmétique,3 ou plus,35,42.1
2012,Ontario,Femmes,Total,Alphabétisme,2 ou moins,35,47.9
2012,Ontario,Femmes,Total,Alphabétisme,3 ou plus,35,52.1
2012,Ontario,Femmes,Total,Arithmétique,2 ou moins,35,60.5
2012,Ontario,Femmes,Total,Arithmétique,3 ou plus,35,39.5
2012,Ontario,Femmes,16 à 24 ans,Alphabétisme,2 ou moins,35,44.5
2012,Ontario,Femmes,16 à 24 ans,Alphabétisme,3 ou plus,35,55.5
2012,Ontario,Femmes,16 à 24 ans,Arithmétique,2 ou moins,35,59.2
2012,Ontario,Femmes,16 à 24 ans,Arithmétique,3 ou plus,35,40.8
2012,Ontario,Femmes,25 à 34 ans,Alphabétisme,2 ou moins,35,41.8
2012,Ontario,Femmes,25 à 34 ans,Alphabétisme,3 ou plus,35,58.2
2012,Ontario,Femmes,25 à 34 ans,Arithmétique,2 ou moins,35,53.5
2012,Ontario,Femmes,25 à 34 ans,Arithmétique,3 ou plus,35,46.5
2012,Ontario,Femmes,35 à 44 ans,Alphabétisme,2 ou moins,35,43.3
2012,Ontario,Femmes,35 à 44 ans,Alphabétisme,3 ou plus,35,56.7
2012,Ontario,Femmes,35 à 44 ans,Arithmétique,2 ou moins,35,57.2
2012,Ontario,Femmes,35 à 44 ans,Arithmétique,3 ou plus,35,42.8
2012,Ontario,Femmes,45 à 54 ans,Alphabétisme,2 ou moins,35,52.0
2012,Ontario,Femmes,45 à 54 ans,Alphabétisme,3 ou plus,35,48.0
2012,Ontario,Femmes,45 à 54 ans,Arithmétique,2 ou moins,35,61.8
2012,Ontario,Femmes,45 à 54 ans,Arithmétique,3 ou plus,35,38.2
2012,Ontario,Femmes,55 à 65 ans,Alphabétisme,2 ou moins,35,57.0
2012,Ontario,Femmes,55 à 65 ans,Alphabétisme,3 ou plus,35,43.0
2012,Ontario,Femmes,55 à 65 ans,Arithmétique,2 ou moins,35,70.8
2012,Ontario,Femmes,55 à 65 ans,Arithmétique,3 ou plus,35,29.2
2012,Manitoba,Les deux sexes,Total,Alphabétisme,2 ou moins,46,48.3
2012,Manitoba,Les deux sexes,Total,Alphabétisme,3 ou plus,46,51.7
2012,Manitoba,Les deux sexes,Total,Arithmétique,2 ou moins,46,54.8
2012,Manitoba,Les deux sexes,Total,Arithmétique,3 ou plus,46,45.2
2012,Manitoba,Les deux sexes,16 à 24 ans,Alphabétisme,2 ou moins,46,49.5
2012,Manitoba,Les deux sexes,16 à 24 ans,Alphabétisme,3 ou plus,46,50.5
2012,Manitoba,Les deux sexes,16 à 24 ans,Arithmétique,2 ou moins,46,55.1
2012,Manitoba,Les deux sexes,16 à 24 ans,Arithmétique,3 ou plus,46,44.9
2012,Manitoba,Les deux sexes,25 à 34 ans,Alphabétisme,2 ou moins,46,40.6
2012,Manitoba,Les deux sexes,25 à 34 ans,Alphabétisme,3 ou plus,46,59.4
2012,Manitoba,Les deux sexes,25 à 34 ans,Arithmétique,2 ou moins,46,48.0
2012,Manitoba,Les deux sexes,25 à 34 ans,Arithmétique,3 ou plus,46,52.0
2012,Manitoba,Les deux sexes,35 à 44 ans,Alphabétisme,2 ou moins,46,45.0
2012,Manitoba,Les deux sexes,35 à 44 ans,Alphabétisme,3 ou plus,46,55.0
2012,Manitoba,Les deux sexes,35 à 44 ans,Arithmétique,2 ou moins,46,49.7
2012,Manitoba,Les deux sexes,35 à 44 ans,Arithmétique,3 ou plus,46,50.3
2012,Manitoba,Les deux sexes,45 à 54 ans,Alphabétisme,2 ou moins,46,50.7
2012,Manitoba,Les deux sexes,45 à 54 ans,Alphabétisme,3 ou plus,46,49.3
2012,Manitoba,Les deux sexes,45 à 54 ans,Arithmétique,2 ou moins,46,55.7
2012,Manitoba,Les deux sexes,45 à 54 ans,Arithmétique,3 ou plus,46,44.3
2012,Manitoba,Les deux sexes,55 à 65 ans,Alphabétisme,2 ou moins,46,55.3
2012,Manitoba,Les deux sexes,55 à 65 ans,Alphabétisme,3 ou plus,46,44.7
2012,Manitoba,Les deux sexes,55 à 65 ans,Arithmétique,2 ou moins,46,65.0
2012,Manitoba,Les deux sexes,55 à 65 ans,Arithmétique,3 ou plus,46,35.0
2012,Manitoba,Hommes,Total,Alphabétisme,2 ou moins,46,50.5
2012,Manitoba,Hommes,Total,Alphabétisme,3 ou plus,46,49.5
2012,Manitoba,Hommes,Total,Arithmétique,2 ou moins,46,52.0
2012,Manitoba,Hommes,Total,Arithmétique,3 ou plus,46,48.0
2012,Manitoba,Hommes,16 à 24 ans,Alphabétisme,2 ou moins,46,50.9
2012,Manitoba,Hommes,16 à 24 ans,Alphabétisme,3 ou plus,46,49.1
2012,Manitoba,Hommes,16 à 24 ans,Arithmétique,2 ou moins,46,51.3
2012,Manitoba,Hommes,16 à 24 ans,Arithmétique,3 ou plus,46,48.7
2012,Manitoba,Hommes,25 à 34 ans,Alphabétisme,2 ou moins,46,48.8
2012,Manitoba,Hommes,25 à 34 ans,Alphabétisme,3 ou plus,46,51.2
2012,Manitoba,Hommes,25 à 34 ans,Arithmétique,2 ou moins,46,46.5
2012,Manitoba,Hommes,25 à 34 ans,Arithmétique,3 ou plus,46,53.5
2012,Manitoba,Hommes,35 à 44 ans,Alphabétisme,2 ou moins,46,44.9
2012,Manitoba,Hommes,35 à 44 ans,Alphabétisme,3 ou plus,46,55.1
2012,Manitoba,Hommes,35 à 44 ans,Arithmétique,2 ou moins,46,46.0
2012,Manitoba,Hommes,35 à 44 ans,Arithmétique,3 ou plus,46,54.0
2012,Manitoba,Hommes,45 à 54 ans,Alphabétisme,2 ou moins,46,54.1
2012,Manitoba,Hommes,45 à 54 ans,Alphabétisme,3 ou plus,46,45.9
2012,Manitoba,Hommes,45 à 54 ans,Arithmétique,2 ou moins,46,55.5
2012,Manitoba,Hommes,45 à 54 ans,Arithmétique,3 ou plus,46,44.5
2012,Manitoba,Hommes,55 à 65 ans,Alphabétisme,2 ou moins,46,53.1
2012,Manitoba,Hommes,55 à 65 ans,Alphabétisme,3 ou plus,46,46.9
2012,Manitoba,Hommes,55 à 65 ans,Arithmétique,2 ou moins,46,60.2
2012,Manitoba,Hommes,55 à 65 ans,Arithmétique,3 ou plus,46,39.8
2012,Manitoba,Femmes,Total,Alphabétisme,2 ou moins,46,46.1
2012,Manitoba,Femmes,Total,Alphabétisme,3 ou plus,46,53.9
2012,Manitoba,Femmes,Total,Arithmétique,2 ou moins,46,57.5
2012,Manitoba,Femmes,Total,Arithmétique,3 ou plus,46,42.5
2012,Manitoba,Femmes,16 à 24 ans,Alphabétisme,2 ou moins,46,48.1
2012,Manitoba,Femmes,16 à 24 ans,Alphabétisme,3 ou plus,46,51.9
2012,Manitoba,Femmes,16 à 24 ans,Arithmétique,2 ou moins,46,59.1
2012,Manitoba,Femmes,16 à 24 ans,Arithmétique,3 ou plus,46,40.9
2012,Manitoba,Femmes,25 à 34 ans,Alphabétisme,2 ou moins,46,32.3
2012,Manitoba,Femmes,25 à 34 ans,Alphabétisme,3 ou plus,46,67.7
2012,Manitoba,Femmes,25 à 34 ans,Arithmétique,2 ou moins,46,49.4
2012,Manitoba,Femmes,25 à 34 ans,Arithmétique,3 ou plus,46,50.6
2012,Manitoba,Femmes,35 à 44 ans,Alphabétisme,2 ou moins,46,45.1
2012,Manitoba,Femmes,35 à 44 ans,Alphabétisme,3 ou plus,46,54.9
2012,Manitoba,Femmes,35 à 44 ans,Arithmétique,2 ou moins,46,53.4
2012,Manitoba,Femmes,35 à 44 ans,Arithmétique,3 ou plus,46,46.6
2012,Manitoba,Femmes,45 à 54 ans,Alphabétisme,2 ou moins,46,47.4
2012,Manitoba,Femmes,45 à 54 ans,Alphabétisme,3 ou plus,46,52.6
2012,Manitoba,Femmes,45 à 54 ans,Arithmétique,2 ou moins,46,55.8
2012,Manitoba,Femmes,45 à 54 ans,Arithmétique,3 ou plus,46,44.2
2012,Manitoba,Femmes,55 à 65 ans,Alphabétisme,2 ou moins,46,57.5
2012,Manitoba,Femmes,55 à 65 ans,Alphabétisme,3 ou plus,46,42.5
2012,Manitoba,Femmes,55 à 65 ans,Arithmétique,2 ou moins,46,69.7
2012,Manitoba,Femmes,55 à 65 ans,Arithmétique,3 ou plus,46,30.3
2012,Saskatchewan,Les deux sexes,Total,Alphabétisme,2 ou moins,47,49.9
2012,Saskatchewan,Les deux sexes,Total,Alphabétisme,3 ou plus,47,50.1
2012,Saskatchewan,Les deux sexes,Total,Arithmétique,2 ou moins,47,56.5
2012,Saskatchewan,Les deux sexes,Total,Arithmétique,3 ou plus,47,43.5
2012,Saskatchewan,Les deux sexes,16 à 24 ans,Alphabétisme,2 ou moins,47,54.0
2012,Saskatchewan,Les deux sexes,16 à 24 ans,Alphabétisme,3 ou plus,47,46.0
2012,Saskatchewan,Les deux sexes,16 à 24 ans,Arithmétique,2 ou moins,47,62.0
2012,Saskatchewan,Les deux sexes,16 à 24 ans,Arithmétique,3 ou plus,47,38.0
2012,Saskatchewan,Les deux sexes,25 à 34 ans,Alphabétisme,2 ou moins,47,45.1
2012,Saskatchewan,Les deux sexes,25 à 34 ans,Alphabétisme,3 ou plus,47,54.9
2012,Saskatchewan,Les deux sexes,25 à 34 ans,Arithmétique,2 ou moins,47,50.8
2012,Saskatchewan,Les deux sexes,25 à 34 ans,Arithmétique,3 ou plus,47,49.2
2012,Saskatchewan,Les deux sexes,35 à 44 ans,Alphabétisme,2 ou moins,47,43.3
2012,Saskatchewan,Les deux sexes,35 à 44 ans,Alphabétisme,3 ou plus,47,56.7
2012,Saskatchewan,Les deux sexes,35 à 44 ans,Arithmétique,2 ou moins,47,47.3
2012,Saskatchewan,Les deux sexes,35 à 44 ans,Arithmétique,3 ou plus,47,52.7
2012,Saskatchewan,Les deux sexes,45 à 54 ans,Alphabétisme,2 ou moins,47,50.2
2012,Saskatchewan,Les deux sexes,45 à 54 ans,Alphabétisme,3 ou plus,47,49.8
2012,Saskatchewan,Les deux sexes,45 à 54 ans,Arithmétique,2 ou moins,47,56.5
2012,Saskatchewan,Les deux sexes,45 à 54 ans,Arithmétique,3 ou plus,47,43.5
2012,Saskatchewan,Les deux sexes,55 à 65 ans,Alphabétisme,2 ou moins,47,56.4
2012,Saskatchewan,Les deux sexes,55 à 65 ans,Alphabétisme,3 ou plus,47,43.6
