Year,Niveau de sécurité alimentaire du ménage,Géographie,Genre,Groupe d'âge,Type de famille économique,Minorité visible,Population autochtone,GeoCode,Value
2021,Sécurité alimentaire,Yukon,Both genders,,Personnes dans les familles non âgées,,,60,86.9
2021,Insécurité alimentaire,Yukon,Both genders,,Personnes dans les familles non âgées,,,60,13.1
2021,Sécurité alimentaire,Yukon,Both genders,,Personnes dans les couples,,,60,92.1
2021,Sécurité alimentaire,Yukon,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,60,92.7
2021,Sécurité alimentaire,Yukon,Both genders,,Personnes dans les familles monoparentales,,,60,71.4
2021,Sécurité alimentaire,Yukon,Both genders,,Personnes dans les autres familles de personnes non âgées,,,60,72.7
2021,Sécurité alimentaire,Yukon,Both genders,,Personnes hors famille économique,,,60,89.7
2021,Sécurité alimentaire,Yukon,Both genders,,Personnes âgées hors famille économique,,,60,80.0
2021,Sécurité alimentaire,Yukon,Woman+,,Femmes+ âgées hors famille économique,,,60,84.1
2021,Sécurité alimentaire,Yukon,Both genders,,Personnes non âgées hors famille économique,,,60,93.4
2021,Sécurité alimentaire,Yukon,Man+,,Hommes+ non âgés hors famille économique,,,60,91.2
2021,Sécurité alimentaire,Yukon,Woman+,,Femmes+ non âgées hors famille économique,,,60,96.9
2021,Sécurité alimentaire,Territoires du Nord-Ouest,Both genders,,Toutes les personnes,,,61,78.9
2021,Insécurité alimentaire,Territoires du Nord-Ouest,Both genders,,Toutes les personnes,,,61,21.1
2021,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,Both genders,,Toutes les personnes,,,61,17.8
2021,Insécurité alimentaire modérée,Territoires du Nord-Ouest,Both genders,,Toutes les personnes,,,61,14.0
2021,Sécurité alimentaire,Territoires du Nord-Ouest,Both genders,,Personnes dans les familles économiques,,,61,78.9
2021,Insécurité alimentaire,Territoires du Nord-Ouest,Both genders,,Personnes dans les familles économiques,,,61,21.1
2021,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,Both genders,,Personnes dans les familles économiques,,,61,17.4
2021,Insécurité alimentaire modérée,Territoires du Nord-Ouest,Both genders,,Personnes dans les familles économiques,,,61,13.8
2021,Sécurité alimentaire,Territoires du Nord-Ouest,Both genders,,Persons in senior families,,,61,73.7
2021,Sécurité alimentaire,Territoires du Nord-Ouest,Both genders,,Personnes dans les familles non âgées,,,61,79.5
2021,Insécurité alimentaire,Territoires du Nord-Ouest,Both genders,,Personnes dans les familles non âgées,,,61,20.5
2021,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,Both genders,,Personnes dans les familles non âgées,,,61,18.2
2021,Insécurité alimentaire modérée,Territoires du Nord-Ouest,Both genders,,Personnes dans les familles non âgées,,,61,14.3
2021,Sécurité alimentaire,Territoires du Nord-Ouest,Both genders,,Personnes dans les couples,,,61,100.0
2021,Sécurité alimentaire,Territoires du Nord-Ouest,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,61,81.5
2021,Sécurité alimentaire,Territoires du Nord-Ouest,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,61,95.8
2021,Sécurité alimentaire,Territoires du Nord-Ouest,Both genders,,Personnes hors famille économique,,,61,78.6
2021,Sécurité alimentaire,Territoires du Nord-Ouest,Both genders,,Personnes non âgées hors famille économique,,,61,80.0
2021,Sécurité alimentaire,Territoires du Nord-Ouest,Man+,,Hommes+ non âgés hors famille économique,,,61,82.0
2021,Sécurité alimentaire,Territoires du Nord-Ouest,Woman+,,Femmes+ non âgées hors famille économique,,,61,74.3
2021,Sécurité alimentaire,Nunavut,Both genders,,Toutes les personnes,,,62,54.2
2021,Insécurité alimentaire,Nunavut,Both genders,,Toutes les personnes,,,62,45.8
2021,Insécurité alimentaire modérée ou grave,Nunavut,Both genders,,Toutes les personnes,,,62,43.9
2021,Insécurité alimentaire modérée,Nunavut,Both genders,,Toutes les personnes,,,62,28.4
2021,Insécurité alimentaire grave,Nunavut,Both genders,,Toutes les personnes,,,62,15.4
2021,Sécurité alimentaire,Nunavut,Both genders,,Personnes dans les familles économiques,,,62,52.3
2021,Insécurité alimentaire,Nunavut,Both genders,,Personnes dans les familles économiques,,,62,47.7
2021,Insécurité alimentaire modérée ou grave,Nunavut,Both genders,,Personnes dans les familles économiques,,,62,45.9
2021,Insécurité alimentaire modérée,Nunavut,Both genders,,Personnes dans les familles économiques,,,62,29.8
2021,Insécurité alimentaire grave,Nunavut,Both genders,,Personnes dans les familles économiques,,,62,16.1
2021,Sécurité alimentaire,Nunavut,Both genders,,Personnes dans les familles non âgées,,,62,52.1
2021,Insécurité alimentaire,Nunavut,Both genders,,Personnes dans les familles non âgées,,,62,47.9
2021,Insécurité alimentaire modérée ou grave,Nunavut,Both genders,,Personnes dans les familles non âgées,,,62,46.0
2021,Insécurité alimentaire modérée,Nunavut,Both genders,,Personnes dans les familles non âgées,,,62,29.6
2021,Insécurité alimentaire grave,Nunavut,Both genders,,Personnes dans les familles non âgées,,,62,16.4
2021,Sécurité alimentaire,Nunavut,Both genders,,Personnes dans les couples,,,62,85.9
2021,Sécurité alimentaire,Nunavut,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,62,52.4
2021,Insécurité alimentaire,Nunavut,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,62,47.6
2021,Insécurité alimentaire modérée ou grave,Nunavut,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,62,46.8
2021,Insécurité alimentaire,Nunavut,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,62,86.0
2021,Insécurité alimentaire modérée ou grave,Nunavut,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,62,86.0
2021,Insécurité alimentaire,Nunavut,Both genders,,Personnes dans les autres familles de personnes non âgées,,,62,63.1
2021,Insécurité alimentaire modérée ou grave,Nunavut,Both genders,,Personnes dans les autres familles de personnes non âgées,,,62,56.7
2021,Sécurité alimentaire,Nunavut,Both genders,,Personnes hors famille économique,,,62,73.2
2021,Sécurité alimentaire,Nunavut,Both genders,,Personnes non âgées hors famille économique,,,62,70.6
2022,Sécurité alimentaire,Canada,Both genders,,Toutes les personnes,,,,76.9
2022,Insécurité alimentaire,Canada,Both genders,,Toutes les personnes,,,,23.1
2022,Insécurité alimentaire marginale,Canada,Both genders,,Toutes les personnes,,,,6.0
2022,,,,,,,,,17.0
2022,Insécurité alimentaire modérée,Canada,Both genders,,Toutes les personnes,,,,11.0
2022,Insécurité alimentaire grave,Canada,Both genders,,Toutes les personnes,,,,6.1
2022,Sécurité alimentaire,Canada,Both genders,,Personnes dans les familles économiques,,,,77.4
2022,Insécurité alimentaire,Canada,Both genders,,Personnes dans les familles économiques,,,,22.6
2022,Insécurité alimentaire marginale,Canada,Both genders,,Personnes dans les familles économiques,,,,6.3
2022,Insécurité alimentaire modérée ou grave,Canada,Both genders,,Personnes dans les familles économiques,,,,16.4
2022,Insécurité alimentaire modérée,Canada,Both genders,,Personnes dans les familles économiques,,,,11.0
2022,Insécurité alimentaire grave,Canada,Both genders,,Personnes dans les familles économiques,,,,5.4
2022,Sécurité alimentaire,Canada,Both genders,,Persons in senior families,,,,89.0
2022,Insécurité alimentaire,Canada,Both genders,,Persons in senior families,,,,11.0
2022,Insécurité alimentaire marginale,Canada,Both genders,,Persons in senior families,,,,3.8
2022,Insécurité alimentaire modérée ou grave,Canada,Both genders,,Persons in senior families,,,,7.3
2022,Insécurité alimentaire modérée,Canada,Both genders,,Persons in senior families,,,,5.0
2022,Insécurité alimentaire grave,Canada,Both genders,,Persons in senior families,,,,2.3
2022,Sécurité alimentaire,Canada,Both genders,,Personnes dans les couples de personnes âgées,,,,91.8
2022,Insécurité alimentaire,Canada,Both genders,,Personnes dans les couples de personnes âgées,,,,8.2
2022,Insécurité alimentaire marginale,Canada,Both genders,,Personnes dans les couples de personnes âgées,,,,3.1
2022,Insécurité alimentaire modérée ou grave,Canada,Both genders,,Personnes dans les couples de personnes âgées,,,,5.1
2022,Insécurité alimentaire modérée,Canada,Both genders,,Personnes dans les couples de personnes âgées,,,,3.7
2022,Insécurité alimentaire grave,Canada,Both genders,,Personnes dans les couples de personnes âgées,,,,1.4
2022,Sécurité alimentaire,Canada,Both genders,,Personnes dans les autres familles de personnes âgées,,,,82.8
2022,Insécurité alimentaire,Canada,Both genders,,Personnes dans les autres familles de personnes âgées,,,,17.2
2022,Insécurité alimentaire marginale,Canada,Both genders,,Personnes dans les autres familles de personnes âgées,,,,5.3
2022,Insécurité alimentaire modérée ou grave,Canada,Both genders,,Personnes dans les autres familles de personnes âgées,,,,12.0
2022,Insécurité alimentaire modérée,Canada,Both genders,,Personnes dans les autres familles de personnes âgées,,,,7.7
2022,Insécurité alimentaire grave,Canada,Both genders,,Personnes dans les autres familles de personnes âgées,,,,4.3
2022,Sécurité alimentaire,Canada,Both genders,,Personnes dans les familles non âgées,,,,75.1
2022,Insécurité alimentaire,Canada,Both genders,,Personnes dans les familles non âgées,,,,24.9
2022,Insécurité alimentaire marginale,Canada,Both genders,,Personnes dans les familles non âgées,,,,6.7
2022,Insécurité alimentaire modérée ou grave,Canada,Both genders,,Personnes dans les familles non âgées,,,,18.1
2022,Insécurité alimentaire modérée,Canada,Both genders,,Personnes dans les familles non âgées,,,,12.2
2022,Insécurité alimentaire grave,Canada,Both genders,,Personnes dans les familles non âgées,,,,5.9
2022,Sécurité alimentaire,Canada,Both genders,,Personnes dans les couples,,,,82.2
2022,Insécurité alimentaire,Canada,Both genders,,Personnes dans les couples,,,,17.8
2022,Insécurité alimentaire marginale,Canada,Both genders,,Personnes dans les couples,,,,4.5
2022,Insécurité alimentaire modérée ou grave,Canada,Both genders,,Personnes dans les couples,,,,13.3
2022,Insécurité alimentaire modérée,Canada,Both genders,,Personnes dans les couples,,,,8.2
2022,Insécurité alimentaire grave,Canada,Both genders,,Personnes dans les couples,,,,5.1
2022,Sécurité alimentaire,Canada,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,75.0
2022,Insécurité alimentaire,Canada,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,25.0
2022,Insécurité alimentaire marginale,Canada,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,7.3
2022,Insécurité alimentaire modérée ou grave,Canada,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,17.7
2022,Insécurité alimentaire modérée,Canada,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,13.4
2022,Insécurité alimentaire grave,Canada,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,4.3
2022,Sécurité alimentaire,Canada,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,79.8
2022,Insécurité alimentaire,Canada,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,20.2
2022,Insécurité alimentaire marginale,Canada,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,6.0
2022,Insécurité alimentaire modérée ou grave,Canada,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,14.3
2022,Insécurité alimentaire modérée,Canada,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,9.1
2022,Insécurité alimentaire grave,Canada,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,5.2
2022,Sécurité alimentaire,Canada,Both genders,,Personnes dans les familles monoparentales,,,,56.2
2022,Insécurité alimentaire,Canada,Both genders,,Personnes dans les familles monoparentales,,,,43.8
2022,Insécurité alimentaire marginale,Canada,Both genders,,Personnes dans les familles monoparentales,,,,9.4
2022,Insécurité alimentaire modérée ou grave,Canada,Both genders,,Personnes dans les familles monoparentales,,,,34.4
2022,Insécurité alimentaire modérée,Canada,Both genders,,Personnes dans les familles monoparentales,,,,18.3
2022,Insécurité alimentaire grave,Canada,Both genders,,Personnes dans les familles monoparentales,,,,16.2
2022,Sécurité alimentaire,Canada,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,,64.8
2022,Insécurité alimentaire,Canada,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,,35.2
2022,Insécurité alimentaire marginale,Canada,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,,9.9
2022,Insécurité alimentaire modérée ou grave,Canada,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,,25.3
2022,Insécurité alimentaire modérée,Canada,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,,13.6
2022,Insécurité alimentaire grave,Canada,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,,11.6
2022,Sécurité alimentaire,Canada,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,53.9
2022,Insécurité alimentaire,Canada,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,46.1
2022,Insécurité alimentaire marginale,Canada,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,9.3
2022,Insécurité alimentaire modérée ou grave,Canada,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,36.8
2022,Insécurité alimentaire modérée,Canada,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,19.5
2022,Insécurité alimentaire grave,Canada,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,17.4
2022,Sécurité alimentaire,Canada,Both genders,,Personnes dans les autres familles de personnes non âgées,,,,70.9
2022,Insécurité alimentaire,Canada,Both genders,,Personnes dans les autres familles de personnes non âgées,,,,29.1
2022,Insécurité alimentaire marginale,Canada,Both genders,,Personnes dans les autres familles de personnes non âgées,,,,7.1
2022,Insécurité alimentaire modérée ou grave,Canada,Both genders,,Personnes dans les autres familles de personnes non âgées,,,,22.1
2022,Insécurité alimentaire modérée,Canada,Both genders,,Personnes dans les autres familles de personnes non âgées,,,,13.0
2022,Insécurité alimentaire grave,Canada,Both genders,,Personnes dans les autres familles de personnes non âgées,,,,9.0
2022,Sécurité alimentaire,Canada,Both genders,,Personnes hors famille économique,,,,74.8
2022,Insécurité alimentaire,Canada,Both genders,,Personnes hors famille économique,,,,25.2
2022,Insécurité alimentaire marginale,Canada,Both genders,,Personnes hors famille économique,,,,4.9
2022,Insécurité alimentaire modérée ou grave,Canada,Both genders,,Personnes hors famille économique,,,,20.2
2022,Insécurité alimentaire modérée,Canada,Both genders,,Personnes hors famille économique,,,,10.7
2022,Insécurité alimentaire grave,Canada,Both genders,,Personnes hors famille économique,,,,9.5
2022,Sécurité alimentaire,Canada,Both genders,,Personnes âgées hors famille économique,,,,86.5
2022,Insécurité alimentaire,Canada,Both genders,,Personnes âgées hors famille économique,,,,13.5
2022,Insécurité alimentaire marginale,Canada,Both genders,,Personnes âgées hors famille économique,,,,3.8
2022,Insécurité alimentaire modérée ou grave,Canada,Both genders,,Personnes âgées hors famille économique,,,,9.8
2022,Insécurité alimentaire modérée,Canada,Both genders,,Personnes âgées hors famille économique,,,,6.3
2022,Insécurité alimentaire grave,Canada,Both genders,,Personnes âgées hors famille économique,,,,3.5
2022,Sécurité alimentaire,Canada,Man+,,Hommes+ âgés hors famille économique,,,,85.3
2022,Insécurité alimentaire,Canada,Man+,,Hommes+ âgés hors famille économique,,,,14.7
2022,Insécurité alimentaire marginale,Canada,Man+,,Hommes+ âgés hors famille économique,,,,3.9
2022,Insécurité alimentaire modérée ou grave,Canada,Man+,,Hommes+ âgés hors famille économique,,,,10.8
2022,Insécurité alimentaire modérée,Canada,Man+,,Hommes+ âgés hors famille économique,,,,6.6
2022,Insécurité alimentaire grave,Canada,Man+,,Hommes+ âgés hors famille économique,,,,4.3
2022,Sécurité alimentaire,Canada,Woman+,,Femmes+ âgées hors famille économique,,,,87.1
2022,Insécurité alimentaire,Canada,Woman+,,Femmes+ âgées hors famille économique,,,,12.9
2022,Insécurité alimentaire marginale,Canada,Woman+,,Femmes+ âgées hors famille économique,,,,3.7
2022,Insécurité alimentaire modérée ou grave,Canada,Woman+,,Femmes+ âgées hors famille économique,,,,9.2
2022,Insécurité alimentaire modérée,Canada,Woman+,,Femmes+ âgées hors famille économique,,,,6.1
2022,Insécurité alimentaire grave,Canada,Woman+,,Femmes+ âgées hors famille économique,,,,3.1
2022,Sécurité alimentaire,Canada,Both genders,,Personnes non âgées hors famille économique,,,,69.6
2022,Insécurité alimentaire,Canada,Both genders,,Personnes non âgées hors famille économique,,,,30.4
2022,Insécurité alimentaire marginale,Canada,Both genders,,Personnes non âgées hors famille économique,,,,5.4
2022,Insécurité alimentaire modérée ou grave,Canada,Both genders,,Personnes non âgées hors famille économique,,,,25.0
2022,Insécurité alimentaire modérée,Canada,Both genders,,Personnes non âgées hors famille économique,,,,12.8
2022,Insécurité alimentaire grave,Canada,Both genders,,Personnes non âgées hors famille économique,,,,12.2
2022,Sécurité alimentaire,Canada,Man+,,Hommes+ non âgés hors famille économique,,,,70.7
2022,Insécurité alimentaire,Canada,Man+,,Hommes+ non âgés hors famille économique,,,,29.3
2022,Insécurité alimentaire marginale,Canada,Man+,,Hommes+ non âgés hors famille économique,,,,5.5
2022,Insécurité alimentaire modérée ou grave,Canada,Man+,,Hommes+ non âgés hors famille économique,,,,23.8
2022,Insécurité alimentaire modérée,Canada,Man+,,Hommes+ non âgés hors famille économique,,,,11.8
2022,Insécurité alimentaire grave,Canada,Man+,,Hommes+ non âgés hors famille économique,,,,12.0
2022,Sécurité alimentaire,Canada,Woman+,,Femmes+ non âgées hors famille économique,,,,68.1
2022,Insécurité alimentaire,Canada,Woman+,,Femmes+ non âgées hors famille économique,,,,31.9
2022,Insécurité alimentaire marginale,Canada,Woman+,,Femmes+ non âgées hors famille économique,,,,5.4
2022,Insécurité alimentaire modérée ou grave,Canada,Woman+,,Femmes+ non âgées hors famille économique,,,,26.5
2022,Insécurité alimentaire modérée,Canada,Woman+,,Femmes+ non âgées hors famille économique,,,,14.0
2022,Insécurité alimentaire grave,Canada,Woman+,,Femmes+ non âgées hors famille économique,,,,12.5
2022,Sécurité alimentaire,Provinces de l'Atlantique,Both genders,,Toutes les personnes,,,,72.8
2022,Insécurité alimentaire,Provinces de l'Atlantique,Both genders,,Toutes les personnes,,,,27.2
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Both genders,,Toutes les personnes,,,,6.3
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Both genders,,Toutes les personnes,,,,20.9
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Both genders,,Toutes les personnes,,,,13.1
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Both genders,,Toutes les personnes,,,,7.8
2022,Sécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les familles économiques,,,,73.0
2022,Insécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les familles économiques,,,,27.0
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Both genders,,Personnes dans les familles économiques,,,,6.4
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Both genders,,Personnes dans les familles économiques,,,,20.6
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Both genders,,Personnes dans les familles économiques,,,,13.5
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Both genders,,Personnes dans les familles économiques,,,,7.1
2022,Sécurité alimentaire,Provinces de l'Atlantique,Both genders,,Persons in senior families,,,,87.1
2022,Insécurité alimentaire,Provinces de l'Atlantique,Both genders,,Persons in senior families,,,,12.9
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Both genders,,Persons in senior families,,,,4.0
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Both genders,,Persons in senior families,,,,8.8
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Both genders,,Persons in senior families,,,,6.3
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Both genders,,Persons in senior families,,,,2.5
2022,Sécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les couples de personnes âgées,,,,89.2
2022,Insécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les couples de personnes âgées,,,,10.8
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Both genders,,Personnes dans les couples de personnes âgées,,,,3.8
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Both genders,,Personnes dans les couples de personnes âgées,,,,7.0
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Both genders,,Personnes dans les couples de personnes âgées,,,,5.2
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Both genders,,Personnes dans les couples de personnes âgées,,,,1.7
2022,Sécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les autres familles de personnes âgées,,,,81.8
2022,Insécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les autres familles de personnes âgées,,,,18.2
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Both genders,,Personnes dans les autres familles de personnes âgées,,,,4.5
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Both genders,,Personnes dans les autres familles de personnes âgées,,,,13.7
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Both genders,,Personnes dans les autres familles de personnes âgées,,,,9.2
2022,Sécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les familles non âgées,,,,69.4
2022,Insécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les familles non âgées,,,,30.6
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Both genders,,Personnes dans les familles non âgées,,,,7.0
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Both genders,,Personnes dans les familles non âgées,,,,23.6
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Both genders,,Personnes dans les familles non âgées,,,,15.4
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Both genders,,Personnes dans les familles non âgées,,,,8.2
2022,Sécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les couples,,,,78.8
2022,Insécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les couples,,,,21.2
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Both genders,,Personnes dans les couples,,,,6.2
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Both genders,,Personnes dans les couples,,,,15.0
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Both genders,,Personnes dans les couples,,,,10.8
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Both genders,,Personnes dans les couples,,,,4.2
2022,Sécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,68.7
2022,Insécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,31.3
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,8.0
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,23.4
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,17.2
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,6.2
2022,Sécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,70.7
2022,Insécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,29.3
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,4.9
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,24.4
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,14.7
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,9.7
2022,Sécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les familles monoparentales,,,,47.7
2022,Insécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les familles monoparentales,,,,52.3
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Both genders,,Personnes dans les familles monoparentales,,,,9.2
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Both genders,,Personnes dans les familles monoparentales,,,,43.1
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Both genders,,Personnes dans les familles monoparentales,,,,22.4
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Both genders,,Personnes dans les familles monoparentales,,,,20.7
2022,Sécurité alimentaire,Provinces de l'Atlantique,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,,67.0
2022,Insécurité alimentaire,Provinces de l'Atlantique,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,,33.0
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,,22.5
2022,Sécurité alimentaire,Provinces de l'Atlantique,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,43.4
2022,Insécurité alimentaire,Provinces de l'Atlantique,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,56.6
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,8.9
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,47.7
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,24.9
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,22.8
2022,Sécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les autres familles de personnes non âgées,,,,69.9
2022,Insécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes dans les autres familles de personnes non âgées,,,,30.1
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Both genders,,Personnes dans les autres familles de personnes non âgées,,,,5.0
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Both genders,,Personnes dans les autres familles de personnes non âgées,,,,25.1
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Both genders,,Personnes dans les autres familles de personnes non âgées,,,,11.5
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Both genders,,Personnes dans les autres familles de personnes non âgées,,,,13.5
2022,Sécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes hors famille économique,,,,71.9
2022,Insécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes hors famille économique,,,,28.1
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Both genders,,Personnes hors famille économique,,,,5.8
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Both genders,,Personnes hors famille économique,,,,22.2
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Both genders,,Personnes hors famille économique,,,,11.2
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Both genders,,Personnes hors famille économique,,,,11.0
2022,Sécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes âgées hors famille économique,,,,84.0
2022,Insécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes âgées hors famille économique,,,,16.0
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Both genders,,Personnes âgées hors famille économique,,,,5.1
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Both genders,,Personnes âgées hors famille économique,,,,10.9
